Region_centroid_row,Rawgreen_mean,Exred_mean,Exgreen_mean,Saturatoin_mean,Hue_mean,field19
83,58.88889,-18.11111,-22.11111,0.26032928,-2.0277708,negative
109,35.666668,-17.11111,-18.444445,0.3349617,-2.068644,negative
19,135.33334,-18.666666,-7.3333335,0.10151485,-2.3586016,negative
36,4.7777777,-8.222222,-8.222222,0.6486569,-2.0972927,negative
73,42.11111,-1.8888888,-12.555555,0.1761556,-1.6815889,negative
80,36.11111,-8.222222,-13.222222,0.24472968,-1.942698,negative
67,101.55556,-28.222221,-21.88889,0.20770195,-2.1730993,negative
193,52.11111,-21,-24,0.30846536,-2.047766,negative
190,43,-14.111111,-19.444445,0.29078844,-1.9875989,negative
80,21.88889,-18.88889,-5.2222223,0.5142537,-2.4315135,negative
189,25.555555,-8.555555,-12.222222,0.29741284,-1.9545742,negative
50,57.666668,-23.333334,-22.333334,0.29016516,-2.1077845,negative
76,1.7777778,-4.6666665,-2,0.87222224,-2.3408008,negative
177,43.77778,-14.222222,-21.88889,0.30621472,-1.9560046,negative
121,48.444443,-21.555555,-19.555555,0.3071933,-2.1269433,negative
144,0,0,0,0,0,negative
222,11.777778,-2.3333333,7.3333335,0.37369296,1.9050448,negative
90,105.333336,-22.333334,-23.333334,0.18178941,-2.0784183,negative
73,38.77778,-14.222222,-14.222222,0.27433428,-2.0964146,negative
89,13.444445,-12,-10.666667,0.47748852,-2.1297464,negative
42,24.11111,-11.444445,-12.444445,0.33789337,-2.0610058,negative
168,31.444445,-12.666667,19,0.33538613,2.302124,negative
70,19.666668,-4.7777777,-19.11111,0.42128146,-1.7451795,positive
68,42.88889,-25.88889,-12.888889,0.41303283,-2.3086562,negative
123,52.333332,-22.333334,-21,0.29916364,-2.1119413,negative
116,19.444445,-12.222222,-11.888889,0.39214933,-2.1049783,negative
187,51.333332,-20.11111,-24.11111,0.30745777,-2.03348,negative
159,23.555555,-2.6666667,-7.6666665,0.20284556,-1.8025542,negative
135,62.22222,-18.777779,-23.11111,0.25830337,-2.0249448,negative
191,18.555555,-9.222222,10.111111,0.3503698,2.545329,negative
54,129.88889,-20.333334,-13.333333,0.12431249,-2.231555,negative
150,0,0,0,0,0,negative
91,4.2222223,-11.444445,-6.111111,0.82302064,-2.2827444,negative
198,16.333334,-7.5555553,12.444445,0.4157716,2.2212758,negative
188,26.555555,-9.444445,-12.111111,0.28414816,-2.0145087,negative
39,105.55556,-32.444443,-23.444445,0.22295359,-2.1981578,negative
219,19.666668,-10.333333,14.333333,0.42601216,2.3586955,negative
29,94.666664,-43.444443,-25.777779,0.2972053,-2.2572172,negative
104,15.444445,0.11111111,-14.222222,0.38036656,-1.5553759,positive
74,17.666668,-3.1111112,-17.777779,0.4202516,-1.6665796,positive
187,50,-16.333334,-24,0.29964966,-1.9666711,negative
121,27.88889,-11.111111,-13.444445,0.3134271,-2.0242684,negative
54,105,-36.333332,-15,0.22967392,-2.345744,negative
135,0.11111111,-1.8888888,-3.8888888,0.9722222,-1.8807242,negative
28,107.666664,-45.444443,-11.777778,0.26183844,-2.4385846,negative
133,0.11111111,-1.2222222,-1.8888888,0.962963,-1.999063,negative
197,9.888889,-5.6666665,11.666667,0.61705947,2.0749567,negative
172,24.222221,-7.6666665,15.666667,0.34374964,2.0838537,negative
196,43.666668,-17.222221,-19.222221,0.2979628,-2.0547533,negative
124,47.88889,-14.333333,-17.666666,0.26124597,-2.0173788,negative
152,0,0,0,0,0,negative
136,0,0,0,0,0,negative
195,12.333333,-6.5555553,11.444445,0.5016835,2.1870224,negative
94,15.666667,-1.6666666,-16.666666,0.42781135,-1.627145,positive
203,18.222221,-7.2222223,17.444445,0.5144446,1.9867483,negative
19,103,-37.88889,-21.88889,0.2498948,-2.264331,negative
45,118,-36.88889,-14.555555,0.21017425,-2.3593597,negative
244,9.555555,-3.2222223,5.4444447,0.3833719,2.340587,negative
50,101.888885,-38.333332,-16.666666,0.2473368,-2.3372955,negative
100,2.8888888,-9.444445,-5.111111,0.87633204,-2.2805398,negative
22,43.333332,-20.666666,-19,0.3194739,-2.123537,negative
142,2.7777777,4.5555553,-6.7777777,0.57473546,-0.8297117,positive
136,4.2222223,-7.5555553,-5.888889,0.6577441,-2.1752956,negative
134,0.6666667,-2.5555556,-3.5555556,0.8333333,-1.997796,negative
124,1.6666666,-4.6666665,-4,0.895369,-2.118937,negative
128,0,-2.2222223,-2.2222223,1,-2.0943952,negative
183,37.333336,-8.888889,-17.555555,0.28154,-1.8877307,negative
51,118.888885,-33.555557,-16.555555,0.19756877,-2.3053098,negative
194,52.11111,-21.11111,-20.11111,0.28679082,-2.112941,negative
96,2.3333335,-8.333333,-4.3333335,0.90923554,-2.268209,negative
187,48.88889,-18.777779,-21.777779,0.29995137,-2.0438795,negative
183,26,-15.888889,18.444445,0.44994184,2.5068066,negative
105,2.4444444,-7.4444447,-5.111111,0.88604844,-2.2054374,negative
61,17.88889,-3.2222223,-17.555555,0.41575083,-1.7009131,positive
144,0,0,0,0,0,negative
121,3.1111112,-6.888889,-0.8888889,0.8435185,-2.5191648,negative
120,53.88889,-9.444445,-18.444445,0.22280817,-1.8929771,negative
81,10.888889,-14.444445,-4.7777777,0.6281558,-2.388561,negative
135,0,-2.3333333,-2.3333333,1,-2.0943952,negative
189,18.777779,-7.3333335,17.666666,0.49709514,1.9855517,negative
35,105.44444,-38,-11,0.23116584,-2.4202032,negative
236,18.444445,-8.888889,7.111111,0.29272884,2.7898002,negative
185,42.444443,-15.111111,-19.777779,0.30003616,-2.006186,negative
28,117.888885,-34.555557,-13.888889,0.19951321,-2.35398,negative
189,28.666666,-11.333333,-12.333333,0.29784104,-2.0642734,negative
31,122.111115,-29.11111,-14.111111,0.17071788,-2.310766,negative
215,29.444445,-17.777779,19.222221,0.42076695,2.5610487,negative
110,45.444443,-13.666667,-15.666667,0.24925283,-2.0325177,negative
249,23.666666,-10,17,0.39839673,2.214996,negative
190,25.88889,-10.555555,-11.222222,0.30038968,-2.1606584,negative
95,2.2222223,-4.7777777,-0.11111111,0.8740741,-2.5527236,negative
160,36.77778,-20.333334,-12.333333,0.33961803,-2.335837,negative
15,125.44444,-32.77778,-11.444445,0.17818023,-2.3824396,negative
64,54.22222,-25,-23.333334,0.31425992,-2.1180868,negative
68,35.11111,-0.7777778,-10.444445,0.17044854,-1.6248463,negative
44,90.55556,-42,-25.333334,0.30001867,-2.2545414,negative
129,3.7777777,4.6666665,-7.6666665,0.54012346,-0.9327826,positive
136,0.11111111,-1.7777778,-1.7777778,0.962963,-2.0943952,negative
191,51.22222,-21.777779,-25.11111,0.31901047,-2.047053,negative
90,1,-6.7777777,-5.4444447,0.9261464,-2.1643226,negative
92,13.555555,0.22222222,-15.444445,0.4288601,-1.5482956,positive
182,24.666666,-9,14.333333,0.31489658,2.2716928,negative
100,6.4444447,-10.444445,-5.111111,0.7380342,-2.2898738,negative
156,21.777779,-10.444445,14.555555,0.38463837,2.3635807,negative
131,3.6666667,4.7777777,-6.888889,0.515873,-0.8048458,positive
131,0.6666667,-1.8888888,-2.2222223,0.77037036,-2.0513444,negative
176,23.333334,-10.111111,14.555555,0.35206997,2.332243,negative
12,3.5555556,-7.111111,-8.111111,0.6873016,-2.057978,negative
159,4.666667,-4.5555553,-5.888889,0.5416667,-1.9994432,negative
30,107,-40.666668,-12.666667,0.24285044,-2.405295,negative
143,3,5.6666665,-8,0.60119045,-0.79691786,positive
16,105.22222,-38.11111,-19.777779,0.2440208,-2.2939334,negative
124,4.2222223,3.4444444,-8.555555,0.5311728,-1.1570816,positive
98,46.333332,-15.888889,-19.555555,0.28510964,-2.025773,negative
198,45.22222,-18.333334,-19.333334,0.29970714,-2.0726159,negative
129,3.7777777,4.7777777,-7.888889,0.5418871,-0.9127656,positive
196,54.11111,-19.777779,-22.444445,0.28752622,-2.0487363,negative
47,117.666664,-29.222221,-18.555555,0.18354028,-2.2398903,negative
156,28.333334,-19.11111,13.888889,0.38903406,2.8649306,negative
110,28.333334,-13.222222,-9.888889,0.3074441,-2.1872416,negative
76,79.111115,-46.555557,-32.88889,0.3601942,-2.2080188,negative
115,16.777779,-2.1111112,-15.777778,0.3973624,-1.6195486,positive
233,18.777779,-6.4444447,18.88889,0.554881,1.9036856,negative
111,29.777779,-11.333333,-13,0.29035455,-2.0057423,negative
28,107.22222,-46.22222,-12.888889,0.26754448,-2.4259923,negative
88,1.4444444,-7,-4,0.93849206,-2.2695446,negative
100,3.8888888,-9.888889,-6.5555553,0.7738155,-2.2262468,negative
113,17.222223,-11.888889,-10.888889,0.4148072,-2.1256926,negative
88,1.5555556,-7.888889,-5.2222223,0.92957354,-2.2165444,negative
189,28.222221,-8.777778,-11.111111,0.26298115,-2.0222268,negative
222,16.11111,-5.4444447,16.88889,0.58765954,1.8704867,negative
184,22.222221,-12.222222,13.777778,0.39835298,2.524273,negative
148,0,0,0,0,0,negative
173,22.333334,-10.777778,15.555555,0.39643326,2.332739,negative
65,50.11111,-21.88889,-22.88889,0.31478265,-2.077647,negative
31,133,-16.88889,-10.222222,0.100709505,-2.2515037,negative
86,4.5555553,-6.111111,-6.4444447,0.5942257,-2.0544748,negative
91,14.888889,0.11111111,-14.555555,0.39415666,-1.5522503,positive
180,27.555555,-9.444445,18.88889,0.3588616,2.1139183,negative
33,104.22222,-40.666668,-21.333334,0.25913006,-2.2904212,negative
115,1.6666666,-7.2222223,-3.2222223,0.9543651,-2.3218653,negative
121,17.555555,-4.3333335,-16.666666,0.4155243,-1.7407364,positive
46,99.77778,-40.88889,-23.222221,0.27150124,-2.2708514,negative
73,4.4444447,-10.444445,-4.111111,0.7899301,-2.3556414,negative
190,41.333336,-15.111111,-18.444445,0.2956214,-2.025942,negative
75,33.666668,-24.777779,-13.111111,0.46491185,-2.2841873,negative
192,48.77778,-20.222221,-24.88889,0.32401717,-2.024748,negative
184,28,-8.222222,-9.555555,0.23234288,-2.1603296,negative
162,29.88889,-14.888889,16.11111,0.34703225,2.5573888,negative
123,0.11111111,-2.1111112,-1.7777778,1,-2.123254,negative
126,1.7777778,-7.2222223,-3.5555556,0.93570626,-2.2890973,negative
233,33.444447,-14.777778,19.88889,0.34575516,2.3893497,negative
95,3.6666667,-10.888889,-2.8888888,0.90709877,-2.4294486,negative
162,39.22222,-19.333334,-12,0.30018225,-2.3916814,negative
66,13.444445,-0.33333334,-15.666667,0.43785483,-1.5692534,positive
122,3.4444444,3.6666667,-7.6666665,0.55180776,-1.0514401,positive
57,58.22222,-18.777779,-22.444445,0.26677614,-2.0307028,negative
144,0,0,0,0,0,negative
238,21.777779,-8.333333,12,0.3152556,2.3374724,negative
185,28.777779,-10,-11.333333,0.27036038,-2.0852716,negative
103,11.666667,4.5555553,-13.444445,0.39890292,-1.2192107,positive
79,79.44444,-47.666668,-30,0.36217153,-2.2416325,negative
90,1.4444444,-7.5555553,-5.888889,0.904321,-2.1660802,negative
136,9,-16.555555,-9.555555,0.6957549,-2.268991,negative
36,108.888885,-39.77778,-15.444445,0.23908533,-2.3622375,negative
60,14.666667,-1.7777778,-15.777778,0.43048432,-1.650048,positive
119,6.3333335,-8.222222,-6.888889,0.58956474,-2.1427078,negative
189,27.666666,-11.333333,-13.333333,0.31536263,-2.0379822,negative
245,14.666667,-6.888889,14.777778,0.57276654,2.0694523,negative
36,94.333336,-40.444443,-26.11111,0.2846535,-2.2323463,negative
194,52.77778,-22,-24,0.30925295,-2.0605488,negative
68,101.55556,-39.444443,-17.444445,0.25415963,-2.333212,negative
162,23.88889,-9.666667,14.666667,0.34003016,2.2914152,negative
165,33.77778,-15.111111,-6.111111,0.2736466,-2.470153,negative
25,121.55556,-35.11111,-13.444445,0.19609308,-2.36518,negative
104,58.11111,-16.555555,-21.555555,0.25469732,-2.0078323,negative
250,13.777778,-8,13.666667,0.5633903,2.1929355,negative
137,33.555557,-6.111111,-10.111111,0.2144562,-1.9409745,negative
187,51.333332,-20.11111,-24.11111,0.30745777,-2.03348,negative
190,51,-19,-19,0.27956137,-2.1120865,negative
80,36.11111,-8.222222,-13.222222,0.24472968,-1.942698,negative
194,43.666668,-17.666666,-19.333334,0.30066735,-2.0642767,negative
195,20.11111,-9.222222,16.11111,0.43448815,2.1937644,negative
143,3,4.111111,-6.888889,0.5564374,-0.9148125,positive
48,130.88889,-21.88889,-11.888889,0.1269675,-2.2784278,negative
72,2.5555556,-8.888889,-5.888889,0.84168977,-2.2167206,negative
159,23.555555,-2.6666667,-7.6666665,0.20284556,-1.8025542,negative
125,3.5555556,3.4444444,-7.888889,0.5456349,-1.1218182,positive
75,121.111115,-30.555555,-14.888889,0.17935319,-2.309804,negative
145,0.7777778,-1.5555556,-0.22222222,0.25185186,-2.5309503,negative
139,3,3.6666667,-7,0.5667989,-1.004936,positive
92,14.333333,-0.8888889,-14.222222,0.40102458,-1.5705879,positive
193,52.11111,-21,-24,0.30846536,-2.047766,negative
103,56.88889,-18.333334,-22.666666,0.271568,-2.022581,negative
172,37.77778,-12.111111,-12.777778,0.24983571,-2.143718,negative
194,25.333334,-10.666667,20.333334,0.42249063,2.1265156,negative
15,109.111115,-40.88889,-13.888889,0.24157602,-2.3890254,negative
88,8.111112,-14.111111,-12.444445,0.6417749,-2.136677,negative
93,10.555555,-13.111111,-12.777778,0.55917877,-2.102707,negative
211,26.222221,-13.222222,17.11111,0.38528243,2.4163542,negative
77,53.11111,-16,-19.333334,0.25532874,-2.030875,negative
60,16.555555,-3.8888888,-18.222221,0.44663557,-1.7093887,positive
191,52.11111,-23.444445,-24.444445,0.3208649,-2.0776508,negative
215,16.444445,-9.555555,12.111111,0.4410489,2.437819,negative
11,142.55556,-19.666666,-2.6666667,0.09277301,-2.5216477,negative
235,32.555557,-14.333333,20,0.35188085,2.3560238,negative
145,2.2222223,4.888889,-5.111111,0.6005291,-0.57094,positive
133,0,-0.8888889,-0.8888889,0.8888889,-2.0943952,negative
30,6.2222223,-7.111111,-6.7777777,0.5185864,-2.05997,negative
105,23.666666,-12.555555,-9.222222,0.3374935,-2.192406,negative
152,0.7777778,-1.1111112,-1.7777778,0.537037,-2.0073514,negative
120,2.1111112,-6.888889,-4.888889,0.8930539,-2.180291,negative
58,104.44444,-38.22222,-13.888889,0.23814337,-2.3752072,negative
115,13,-19,-5.3333335,0.6183277,-2.4590404,negative
218,12.555555,-9,12.333333,0.5692659,2.361442,negative
238,17.444445,-10.777778,12.555555,0.44550914,2.5082257,negative
124,3.3333333,4.2222223,-8.111111,0.56349206,-1.0247301,positive
124,0.5555556,-2.7777777,-1.7777778,0.9537037,-2.1692097,negative
81,101,-42.11111,-14.777778,0.26421982,-2.3822613,negative
66,83.888885,-43,-28.666666,0.32571116,-2.2248445,negative
107,0.5555556,-4.6666665,-3.6666667,0.9814815,-2.146531,negative
21,59.11111,-19.666666,-20.333334,0.2570597,-2.072158,negative
29,107.111115,-40.555557,-14.888889,0.24509327,-2.3732064,negative
207,49.88889,-19.11111,-20.777779,0.2906682,-2.0627244,negative
238,12.444445,-3.2222223,11.777778,0.54054004,1.8447257,negative
62,54.666668,-27.11111,-24.444445,0.32936445,-2.1262069,negative
246,8.555555,0.44444445,-2.5555556,0.16335146,-1.1905607,negative
127,36,-8.222222,-14.222222,0.24899939,-1.9083478,negative
88,19.444445,-12.333333,-8.666667,0.3786151,-2.2082899,negative
144,0,0,0,0,0,negative
39,108.44444,-40.666668,-13.666667,0.24145858,-2.393564,negative
162,29.555555,-16.333334,13.333333,0.33512673,2.769038,negative
103,51.77778,-20,-21.333334,0.28739437,-2.0711336,negative
30,108.888885,-37.444443,-13.111111,0.22538376,-2.3853076,negative
121,11.888889,-16.222221,-9.222222,0.5964221,-2.2353554,negative
185,42.444443,-15.111111,-19.777779,0.30003616,-2.006186,negative
177,24.555555,-11.444445,14.888889,0.3589904,2.413262,negative
139,15.666667,-6.2222223,-7.2222223,0.38661182,-1.7028334,negative
108,35.77778,-12,-12.666667,0.26675764,-2.080474,negative
110,2.4444444,-4.3333335,-5.3333335,0.67526454,-2.021228,negative
105,52.22222,-15.888889,-19.222221,0.25904787,-2.032243,negative
15,61.77778,-27.222221,-24.88889,0.30227023,-2.1249814,negative
239,18.666668,-8.777778,10.555555,0.34430414,2.482445,negative
77,6.7777777,-13.444445,-2.7777777,0.7620489,-2.4674928,negative
177,20.777779,-11.111111,13.555555,0.3963988,2.4621184,negative
247,19.555555,-2.4444444,-7.111111,0.21578804,-1.7554835,negative
108,16.555555,-2.7777777,-16.11111,0.41213372,-1.6835289,positive
77,19.11111,-3.2222223,-18.222221,0.4076231,-1.6773084,positive
105,13.111111,-7.5555553,-6.2222223,0.35376814,-2.1615713,negative
62,121.111115,-27.222221,-12.888889,0.16165799,-2.315962,negative
94,85.77778,-43.22222,-28.555555,0.3215052,-2.227114,negative
26,132.88889,-16.777779,-12.444445,0.105127536,-2.1825674,negative
189,51.444443,-21.222221,-20.88889,0.29552308,-2.1013258,negative
109,26.333334,-13.888889,-9.222222,0.33195418,-2.226161,negative
107,13.888889,3,-15,0.39465594,-1.3578709,positive
98,15.777778,0.33333334,-15.333333,0.38914663,-1.5288948,positive
62,103,-27.777779,-21.11111,0.20227888,-2.1854193,negative
17,126.333336,-32.333332,-9.666667,0.17262767,-2.412968,negative
93,10.444445,-13.555555,-11.888889,0.57700235,-2.1374934,negative
192,52.555557,-22.11111,-24.777779,0.3126096,-2.055457,negative
152,0.6666667,-1.5555556,-2.5555556,0.64867723,-1.9332389,negative
143,0,0,0,0,0,negative
106,0,-1.6666666,-1.6666666,1,-2.0943952,negative
112,25.777779,-12.888889,-9.222222,0.32174963,-2.2001557,negative
176,43.333332,-14.555555,-20.88889,0.3024212,-1.9775702,negative
159,32.333336,-15.888889,-12.888889,0.29484537,-2.316872,negative
93,16.555555,-12.777778,-13.111111,0.44337976,-2.0860834,negative
135,40.444443,-19.11111,-20.777779,0.3346597,-2.0634599,negative
141,0,0,0,0,0,negative
89,16.555555,-1.6666666,-16,0.4004446,-1.6113652,positive
184,28.333334,-8.777778,-10.111111,0.25072145,-2.2154639,negative
232,12.666667,-6.7777777,11.555555,0.49138823,2.2013178,negative
51,117.44444,-36.88889,-16.555555,0.21381323,-2.3304648,negative
124,0,-3.2222223,-3.2222223,1,-2.0943952,negative
111,3,4.4444447,-7.2222223,0.56415343,-0.89785874,positive
190,45.333332,-15.222222,-21.222221,0.29773334,-1.9858987,negative
125,13.888889,-22.333334,-14,0.6384555,-2.2419562,negative
65,6.3333335,-8.444445,-7.7777777,0.5834605,-2.1218784,negative
195,17.11111,-6.7777777,16.222221,0.5177167,2.011228,negative
196,44.77778,-17.444445,-19.11111,0.2976887,-2.059262,negative
129,0,-1.5555556,-1.5555556,1,-2.0943952,negative
185,17.555555,-4.2222223,13.777778,0.44541803,1.8388497,negative
194,39.555557,-14.555555,-16.555555,0.29197225,-2.0469983,negative
204,25.555555,-14,19.666666,0.43934208,2.3487284,negative
99,0.44444445,-5.7777777,-4.7777777,0.9861111,-2.149743,negative
97,43.333332,-5.4444447,-13.444445,0.1993515,-1.8367767,negative
21,120.888885,-36.444443,-14.111111,0.20358202,-2.362526,negative
246,20,-10.333333,13.666667,0.3959547,2.395692,negative
30,108.888885,-37.444443,-13.111111,0.22538376,-2.3853076,negative
35,119.111115,-30.333334,-16.333334,0.183109,-2.2829227,negative
111,25.11111,-12.444445,-13.444445,0.34932512,-2.064723,negative
114,0.5555556,-2.8888888,-3.5555556,0.88148147,-2.0270298,negative
185,49,-19.11111,-21.777779,0.30228263,-2.0510557,negative
251,22.777779,2.3333333,6.3333335,0.23141664,1.2870604,negative
129,4,5.3333335,-8,0.53055555,-0.8439043,positive
128,3,5.3333335,-8,0.5974427,-0.83759844,positive
62,121.55556,-26.777779,-14.777778,0.16222528,-2.2754252,negative
192,40.333336,-15.777778,-18.11111,0.3026748,-2.047243,negative
86,8,-13.333333,-12,0.6295031,-2.1283617,negative
80,51.666668,-21.333334,-20,0.2908336,-2.1163511,negative
187,52.88889,-20.333334,-22.666666,0.29269224,-2.0582106,negative
109,95.77778,-39.11111,-20.11111,0.26811782,-2.2975464,negative
189,22.88889,-9,-10.666667,0.27147257,-2.1010017,negative
70,20.222221,-14.444445,-2.4444444,0.4158355,-2.5142038,negative
71,35.11111,-1.4444444,-9.777778,0.16604693,-1.6759187,negative
21,126.44444,-28.11111,-11.111111,0.15667991,-2.357178,negative
64,5.3333335,-5.6666665,-8,0.5791423,-1.9652462,negative
124,1.8888888,-5.4444447,-2.7777777,0.8367725,-2.2846084,negative
191,42.11111,-13,-18.333334,0.27976418,-1.964901,negative
206,50.333332,-21.555555,-21.88889,0.30568013,-2.0859342,negative
34,133,-16.777779,-12.111111,0.1045387,-2.2000005,negative
127,3.3333333,-7.4444447,-1.4444444,0.8272487,-2.4745617,negative
94,6.6666665,-8,2.3333333,0.60978836,-2.869948,negative
145,0.11111111,-0.6666667,-1.3333334,0.5277778,-1.9209436,negative
162,22.333334,-10.666667,15,0.38252184,2.3503675,negative
119,24.88889,-18.777779,-13.777778,0.42571348,-2.1877813,negative
189,27.666666,-8.777778,-11.111111,0.2663022,-2.0203454,negative
180,28.222221,-15.333333,17,0.38142902,2.5416608,negative
210,17.444445,-10.555555,13.444445,0.4604365,2.4287496,negative
141,1.6666666,-8.444445,-4.7777777,0.95308644,-2.2571225,negative
102,42,-19.777779,-6.111111,0.3978916,-2.4168172,negative
100,48.88889,-15.111111,-19.444445,0.26862052,-2.00619,negative
150,0,0,0,0,0,negative
31,132.33334,-18.11111,-10.777778,0.10761623,-2.255012,negative
125,32.444447,-15.333333,-15,0.3218254,-2.1006875,negative
130,0,-2.3333333,-2.3333333,1,-2.0943952,negative
124,3.3333333,4.2222223,-8.111111,0.56349206,-1.0247301,positive
34,46.22222,-24.11111,-24.11111,0.34747013,-2.0945199,negative
189,16.444445,-7.6666665,13.333333,0.43944263,2.194143,negative
161,25,-11.777778,17.88889,0.39559862,2.292736,negative
133,41.88889,-21.333334,-20.333334,0.33914515,-2.1117887,negative
236,18.666668,-9.555555,14.111111,0.42423514,2.3206298,negative
77,3.5555556,-11.333333,-4.3333335,0.8916084,-2.3548815,negative
135,0,-1.4444444,-3.7777777,1,-1.8222142,negative
76,30.666666,-8.888889,-12.555555,0.2703099,-1.9814991,negative
90,6.5555553,-12.666667,-7.3333335,0.7629189,-2.2663894,negative
58,82.66667,-47.444443,-30.11111,0.35133117,-2.2393005,negative
65,120,-31,-17,0.18565786,-2.2737436,negative
20,31.666666,-10.444445,-11.444445,0.26195785,-2.045203,negative
102,50.11111,-17,-20,0.27435303,-2.034054,negative
150,16.777779,-13.555555,-11.888889,0.44157267,-2.1348755,negative
145,0,0,0,0,0,negative
20,120.44444,-33,-13.666667,0.18889166,-2.348006,negative
81,80.888885,-44.88889,-33.88889,0.34790245,-2.1873991,negative
93,3.6666667,-9,-4,0.8086198,-2.3294232,negative
154,0,-0.22222222,-0.22222222,0.22222222,-2.0943952,negative
247,15.888889,-9.222222,9.777778,0.4018332,2.55309,negative
93,105,-25.222221,-21.88889,0.1883132,-2.1414192,negative
226,24.222221,-12,18.666666,0.424404,2.2730305,negative
61,16.11111,-4.2222223,-16.88889,0.43704242,-1.7372931,positive
95,16.222223,-0.22222222,-15.555555,0.39043593,-1.5673273,positive
95,3.1111112,-9.666667,-4,0.8749174,-2.3338044,negative
58,117.111115,-35.666668,-14.666667,0.20650265,-2.3492694,negative
236,18.444445,-8.888889,7.111111,0.29272884,2.7898002,negative
86,16.88889,-13.666667,-10.666667,0.44469786,-2.1782806,negative
79,28.222221,-25.333334,-13.666667,0.48906165,-2.2862954,negative
68,12.444445,-0.11111111,-15.777778,0.46200204,-1.5639724,positive
34,120.77778,-35.444443,-14.111111,0.19951604,-2.3572717,negative
98,82.77778,-45,-28.666666,0.3382884,-2.238522,negative
144,0.11111111,-1.1111112,-1.7777778,0.8611111,-1.9869384,negative
26,107.44444,-41.666668,-14.333333,0.24869815,-2.38614,negative
194,52.444443,-18.222221,-19.555555,0.27344358,-2.0818913,negative
91,1.2222222,-8.111111,-6.111111,0.94481075,-2.186723,negative
72,19.444445,-7.3333335,-20.333334,0.45092598,-1.8078662,positive
180,18.777779,-12.555555,14.777778,0.48688295,2.4879174,negative
161,38.11111,-16.222221,-11.555555,0.28212494,-2.38829,negative
135,0.11111111,-2.8888888,-2.5555556,1,-2.1175485,negative
81,2,-7.4444447,-4.4444447,0.88121694,-2.2481337,negative
106,2.1111112,-8,-4.6666665,0.9035714,-2.2555406,negative
145,0,0,0,0,0,negative
66,21.666666,-9.222222,-20.222221,0.4305578,-1.8449929,positive
113,15.333333,-0.7777778,-14.777778,0.39658895,-1.5856091,positive
215,11.222222,-5.4444447,12.888889,0.6037037,1.9911573,negative
42,16.666668,-7.7777777,-17.777779,0.46275216,-1.8424939,positive
20,122.55556,-31.666666,-14.333333,0.18147528,-2.3269186,negative
92,14.555555,2.5555556,-14.444445,0.37657413,-1.4082419,positive
195,42.555557,-16.666666,-17.333334,0.29058507,-2.0810955,negative
117,16.222223,-0.33333334,-15,0.38262922,-1.5744768,positive
144,0,0,0,0,0,negative
123,0.33333334,-4.5555553,-3.5555556,1,-2.1640944,negative
106,1.3333334,-5.5555553,-2.5555556,0.9517196,-2.2740705,negative
91,2.6666667,-9,-3.6666667,0.9114478,-2.3545752,negative
127,39,-17.444445,-18.777779,0.31732458,-2.061036,negative
44,119.888885,-31.11111,-11.777778,0.17842785,-2.3672824,negative
141,11.555555,-14.333333,-3.3333333,0.58577543,-2.4515712,negative
70,52.88889,-23,-24.666666,0.31436473,-2.070832,negative
221,18,-5.6666665,17.666666,0.5491797,1.8771459,negative
143,2.2222223,-9.888889,-5.888889,0.915376,-2.2574124,negative
112,3.5555556,2.3333333,-8,0.5591711,-1.2739921,positive
133,3.6666667,4,-8.333333,0.5582011,-1.0776595,positive
126,16.88889,-13.333333,-11,0.437078,-2.1588047,negative
70,17.88889,-2,-17.333334,0.40601462,-1.6496034,positive
135,3,4.7777777,-7.5555553,0.5994268,-0.89217883,positive
111,2.8888888,3,-7.6666665,0.60119045,-1.1813879,positive
183,23.222221,-11.888889,15.111111,0.38988227,2.4280221,negative
124,12.333333,-21.333334,-7,0.6911226,-2.3966818,negative
149,17.444445,-14.111111,-11.777778,0.4451721,-2.1417873,negative
89,8.555555,-14.111111,-5.7777777,0.6866853,-2.356793,negative
193,21,-8.555555,14.444445,0.37887058,2.2221026,negative
132,0.11111111,-1.8888888,-1.8888888,0.9814815,-2.0943952,negative
166,22.222221,-13.888889,15.777778,0.4462137,2.5158255,negative
114,12.111111,-14.222222,-12.222222,0.5462072,-2.1416595,negative
54,18.444445,-5.4444447,-18.444445,0.4321665,-1.7607523,positive
36,131.22223,-20.222221,-12.222222,0.12003023,-2.247156,negative
185,39.22222,-12.888889,-17.222221,0.28574014,-2.0049882,negative
121,47.22222,-20.333334,-19.333334,0.30067223,-2.1102333,negative
64,17.88889,-5.5555553,-17.222221,0.42481935,-1.7567121,positive
195,40,-16.222221,-15.222222,0.2929567,-2.1185718,negative
202,51,-18,-21,0.2845155,-2.0459433,negative
13,5.888889,-9.555555,-10.222222,0.63273925,-2.0741334,negative
131,0,0,0,0,0,negative
124,3.4444444,3.6666667,-7.3333335,0.5458554,-1.0376626,positive
181,24,-11.555555,14.111111,0.3576681,2.4584713,negative
128,3.3333333,4.111111,-7.888889,0.56371254,-1.0050536,positive
186,22,-9.555555,10.444445,0.30188268,2.5873964,negative
72,120.77778,-30.666666,-14.333333,0.17933026,-2.3208396,negative
164,14.444445,-6.3333335,9.333333,0.367923,2.291118,negative
90,58.11111,-22.555555,-21.222221,0.27834544,-2.108813,negative
98,29.88889,-8.888889,-12.222222,0.2656978,-1.9603096,negative
