Region_centroid_col,Region_centroid_row,Rawblue_mean,Rawgreen_mean,Exred_mean,Exblue_mean,Exgreen_mean,Saturatoin_mean,Hue_mean,field19
93,127,6.7777777,3.3333333,-7.4444447,8.888889,-1.4444444,0.8272487,-2.4745617,negative
33,94,7.7777777,6.6666665,-8,5.6666665,2.3333333,0.60978836,-2.869948,negative
184,145,1.2222222,0.11111111,-0.6666667,2,-1.3333334,0.5277778,-1.9209436,negative
230,162,15.888889,22.333334,-10.666667,-4.3333335,15,0.38252184,2.3503675,negative
165,119,40.333336,24.88889,-18.777779,32.555557,-13.777778,0.42571348,-2.1877813,negative
36,189,38,27.666666,-8.777778,19.88889,-11.111111,0.2663022,-2.0203454,negative
9,180,22,28.222221,-15.333333,-1.6666666,17,0.38142902,2.5416608,negative
159,210,12,17.444445,-10.555555,-2.8888888,13.444445,0.4604365,2.4287496,negative
126,141,7.6666665,1.6666666,-8.444445,13.222222,-4.7777777,0.95308644,-2.2571225,negative
133,102,52.666668,42,-19.777779,25.88889,-6.111111,0.3978916,-2.4168172,negative
176,100,66.88889,48.88889,-15.111111,34.555557,-19.444445,0.26862052,-2.00619,negative
223,150,0,0,0,0,0,0,0,negative
72,31,145.55556,132.33334,-18.11111,28.88889,-10.777778,0.10761623,-2.255012,negative
193,125,47.555557,32.444447,-15.333333,30.333334,-15,0.3218254,-2.1006875,negative
103,130,2.3333335,0,-2.3333333,4.6666665,-2.3333333,1,-2.0943952,negative
146,124,7.3333335,3.3333333,4.2222223,3.8888888,-8.111111,0.56349206,-1.0247301,positive
67,34,70.333336,46.22222,-24.11111,48.22222,-24.11111,0.34747013,-2.0945199,negative
130,189,10.111111,16.444445,-7.6666665,-5.6666665,13.333333,0.43944263,2.194143,negative
234,161,17,25,-11.777778,-6.111111,17.88889,0.39559862,2.292736,negative
83,133,62.555557,41.88889,-21.333334,41.666668,-20.333334,0.33914515,-2.1117887,negative
96,236,12.444445,18.666668,-9.555555,-4.5555553,14.111111,0.42423514,2.3206298,negative
41,77,10.222222,3.5555556,-11.333333,15.666667,-4.3333335,0.8916084,-2.3548815,negative
161,135,3,0,-1.4444444,5.2222223,-3.7777777,1,-1.8222142,negative
158,76,42,30.666666,-8.888889,21.444445,-12.555555,0.2703099,-1.9814991,negative
241,90,15.666667,6.5555553,-12.666667,20,-7.3333335,0.7629189,-2.2663894,negative
240,58,118.55556,82.66667,-47.444443,77.55556,-30.11111,0.35133117,-2.2393005,negative
84,65,141.66667,120,-31,48,-17,0.18565786,-2.2737436,negative
157,20,42.77778,31.666666,-10.444445,21.88889,-11.444445,0.26195785,-2.045203,negative
185,102,69.111115,50.11111,-17,37,-20,0.27435303,-2.034054,negative
41,150,29.222221,16.777779,-13.555555,25.444445,-11.888889,0.44157267,-2.1348755,negative
222,145,0,0,0,0,0,0,0,negative
228,20,140.55556,120.44444,-33,46.666668,-13.666667,0.18889166,-2.348006,negative
212,81,118.44444,80.888885,-44.88889,78.77778,-33.88889,0.34790245,-2.1873991,negative
196,93,9.333334,3.6666667,-9,13,-4,0.8086198,-2.3294232,negative
170,154,0.22222222,0,-0.22222222,0.44444445,-0.22222222,0.22222222,-2.0943952,negative
91,247,12.444445,15.888889,-9.222222,-0.5555556,9.777778,0.4018332,2.55309,negative
41,93,128,105,-25.222221,47.11111,-21.88889,0.1883132,-2.1414192,negative
8,226,15.777778,24.222221,-12,-6.6666665,18.666666,0.424404,2.2730305,negative
41,61,28.777779,16.11111,-4.2222223,21.11111,-16.88889,0.43704242,-1.7372931,positive
80,95,26.666666,16.222223,-0.22222222,15.777778,-15.555555,0.39043593,-1.5673273,positive
58,95,9,3.1111112,-9.666667,13.666667,-4,0.8749174,-2.3338044,negative
207,58,138.77779,117.111115,-35.666668,50.333332,-14.666667,0.20650265,-2.3492694,negative
197,236,16.666668,18.444445,-8.888889,1.7777778,7.111111,0.29272884,2.7898002,negative
156,86,28.555555,16.88889,-13.666667,24.333334,-10.666667,0.44469786,-2.1782806,negative
240,79,45.77778,28.222221,-25.333334,39,-13.666667,0.48906165,-2.2862954,negative
89,68,23,12.444445,-0.11111111,15.888889,-15.777778,0.46200204,-1.5639724,positive
143,34,142,120.77778,-35.444443,49.555557,-14.111111,0.19951604,-2.3572717,negative
169,98,116.888885,82.77778,-45,73.666664,-28.666666,0.3382884,-2.238522,negative
197,144,1.6666666,0.11111111,-1.1111112,2.8888888,-1.7777778,0.8611111,-1.9869384,negative
62,26,130.88889,107.44444,-41.666668,56,-14.333333,0.24869815,-2.38614,negative
134,194,71.55556,52.444443,-18.222221,37.77778,-19.555555,0.27344358,-2.0818913,negative
54,91,8,1.2222222,-8.111111,14.222222,-6.111111,0.94481075,-2.186723,negative
146,72,35.444447,19.444445,-7.3333335,27.666666,-20.333334,0.45092598,-1.8078662,positive
230,180,13.111111,18.777779,-12.555555,-2.2222223,14.777778,0.48688295,2.4879174,negative
196,161,51.22222,38.11111,-16.222221,27.777779,-11.555555,0.28212494,-2.38829,negative
87,135,2.7777777,0.11111111,-2.8888888,5.4444447,-2.5555556,1,-2.1175485,negative
235,81,7.4444447,2,-7.4444447,11.888889,-4.4444447,0.88121694,-2.2481337,negative
76,106,7.888889,2.1111112,-8,12.666667,-4.6666665,0.9035714,-2.2555406,negative
174,145,0,0,0,0,0,0,0,negative
137,66,38.22222,21.666666,-9.222222,29.444445,-20.222221,0.4305578,-1.8449929,positive
121,113,25.444445,15.333333,-0.7777778,15.555555,-14.777778,0.39658895,-1.5856091,positive
74,215,4.4444447,11.222222,-5.4444447,-7.4444447,12.888889,0.6037037,1.9911573,negative
35,42,31.11111,16.666668,-7.7777777,25.555555,-17.777779,0.46275216,-1.8424939,positive
143,20,142.66667,122.55556,-31.666666,46,-14.333333,0.18147528,-2.3269186,negative
69,92,23.333334,14.555555,2.5555556,11.888889,-14.444445,0.37657413,-1.4082419,positive
235,195,59.666668,42.555557,-16.666666,34,-17.333334,0.29058507,-2.0810955,negative
149,117,26.333334,16.222223,-0.33333334,15.333333,-15,0.38262922,-1.5744768,positive
131,144,0,0,0,0,0,0,0,negative
239,123,4.2222223,0.33333334,-4.5555553,8.111111,-3.5555556,1,-2.1640944,negative
27,106,4.888889,1.3333334,-5.5555553,8.111111,-2.5555556,0.9517196,-2.2740705,negative
25,91,8.111112,2.6666667,-9,12.666667,-3.6666667,0.9114478,-2.3545752,negative
74,127,57.333332,39,-17.444445,36.22222,-18.777779,0.31732458,-2.061036,negative
92,44,138.11111,119.888885,-31.11111,42.88889,-11.777778,0.17842785,-2.3672824,negative
59,141,18.555555,11.555555,-14.333333,17.666666,-3.3333333,0.58577543,-2.4515712,negative
92,70,77,52.88889,-23,47.666668,-24.666666,0.31436473,-2.070832,negative
157,221,8.111112,18,-5.6666665,-12,17.666666,0.5491797,1.8771459,negative
127,143,9.444445,2.2222223,-9.888889,15.777778,-5.888889,0.915376,-2.2574124,negative
38,112,8.111112,3.5555556,2.3333333,5.6666665,-8,0.5591711,-1.2739921,positive
138,133,7.888889,3.6666667,4,4.3333335,-8.333333,0.5582011,-1.0776595,positive
118,126,28.666666,16.88889,-13.333333,24.333334,-11,0.437078,-2.1588047,negative
85,70,30.11111,17.88889,-2,19.333334,-17.333334,0.40601462,-1.6496034,positive
201,135,6.4444447,3,4.7777777,2.7777777,-7.5555553,0.5994268,-0.89217883,positive
59,111,7,2.8888888,3,4.6666665,-7.6666665,0.60119045,-1.1813879,positive
124,183,17.11111,23.222221,-11.888889,-3.2222223,15.111111,0.38988227,2.4280221,negative
85,124,24.11111,12.333333,-21.333334,28.333334,-7,0.6911226,-2.3966818,negative
99,149,30,17.444445,-14.111111,25.88889,-11.777778,0.4451721,-2.1417873,negative
120,89,17.11111,8.555555,-14.111111,19.88889,-5.7777777,0.6866853,-2.356793,negative
244,193,14.222222,21,-8.555555,-5.888889,14.444445,0.37887058,2.2221026,negative
99,132,2,0.11111111,-1.8888888,3.7777777,-1.8888888,0.9814815,-2.0943952,negative
163,166,16.333334,22.222221,-13.888889,-1.8888888,15.777778,0.4462137,2.5158255,negative
210,114,25,12.111111,-14.222222,26.444445,-12.222222,0.5462072,-2.1416595,negative
65,54,32.555557,18.444445,-5.4444447,23.88889,-18.444445,0.4321665,-1.7607523,positive
252,36,146.11111,131.22223,-20.222221,32.444443,-12.222222,0.12003023,-2.247156,negative
183,185,55,39.22222,-12.888889,30.11111,-17.222221,0.28574014,-2.0049882,negative
47,121,66.88889,47.22222,-20.333334,39.666668,-19.333334,0.30067223,-2.1102333,negative
76,64,31.222221,17.88889,-5.5555553,22.777779,-17.222221,0.42481935,-1.7567121,positive
217,195,55.555557,40,-16.222221,31.444445,-15.222222,0.2929567,-2.1185718,negative
48,202,71,51,-18,39,-21,0.2845155,-2.0459433,negative
200,13,15.888889,5.888889,-9.555555,19.777779,-10.222222,0.63273925,-2.0741334,negative
9,131,0,0,0,0,0,0,0,negative
229,124,7.111111,3.4444444,3.6666667,3.6666667,-7.3333335,0.5458554,-1.0376626,positive
140,181,18.444445,24,-11.555555,-2.5555556,14.111111,0.3576681,2.4584713,negative
154,128,7.2222223,3.3333333,4.111111,3.7777777,-7.888889,0.56371254,-1.0050536,positive
188,186,18.222221,22,-9.555555,-0.8888889,10.444445,0.30188268,2.5873964,negative
78,72,140.55556,120.77778,-30.666666,45,-14.333333,0.17933026,-2.3208396,negative
34,164,10.333334,14.444445,-6.3333335,-3,9.333333,0.367923,2.291118,negative
112,90,79.77778,58.11111,-22.555555,43.77778,-21.222221,0.27834544,-2.108813,negative
186,98,41,29.88889,-8.888889,21.11111,-12.222222,0.2656978,-1.9603096,negative
233,81,116.44444,79.111115,-44.22222,78.111115,-33.88889,0.35003868,-2.1823301,negative
121,82,125.888885,100.77778,-40.88889,58.11111,-17.222221,0.2620926,-2.3448718,negative
24,83,23.222221,13.888889,1.1111112,13.444445,-14.555555,0.39992693,-1.4568193,positive
107,210,14.222222,19.88889,-11.666667,-2.6666667,14.333333,0.43576914,2.4615993,negative
103,174,19.88889,29,-7.5555553,-9.888889,17.444445,0.32797024,2.0336978,negative
145,248,25.11111,32.333336,-11,-5.3333335,16.333334,0.2916751,2.2850983,negative
59,135,1.4444444,0,-1.4444444,2.8888888,-1.4444444,1,-2.0943952,negative
45,205,61.77778,44.11111,-16.11111,34.555557,-18.444445,0.28757253,-2.0446525,negative
237,83,17,6.6666665,-11.666667,21.333334,-9.666667,0.6765811,-2.1502569,negative
120,74,123.22222,93.22222,-38.22222,64.111115,-25.88889,0.2767844,-2.2205532,negative
186,90,15,7.5555553,-7.4444447,14.888889,-7.4444447,0.5339284,-2.067026,negative
20,134,6.4444447,1.3333334,-5.5555553,10.444445,-4.888889,0.8292328,-2.133095,negative
210,153,0,0,0,0,0,0,0,negative
117,137,6.3333335,1.4444444,-4.6666665,9.666667,-5,0.77248675,-2.0750706,negative
18,43,82.55556,56.666668,-29.444445,53.555557,-24.11111,0.3351151,-2.1605515,negative
63,220,6.4444447,11.555555,-4.888889,-5.2222223,10.111111,0.48671728,2.0931497,negative
172,218,13.777778,19.11111,-9.111111,-3.4444444,12.555555,0.38645566,2.362146,negative
173,190,62.333332,44.11111,-16.666666,35.666668,-19,0.2921254,-2.048697,negative
36,243,12.111111,18,-10.333333,-3.6666667,14,0.4522286,2.3683105,negative
174,188,62,43.77778,-14.888889,34.77778,-19.88889,0.29399088,-1.9950715,negative
39,124,12.888889,5.7777777,-10.444445,15.888889,-5.4444447,0.7721516,-2.2657473,negative
77,199,71,49.444443,-19.333334,42,-22.666666,0.30349702,-2.0408664,negative
14,110,21.444445,13.444445,2.8888888,10.555555,-13.444445,0.36884832,-1.3450956,positive
76,116,23.222221,13.777778,-9.888889,19.11111,-9.222222,0.42083883,-2.1211753,negative
51,237,13,18.333334,-9.111111,-3.4444444,12.555555,0.39798474,2.3784301,negative
180,123,68.55556,51.333332,-14.777778,33.22222,-18.444445,0.2511938,-2.021502,negative
121,113,25.444445,15.333333,-0.7777778,15.555555,-14.777778,0.39658895,-1.5856091,positive
233,97,5.5555553,0.6666667,-6,10.333333,-4.3333335,0.984127,-2.1913822,negative
198,148,3.2222223,1,-2,4.3333335,-2.3333333,0.61296296,-2.0451503,negative
202,21,49.333332,35.77778,-10.888889,25.777779,-14.888889,0.2745188,-1.9908056,negative
11,108,21.11111,12.888889,4,10.333333,-14.333333,0.38875645,-1.3021333,positive
139,95,56.333332,41.333336,-11.888889,28.444445,-16.555555,0.2645714,-1.9708016,negative
191,119,48.22222,35.11111,-10.888889,25.11111,-14.222222,0.27171725,-2.0059998,negative
250,172,15,20.88889,-11.222222,-3.2222223,14.444445,0.40983546,2.4177017,negative
169,186,61.11111,42.555557,-14.333333,35,-20.666666,0.30344796,-1.974394,negative
145,102,29.777779,17.333334,-2.8888888,20.11111,-17.222221,0.41776258,-1.6854404,positive
96,193,78.77778,54.555557,-23.777779,48.22222,-24.444445,0.310288,-2.0849354,negative
75,107,19.444445,11.888889,6.2222223,8.222222,-14.444445,0.39931142,-1.1319735,positive
240,192,58.11111,39.22222,-16.222221,36.444443,-20.222221,0.32560807,-2.0165784,negative
95,131,6.111111,3,4.6666665,2.3333333,-7,0.5928131,-0.8507829,positive
145,33,140.88889,119.55556,-34,49,-15,0.19629721,-2.3335373,negative
52,102,6.3333335,1.6666666,-6.6666665,10.333333,-3.6666667,0.89973545,-2.2617195,negative
93,67,75.888885,53.333332,-23.222221,45.444443,-22.222221,0.303044,-2.109804,negative
185,118,66.333336,48.77778,-14.888889,33.77778,-18.88889,0.26555753,-2.0071168,negative
4,126,70.44444,50.666668,-16.444445,37.88889,-21.444445,0.28073832,-2.0060287,negative
3,91,10.666667,4.3333335,-11.222222,15.111111,-3.8888888,0.82974845,-2.3839493,negative
78,186,43.88889,30.777779,-12.222222,25.777779,-13.555555,0.30228558,-2.0601218,negative
199,25,126.888885,94.888885,-43.555557,69.77778,-26.222221,0.29752782,-2.2521007,negative
186,12,11.333333,3.5555556,-7.111111,15.222222,-8.111111,0.6873016,-2.057978,negative
158,154,1.2222222,0.22222222,-0.5555556,1.7777778,-1.2222222,0.2777778,-1.8611541,negative
189,187,59.88889,41.555557,-13.222222,34.11111,-20.88889,0.30575457,-1.9474715,negative
190,188,61.77778,42.666668,-15.111111,36.22222,-21.11111,0.30923617,-1.9845647,negative
139,86,35,20.222221,-6.7777777,25.555555,-18.777779,0.4214949,-1.8048292,positive
183,111,7,3.2222223,3.5555556,3.8888888,-7.4444447,0.56613755,-1.0650656,positive
149,77,31.555555,18.444445,-3.1111112,21.222221,-18.11111,0.41573665,-1.6895405,positive
152,98,37.11111,24.333334,-11.666667,25,-13.333333,0.34639803,-2.0429404,negative
38,71,138.33334,116.77778,-32.22222,48.444443,-16.222221,0.19431558,-2.3012028,negative
97,75,31.666666,18.88889,-2.5555556,20.444445,-17.88889,0.40211964,-1.6527679,positive
8,199,11.777778,19.88889,-5,-9.666667,14.666667,0.40888458,1.9053026,negative
212,234,4.2222223,11.111111,-3.3333333,-8.666667,12,0.62132436,1.8382597,negative
96,96,11.888889,4.3333335,-10.888889,16.777779,-5.888889,0.7788625,-2.2757916,negative
169,184,69,48.555557,-15.111111,38.22222,-23.11111,0.2956001,-1.958014,negative
196,129,7.3333335,3.7777777,4.6666665,3,-7.6666665,0.54012346,-0.9327826,positive
250,37,121.111115,86.55556,-47.444443,75.55556,-28.11111,0.3384867,-2.258443,negative
226,110,4.4444447,0.44444445,-4.6666665,8.333333,-3.6666667,0.9777778,-2.1559837,negative
245,18,147.88889,134.33334,-19.333334,30,-10.666667,0.11121766,-2.27511,negative
53,135,2.1111112,0.11111111,-2.2222223,4.111111,-1.8888888,0.8888889,-2.1374457,negative
138,203,8.111112,16.88889,-7.4444447,-9.444445,16.88889,0.53894526,2.019747,negative
74,122,28.333334,12.111111,-24.444445,36.555557,-12.111111,0.71822083,-2.305989,negative
35,67,125.55556,100.55556,-41.88889,58.444443,-16.555555,0.26643977,-2.3573377,negative
54,126,3.6666667,0.5555556,-4.2222223,6.7777777,-2.5555556,1,-2.229939,negative
245,78,40.333336,25.11111,-15.222222,30.444445,-15.222222,0.39203387,-2.0666955,negative
70,60,31,17.88889,-4,21.666666,-17.666666,0.420823,-1.7131336,positive
171,187,60.11111,41.666668,-15.111111,35.22222,-20.11111,0.3067255,-1.9985466,negative
21,147,8.444445,4.5555553,-1.4444444,6.5555553,-5.111111,0.46406928,-1.5843413,negative
8,39,132,105.55556,-32.444443,55.88889,-23.444445,0.22295359,-2.1981578,negative
159,111,6.888889,3.2222223,5.2222223,2.8888888,-8.111111,0.5813492,-0.87266606,positive
146,140,7.3333335,3.7777777,4.6666665,3,-7.6666665,0.537017,-0.9092674,positive
136,92,22.666666,11.888889,-11.222222,21.777779,-10.555555,0.53354967,-2.1132734,negative
74,129,1.5555556,0,-1.5555556,3.1111112,-1.5555556,1,-2.0943952,negative
83,198,74,52.22222,-20,42.666668,-22.666666,0.2963139,-2.0505745,negative
133,96,27.333334,16.222223,0.6666667,16.333334,-17,0.40645057,-1.5306859,positive
211,154,0.7777778,0,-0.7777778,1.5555556,-0.7777778,0.5555556,-2.0943952,negative
41,139,3.8888888,0,-3.8888888,7.7777777,-3.8888888,1,-2.0943952,negative
185,186,58.88889,41.77778,-12.666667,32,-19.333334,0.29042712,-1.9560229,negative
117,147,11,3.8888888,-4,12.666667,-8.666667,0.64367795,-1.7833879,positive
163,177,21.444445,30.88889,-9.888889,-9.222222,19.11111,0.3211389,2.1254158,negative
94,127,5.5555553,2.1111112,-6.5555553,8.444445,-1.8888888,0.91534394,-2.4089394,negative
25,41,131.22223,105.111115,-28.555555,53.444443,-24.88889,0.20829348,-2.1398222,negative
1,115,21.777779,12.222222,-2.6666667,15.666667,-13,0.42553785,-1.5480099,positive
234,110,4.888889,0.44444445,-5.111111,9.222222,-4.111111,0.984127,-2.1525068,negative
187,75,48.22222,35.11111,-11.777778,25.555555,-13.777778,0.27505925,-2.036435,negative
121,60,35.22222,20.333334,-6.2222223,25.444445,-19.222221,0.4223002,-1.776113,positive
47,96,77,54.333332,-22.444445,45.22222,-22.777779,0.29722086,-2.0891051,negative
134,148,0.11111111,0,-0.11111111,0.22222222,-0.11111111,0.11111111,-2.0943952,negative
249,178,58.88889,42.333336,-15.888889,32.77778,-16.88889,0.2898632,-2.102536,negative
41,101,79.44444,56.77778,-22.444445,45.22222,-22.777779,0.28936154,-2.0895698,negative
191,101,57.11111,39,-18.11111,36.22222,-18.11111,0.32273299,-2.0943027,negative
249,200,55.77778,39.444443,-13.888889,31.444445,-17.555555,0.29278436,-2.0166461,negative
249,173,69.55556,47.444443,-19.88889,43.11111,-23.222221,0.32108474,-2.0417202,negative
140,25,142.33334,123.888885,-30.666666,43,-12.333333,0.17250364,-2.3545518,negative
140,25,142.33334,123.888885,-30.666666,43,-12.333333,0.17250364,-2.3545518,negative
206,80,15.111111,8.444445,-10.444445,15.222222,-4.7777777,0.59776545,-2.3262568,negative
36,145,1.4444444,0.7777778,-1.5555556,1.7777778,-0.22222222,0.25185186,-2.5309503,negative
161,73,48.77778,39.77778,-2.5555556,14.777778,-12.222222,0.18437627,-1.7204413,negative
7,90,5.7777777,5.6666665,-6.3333335,3.3333333,3,0.66534394,-3.0441751,negative
17,110,6.4444447,4,-7.5555553,7.4444447,0.11111111,0.80665785,-2.6186507,negative
114,193,72.55556,49.77778,-20.11111,44.22222,-24.11111,0.3140923,-2.033804,negative
244,211,12.888889,17.222223,-8.555555,-2.2222223,10.777778,0.3748065,2.441017,negative
11,200,67.333336,46.88889,-21.333334,41.333332,-20,0.31303197,-2.1167326,negative
103,39,142.88889,123.111115,-32.88889,46.11111,-13.222222,0.18426341,-2.352961,negative
96,115,8.555555,4,3,5.3333335,-8.333333,0.53858024,-1.2103575,positive
197,58,138.77779,117.55556,-35.444443,49.555557,-14.111111,0.20414667,-2.357271,negative
183,105,78.77778,57.88889,-16.666666,39.666668,-23,0.26498562,-1.9894751,negative
176,118,7,3.5555556,4.7777777,2.7777777,-7.5555553,0.5376984,-0.8782905,positive
69,139,22.555555,15.666667,-6.2222223,13.444445,-7.2222223,0.38661182,-1.7028334,negative
95,127,1.8888888,0,-1.8888888,3.7777777,-1.8888888,1,-2.0943952,negative
254,159,46.22222,32.333336,-15.888889,28.777779,-12.888889,0.29484537,-2.316872,negative
97,123,64.111115,46.333332,-14.444445,33.88889,-19.444445,0.2805935,-1.9941053,negative
82,120,12.777778,4.7777777,-10.888889,17.444445,-6.5555553,0.8228925,-2.240133,negative
145,152,25.777779,29.666666,-16.11111,2.2222223,13.888889,0.337989,2.7311342,negative
177,130,2.8888888,0,-1.5555556,5.111111,-3.5555556,1,-1.8611541,negative
166,180,37.77778,27.88889,-8.333333,19,-10.666667,0.25295278,-2.0210319,negative
249,154,7.6666665,2.6666667,-5.2222223,10.111111,-4.888889,0.8153439,-2.0958126,negative
252,137,1.7777778,0.11111111,-1.2222222,3.1111112,-1.8888888,0.75,-2.0076063,negative
120,227,11,17.444445,-9.555555,-4.888889,14.444445,0.45836443,2.2918468,negative
182,197,12.777778,15.333333,-7.2222223,-0.22222222,7.4444447,0.322069,2.6282077,negative
27,112,0.44444445,0,-0.44444445,0.8888889,-0.44444445,0.22222222,-2.0943952,negative
52,66,128.77779,107,-22,43.666668,-21.666666,0.17412825,-2.0989902,negative
230,12,135.33334,114.55556,-35.444443,48.88889,-13.444445,0.20767513,-2.368866,negative
155,68,2.8888888,1.8888888,-0.5555556,1.7777778,-1.2222222,0.11574074,-1.8611541,negative
2,95,71.66667,47.77778,-24.555555,48.11111,-23.555555,0.3377558,-2.1078582,negative
83,53,138.22223,119.77778,-33.333332,44.333332,-11,0.18721664,-2.3932705,negative
214,195,57.333332,41.22222,-16.333334,32.333332,-16,0.2902986,-2.1013772,negative
134,104,28.333334,16.11111,-2.6666667,19.666666,-17,0.43039906,-1.6697525,positive
231,49,139.33334,114.666664,-37.77778,55.88889,-18.11111,0.22387896,-2.3154767,negative
180,186,61.333332,42.555557,-13.888889,35.11111,-21.222221,0.30616122,-1.9580852,negative
136,45,63.77778,47.333332,-14.888889,32.11111,-17.222221,0.25936732,-2.0459049,negative
47,119,6.7777777,4.2222223,-6.7777777,7.2222223,-0.44444445,0.7329263,-2.587228,negative
99,198,72.333336,50.77778,-19.333334,42,-22.666666,0.29965425,-2.0358741,negative
187,135,37,22.11111,-18.666666,31.666666,-13,0.45423168,-2.2119856,negative
137,190,75.55556,52.333332,-21,45.333332,-24.333334,0.30879894,-2.0436168,negative
47,215,15.666667,21.444445,-8.222222,-4.5555553,12.777778,0.34176603,2.2660944,negative
120,136,7.2222223,3.7777777,4.5555553,2.8888888,-7.4444447,0.52954143,-0.92460656,positive
72,191,14.888889,18.555555,-9.222222,-0.8888889,10.111111,0.3503698,2.545329,negative
104,139,1.7777778,0.22222222,-2,3.3333333,-1.3333334,1,-2.1507304,negative
7,114,17.11111,10.333334,4.7777777,7.7777777,-12.555555,0.40864444,-1.1793475,positive
187,180,77.55556,53.77778,-21.555555,46.444443,-24.88889,0.30690557,-2.0441787,negative
233,211,15.222222,18.666668,-9,-0.6666667,9.666667,0.33542147,2.5549645,negative
73,164,19.11111,28.555555,-4.111111,-12.111111,16.222221,0.330345,1.7983025,negative
221,154,10.777778,4.3333335,-6.4444447,12.888889,-6.4444447,0.6248002,-2.0879846,negative
151,114,7.4444447,3.6666667,4,3.6666667,-7.6666665,0.53791887,-1.0108004,positive
223,185,9.777778,17.555555,-4.2222223,-9.555555,13.777778,0.44541803,1.8388497,negative
212,48,138.11111,116.77778,-30.444445,47.22222,-16.777779,0.18736246,-2.2786043,negative
149,163,51.333332,38.22222,-18.666666,29,-10.333333,0.29754734,-2.384441,negative
104,134,3.8888888,1.3333334,-5,6.3333335,-1.3333334,0.9777778,-2.4225056,negative
211,206,14.555555,20.11111,-7.5555553,-4.5555553,12.111111,0.3273603,2.252368,negative
120,74,123.22222,93.22222,-38.22222,64.111115,-25.88889,0.2767844,-2.2205532,negative
13,73,24.11111,13.888889,0.44444445,15.111111,-15.555555,0.42150384,-1.5242527,positive
58,113,28.444445,17.222223,-11.888889,22.777779,-10.888889,0.4148072,-2.1256926,negative
29,78,88.44444,61.11111,-30.222221,56.11111,-25.88889,0.32548746,-2.145541,negative
54,138,0.6666667,0.11111111,-0.7777778,1.2222222,-0.44444445,0.33333334,-2.1814387,negative
17,85,3.4444444,1.4444444,-4,5,-1,0.912963,-2.3776238,negative
87,196,75.66667,54.11111,-19.777779,42.22222,-22.444445,0.28752622,-2.0487363,negative
131,86,31.333334,18,-2.2222223,21.11111,-18.88889,0.42459705,-1.6508442,positive
242,183,12.444445,21,-8.111111,-8.777778,16.88889,0.42024404,2.0758736,negative
191,119,48.22222,35.11111,-10.888889,25.11111,-14.222222,0.27171725,-2.0059998,negative
128,175,21.777779,28.666666,-8.666667,-6,14.666667,0.2849537,2.2635381,negative
209,249,7.5555553,10.111111,-1.6666666,-3,4.6666665,0.30902183,1.9174206,negative
111,235,15.888889,19.222221,-11.555555,0.7777778,10.777778,0.3880957,2.6707714,negative
100,111,24.88889,15.111111,-0.44444445,14.888889,-14.444445,0.39170122,-1.5814401,positive
98,104,23.222221,13.666667,1.5555556,13.555555,-15.111111,0.4100093,-1.4466414,positive
190,105,56.333332,39.666668,-13.555555,31.777779,-18.222221,0.29599184,-1.9960818,negative
228,114,7.4444447,3.2222223,3.3333333,4.6666665,-8,0.5674603,-1.1518371,positive
10,196,11.444445,20.444445,-3.6666667,-11.666667,15.333333,0.4405804,1.789167,negative
38,106,25.11111,14.888889,0,15.333333,-15.333333,0.40815476,-1.5576197,positive
228,191,60.555557,43.11111,-15.666667,34,-18.333334,0.28958246,-2.040515,negative
100,111,9.111111,3.3333333,-8,12.666667,-4.6666665,0.8646644,-2.2164733,negative
222,38,131.44444,108.55556,-39.11111,53.88889,-14.777778,0.23576024,-2.370002,negative
149,182,47.333332,35,-7.888889,22.444445,-14.555555,0.24779001,-1.8682772,negative
151,138,6.3333335,3,4.6666665,2.6666667,-7.3333335,0.5674603,-0.8805207,positive
247,159,45,31.88889,-16,27.666666,-11.666667,0.28921792,-2.5493495,negative
156,181,9.777778,16.222223,-8,-5.6666665,13.666667,0.44597858,2.2066422,negative
108,138,6.6666665,1.4444444,-5.2222223,10.444445,-5.2222223,0.79960316,-2.08783,negative
142,33,128.66667,106.333336,-41.444443,54.22222,-12.777778,0.24777646,-2.4080186,negative
66,101,23.555555,13.888889,1.8888888,13.555555,-15.444445,0.41026655,-1.4575915,positive
189,124,46.22222,33.666668,-8.111111,22.88889,-14.777778,0.27147377,-1.9075019,negative
193,142,5.2222223,2.4444444,5.888889,1.2222222,-7.111111,0.646164,-0.675123,positive
143,114,34.444447,24.11111,-12.555555,21.777779,-9.222222,0.33188802,-2.196423,negative
60,181,17.88889,23.88889,-7.5555553,-5.2222223,12.777778,0.28569087,2.1891353,negative
25,199,17.88889,21.555555,-13.222222,1.1111112,12.111111,0.39300215,2.6901116,negative
248,200,56.555557,40.444443,-14.333333,31.333334,-17,0.28666258,-2.0380163,negative
21,90,128.55556,106,-22.777779,45.22222,-22.444445,0.17969723,-2.0978148,negative
105,111,74.888885,52.444443,-20.88889,44.11111,-23.222221,0.29966387,-2.0580003,negative
38,200,70.22222,48.666668,-20.88889,42.77778,-21.88889,0.3098264,-2.080206,negative
136,45,63.77778,47.333332,-14.888889,32.11111,-17.222221,0.25936732,-2.0459049,negative
2,245,6,7,-0.5555556,-1.2222222,1.7777778,0.19104938,1.7566451,negative
68,80,127.333336,103,-24.555555,48.77778,-24.222221,0.19805206,-2.0986974,negative
163,68,68.22222,50.11111,-14.333333,34.333332,-20,0.26505277,-1.9843078,negative
