Diameter,Whole_weight,Shell_weight,Class
0.38,0.65,0.159,negative
0.425,0.771,0.1795,negative
0.41,0.7545,0.2105,negative
0.385,1.0835,0.304,negative
0.42,0.8935,0.228,negative
0.415,1.358,0.403,negative
0.385,1.1185,0.2845,negative
0.38,1.205,0.3345,negative
0.455,1.02,0.29,negative
0.42,1.3405,0.344,negative
0.44,1.025,0.2485,negative
0.45,0.8145,0.213,negative
0.43,1.48,0.4155,negative
0.455,0.953,0.258,negative
0.45,0.8915,0.253,negative
0.495,1.3005,0.3285,negative
0.465,1.038,0.251,negative
0.475,1.2525,0.343,negative
0.475,1.15,0.297,negative
0.475,1.1135,0.3005,negative
0.455,1.1155,0.315,negative
0.47,1.0865,0.2565,negative
0.495,1.254,0.3185,negative
0.49,1.169,0.344,negative
0.495,1.172,0.3475,negative
0.475,1.1845,0.291,negative
0.475,1.0725,0.31,negative
0.5,1.3815,0.315,negative
0.525,1.6125,0.3965,negative
0.485,1.7395,0.3075,negative
0.52,1.5475,0.466,negative
0.545,1.4245,0.378,negative
0.515,1.3405,0.4375,negative
0.53,1.4465,0.389,negative
0.535,1.5845,0.4215,negative
0.55,1.679,0.3965,negative
0.53,1.726,0.455,negative
0.545,1.5395,0.4645,negative
0.55,2.073,0.5015,negative
0.56,1.5865,0.4425,negative
0.575,2.069,0.643,negative
0.135,0.027,0.009,negative
0.18,0.0555,0.018,negative
0.215,0.1275,0.036,negative
0.26,0.1885,0.06,negative
0.265,0.2,0.06,negative
0.27,0.197,0.065,negative
0.275,0.223,0.075,negative
0.27,0.2215,0.07,negative
0.31,0.2665,0.081,negative
0.3,0.269,0.11,negative
0.315,0.2805,0.11,negative
0.31,0.2815,0.085,negative
0.335,0.3305,0.105,negative
0.31,0.2805,0.0975,negative
0.31,0.311,0.115,negative
0.325,0.368,0.1135,negative
0.34,0.3405,0.12,negative
0.335,0.3245,0.098,negative
0.33,0.38,0.11,negative
0.33,0.335,0.105,negative
0.345,0.3215,0.1185,negative
0.33,0.358,0.1185,negative
0.37,0.445,0.166,negative
0.375,0.487,0.135,negative
0.34,0.4535,0.1465,negative
0.36,0.5155,0.147,negative
0.385,0.568,0.154,negative
0.37,0.457,0.15,negative
0.38,0.5095,0.165,negative
0.375,0.494,0.191,negative
0.38,0.5,0.1505,negative
0.38,0.5605,0.15,negative
0.405,0.599,0.225,negative
0.4,0.7045,0.207,negative
0.4,0.7005,0.195,negative
0.415,0.7125,0.245,negative
0.42,0.6725,0.235,negative
0.385,0.5785,0.14,negative
0.41,0.5185,0.184,negative
0.415,0.6375,0.168,negative
0.395,0.5805,0.165,negative
0.385,0.581,0.143,negative
0.38,0.6645,0.1425,negative
0.415,0.596,0.1695,negative
0.405,0.6965,0.21,negative
0.43,0.677,0.23,negative
0.4,0.6095,0.175,negative
0.43,0.7245,0.24,negative
0.395,0.575,0.183,negative
0.405,0.632,0.1875,negative
0.455,1.0015,0.244,negative
0.395,0.6555,0.192,negative
0.425,0.9455,0.295,negative
0.39,0.6255,0.19,negative
0.425,0.8145,0.244,negative
0.43,0.687,0.25,negative
0.435,0.7995,0.238,negative
0.45,0.804,0.23,negative
0.435,0.7495,0.214,negative
0.41,0.599,0.194,negative
0.4,0.7075,0.18,negative
0.45,0.738,0.22,negative
0.455,0.837,0.235,negative
0.445,0.832,0.279,negative
0.445,0.8305,0.23,negative
0.415,0.667,0.185,negative
0.455,0.9355,0.26,negative
0.435,0.8445,0.255,negative
0.45,0.895,0.246,negative
0.46,0.8715,0.25,negative
0.46,1.0005,0.265,negative
0.455,0.832,0.277,negative
0.44,0.9415,0.283,negative
0.415,0.88,0.238,negative
0.44,0.803,0.234,negative
0.45,0.785,0.2265,negative
0.45,0.9765,0.235,negative
0.435,0.992,0.239,negative
0.455,1.013,0.295,negative
0.445,0.876,0.27,negative
0.465,1.099,0.35,negative
0.45,0.8715,0.225,negative
0.45,0.8245,0.239,negative
0.43,0.7955,0.22,negative
0.475,0.857,0.269,negative
0.45,0.8265,0.225,negative
0.5,0.925,0.3005,negative
0.44,1.0465,0.2795,negative
0.44,0.7905,0.242,negative
0.44,0.8295,0.2485,negative
0.455,0.886,0.223,negative
0.46,1.1805,0.329,negative
0.47,0.97,0.264,negative
0.475,0.99,0.3105,negative
0.465,1.133,0.298,negative
0.49,1.071,0.352,negative
0.455,0.862,0.3,negative
0.47,1.1155,0.321,negative
0.48,1.031,0.27,negative
0.46,1.1185,0.2985,negative
0.46,0.957,0.265,negative
0.47,1.1785,0.294,negative
0.47,1.0285,0.285,negative
0.47,1.0875,0.2685,negative
0.495,1.255,0.3225,negative
0.495,1.219,0.3885,negative
0.49,1.035,0.285,negative
0.49,1.195,0.355,negative
0.495,1.062,0.34,negative
0.495,1.5145,0.5195,negative
0.47,1.309,0.325,negative
0.485,1.0295,0.335,negative
0.495,1.0485,0.3215,negative
0.515,1.331,0.361,negative
0.505,1.1565,0.3535,negative
0.445,1.09,0.304,negative
0.52,1.354,0.375,negative
0.47,0.984,0.265,negative
0.49,1.2525,0.289,negative
0.485,1.2695,0.3395,negative
0.52,1.3405,0.412,negative
0.505,1.2895,0.345,negative
0.5,1.273,0.365,negative
0.53,1.1895,0.35,negative
0.48,1.1145,0.34,negative
0.515,1.3115,0.41,negative
0.49,1.1,0.2925,negative
0.49,1.1285,0.34,negative
0.485,1.4195,0.3255,negative
0.515,1.229,0.3535,negative
0.525,1.195,0.335,negative
0.51,1.6195,0.4675,negative
0.49,1.32,0.3385,negative
0.52,1.5535,0.474,negative
0.515,1.412,0.497,negative
0.52,1.238,0.3305,negative
0.51,1.189,0.3645,negative
0.51,1.375,0.3985,negative
0.51,1.218,0.37,negative
0.5,1.2475,0.3595,negative
0.525,1.348,0.394,negative
0.515,1.2695,0.436,negative
0.52,1.1445,0.348,negative
0.525,1.429,0.4,negative
0.535,1.4415,0.49,negative
0.54,1.623,0.4715,negative
0.54,1.534,0.384,negative
0.535,1.3845,0.4075,negative
0.55,1.6915,0.5,negative
0.51,1.473,0.4245,negative
0.515,1.312,0.4115,negative
0.545,1.5715,0.4505,negative
0.575,1.773,0.538,negative
0.53,1.4015,0.416,negative
0.55,1.4405,0.375,negative
0.55,1.6245,0.535,negative
0.535,1.866,0.4395,negative
0.575,1.6705,0.501,negative
0.565,2.081,0.503,negative
0.57,1.6195,0.488,negative
0.55,1.8325,0.44,negative
0.605,2.173,0.646,negative
0.13,0.029,0.008,negative
0.11,0.0195,0.006,negative
0.15,0.0465,0.015,negative
0.21,0.1195,0.03,negative
0.2,0.0895,0.03,negative
0.215,0.0935,0.03,negative
0.21,0.1115,0.03,negative
0.21,0.1195,0.03,negative
0.21,0.097,0.03,negative
0.24,0.133,0.041,negative
0.25,0.1745,0.04,negative
0.25,0.1695,0.0495,negative
0.235,0.17,0.0495,negative
0.25,0.1605,0.046,negative
0.27,0.271,0.0735,negative
0.27,0.2185,0.062,negative
0.27,0.196,0.053,negative
0.28,0.226,0.065,negative
0.275,0.22,0.0605,negative
0.29,0.3,0.078,negative
0.25,0.2875,0.0805,negative
0.325,0.316,0.0925,negative
0.315,0.3675,0.0985,negative
0.32,0.3675,0.105,negative
0.325,0.346,0.095,negative
0.35,0.4675,0.1375,negative
0.33,0.4955,0.129,negative
0.365,0.522,0.145,negative
0.375,0.441,0.145,negative
0.365,0.5185,0.1365,negative
0.39,0.653,0.167,negative
0.395,0.5915,0.185,negative
0.385,0.4825,0.1535,negative
0.455,0.6855,0.2035,negative
0.4,0.6335,0.168,negative
0.41,0.6875,0.1765,negative
0.43,0.741,0.196,negative
0.405,0.6355,0.185,negative
0.44,0.8395,0.2385,negative
0.47,0.9205,0.2675,negative
0.445,0.9255,0.2475,negative
0.41,0.8215,0.253,negative
0.46,1.063,0.2625,negative
0.435,0.8295,0.245,negative
0.445,0.982,0.295,negative
0.465,1.115,0.275,negative
0.49,1.112,0.341,negative
0.45,0.837,0.2425,negative
0.19,0.086,0.025,negative
0.215,0.132,0.033,negative
0.215,0.1075,0.027,negative
0.255,0.1745,0.057,negative
0.24,0.152,0.054,negative
0.28,0.2755,0.0725,negative
0.515,1.3485,0.3925,negative
0.515,1.5655,0.386,negative
0.305,0.368,0.105,negative
0.31,0.312,0.087,negative
0.195,0.1065,0.0285,negative
0.295,0.293,0.082,negative
0.305,0.336,0.0805,negative
0.315,0.355,0.087,negative
0.305,0.379,0.11,negative
0.32,0.378,0.12,negative
0.35,0.4655,0.135,negative
0.355,0.594,0.1335,negative
0.345,0.4935,0.132,negative
0.36,0.4955,0.121,negative
0.35,0.5465,0.158,negative
0.39,0.617,0.1635,negative
0.38,0.689,0.1955,negative
0.37,0.538,0.139,negative
0.39,0.7815,0.2385,negative
0.385,0.6435,0.1515,negative
0.38,0.6355,0.1785,negative
0.385,0.5115,0.1455,negative
0.355,0.4325,0.1275,negative
0.345,0.4595,0.116,negative
0.42,0.738,0.1795,negative
0.42,0.699,0.2035,negative
0.385,0.7655,0.2365,negative
0.42,0.7505,0.1845,negative
0.41,0.8705,0.213,negative
0.45,0.8685,0.2605,negative
0.435,0.839,0.192,negative
0.44,0.83,0.238,negative
0.485,1.079,0.356,negative
0.465,0.919,0.262,negative
0.47,1.1345,0.3375,negative
0.42,0.668,0.209,negative
0.43,0.844,0.231,negative
0.48,1.2435,0.372,negative
0.495,1.2095,0.339,negative
0.5,1.238,0.32,negative
0.525,1.644,0.4275,negative
0.55,1.7725,0.49,negative
0.57,1.761,0.488,negative
0.54,1.2525,0.462,negative
0.49,1.056,0.2725,negative
0.575,2.1,0.602,negative
0.43,0.909,0.22,negative
0.57,2.032,0.6585,negative
0.39,0.66,0.175,negative
0.555,1.6895,0.4935,negative
0.425,0.7455,0.245,negative
0.385,0.616,0.21,negative
0.585,1.914,0.479,negative
0.5,1.3165,0.28,negative
0.3,0.3355,0.095,negative
0.33,0.361,0.125,negative
0.35,0.4775,0.175,negative
0.29,0.25,0.085,negative
0.31,0.3465,0.115,negative
0.38,0.66,0.215,positive
0.31,0.315,0.095,negative
0.39,0.651,0.22,negative
0.305,0.2825,0.095,negative
0.385,0.5395,0.165,negative
0.55,1.6885,0.6,negative
0.535,2.1835,0.885,negative
0.49,1.2105,0.335,negative
0.25,0.166,0.045,negative
0.355,0.452,0.125,negative
0.405,0.7185,0.175,negative
0.29,0.232,0.08,negative
0.095,0.0105,0.0035,negative
0.13,0.0275,0.009,negative
0.225,0.1445,0.045,negative
0.29,0.282,0.08,negative
0.29,0.276,0.085,negative
0.37,0.433,0.145,negative
0.38,0.608,0.185,negative
0.325,0.3295,0.11,negative
0.35,0.4585,0.13,negative
0.36,0.4555,0.145,negative
0.21,0.275,0.035,negative
0.48,1.04,0.285,negative
0.455,1.041,0.365,negative
0.375,0.4265,0.15,negative
0.51,1.1505,0.4,negative
0.47,0.8915,0.245,negative
0.455,0.97,0.295,negative
0.31,0.127,0.085,negative
0.41,0.6985,0.215,negative
0.24,0.18,0.055,negative
0.35,0.4585,0.13,negative
0.33,0.4005,0.12,negative
0.4,0.5765,0.185,negative
0.295,0.335,0.09,negative
0.465,0.9995,0.295,negative
0.425,0.932,0.335,negative
0.36,0.5065,0.16,negative
0.53,1.496,0.465,negative
0.35,0.3945,0.125,negative
0.24,0.1735,0.05,negative
0.37,0.4665,0.155,negative
0.425,0.7145,0.18,negative
0.455,0.966,0.31,negative
0.35,0.401,0.135,negative
0.325,0.3455,0.11,negative
0.35,0.5205,0.185,negative
0.375,0.4935,0.17,negative
0.195,0.106,0.036,negative
0.355,0.4415,0.1505,negative
0.31,0.3245,0.115,negative
0.585,1.966,0.5855,negative
0.3,0.3025,0.0935,negative
0.2,0.1225,0.035,negative
0.44,0.879,0.265,negative
0.46,1.2275,0.435,negative
0.5,1.2715,0.49,negative
0.495,1.806,0.725,negative
0.42,0.8085,0.285,negative
0.51,1.3905,0.41,negative
0.55,1.8465,0.57,positive
0.565,1.817,0.49,negative
0.45,1.136,0.3,negative
0.28,0.2735,0.085,negative
0.275,0.2405,0.07,negative
0.565,2.1995,0.885,negative
0.47,0.897,0.29,negative
0.21,0.1185,0.04,negative
0.13,0.0295,0.01,negative
0.15,0.0385,0.01,negative
0.465,0.799,0.23,negative
0.5,1.1845,0.355,negative
0.45,0.925,0.35,negative
0.45,1.098,0.405,negative
0.45,1.071,0.395,negative
0.48,0.975,0.34,negative
0.47,1.283,0.445,negative
0.42,1.0595,0.445,negative
0.42,0.9195,0.26,negative
0.43,0.9295,0.355,negative
0.4,0.8085,0.35,negative
0.235,0.1485,0.045,negative
0.34,0.4475,0.13,negative
0.4,0.6865,0.185,negative
0.385,0.6335,0.26,negative
0.305,0.3245,0.095,negative
0.235,0.1545,0.045,negative
0.115,0.0145,0.005,negative
0.37,0.547,0.17,negative
0.37,0.585,0.195,negative
0.47,0.927,0.315,negative
0.495,1.4935,0.455,negative
0.485,1.0405,0.3,negative
0.325,0.3675,0.12,negative
0.215,0.099,0.045,negative
0.28,0.233,0.07,negative
0.305,0.3625,0.125,negative
0.17,0.0605,0.02,negative
0.55,1.596,0.585,negative
0.19,0.081,0.03,negative
0.515,1.4005,0.44,negative
0.49,1.406,0.51,negative
0.345,0.43,0.13,negative
0.225,0.14,0.04,negative
0.22,0.1365,0.042,negative
0.34,0.4215,0.135,negative
0.525,1.5765,0.665,negative
0.465,1.2125,0.525,negative
0.405,0.9245,0.295,positive
0.495,1.366,0.52,negative
0.51,1.539,0.57,negative
0.325,0.445,0.155,negative
0.35,0.5725,0.175,negative
0.48,1.36,0.47,negative
0.415,0.764,0.25,negative
0.39,0.853,0.27,negative
0.375,0.5885,0.19,negative
0.46,0.7875,0.2,negative
0.465,1.035,0.385,negative
0.525,1.352,0.53,negative
0.455,0.958,0.39,negative
0.425,0.797,0.265,negative
0.475,0.857,0.28,negative
0.28,0.2235,0.08,negative
0.2,0.086,0.03,negative
0.39,0.692,0.215,negative
0.28,0.2225,0.075,negative
0.43,0.7575,0.275,negative
0.4,0.729,0.25,negative
0.445,0.903,0.295,negative
0.475,1.0965,0.35,negative
0.45,0.903,0.295,negative
0.48,1.229,0.415,negative
0.435,1.106,0.33,negative
0.465,1.171,0.4,negative
0.335,0.444,0.11,negative
0.36,0.4755,0.16,negative
0.505,1.6305,0.61,negative
0.47,1.142,0.35,negative
0.26,0.19,0.065,negative
0.315,0.388,0.125,negative
0.32,0.3785,0.125,negative
0.38,0.486,0.185,negative
0.36,0.5265,0.165,negative
0.28,0.2275,0.085,negative
0.325,0.3105,0.105,negative
0.365,0.543,0.15,negative
0.27,0.2225,0.075,negative
0.455,0.998,0.315,negative
0.59,1.5455,0.415,negative
0.46,1.1,0.38,negative
0.5,1.4285,0.36,negative
0.495,1.793,0.53,negative
0.395,0.6185,0.24,negative
0.38,0.5825,0.175,negative
0.415,0.7485,0.285,negative
0.335,0.406,0.135,negative
0.465,1.1005,0.295,negative
0.46,0.869,0.32,negative
0.43,0.955,0.27,negative
0.455,0.9215,0.3,negative
0.51,1.456,0.32,negative
0.45,0.893,0.345,negative
0.575,2.226,0.62,negative
0.51,1.2125,0.36,negative
0.48,1.0675,0.42,negative
0.445,0.8525,0.295,negative
0.375,0.5105,0.205,negative
0.485,1.2675,0.38,negative
0.45,0.8615,0.255,negative
0.41,0.8705,0.25,negative
0.57,2.033,0.685,negative
0.475,1.162,0.32,negative
0.525,1.259,0.445,negative
0.51,1.598,0.58,negative
0.52,1.406,0.37,negative
0.405,0.7575,0.195,negative
0.375,0.487,0.155,negative
0.48,1.0935,0.355,negative
0.415,0.5705,0.185,negative
0.385,0.6905,0.175,negative
0.345,0.4475,0.125,negative
0.475,1.1805,0.425,positive
0.395,0.7145,0.195,negative
0.405,0.7175,0.17,negative
0.315,0.347,0.1,negative
0.33,0.352,0.1,negative
0.27,0.185,0.065,negative
0.375,0.563,0.185,negative
0.305,0.3315,0.1,negative
0.26,0.179,0.055,negative
0.265,0.18,0.06,negative
0.415,0.8045,0.285,negative
0.475,0.974,0.285,negative
0.3,0.3215,0.095,negative
0.325,0.385,0.125,negative
0.425,0.702,0.22,negative
0.45,0.8075,0.25,negative
0.425,0.813,0.23,negative
0.375,0.5735,0.195,negative
0.455,0.94,0.265,negative
0.49,1.008,0.285,negative
0.415,0.775,0.26,negative
0.5,1.1445,0.365,negative
0.375,0.6,0.23,negative
0.355,0.515,0.175,negative
0.375,0.5795,0.195,negative
0.35,0.384,0.125,negative
0.265,0.2965,0.085,negative
0.24,0.137,0.04,negative
0.47,0.991,0.34,negative
0.475,0.925,0.275,negative
0.435,0.805,0.27,negative
0.435,0.8915,0.25,negative
0.42,0.769,0.29,negative
0.385,0.6185,0.2,negative
0.36,0.578,0.17,negative
0.385,0.585,0.165,negative
0.405,0.6375,0.21,negative
0.395,0.6515,0.205,negative
0.31,0.2875,0.095,negative
0.395,0.5545,0.215,negative
0.435,0.7365,0.22,negative
0.325,0.306,0.095,negative
0.535,1.496,0.475,negative
0.425,0.7995,0.24,negative
0.39,0.5825,0.255,negative
0.345,0.3435,0.115,negative
0.46,0.906,0.335,negative
0.42,0.6295,0.215,negative
0.55,1.5515,0.445,negative
0.63,2.526,0.62,negative
0.49,1.103,0.36,negative
0.48,0.957,0.275,negative
0.455,0.86,0.245,negative
0.305,0.3605,0.1,negative
0.52,1.407,0.455,negative
0.395,0.592,0.2,negative
0.47,0.9,0.25,negative
0.185,0.075,0.025,negative
0.485,1.62,0.485,negative
0.24,0.1455,0.045,negative
0.125,0.0235,0.008,negative
0.345,0.3045,0.12,negative
0.565,1.7265,0.565,negative
0.43,0.8025,0.263,negative
0.4,0.764,0.2175,negative
0.43,0.8645,0.2515,negative
0.36,0.4715,0.149,negative
0.435,0.631,0.216,negative
0.475,0.9455,0.27,positive
0.53,1.3185,0.42,negative
0.56,1.7265,0.525,negative
0.495,1.081,0.31,negative
0.44,0.9025,0.28,negative
0.47,1.1415,0.4,negative
0.455,1.027,0.25,negative
0.485,1.3445,0.515,negative
0.525,1.449,0.505,negative
0.44,0.7745,0.265,negative
0.45,0.7895,0.25,negative
0.525,1.3665,0.41,negative
0.475,1.0295,0.305,negative
0.47,1.031,0.29,negative
0.505,1.065,0.315,negative
0.57,1.885,0.5,positive
0.545,1.2425,0.48,negative
0.595,1.969,0.66,negative
0.44,0.9445,0.3,negative
0.325,0.354,0.105,negative
0.55,1.247,0.4,negative
0.335,0.383,0.135,negative
0.275,0.2065,0.07,negative
0.325,0.3575,0.11,negative
0.125,0.023,0.01,negative
0.405,0.5965,0.185,negative
0.34,0.382,0.109,negative
0.41,0.6315,0.1815,negative
0.325,0.3285,0.106,negative
0.265,0.2165,0.0735,negative
0.135,0.0305,0.01,negative
0.115,0.024,0.0075,negative
0.43,0.7365,0.215,negative
0.39,0.6005,0.21,negative
0.345,0.4285,0.132,negative
0.345,0.496,0.14,negative
0.365,0.6195,0.177,negative
0.35,0.567,0.1525,negative
0.375,0.6505,0.2215,negative
0.34,0.4495,0.144,negative
0.35,0.4485,0.1335,negative
0.29,0.241,0.069,negative
0.25,0.197,0.0605,negative
0.22,0.1425,0.043,negative
0.46,1.2395,0.38,negative
0.475,1.0385,0.32,negative
0.465,0.972,0.35,negative
0.505,1.3315,0.435,negative
0.385,0.762,0.19,negative
0.415,0.6985,0.195,negative
0.43,0.775,0.235,negative
0.33,0.437,0.17,negative
0.355,0.435,0.14,negative
0.225,0.1295,0.045,negative
0.455,0.8435,0.3,negative
0.515,1.25,0.315,negative
0.46,1.017,0.32,negative
0.43,1.411,0.395,negative
0.485,1.208,0.33,negative
0.375,0.5895,0.167,negative
0.5,1.0705,0.36,negative
0.38,0.651,0.17,negative
0.395,0.537,0.1785,negative
0.245,0.15,0.048,negative
0.235,0.12,0.04,negative
0.305,0.28,0.0955,negative
0.35,0.494,0.155,negative
0.36,0.4765,0.16,negative
0.315,0.287,0.113,negative
0.255,0.2145,0.06,negative
0.315,0.3525,0.13,negative
0.415,0.595,0.26,negative
0.365,0.4805,0.1475,negative
0.315,0.321,0.095,negative
0.2,0.096,0.03,negative
0.45,0.9315,0.26,negative
0.435,0.782,0.285,negative
0.19,0.0945,0.03,negative
0.385,0.6695,0.18,negative
0.255,0.213,0.07,negative
0.38,0.525,0.185,negative
0.5,1.312,0.485,negative
0.485,1.087,0.38,negative
0.515,1.523,0.555,negative
0.5,1.319,0.49,negative
0.38,0.579,0.22,negative
0.4,0.8175,0.3,negative
0.24,0.17,0.055,negative
0.4,0.796,0.28,negative
0.255,0.197,0.06,negative
0.355,0.5255,0.145,negative
0.335,0.4565,0.14,negative
0.415,0.879,0.255,negative
0.355,0.4625,0.145,negative
0.355,0.528,0.14,negative
0.38,0.5835,0.18,negative
0.435,0.884,0.28,negative
0.33,0.463,0.145,negative
0.26,0.198,0.06,negative
0.305,0.282,0.096,negative
0.265,0.1855,0.06,negative
0.205,0.096,0.03,negative
0.17,0.0625,0.022,negative
0.2,0.092,0.027,negative
0.18,0.073,0.0225,negative
0.185,0.071,0.0225,negative
0.145,0.036,0.011,negative
0.2,0.0995,0.032,negative
0.47,1.099,0.358,negative
0.285,0.27,0.0835,negative
0.35,0.5905,0.19,negative
0.385,0.768,0.27,negative
0.325,0.413,0.13,negative
0.39,0.709,0.18,negative
0.325,0.3755,0.105,negative
0.275,0.227,0.07,negative
0.415,0.8185,0.235,negative
0.415,0.8245,0.24,negative
0.405,0.8505,0.315,negative
0.405,0.6915,0.215,negative
0.475,1.1825,0.24,negative
0.44,1.122,0.375,negative
0.515,1.6115,0.385,negative
0.47,1.2985,0.32,negative
0.49,1.3,0.31,negative
0.455,1.161,0.28,negative
0.485,1.489,0.38,negative
0.42,1.008,0.34,negative
0.355,0.441,0.135,negative
0.44,0.742,0.2115,negative
0.425,0.7,0.24,negative
0.285,0.271,0.08,negative
0.4,0.8565,0.21,negative
0.415,0.8975,0.275,negative
0.36,0.6105,0.235,negative
0.26,0.1925,0.065,negative
0.4,0.6635,0.2515,negative
0.51,1.235,0.3065,negative
0.385,0.7615,0.204,negative
0.39,0.592,0.1835,negative
0.325,0.39,0.113,negative
0.395,0.7565,0.3205,negative
0.38,0.57,0.187,negative
0.31,0.2865,0.085,negative
0.305,0.2935,0.105,negative
0.36,0.567,0.225,negative
0.4,0.6245,0.17,negative
0.4,0.8415,0.285,negative
0.26,0.2,0.07,negative
0.21,0.109,0.033,negative
0.23,0.127,0.0345,negative
0.24,0.2885,0.083,negative
0.4,0.7775,0.25,negative
0.41,0.989,0.355,positive
0.39,0.6905,0.2,negative
0.325,0.4665,0.114,negative
0.315,0.33,0.095,negative
0.255,0.18,0.0525,negative
0.3,0.144,0.044,negative
0.31,0.365,0.105,negative
0.375,0.5,0.1505,negative
0.315,0.3625,0.093,negative
0.375,0.6015,0.135,negative
0.32,0.34,0.0945,negative
0.365,0.53,0.1625,negative
0.4,0.7715,0.211,negative
0.37,0.6315,0.161,negative
0.39,0.6125,0.172,negative
0.425,0.872,0.199,negative
0.35,0.6265,0.175,negative
0.44,0.983,0.2485,negative
0.46,1.145,0.325,negative
0.37,0.5555,0.163,negative
0.42,0.8115,0.2235,negative
0.455,1.09,0.292,negative
0.49,1.185,0.361,negative
0.48,1.262,0.335,negative
0.475,1.4405,0.3175,negative
0.45,0.8795,0.2625,negative
0.5,1.332,0.35,negative
0.485,1.1405,0.288,negative
0.49,1.33,0.33,negative
0.5,1.4995,0.431,negative
0.475,1.201,0.309,negative
0.545,1.6225,0.513,negative
0.5,1.362,0.384,negative
0.525,1.786,0.4065,negative
0.555,1.925,0.4535,negative
0.535,1.791,0.54,negative
0.55,1.689,0.474,negative
0.55,1.659,0.4395,negative
0.585,1.647,0.471,negative
0.53,2.0475,0.6095,negative
0.525,1.6015,0.43,negative
0.57,2.0165,0.435,negative
0.15,0.04,0.013,negative
0.18,0.064,0.02,negative
0.195,0.0875,0.0255,negative
0.21,0.106,0.031,negative
0.17,0.0565,0.016,negative
0.22,0.1315,0.03,negative
0.22,0.126,0.035,negative
0.225,0.155,0.0365,negative
0.235,0.149,0.047,negative
0.265,0.185,0.07,negative
0.29,0.2545,0.07,negative
0.285,0.237,0.07,negative
0.295,0.279,0.08,negative
0.31,0.3205,0.088,negative
0.325,0.3335,0.095,negative
0.335,0.3885,0.111,negative
0.345,0.545,0.1305,negative
0.325,0.4165,0.11,negative
0.35,0.468,0.1325,negative
0.35,0.4775,0.118,negative
0.35,0.4555,0.1375,negative
0.345,0.4155,0.107,negative
0.35,0.46,0.1165,negative
0.34,0.486,0.1225,negative
0.345,0.4215,0.111,negative
0.355,0.474,0.12,negative
0.355,0.495,0.125,negative
0.355,0.468,0.12,negative
0.38,0.494,0.1325,negative
0.385,0.6005,0.185,negative
0.395,0.646,0.172,negative
0.415,0.7945,0.202,negative
0.425,0.812,0.195,negative
0.42,0.828,0.1505,negative
0.41,0.681,0.1835,negative
0.405,0.889,0.215,negative
0.435,0.7345,0.213,negative
0.425,0.964,0.215,negative
0.425,0.963,0.24,negative
0.445,0.995,0.2505,negative
0.435,0.8585,0.2295,negative
0.45,0.948,0.259,negative
0.445,0.888,0.2425,negative
0.45,0.9045,0.2335,negative
0.385,0.5735,0.136,negative
0.465,1.046,0.263,negative
0.375,0.6215,0.1485,negative
0.37,0.5135,0.135,negative
0.465,1.0765,0.287,negative
0.47,1.1775,0.31,negative
0.465,1.0255,0.289,negative
0.46,0.9325,0.248,negative
0.46,1.235,0.29,negative
0.46,1.247,0.29,negative
0.48,1.1495,0.264,negative
0.485,1.1575,0.315,negative
0.5,1.327,0.355,negative
0.47,1.2,0.292,negative
0.485,1.2155,0.345,negative
0.51,1.2705,0.3225,negative
0.475,1.3245,0.3275,negative
0.48,1.3555,0.3385,negative
0.495,1.147,0.2885,negative
0.48,1.286,0.35,negative
0.495,1.596,0.37,negative
0.495,1.297,0.37,negative
0.49,1.251,0.3165,negative
0.5,1.5105,0.3775,negative
0.49,1.127,0.3185,negative
0.49,1.1075,0.3595,negative
0.52,1.6385,0.391,negative
0.545,1.933,0.498,negative
0.54,1.71,0.4325,negative
0.55,1.8495,0.4175,negative
0.525,1.742,0.505,negative
0.575,1.7975,0.5165,negative
0.495,1.4255,0.38,negative
0.5,1.4415,0.341,negative
0.56,2.381,0.624,negative
0.585,2.398,0.5335,negative
0.6,2.1945,0.584,negative
0.16,0.049,0.015,negative
0.205,0.1055,0.0315,negative
0.21,0.1045,0.035,negative
0.24,0.163,0.048,negative
0.29,0.219,0.075,negative
0.285,0.2275,0.0715,negative
0.315,0.3645,0.095,negative
0.33,0.3265,0.103,negative
0.34,0.3515,0.094,negative
0.32,0.3465,0.09,negative
0.34,0.407,0.103,negative
0.335,0.4215,0.113,negative
0.345,0.3755,0.125,negative
0.37,0.5335,0.1345,negative
0.365,0.1315,0.123,negative
0.355,0.442,0.1185,negative
0.375,0.5205,0.1455,negative
0.375,0.5445,0.13,negative
0.375,0.5535,0.157,negative
0.38,0.554,0.15,negative
0.38,0.512,0.136,negative
0.39,0.583,0.1605,negative
0.38,0.5765,0.145,negative
0.4,0.5925,0.168,negative
0.4,0.723,0.178,negative
0.395,0.633,0.175,negative
0.395,0.5395,0.167,negative
0.385,0.625,0.1725,negative
0.43,0.832,0.201,negative
0.42,0.778,0.205,negative
0.42,0.7865,0.17,negative
0.4,0.778,0.18,negative
0.42,0.636,0.1755,negative
0.44,0.8435,0.185,negative
0.425,0.648,0.2105,negative
0.43,0.784,0.213,negative
0.45,0.908,0.255,negative
0.45,1.02,0.25,negative
0.43,0.811,0.2285,negative
0.48,0.897,0.248,negative
0.455,0.852,0.225,negative
0.45,0.938,0.225,negative
0.47,0.861,0.249,negative
0.435,0.6955,0.2245,negative
0.46,1.004,0.26,negative
0.46,1.0115,0.2565,negative
0.465,1.1005,0.265,negative
