age,job,marital,education,contact,day,month,duration,Class
45,management,married,tertiary,cellular,11,aug,102,negative
41,housemaid,married,secondary,cellular,11,aug,155,negative
34,technician,married,tertiary,cellular,11,aug,145,negative
39,management,married,tertiary,cellular,11,aug,77,negative
46,technician,married,secondary,cellular,11,aug,210,negative
34,technician,married,secondary,cellular,11,aug,106,negative
49,entrepreneur,married,secondary,cellular,11,aug,105,negative
32,technician,married,secondary,cellular,11,aug,98,negative
35,management,married,tertiary,cellular,11,aug,588,negative
53,management,married,tertiary,cellular,11,aug,73,negative
36,management,single,tertiary,cellular,11,aug,106,negative
49,blue-collar,married,primary,cellular,11,aug,106,negative
32,self-employed,married,tertiary,cellular,11,aug,104,negative
39,technician,divorced,secondary,cellular,11,aug,73,negative
46,housemaid,divorced,primary,cellular,11,aug,100,negative
38,management,married,tertiary,cellular,11,aug,111,negative
57,management,married,tertiary,cellular,11,aug,74,negative
44,technician,married,secondary,cellular,11,aug,48,negative
31,technician,married,tertiary,cellular,11,aug,303,negative
51,management,married,tertiary,cellular,11,aug,39,negative
56,management,married,tertiary,cellular,11,aug,86,negative
52,admin.,married,secondary,cellular,11,aug,217,negative
35,technician,single,tertiary,cellular,11,aug,55,negative
47,management,married,tertiary,cellular,11,aug,72,negative
30,technician,married,secondary,cellular,11,aug,97,negative
42,management,married,tertiary,cellular,11,aug,667,negative
38,management,married,tertiary,cellular,11,aug,347,negative
48,blue-collar,married,unknown,cellular,11,aug,33,negative
45,unknown,married,unknown,cellular,11,aug,212,negative
46,management,married,tertiary,cellular,11,aug,165,negative
34,management,divorced,tertiary,cellular,11,aug,382,negative
31,management,married,tertiary,cellular,11,aug,84,negative
55,management,married,tertiary,cellular,11,aug,226,negative
34,technician,married,secondary,cellular,11,aug,47,negative
39,housemaid,married,primary,cellular,11,aug,103,negative
32,technician,single,secondary,cellular,11,aug,156,negative
35,technician,single,secondary,cellular,11,aug,113,negative
53,management,married,tertiary,cellular,11,aug,147,negative
54,retired,married,secondary,cellular,11,aug,45,negative
33,technician,married,tertiary,cellular,11,aug,121,negative
55,technician,married,secondary,cellular,11,aug,116,negative
30,entrepreneur,married,tertiary,cellular,11,aug,126,negative
30,student,single,tertiary,cellular,11,aug,269,negative
60,retired,married,primary,cellular,11,aug,82,negative
33,management,divorced,tertiary,cellular,11,aug,71,negative
39,technician,married,secondary,cellular,11,aug,218,negative
43,services,married,tertiary,cellular,11,aug,270,negative
39,technician,married,secondary,cellular,11,aug,187,negative
31,management,single,tertiary,cellular,11,aug,565,negative
58,housemaid,divorced,primary,cellular,11,aug,226,negative
56,technician,married,secondary,cellular,11,aug,172,negative
35,technician,single,secondary,cellular,11,aug,239,negative
45,technician,married,secondary,cellular,11,aug,71,negative
48,blue-collar,married,primary,cellular,11,aug,297,negative
56,blue-collar,married,secondary,cellular,11,aug,115,negative
32,management,divorced,tertiary,cellular,11,aug,72,negative
32,management,single,secondary,cellular,11,aug,55,negative
56,retired,married,secondary,cellular,11,aug,164,negative
44,technician,married,secondary,cellular,11,aug,88,negative
31,management,single,tertiary,cellular,11,aug,69,negative
37,technician,married,secondary,cellular,11,aug,123,negative
46,technician,married,tertiary,cellular,11,aug,138,negative
45,technician,married,secondary,cellular,11,aug,243,negative
30,technician,married,tertiary,cellular,11,aug,166,negative
27,admin.,married,tertiary,cellular,11,aug,82,negative
60,management,married,tertiary,cellular,11,aug,102,negative
52,blue-collar,married,primary,cellular,11,aug,179,negative
36,management,single,tertiary,cellular,11,aug,108,negative
30,technician,single,secondary,cellular,11,aug,187,negative
39,technician,married,tertiary,cellular,11,aug,121,negative
50,blue-collar,married,primary,cellular,11,aug,123,negative
31,management,single,tertiary,cellular,11,aug,257,negative
37,management,single,tertiary,cellular,11,aug,90,negative
40,management,divorced,tertiary,cellular,11,aug,275,negative
33,management,married,tertiary,cellular,11,aug,99,negative
58,unknown,married,primary,cellular,11,aug,57,negative
30,management,single,secondary,cellular,11,aug,101,negative
34,management,married,tertiary,cellular,11,aug,72,negative
59,retired,married,tertiary,cellular,11,aug,104,negative
55,technician,married,secondary,cellular,11,aug,210,negative
30,technician,single,tertiary,cellular,11,aug,213,negative
58,retired,married,unknown,cellular,11,aug,273,negative
32,management,single,tertiary,cellular,11,aug,95,negative
31,technician,single,secondary,cellular,11,aug,70,negative
50,blue-collar,married,secondary,cellular,11,aug,71,negative
31,technician,single,tertiary,cellular,11,aug,97,negative
33,housemaid,married,primary,cellular,11,aug,237,negative
34,technician,single,tertiary,cellular,11,aug,116,negative
31,technician,single,tertiary,cellular,11,aug,72,negative
46,self-employed,married,tertiary,cellular,11,aug,170,negative
30,management,single,tertiary,cellular,11,aug,217,negative
35,management,single,tertiary,cellular,11,aug,169,negative
49,services,married,secondary,cellular,11,aug,97,negative
45,blue-collar,married,primary,cellular,11,aug,79,negative
31,management,single,tertiary,cellular,11,aug,119,negative
35,technician,single,tertiary,cellular,11,aug,86,negative
54,management,married,tertiary,cellular,11,aug,56,negative
42,technician,married,secondary,cellular,11,aug,149,negative
34,technician,single,secondary,cellular,11,aug,246,negative
43,management,single,tertiary,cellular,11,aug,155,negative
46,technician,divorced,secondary,cellular,11,aug,139,negative
43,technician,divorced,secondary,cellular,11,aug,160,negative
47,blue-collar,married,primary,cellular,11,aug,356,negative
31,management,single,tertiary,cellular,11,aug,135,negative
32,technician,married,secondary,cellular,11,aug,135,negative
35,technician,married,secondary,cellular,11,aug,309,negative
46,self-employed,married,secondary,cellular,11,aug,53,negative
59,retired,married,secondary,cellular,11,aug,250,negative
34,technician,divorced,secondary,cellular,11,aug,316,negative
53,services,married,secondary,cellular,11,aug,168,negative
59,management,married,tertiary,cellular,11,aug,230,negative
46,blue-collar,married,unknown,cellular,11,aug,72,negative
35,unknown,married,tertiary,cellular,11,aug,204,negative
43,technician,divorced,secondary,cellular,11,aug,61,negative
45,technician,married,tertiary,cellular,11,aug,52,negative
36,management,married,tertiary,cellular,11,aug,242,negative
30,technician,single,secondary,cellular,11,aug,194,negative
34,management,single,tertiary,cellular,11,aug,111,negative
42,housemaid,married,primary,cellular,11,aug,90,negative
60,retired,married,secondary,cellular,11,aug,231,negative
52,unknown,married,primary,cellular,11,aug,126,negative
45,blue-collar,married,primary,cellular,11,aug,317,negative
33,technician,married,secondary,cellular,11,aug,285,negative
40,management,divorced,secondary,cellular,11,aug,105,negative
41,technician,single,secondary,cellular,11,aug,228,negative
33,management,married,tertiary,cellular,11,aug,76,negative
34,technician,married,secondary,cellular,11,aug,149,negative
34,management,married,tertiary,cellular,11,aug,331,negative
39,management,married,tertiary,cellular,11,aug,86,negative
46,admin.,married,secondary,cellular,11,aug,80,negative
43,technician,married,secondary,cellular,11,aug,209,negative
32,housemaid,married,tertiary,cellular,11,aug,144,negative
31,technician,single,tertiary,cellular,11,aug,140,negative
30,technician,married,secondary,cellular,11,aug,96,negative
46,technician,married,secondary,cellular,11,aug,139,negative
49,self-employed,married,tertiary,cellular,11,aug,51,negative
60,management,single,tertiary,cellular,11,aug,601,negative
60,retired,married,secondary,cellular,11,aug,152,negative
32,admin.,married,secondary,cellular,11,aug,255,negative
35,technician,married,tertiary,cellular,11,aug,591,negative
59,blue-collar,married,primary,cellular,11,aug,225,negative
30,technician,married,tertiary,cellular,11,aug,65,negative
47,blue-collar,married,primary,cellular,11,aug,53,negative
53,housemaid,married,primary,cellular,11,aug,102,negative
41,technician,divorced,tertiary,cellular,11,aug,389,negative
45,blue-collar,married,secondary,cellular,11,aug,176,negative
32,unemployed,married,tertiary,cellular,11,aug,104,negative
34,management,married,tertiary,cellular,11,aug,36,negative
60,retired,married,primary,cellular,11,aug,247,negative
48,blue-collar,married,unknown,cellular,11,aug,104,negative
41,management,divorced,tertiary,cellular,11,aug,55,negative
30,technician,single,secondary,cellular,11,aug,272,negative
40,housemaid,married,secondary,cellular,11,aug,1099,negative
37,admin.,married,tertiary,cellular,11,aug,331,negative
33,management,married,tertiary,cellular,11,aug,79,negative
45,technician,married,tertiary,cellular,11,aug,108,negative
56,housemaid,married,unknown,cellular,11,aug,111,negative
46,management,single,tertiary,cellular,11,aug,83,negative
46,blue-collar,married,unknown,cellular,11,aug,79,negative
51,technician,divorced,secondary,cellular,11,aug,177,negative
36,management,single,tertiary,cellular,11,aug,146,negative
33,management,married,tertiary,cellular,11,aug,104,negative
49,technician,divorced,tertiary,cellular,11,aug,165,negative
34,entrepreneur,married,secondary,cellular,11,aug,103,negative
33,technician,divorced,secondary,cellular,11,aug,145,negative
57,blue-collar,married,primary,cellular,11,aug,194,negative
34,technician,married,tertiary,cellular,11,aug,68,negative
55,housemaid,married,primary,cellular,11,aug,189,negative
59,retired,married,secondary,cellular,11,aug,185,negative
32,technician,single,tertiary,cellular,11,aug,163,negative
36,management,single,tertiary,cellular,11,aug,214,negative
31,management,divorced,tertiary,cellular,11,aug,33,negative
46,technician,divorced,secondary,cellular,11,aug,105,negative
58,management,married,tertiary,cellular,11,aug,121,negative
50,services,married,secondary,telephone,11,aug,80,negative
46,services,married,secondary,cellular,11,aug,211,negative
58,retired,married,primary,cellular,11,aug,566,negative
31,management,single,tertiary,cellular,11,aug,182,negative
49,services,married,secondary,cellular,11,aug,317,negative
30,management,married,tertiary,cellular,11,aug,370,negative
37,management,single,secondary,cellular,11,aug,232,negative
59,services,married,secondary,cellular,11,aug,120,negative
43,technician,married,secondary,cellular,11,aug,134,negative
38,technician,divorced,secondary,cellular,11,aug,63,negative
55,technician,single,secondary,cellular,11,aug,103,negative
30,management,single,tertiary,cellular,11,aug,69,negative
33,management,married,tertiary,cellular,11,aug,378,negative
48,blue-collar,married,secondary,cellular,11,aug,135,negative
41,management,married,secondary,cellular,11,aug,734,positive
41,technician,single,secondary,cellular,11,aug,153,negative
53,self-employed,married,tertiary,cellular,11,aug,121,negative
47,technician,married,tertiary,cellular,11,aug,133,negative
55,blue-collar,married,primary,cellular,11,aug,262,negative
32,management,single,secondary,cellular,11,aug,1238,positive
36,housemaid,single,secondary,cellular,11,aug,149,negative
32,technician,married,secondary,cellular,11,aug,382,negative
40,technician,married,secondary,cellular,11,aug,55,negative
34,management,single,tertiary,cellular,11,aug,383,negative
37,technician,married,tertiary,cellular,11,aug,280,negative
34,management,married,tertiary,unknown,11,aug,93,negative
32,management,married,tertiary,cellular,11,aug,76,negative
35,management,married,tertiary,cellular,11,aug,121,negative
38,self-employed,single,tertiary,cellular,11,aug,176,negative
37,management,married,tertiary,cellular,11,aug,187,negative
53,management,divorced,secondary,cellular,11,aug,246,negative
57,retired,married,secondary,cellular,11,aug,107,negative
48,technician,divorced,secondary,cellular,11,aug,132,negative
35,technician,married,tertiary,cellular,11,aug,109,negative
30,management,single,tertiary,cellular,11,aug,381,negative
31,management,married,tertiary,cellular,11,aug,445,negative
40,technician,married,secondary,cellular,11,aug,129,negative
47,services,married,primary,cellular,11,aug,71,negative
35,technician,married,secondary,cellular,11,aug,80,negative
35,management,single,tertiary,cellular,11,aug,227,negative
30,technician,single,tertiary,cellular,11,aug,161,negative
42,management,married,tertiary,cellular,11,aug,64,negative
32,technician,single,tertiary,cellular,11,aug,238,negative
45,admin.,married,secondary,cellular,11,aug,173,negative
33,technician,married,secondary,cellular,11,aug,90,negative
59,blue-collar,married,primary,cellular,11,aug,139,negative
37,management,married,tertiary,cellular,11,aug,549,negative
40,self-employed,married,tertiary,cellular,11,aug,265,negative
32,technician,single,tertiary,cellular,11,aug,67,negative
32,management,married,tertiary,cellular,11,aug,379,negative
51,technician,single,secondary,cellular,11,aug,126,negative
31,blue-collar,married,secondary,cellular,11,aug,429,negative
33,technician,married,tertiary,cellular,11,aug,117,negative
59,retired,married,primary,cellular,11,aug,77,negative
32,management,married,tertiary,cellular,11,aug,221,negative
30,technician,single,tertiary,cellular,11,aug,149,negative
38,technician,married,tertiary,cellular,11,aug,148,negative
52,admin.,married,secondary,cellular,11,aug,149,negative
32,housemaid,married,secondary,cellular,11,aug,80,negative
37,management,married,tertiary,cellular,11,aug,214,negative
34,technician,single,secondary,cellular,11,aug,248,negative
30,management,single,tertiary,cellular,11,aug,132,negative
33,technician,single,tertiary,cellular,11,aug,240,negative
32,technician,single,tertiary,cellular,11,aug,385,negative
30,management,married,tertiary,cellular,11,aug,249,negative
43,unemployed,married,secondary,cellular,11,aug,200,negative
31,technician,single,secondary,cellular,11,aug,104,negative
43,management,married,secondary,cellular,11,aug,124,negative
31,management,married,tertiary,cellular,11,aug,117,negative
31,self-employed,single,secondary,cellular,11,aug,312,negative
47,services,married,secondary,cellular,11,aug,271,negative
49,management,married,tertiary,cellular,11,aug,157,negative
32,management,single,tertiary,cellular,11,aug,1144,negative
30,technician,single,tertiary,cellular,11,aug,485,negative
56,services,divorced,secondary,cellular,11,aug,67,negative
59,technician,married,secondary,cellular,11,aug,108,negative
47,retired,married,secondary,cellular,11,aug,293,negative
30,technician,married,tertiary,cellular,11,aug,345,negative
50,blue-collar,married,primary,cellular,11,aug,72,negative
42,management,married,tertiary,cellular,11,aug,101,negative
53,self-employed,married,primary,cellular,11,aug,304,negative
43,management,married,tertiary,cellular,11,aug,95,negative
36,technician,divorced,secondary,cellular,11,aug,268,negative
31,technician,married,secondary,telephone,11,aug,133,negative
55,unknown,married,secondary,cellular,11,aug,339,negative
34,management,married,tertiary,cellular,11,aug,57,negative
37,technician,married,secondary,cellular,11,aug,209,negative
40,management,divorced,tertiary,cellular,11,aug,94,negative
59,retired,married,tertiary,cellular,11,aug,862,negative
55,services,married,secondary,cellular,11,aug,236,negative
39,technician,married,secondary,cellular,11,aug,230,negative
59,retired,married,secondary,cellular,11,aug,239,negative
46,technician,divorced,tertiary,cellular,11,aug,249,negative
50,self-employed,married,secondary,cellular,11,aug,277,negative
38,services,single,secondary,cellular,11,aug,1687,negative
57,blue-collar,married,secondary,cellular,11,aug,231,negative
35,management,single,tertiary,cellular,11,aug,481,negative
53,retired,divorced,secondary,cellular,11,aug,277,negative
34,management,married,tertiary,cellular,11,aug,101,negative
44,technician,divorced,secondary,cellular,11,aug,295,negative
30,technician,single,secondary,cellular,11,aug,247,negative
53,blue-collar,married,primary,cellular,11,aug,164,negative
58,retired,married,secondary,cellular,11,aug,270,negative
38,technician,married,tertiary,cellular,11,aug,220,negative
34,management,married,tertiary,cellular,11,aug,159,negative
33,management,single,tertiary,cellular,11,aug,217,negative
50,management,married,tertiary,cellular,11,aug,40,negative
56,unknown,married,unknown,cellular,11,aug,179,negative
31,technician,single,secondary,cellular,11,aug,1504,negative
50,management,married,tertiary,cellular,11,aug,85,negative
45,blue-collar,married,primary,cellular,11,aug,48,negative
34,technician,single,tertiary,cellular,11,aug,342,negative
33,unknown,married,secondary,cellular,11,aug,566,negative
52,technician,married,secondary,cellular,11,aug,356,negative
32,management,single,tertiary,cellular,11,aug,159,negative
44,management,married,tertiary,cellular,11,aug,1015,negative
40,technician,married,secondary,cellular,12,aug,226,negative
59,admin.,divorced,secondary,cellular,12,aug,91,negative
30,management,single,tertiary,cellular,12,aug,154,negative
30,housemaid,single,tertiary,cellular,12,aug,101,negative
50,technician,divorced,secondary,cellular,12,aug,509,negative
32,technician,married,secondary,cellular,12,aug,161,negative
32,management,divorced,tertiary,cellular,12,aug,204,negative
59,management,married,tertiary,cellular,12,aug,64,negative
57,retired,married,primary,cellular,12,aug,80,negative
58,retired,married,secondary,cellular,12,aug,219,negative
39,technician,married,secondary,cellular,12,aug,96,negative
31,technician,single,secondary,cellular,12,aug,246,negative
36,management,married,tertiary,cellular,12,aug,92,negative
56,blue-collar,married,secondary,cellular,12,aug,150,negative
51,admin.,married,secondary,cellular,12,aug,359,negative
33,management,married,tertiary,cellular,12,aug,72,negative
35,technician,married,secondary,cellular,12,aug,138,negative
56,retired,married,secondary,cellular,12,aug,614,negative
44,self-employed,married,primary,cellular,12,aug,327,negative
49,blue-collar,divorced,primary,cellular,12,aug,144,negative
44,technician,divorced,secondary,cellular,12,aug,56,negative
54,management,married,tertiary,cellular,12,aug,106,negative
33,management,divorced,tertiary,cellular,12,aug,75,negative
31,management,single,tertiary,cellular,12,aug,348,negative
37,management,married,secondary,cellular,12,aug,132,negative
33,management,married,tertiary,cellular,12,aug,191,negative
30,management,married,tertiary,cellular,12,aug,99,negative
49,self-employed,married,secondary,cellular,12,aug,428,negative
31,management,single,tertiary,cellular,12,aug,82,negative
33,technician,married,tertiary,cellular,12,aug,172,negative
48,management,single,tertiary,cellular,12,aug,127,negative
30,management,divorced,tertiary,cellular,12,aug,72,negative
46,entrepreneur,married,secondary,cellular,12,aug,185,negative
41,technician,single,secondary,cellular,12,aug,140,negative
49,admin.,married,secondary,cellular,12,aug,76,negative
54,housemaid,married,primary,cellular,12,aug,81,negative
30,housemaid,married,secondary,cellular,12,aug,91,negative
31,management,single,tertiary,cellular,12,aug,138,negative
30,management,single,tertiary,cellular,12,aug,111,negative
35,management,married,tertiary,cellular,12,aug,120,negative
35,management,married,tertiary,cellular,12,aug,143,negative
58,management,married,tertiary,cellular,12,aug,64,negative
40,housemaid,married,secondary,cellular,12,aug,117,negative
31,management,married,tertiary,cellular,12,aug,178,negative
42,management,divorced,tertiary,cellular,12,aug,158,negative
42,technician,single,secondary,cellular,12,aug,51,negative
46,unemployed,married,secondary,cellular,12,aug,235,negative
59,retired,married,primary,cellular,12,aug,256,negative
58,retired,married,secondary,cellular,12,aug,364,negative
49,management,married,secondary,cellular,12,aug,138,negative
34,management,single,tertiary,cellular,12,aug,68,negative
33,technician,single,secondary,cellular,12,aug,58,negative
30,management,single,tertiary,cellular,12,aug,96,negative
39,housemaid,married,primary,cellular,12,aug,234,negative
34,blue-collar,married,secondary,cellular,12,aug,237,negative
32,management,single,tertiary,cellular,12,aug,181,negative
52,management,married,tertiary,cellular,12,aug,106,negative
58,technician,married,secondary,cellular,12,aug,110,negative
49,unknown,married,secondary,cellular,12,aug,117,negative
36,management,single,tertiary,cellular,12,aug,122,negative
30,management,single,tertiary,cellular,12,aug,52,negative
36,technician,married,secondary,cellular,12,aug,126,negative
35,management,married,tertiary,cellular,12,aug,95,negative
30,technician,single,secondary,cellular,12,aug,73,negative
59,blue-collar,married,primary,cellular,12,aug,365,negative
37,management,single,tertiary,cellular,12,aug,63,negative
30,management,single,secondary,cellular,12,aug,250,negative
31,technician,single,secondary,cellular,12,aug,213,negative
34,management,single,tertiary,cellular,12,aug,126,negative
56,retired,married,tertiary,cellular,12,aug,63,negative
47,services,married,primary,cellular,12,aug,68,negative
58,retired,married,primary,cellular,12,aug,74,negative
30,management,single,secondary,cellular,12,aug,29,negative
37,technician,single,secondary,cellular,12,aug,147,negative
50,blue-collar,married,secondary,cellular,12,aug,867,negative
54,technician,married,secondary,cellular,12,aug,117,negative
54,management,single,tertiary,cellular,12,aug,139,negative
51,management,married,tertiary,cellular,12,aug,105,negative
40,management,married,tertiary,cellular,12,aug,196,negative
32,technician,single,secondary,cellular,12,aug,105,negative
30,management,single,tertiary,cellular,12,aug,193,negative
31,management,married,tertiary,cellular,12,aug,220,negative
30,technician,single,tertiary,cellular,12,aug,227,negative
31,technician,single,tertiary,cellular,12,aug,130,negative
34,technician,single,secondary,cellular,12,aug,256,negative
47,unemployed,married,tertiary,cellular,12,aug,232,negative
41,management,married,tertiary,cellular,12,aug,95,negative
30,management,single,tertiary,cellular,12,aug,80,negative
55,management,divorced,tertiary,cellular,12,aug,101,negative
38,management,divorced,tertiary,cellular,12,aug,138,negative
41,management,married,tertiary,cellular,12,aug,148,negative
45,blue-collar,married,primary,cellular,12,aug,174,negative
52,admin.,married,secondary,cellular,12,aug,603,negative
35,management,married,tertiary,cellular,12,aug,69,negative
37,management,married,tertiary,cellular,12,aug,87,negative
54,admin.,married,secondary,cellular,12,aug,100,negative
47,management,single,tertiary,cellular,12,aug,138,negative
32,technician,single,secondary,cellular,12,aug,155,negative
53,admin.,married,secondary,cellular,12,aug,123,negative
50,technician,married,tertiary,cellular,12,aug,338,negative
33,technician,single,secondary,cellular,12,aug,104,negative
44,self-employed,married,primary,cellular,12,aug,85,negative
31,management,single,tertiary,cellular,12,aug,177,negative
30,management,single,tertiary,cellular,12,aug,88,negative
53,management,married,tertiary,cellular,12,aug,150,negative
35,technician,married,secondary,cellular,12,aug,179,negative
33,technician,single,secondary,cellular,12,aug,137,negative
30,technician,single,secondary,cellular,12,aug,105,negative
42,unemployed,divorced,secondary,cellular,12,aug,126,negative
30,management,single,tertiary,cellular,12,aug,241,negative
30,management,single,tertiary,cellular,12,aug,130,negative
43,management,married,tertiary,cellular,12,aug,603,negative
59,retired,married,primary,cellular,12,aug,66,negative
33,technician,single,tertiary,cellular,12,aug,109,negative
39,technician,married,secondary,cellular,12,aug,217,negative
34,management,single,tertiary,cellular,12,aug,107,negative
52,management,married,tertiary,cellular,12,aug,252,negative
54,management,married,tertiary,cellular,12,aug,143,negative
45,blue-collar,married,primary,cellular,12,aug,73,negative
52,housemaid,married,unknown,cellular,12,aug,254,negative
33,management,married,tertiary,cellular,12,aug,61,negative
49,management,married,tertiary,cellular,12,aug,238,negative
46,blue-collar,married,primary,cellular,12,aug,73,negative
35,management,single,tertiary,cellular,12,aug,80,negative
34,housemaid,married,tertiary,cellular,12,aug,197,negative
30,management,single,tertiary,cellular,12,aug,111,negative
59,self-employed,married,unknown,cellular,12,aug,171,negative
33,management,married,tertiary,cellular,12,aug,436,negative
38,management,married,tertiary,cellular,12,aug,119,negative
31,management,married,secondary,cellular,12,aug,129,negative
48,management,divorced,tertiary,cellular,12,aug,152,negative
34,technician,married,secondary,cellular,12,aug,131,negative
31,management,single,tertiary,cellular,12,aug,150,negative
52,blue-collar,married,primary,cellular,12,aug,128,negative
54,management,married,tertiary,cellular,12,aug,56,negative
35,self-employed,married,secondary,cellular,12,aug,64,negative
57,management,divorced,secondary,cellular,12,aug,108,negative
45,technician,married,secondary,cellular,12,aug,84,negative
57,blue-collar,married,secondary,cellular,12,aug,157,negative
34,technician,single,tertiary,cellular,12,aug,384,negative
30,management,single,tertiary,cellular,12,aug,312,negative
47,management,married,secondary,cellular,12,aug,388,negative
37,unemployed,married,secondary,cellular,12,aug,144,negative
58,management,divorced,tertiary,cellular,12,aug,231,negative
38,technician,single,secondary,cellular,12,aug,180,negative
54,management,married,tertiary,cellular,12,aug,205,negative
44,housemaid,married,primary,cellular,12,aug,163,negative
43,housemaid,married,primary,cellular,12,aug,121,negative
46,technician,married,secondary,cellular,12,aug,370,negative
57,retired,married,secondary,cellular,12,aug,106,negative
41,technician,divorced,secondary,cellular,12,aug,173,negative
49,management,married,tertiary,cellular,12,aug,201,negative
32,technician,single,tertiary,cellular,12,aug,234,negative
38,technician,married,tertiary,cellular,12,aug,191,negative
31,technician,married,tertiary,cellular,12,aug,433,negative
58,technician,married,secondary,cellular,12,aug,92,negative
33,housemaid,married,primary,cellular,12,aug,76,negative
30,management,single,tertiary,cellular,12,aug,91,negative
45,admin.,married,secondary,cellular,12,aug,536,negative
54,technician,married,secondary,cellular,12,aug,398,negative
35,technician,married,tertiary,cellular,12,aug,104,negative
55,management,married,tertiary,cellular,12,aug,1650,negative
45,admin.,married,tertiary,cellular,12,aug,149,negative
30,self-employed,married,secondary,cellular,12,aug,297,negative
52,technician,divorced,secondary,cellular,12,aug,193,negative
54,blue-collar,married,primary,cellular,12,aug,127,negative
30,technician,single,tertiary,cellular,12,aug,72,negative
42,self-employed,married,secondary,telephone,12,aug,58,negative
34,management,divorced,tertiary,cellular,12,aug,117,negative
31,management,single,tertiary,cellular,12,aug,359,negative
34,self-employed,married,tertiary,cellular,12,aug,117,negative
39,management,married,tertiary,cellular,12,aug,254,negative
50,management,married,tertiary,cellular,12,aug,121,negative
35,management,married,tertiary,cellular,12,aug,226,negative
60,admin.,married,secondary,cellular,12,aug,355,negative
47,management,married,tertiary,cellular,12,aug,111,negative
60,technician,married,tertiary,cellular,12,aug,139,negative
33,management,married,tertiary,cellular,12,aug,83,negative
59,retired,married,unknown,cellular,12,aug,632,negative
48,blue-collar,married,secondary,cellular,12,aug,186,negative
30,management,single,tertiary,cellular,12,aug,112,negative
49,blue-collar,married,primary,cellular,12,aug,225,negative
58,blue-collar,married,secondary,cellular,12,aug,253,negative
55,blue-collar,married,secondary,cellular,12,aug,112,negative
31,management,married,tertiary,cellular,12,aug,284,negative
54,management,divorced,tertiary,cellular,12,aug,306,negative
60,retired,married,tertiary,cellular,12,aug,66,negative
31,management,married,tertiary,cellular,12,aug,192,negative
34,management,married,tertiary,cellular,12,aug,105,negative
45,admin.,married,secondary,cellular,12,aug,114,negative
43,management,single,tertiary,cellular,12,aug,105,negative
30,management,single,tertiary,cellular,12,aug,578,negative
57,retired,married,tertiary,cellular,12,aug,116,negative
59,retired,married,secondary,cellular,12,aug,464,negative
32,technician,single,tertiary,cellular,12,aug,142,negative
55,blue-collar,married,secondary,cellular,12,aug,187,negative
49,management,married,tertiary,cellular,12,aug,134,negative
36,technician,single,tertiary,cellular,12,aug,338,negative
52,services,married,secondary,cellular,12,aug,158,negative
50,management,married,tertiary,cellular,12,aug,246,negative
41,management,married,tertiary,cellular,12,aug,304,negative
49,self-employed,married,tertiary,cellular,12,aug,174,negative
48,management,married,secondary,cellular,12,aug,127,negative
54,blue-collar,married,primary,telephone,12,aug,128,negative
31,management,divorced,tertiary,cellular,12,aug,127,negative
46,management,single,tertiary,cellular,12,aug,218,negative
34,management,single,tertiary,cellular,12,aug,178,negative
47,services,married,secondary,cellular,12,aug,153,negative
54,management,married,tertiary,cellular,12,aug,168,negative
31,management,single,tertiary,cellular,12,aug,264,negative
42,technician,married,tertiary,cellular,12,aug,213,negative
31,technician,single,tertiary,cellular,12,aug,111,negative
30,management,single,tertiary,cellular,12,aug,781,negative
47,technician,married,tertiary,cellular,12,aug,588,negative
54,admin.,married,secondary,cellular,12,aug,145,negative
54,blue-collar,married,primary,cellular,12,aug,50,negative
31,management,single,tertiary,cellular,12,aug,454,negative
32,technician,married,secondary,cellular,12,aug,141,negative
32,management,married,tertiary,cellular,12,aug,439,negative
59,retired,married,secondary,cellular,12,aug,141,negative
58,admin.,married,unknown,cellular,12,aug,136,negative
33,management,married,tertiary,cellular,12,aug,260,negative
47,blue-collar,married,primary,cellular,12,aug,864,negative
48,blue-collar,married,primary,cellular,12,aug,645,negative
50,management,married,tertiary,cellular,12,aug,474,negative
45,management,married,secondary,cellular,12,aug,216,negative
60,retired,married,secondary,cellular,12,aug,128,negative
32,management,single,tertiary,cellular,12,aug,418,negative
42,technician,single,tertiary,cellular,12,aug,226,negative
49,technician,divorced,secondary,cellular,12,aug,252,negative
30,management,single,tertiary,cellular,12,aug,134,negative
32,technician,single,tertiary,cellular,12,aug,140,negative
30,management,single,tertiary,cellular,12,aug,180,negative
47,management,divorced,tertiary,cellular,12,aug,483,negative
48,services,married,secondary,cellular,12,aug,409,negative
51,admin.,married,secondary,cellular,12,aug,143,negative
54,technician,married,secondary,cellular,12,aug,222,negative
54,management,divorced,tertiary,cellular,12,aug,612,negative
52,admin.,married,secondary,cellular,12,aug,129,negative
36,management,married,tertiary,cellular,12,aug,243,negative
49,blue-collar,married,secondary,cellular,12,aug,178,negative
48,unemployed,married,primary,cellular,12,aug,787,negative
59,admin.,married,tertiary,cellular,12,aug,124,negative
33,management,married,tertiary,cellular,12,aug,913,negative
33,management,married,tertiary,cellular,12,aug,284,negative
36,technician,married,secondary,cellular,12,aug,129,negative
48,services,married,secondary,cellular,12,aug,228,negative
44,technician,married,secondary,cellular,12,aug,508,negative
50,blue-collar,married,primary,cellular,12,aug,460,negative
58,retired,married,secondary,cellular,12,aug,136,negative
32,management,single,tertiary,cellular,12,aug,58,negative
56,admin.,married,unknown,cellular,12,aug,465,negative
44,management,married,secondary,cellular,12,aug,112,negative
