age,job,marital,education,housing,loan,contact,day,month,duration,pdays,poutcome,Class
41,management,single,tertiary,no,no,cellular,26,aug,72,-1,unknown,negative
52,self-employed,divorced,secondary,no,yes,cellular,26,aug,96,-1,unknown,negative
48,management,single,tertiary,no,no,cellular,26,aug,320,-1,unknown,negative
43,technician,married,secondary,no,no,cellular,26,aug,301,-1,unknown,negative
37,management,single,tertiary,no,no,cellular,26,aug,234,-1,unknown,negative
30,technician,single,secondary,no,no,cellular,26,aug,75,-1,unknown,negative
35,management,married,tertiary,no,yes,cellular,26,aug,78,-1,unknown,negative
37,management,married,tertiary,no,no,cellular,26,aug,162,-1,unknown,negative
33,technician,married,secondary,yes,no,cellular,26,aug,271,-1,unknown,negative
45,admin.,married,secondary,no,no,cellular,26,aug,76,-1,unknown,negative
34,management,single,tertiary,no,no,cellular,26,aug,10,-1,unknown,negative
50,blue-collar,married,primary,yes,no,telephone,26,aug,39,-1,unknown,negative
35,management,single,tertiary,no,no,cellular,26,aug,30,-1,unknown,negative
39,technician,single,secondary,no,no,cellular,26,aug,257,-1,unknown,negative
33,technician,married,secondary,no,yes,cellular,26,aug,160,-1,unknown,negative
60,admin.,married,primary,no,no,cellular,26,aug,140,-1,unknown,negative
34,management,married,tertiary,yes,no,cellular,26,aug,63,-1,unknown,negative
36,entrepreneur,divorced,tertiary,no,no,cellular,26,aug,358,-1,unknown,negative
31,management,single,tertiary,no,no,cellular,26,aug,120,-1,unknown,negative
33,technician,single,secondary,yes,no,cellular,26,aug,532,-1,unknown,negative
49,self-employed,married,secondary,no,no,cellular,26,aug,175,-1,unknown,negative
42,housemaid,married,tertiary,no,no,cellular,26,aug,112,-1,unknown,negative
51,services,married,primary,yes,no,cellular,26,aug,157,-1,unknown,negative
57,services,married,secondary,no,no,cellular,26,aug,264,-1,unknown,negative
31,management,married,tertiary,no,no,cellular,26,aug,119,-1,unknown,negative
55,self-employed,married,secondary,no,no,cellular,26,aug,172,-1,unknown,negative
33,technician,single,tertiary,no,no,cellular,26,aug,158,-1,unknown,negative
45,management,married,tertiary,no,no,cellular,26,aug,653,-1,unknown,negative
39,management,single,tertiary,no,no,cellular,26,aug,205,-1,unknown,negative
36,management,married,tertiary,no,no,cellular,26,aug,133,-1,unknown,negative
32,management,married,secondary,no,no,cellular,26,aug,277,-1,unknown,negative
34,technician,single,secondary,no,no,cellular,26,aug,603,-1,unknown,negative
30,technician,single,tertiary,yes,no,cellular,26,aug,303,-1,unknown,negative
31,technician,single,tertiary,no,no,cellular,26,aug,265,-1,unknown,negative
31,admin.,married,secondary,no,no,cellular,26,aug,195,-1,unknown,negative
52,self-employed,married,secondary,no,no,cellular,26,aug,77,-1,unknown,negative
44,management,married,tertiary,no,no,cellular,26,aug,130,-1,unknown,negative
31,unemployed,married,tertiary,no,no,cellular,26,aug,377,-1,unknown,negative
45,blue-collar,married,primary,no,no,cellular,26,aug,454,-1,unknown,negative
30,management,single,tertiary,no,no,cellular,26,aug,61,-1,unknown,negative
39,technician,single,secondary,no,no,cellular,26,aug,183,-1,unknown,negative
37,technician,single,secondary,yes,no,cellular,26,aug,218,-1,unknown,negative
46,management,married,tertiary,no,no,cellular,26,aug,182,-1,unknown,negative
58,services,married,secondary,no,no,cellular,26,aug,384,-1,unknown,negative
31,management,single,tertiary,no,no,cellular,26,aug,107,-1,unknown,negative
38,technician,married,secondary,no,no,cellular,26,aug,57,-1,unknown,negative
32,management,single,tertiary,no,no,cellular,26,aug,145,-1,unknown,negative
30,technician,single,secondary,no,no,cellular,26,aug,45,-1,unknown,negative
34,technician,married,secondary,no,no,cellular,26,aug,209,-1,unknown,negative
35,technician,single,secondary,no,yes,cellular,26,aug,89,-1,unknown,negative
46,services,married,secondary,no,no,cellular,26,aug,225,-1,unknown,negative
56,admin.,married,secondary,no,no,cellular,26,aug,128,-1,unknown,negative
59,self-employed,married,primary,no,no,cellular,26,aug,168,-1,unknown,negative
52,blue-collar,married,primary,no,yes,cellular,26,aug,98,-1,unknown,negative
34,technician,married,secondary,no,no,cellular,26,aug,65,-1,unknown,negative
52,admin.,divorced,unknown,no,no,cellular,26,aug,168,-1,unknown,negative
54,blue-collar,married,primary,no,no,telephone,26,aug,385,-1,unknown,negative
30,management,single,tertiary,no,yes,cellular,26,aug,366,-1,unknown,negative
48,technician,single,secondary,no,no,cellular,26,aug,198,-1,unknown,negative
32,management,married,tertiary,no,no,cellular,26,aug,75,-1,unknown,negative
32,management,married,tertiary,no,no,cellular,26,aug,104,-1,unknown,negative
36,management,divorced,tertiary,no,no,cellular,26,aug,125,-1,unknown,negative
36,technician,single,secondary,no,yes,cellular,26,aug,109,-1,unknown,negative
40,management,single,tertiary,no,no,cellular,26,aug,58,-1,unknown,negative
40,management,married,tertiary,no,no,cellular,26,aug,100,-1,unknown,negative
36,management,married,secondary,no,no,cellular,26,aug,20,-1,unknown,negative
45,management,married,tertiary,no,no,cellular,26,aug,133,-1,unknown,negative
38,technician,married,tertiary,no,no,cellular,26,aug,101,-1,unknown,negative
50,blue-collar,married,secondary,yes,no,cellular,26,aug,240,-1,unknown,negative
32,management,divorced,tertiary,no,no,cellular,26,aug,99,-1,unknown,negative
44,technician,married,secondary,no,no,cellular,26,aug,59,-1,unknown,negative
41,management,divorced,tertiary,no,no,cellular,26,aug,515,-1,unknown,negative
31,unknown,married,tertiary,no,no,cellular,26,aug,130,-1,unknown,negative
52,blue-collar,married,primary,no,no,telephone,26,aug,361,-1,unknown,negative
37,management,single,tertiary,no,no,cellular,26,aug,99,-1,unknown,negative
30,management,married,tertiary,no,no,cellular,26,aug,272,-1,unknown,negative
39,management,married,secondary,yes,no,cellular,26,aug,298,-1,unknown,negative
39,management,divorced,tertiary,no,no,cellular,26,aug,148,-1,unknown,negative
50,blue-collar,married,secondary,no,no,cellular,26,aug,84,-1,unknown,negative
32,technician,married,secondary,no,no,cellular,26,aug,98,-1,unknown,negative
32,technician,single,tertiary,yes,no,cellular,27,aug,20,-1,unknown,negative
40,technician,divorced,secondary,no,no,cellular,27,aug,26,-1,unknown,negative
45,technician,divorced,tertiary,no,no,cellular,27,aug,58,-1,unknown,negative
34,management,single,tertiary,no,no,cellular,27,aug,108,-1,unknown,negative
38,management,single,tertiary,no,no,cellular,27,aug,101,-1,unknown,negative
50,housemaid,married,primary,no,no,cellular,27,aug,52,-1,unknown,negative
39,technician,married,secondary,no,no,cellular,27,aug,157,-1,unknown,negative
33,technician,single,secondary,yes,no,cellular,27,aug,86,-1,unknown,negative
55,technician,divorced,tertiary,no,no,cellular,27,aug,94,-1,unknown,negative
31,management,single,tertiary,no,no,cellular,27,aug,108,-1,unknown,negative
45,technician,married,secondary,no,no,cellular,27,aug,116,-1,unknown,negative
38,technician,single,tertiary,no,no,cellular,27,aug,87,-1,unknown,negative
50,self-employed,married,tertiary,no,no,cellular,27,aug,128,-1,unknown,negative
51,blue-collar,married,secondary,yes,yes,cellular,27,aug,27,-1,unknown,negative
48,management,married,tertiary,no,no,cellular,27,aug,20,-1,unknown,negative
33,management,married,tertiary,no,no,cellular,27,aug,181,-1,unknown,negative
35,technician,married,secondary,no,no,cellular,27,aug,18,-1,unknown,negative
34,services,married,secondary,no,no,cellular,27,aug,65,-1,unknown,negative
45,technician,divorced,tertiary,no,no,cellular,27,aug,144,-1,unknown,negative
35,technician,married,secondary,no,no,cellular,27,aug,106,-1,unknown,negative
51,services,married,unknown,no,no,cellular,27,aug,146,-1,unknown,negative
49,management,married,tertiary,no,no,cellular,27,aug,56,-1,unknown,negative
48,entrepreneur,married,primary,no,yes,cellular,27,aug,185,-1,unknown,negative
58,admin.,married,secondary,no,no,cellular,27,aug,503,-1,unknown,negative
53,management,married,tertiary,no,yes,cellular,27,aug,95,-1,unknown,negative
54,management,married,tertiary,yes,yes,cellular,27,aug,105,-1,unknown,negative
30,management,single,tertiary,no,no,cellular,27,aug,87,-1,unknown,negative
52,management,married,tertiary,no,no,cellular,27,aug,57,-1,unknown,negative
49,blue-collar,married,secondary,no,no,cellular,27,aug,219,-1,unknown,negative
55,retired,married,secondary,no,no,cellular,27,aug,281,-1,unknown,negative
37,technician,married,tertiary,no,no,cellular,27,aug,57,-1,unknown,negative
37,self-employed,married,secondary,no,yes,cellular,27,aug,155,-1,unknown,negative
59,retired,married,primary,yes,no,cellular,27,aug,84,-1,unknown,negative
32,management,single,tertiary,no,no,cellular,27,aug,96,-1,unknown,negative
49,blue-collar,married,secondary,no,no,cellular,27,aug,13,-1,unknown,negative
35,technician,divorced,secondary,no,no,cellular,27,aug,130,-1,unknown,negative
41,management,married,tertiary,no,no,cellular,27,aug,136,-1,unknown,negative
38,technician,married,tertiary,no,no,telephone,27,aug,39,-1,unknown,negative
51,technician,married,tertiary,no,no,cellular,27,aug,68,-1,unknown,negative
52,management,divorced,tertiary,no,no,cellular,27,aug,153,-1,unknown,negative
40,technician,married,secondary,no,no,cellular,27,aug,156,-1,unknown,negative
46,blue-collar,married,secondary,no,no,cellular,27,aug,199,-1,unknown,negative
38,management,married,tertiary,yes,no,cellular,27,aug,23,-1,unknown,negative
40,management,married,tertiary,yes,yes,cellular,27,aug,166,-1,unknown,negative
38,technician,married,secondary,no,no,cellular,27,aug,181,-1,unknown,negative
47,admin.,married,secondary,no,no,cellular,27,aug,39,-1,unknown,negative
31,management,married,tertiary,yes,no,cellular,27,aug,100,-1,unknown,negative
39,technician,single,tertiary,no,no,cellular,27,aug,147,-1,unknown,negative
59,housemaid,married,primary,no,no,cellular,27,aug,76,-1,unknown,negative
44,management,married,tertiary,yes,no,cellular,27,aug,159,-1,unknown,negative
42,management,single,tertiary,no,no,cellular,27,aug,223,-1,unknown,negative
42,technician,divorced,secondary,yes,no,cellular,27,aug,203,-1,unknown,negative
58,management,married,tertiary,no,no,cellular,27,aug,49,-1,unknown,negative
33,management,single,tertiary,no,no,cellular,27,aug,191,-1,unknown,negative
31,management,single,secondary,no,no,cellular,27,aug,105,-1,unknown,negative
48,technician,married,secondary,no,no,cellular,27,aug,146,-1,unknown,negative
59,management,married,tertiary,no,no,cellular,27,aug,87,-1,unknown,negative
31,technician,married,tertiary,yes,no,cellular,27,aug,114,-1,unknown,negative
35,technician,married,tertiary,no,no,cellular,27,aug,219,-1,unknown,negative
48,management,married,tertiary,no,no,cellular,27,aug,162,-1,unknown,negative
56,self-employed,married,tertiary,no,no,cellular,27,aug,236,-1,unknown,negative
41,management,married,tertiary,no,no,cellular,27,aug,130,-1,unknown,negative
36,technician,married,secondary,no,no,cellular,27,aug,111,-1,unknown,negative
48,admin.,married,secondary,no,no,cellular,27,aug,80,-1,unknown,negative
44,admin.,married,tertiary,no,no,cellular,27,aug,85,-1,unknown,negative
38,management,married,tertiary,no,no,cellular,27,aug,123,-1,unknown,negative
44,management,single,tertiary,no,no,cellular,27,aug,69,-1,unknown,negative
31,technician,single,secondary,no,no,cellular,27,aug,313,-1,unknown,negative
42,technician,divorced,tertiary,no,no,cellular,27,aug,78,-1,unknown,negative
35,management,single,tertiary,no,no,cellular,27,aug,256,-1,unknown,negative
36,management,single,tertiary,no,no,cellular,27,aug,134,-1,unknown,negative
43,management,married,tertiary,no,no,cellular,27,aug,63,-1,unknown,negative
31,technician,divorced,secondary,no,yes,cellular,27,aug,352,-1,unknown,negative
36,technician,married,secondary,no,no,cellular,27,aug,127,-1,unknown,negative
32,management,married,tertiary,no,no,cellular,27,aug,123,-1,unknown,negative
53,unemployed,married,primary,no,no,cellular,27,aug,254,-1,unknown,negative
58,retired,married,primary,yes,yes,cellular,27,aug,80,-1,unknown,negative
32,technician,single,secondary,no,no,cellular,27,aug,113,-1,unknown,negative
41,technician,married,secondary,yes,no,cellular,27,aug,100,-1,unknown,negative
59,blue-collar,married,primary,no,no,cellular,27,aug,88,-1,unknown,negative
32,management,single,tertiary,no,no,cellular,27,aug,121,-1,unknown,negative
57,retired,married,secondary,no,no,cellular,27,aug,91,-1,unknown,negative
32,management,married,tertiary,no,no,cellular,27,aug,164,-1,unknown,negative
46,management,married,tertiary,no,no,cellular,27,aug,121,-1,unknown,negative
51,blue-collar,married,secondary,yes,yes,telephone,27,aug,145,-1,unknown,negative
31,technician,married,tertiary,no,no,cellular,27,aug,651,-1,unknown,negative
30,technician,single,secondary,no,no,cellular,27,aug,109,-1,unknown,negative
56,blue-collar,married,secondary,no,yes,telephone,27,aug,220,-1,unknown,negative
31,technician,divorced,secondary,no,no,telephone,27,aug,9,-1,unknown,negative
33,technician,married,tertiary,no,no,cellular,27,aug,82,-1,unknown,negative
48,technician,divorced,tertiary,no,no,cellular,27,aug,129,-1,unknown,negative
47,services,married,primary,no,no,cellular,27,aug,63,-1,unknown,negative
52,technician,married,secondary,no,yes,cellular,27,aug,549,-1,unknown,negative
33,technician,single,secondary,no,no,cellular,27,aug,342,-1,unknown,negative
34,management,single,tertiary,no,no,cellular,27,aug,63,-1,unknown,negative
51,blue-collar,married,primary,no,yes,cellular,27,aug,119,-1,unknown,negative
40,entrepreneur,married,primary,yes,no,cellular,27,aug,205,-1,unknown,negative
38,technician,divorced,secondary,no,yes,cellular,27,aug,15,-1,unknown,negative
56,blue-collar,married,secondary,no,yes,cellular,27,aug,157,-1,unknown,negative
31,technician,married,secondary,yes,yes,cellular,27,aug,308,-1,unknown,negative
34,technician,single,tertiary,yes,no,cellular,27,aug,312,-1,unknown,negative
43,housemaid,married,tertiary,no,no,cellular,27,aug,103,-1,unknown,negative
43,technician,divorced,secondary,no,no,cellular,27,aug,590,-1,unknown,negative
57,technician,married,secondary,no,no,cellular,27,aug,86,-1,unknown,negative
39,management,married,tertiary,no,no,cellular,27,aug,116,-1,unknown,negative
45,blue-collar,married,primary,yes,yes,cellular,27,aug,102,-1,unknown,negative
60,technician,married,tertiary,no,no,cellular,27,aug,105,-1,unknown,negative
46,technician,married,unknown,no,no,cellular,27,aug,129,-1,unknown,negative
46,services,married,secondary,no,no,cellular,27,aug,320,-1,unknown,negative
35,technician,married,secondary,yes,no,cellular,27,aug,28,-1,unknown,negative
42,technician,married,secondary,no,no,cellular,27,aug,11,-1,unknown,negative
50,blue-collar,married,primary,no,no,cellular,27,aug,50,-1,unknown,negative
55,admin.,married,secondary,no,no,cellular,27,aug,97,-1,unknown,negative
55,technician,married,secondary,no,no,cellular,27,aug,94,-1,unknown,negative
33,unemployed,divorced,secondary,no,no,telephone,27,aug,29,-1,unknown,negative
54,blue-collar,married,primary,no,no,cellular,27,aug,116,-1,unknown,negative
31,management,married,tertiary,no,no,cellular,27,aug,200,-1,unknown,negative
41,admin.,married,secondary,no,yes,cellular,27,aug,247,-1,unknown,negative
55,blue-collar,married,secondary,no,yes,cellular,27,aug,335,-1,unknown,negative
46,management,married,secondary,no,no,cellular,27,aug,38,-1,unknown,negative
52,technician,married,secondary,no,no,cellular,27,aug,60,-1,unknown,negative
34,management,single,tertiary,no,no,cellular,27,aug,57,-1,unknown,negative
56,retired,married,primary,no,no,cellular,27,aug,89,-1,unknown,negative
44,technician,single,secondary,no,yes,cellular,27,aug,14,-1,unknown,negative
46,admin.,married,secondary,no,no,cellular,27,aug,34,-1,unknown,negative
39,management,divorced,tertiary,yes,yes,cellular,27,aug,49,-1,unknown,negative
49,management,married,tertiary,yes,no,cellular,27,aug,152,-1,unknown,negative
40,management,single,tertiary,yes,no,cellular,27,aug,97,-1,unknown,negative
34,technician,married,secondary,no,yes,cellular,27,aug,176,-1,unknown,negative
60,services,married,primary,no,no,cellular,27,aug,114,-1,unknown,negative
45,technician,married,secondary,no,no,telephone,27,aug,96,-1,unknown,negative
38,student,married,secondary,no,no,cellular,27,aug,91,-1,unknown,negative
38,self-employed,married,tertiary,no,no,cellular,27,aug,86,-1,unknown,negative
32,self-employed,single,secondary,yes,no,cellular,27,aug,511,-1,unknown,negative
32,admin.,married,tertiary,no,no,cellular,27,aug,300,-1,unknown,negative
43,technician,married,secondary,yes,no,cellular,27,aug,125,-1,unknown,negative
36,self-employed,married,secondary,no,no,cellular,27,aug,125,-1,unknown,negative
58,retired,married,secondary,no,no,cellular,27,aug,104,-1,unknown,negative
31,self-employed,single,tertiary,no,no,cellular,27,aug,212,-1,unknown,negative
58,retired,married,unknown,no,no,cellular,27,aug,178,-1,unknown,negative
42,technician,married,secondary,no,no,cellular,27,aug,67,-1,unknown,negative
35,technician,married,secondary,no,no,cellular,27,aug,282,-1,unknown,negative
30,management,single,tertiary,no,no,cellular,27,aug,19,-1,unknown,negative
36,management,married,tertiary,no,no,cellular,27,aug,558,-1,unknown,negative
42,self-employed,married,secondary,no,no,cellular,27,aug,85,-1,unknown,negative
59,technician,divorced,secondary,no,no,cellular,27,aug,27,-1,unknown,negative
30,technician,single,secondary,no,yes,cellular,27,aug,60,-1,unknown,negative
33,technician,married,tertiary,no,no,cellular,27,aug,34,-1,unknown,negative
47,blue-collar,married,primary,no,no,cellular,27,aug,77,-1,unknown,negative
38,management,single,tertiary,no,no,cellular,27,aug,561,-1,unknown,negative
51,blue-collar,married,primary,no,no,cellular,27,aug,134,-1,unknown,negative
31,blue-collar,single,secondary,no,no,cellular,27,aug,120,-1,unknown,negative
46,self-employed,married,primary,no,no,cellular,27,aug,197,-1,unknown,negative
37,technician,divorced,tertiary,no,no,cellular,27,aug,74,-1,unknown,negative
34,technician,single,secondary,no,no,cellular,27,aug,214,-1,unknown,negative
53,self-employed,married,tertiary,no,no,cellular,27,aug,160,-1,unknown,negative
30,management,single,tertiary,no,no,cellular,27,aug,16,-1,unknown,negative
59,retired,married,primary,no,no,cellular,27,aug,184,-1,unknown,negative
49,blue-collar,married,secondary,no,yes,cellular,27,aug,168,-1,unknown,negative
48,technician,married,secondary,no,no,cellular,27,aug,76,-1,unknown,negative
47,technician,divorced,secondary,no,no,cellular,27,aug,120,-1,unknown,negative
44,housemaid,married,secondary,no,no,cellular,27,aug,138,-1,unknown,negative
34,management,married,tertiary,no,no,cellular,27,aug,78,-1,unknown,negative
34,management,divorced,tertiary,yes,no,cellular,27,aug,36,-1,unknown,negative
41,technician,married,secondary,no,no,cellular,27,aug,77,-1,unknown,negative
49,technician,married,secondary,no,no,cellular,27,aug,117,-1,unknown,negative
37,housemaid,married,primary,no,no,cellular,27,aug,11,-1,unknown,negative
32,management,divorced,tertiary,no,no,cellular,27,aug,88,-1,unknown,negative
51,services,married,secondary,no,no,cellular,27,aug,18,-1,unknown,negative
41,management,married,tertiary,yes,yes,cellular,27,aug,157,-1,unknown,negative
55,retired,married,secondary,no,no,cellular,27,aug,43,-1,unknown,negative
32,technician,married,tertiary,no,no,cellular,27,aug,186,-1,unknown,negative
42,technician,divorced,tertiary,no,no,cellular,27,aug,569,-1,unknown,negative
32,technician,single,secondary,no,no,cellular,27,aug,19,-1,unknown,negative
48,blue-collar,married,primary,no,no,cellular,27,aug,218,-1,unknown,negative
58,self-employed,married,tertiary,no,no,cellular,27,aug,16,-1,unknown,negative
31,management,married,tertiary,no,no,cellular,27,aug,43,-1,unknown,negative
39,management,single,tertiary,yes,no,cellular,27,aug,37,-1,unknown,negative
42,self-employed,married,tertiary,no,no,cellular,27,aug,111,-1,unknown,negative
44,technician,married,secondary,no,no,cellular,27,aug,85,-1,unknown,negative
58,services,married,secondary,no,no,cellular,27,aug,202,-1,unknown,negative
51,housemaid,married,secondary,no,no,cellular,27,aug,316,-1,unknown,negative
30,management,single,tertiary,no,no,cellular,27,aug,35,-1,unknown,negative
31,technician,single,tertiary,no,yes,cellular,27,aug,33,-1,unknown,negative
56,services,married,secondary,no,no,cellular,27,aug,26,-1,unknown,negative
31,management,single,tertiary,yes,no,cellular,27,aug,59,-1,unknown,negative
32,technician,married,secondary,yes,no,cellular,27,aug,118,-1,unknown,negative
57,blue-collar,married,secondary,yes,no,cellular,27,aug,72,-1,unknown,negative
48,management,married,tertiary,no,no,cellular,27,aug,106,-1,unknown,negative
32,technician,single,secondary,yes,no,cellular,27,aug,263,-1,unknown,negative
33,management,single,tertiary,yes,yes,cellular,27,aug,93,-1,unknown,negative
54,management,married,tertiary,no,no,telephone,27,aug,1176,-1,unknown,negative
50,blue-collar,married,primary,no,no,cellular,27,aug,79,-1,unknown,negative
30,management,single,tertiary,yes,no,cellular,27,aug,13,-1,unknown,negative
30,management,married,tertiary,yes,no,cellular,27,aug,453,-1,unknown,negative
54,management,divorced,tertiary,no,no,cellular,27,aug,119,-1,unknown,negative
54,self-employed,married,unknown,no,no,cellular,27,aug,231,-1,unknown,negative
56,management,divorced,tertiary,no,no,cellular,27,aug,49,-1,unknown,negative
38,housemaid,married,primary,no,no,cellular,27,aug,101,-1,unknown,negative
45,self-employed,married,tertiary,no,no,cellular,27,aug,141,-1,unknown,negative
50,management,married,secondary,no,no,cellular,27,aug,97,-1,unknown,negative
58,retired,married,secondary,no,no,cellular,27,aug,88,-1,unknown,negative
50,services,married,secondary,no,yes,cellular,27,aug,151,-1,unknown,negative
55,management,married,tertiary,no,no,cellular,27,aug,88,-1,unknown,negative
32,technician,single,secondary,no,no,cellular,27,aug,101,-1,unknown,negative
50,blue-collar,married,secondary,no,no,cellular,27,aug,78,-1,unknown,negative
53,technician,divorced,secondary,no,no,cellular,27,aug,293,-1,unknown,negative
43,management,married,tertiary,no,no,cellular,27,aug,25,-1,unknown,negative
48,technician,divorced,secondary,no,no,cellular,27,aug,145,-1,unknown,negative
37,blue-collar,single,secondary,no,no,cellular,27,aug,167,-1,unknown,negative
43,housemaid,married,secondary,no,no,cellular,27,aug,177,-1,unknown,negative
46,admin.,married,secondary,yes,no,cellular,27,aug,267,-1,unknown,negative
37,management,married,tertiary,no,no,cellular,27,aug,23,-1,unknown,negative
35,management,married,tertiary,no,no,cellular,27,aug,111,-1,unknown,negative
36,services,married,secondary,no,no,cellular,27,aug,206,-1,unknown,negative
53,management,married,tertiary,no,no,cellular,27,aug,345,-1,unknown,negative
33,technician,married,secondary,no,no,cellular,27,aug,46,-1,unknown,negative
31,technician,married,secondary,no,no,cellular,27,aug,81,-1,unknown,negative
32,technician,single,tertiary,no,no,cellular,27,aug,85,-1,unknown,negative
31,management,single,tertiary,no,no,cellular,27,aug,448,-1,unknown,negative
40,management,single,tertiary,no,no,cellular,27,aug,165,-1,unknown,negative
50,technician,divorced,secondary,no,no,cellular,27,aug,142,-1,unknown,negative
32,admin.,single,tertiary,no,no,cellular,27,aug,53,-1,unknown,negative
40,technician,married,secondary,no,no,telephone,27,aug,296,-1,unknown,negative
39,management,single,tertiary,no,no,cellular,27,aug,113,-1,unknown,negative
53,management,divorced,tertiary,no,no,cellular,27,aug,202,-1,unknown,negative
37,management,married,secondary,no,no,cellular,27,aug,155,-1,unknown,negative
33,technician,married,tertiary,no,no,cellular,27,aug,15,-1,unknown,negative
39,management,single,secondary,yes,no,telephone,27,aug,23,-1,unknown,negative
40,management,married,secondary,no,no,cellular,27,aug,70,-1,unknown,negative
34,admin.,married,secondary,no,no,cellular,27,aug,33,-1,unknown,negative
30,management,single,tertiary,no,no,cellular,27,aug,51,-1,unknown,negative
34,technician,single,tertiary,no,no,cellular,27,aug,787,-1,unknown,negative
56,technician,married,secondary,no,no,cellular,27,aug,239,-1,unknown,negative
31,technician,single,secondary,no,no,cellular,27,aug,27,-1,unknown,negative
37,entrepreneur,married,tertiary,no,no,cellular,27,aug,183,-1,unknown,negative
34,management,single,tertiary,no,no,cellular,27,aug,472,-1,unknown,negative
37,housemaid,single,tertiary,no,no,cellular,27,aug,115,-1,unknown,negative
49,management,married,tertiary,no,no,cellular,27,aug,62,-1,unknown,negative
50,housemaid,married,primary,no,no,cellular,27,aug,968,-1,unknown,negative
55,admin.,married,secondary,no,no,telephone,27,aug,554,-1,unknown,negative
52,admin.,married,secondary,no,no,cellular,27,aug,276,-1,unknown,negative
48,management,married,tertiary,no,no,cellular,27,aug,203,-1,unknown,negative
40,self-employed,married,secondary,no,no,cellular,27,aug,158,-1,unknown,negative
37,technician,married,secondary,no,no,cellular,27,aug,154,-1,unknown,negative
40,technician,married,secondary,no,no,cellular,27,aug,145,-1,unknown,negative
47,management,married,tertiary,yes,yes,cellular,27,aug,112,-1,unknown,negative
47,blue-collar,married,tertiary,no,no,cellular,27,aug,71,-1,unknown,negative
54,blue-collar,married,secondary,yes,no,cellular,27,aug,164,-1,unknown,negative
33,management,single,tertiary,no,no,cellular,27,aug,61,-1,unknown,negative
39,management,married,secondary,yes,no,cellular,27,aug,63,-1,unknown,negative
32,self-employed,married,tertiary,no,no,cellular,27,aug,462,-1,unknown,negative
38,unemployed,single,secondary,no,no,cellular,27,aug,44,-1,unknown,negative
45,blue-collar,married,secondary,no,no,cellular,27,aug,104,-1,unknown,negative
35,entrepreneur,married,tertiary,no,yes,cellular,28,aug,34,-1,unknown,negative
38,technician,married,secondary,no,no,cellular,28,aug,82,-1,unknown,negative
56,self-employed,married,secondary,no,no,cellular,28,aug,149,-1,unknown,negative
30,management,single,secondary,yes,no,cellular,28,aug,82,-1,unknown,negative
30,technician,single,tertiary,no,no,cellular,28,aug,81,-1,unknown,negative
58,management,single,tertiary,no,no,telephone,28,aug,315,-1,unknown,negative
33,management,married,tertiary,no,no,cellular,28,aug,73,-1,unknown,negative
31,technician,single,secondary,no,no,cellular,28,aug,100,-1,unknown,negative
50,admin.,married,secondary,no,no,cellular,28,aug,131,-1,unknown,negative
47,technician,married,secondary,no,no,cellular,28,aug,118,-1,unknown,negative
33,management,single,tertiary,no,no,cellular,28,aug,81,-1,unknown,negative
48,admin.,married,secondary,no,no,cellular,28,aug,12,-1,unknown,negative
32,management,single,tertiary,no,no,cellular,28,aug,77,-1,unknown,negative
33,management,single,tertiary,no,no,cellular,28,aug,236,-1,unknown,negative
46,services,married,secondary,yes,no,cellular,28,aug,74,-1,unknown,negative
43,technician,divorced,secondary,no,no,cellular,28,aug,103,-1,unknown,negative
33,technician,married,tertiary,yes,yes,cellular,28,aug,94,-1,unknown,negative
58,retired,married,tertiary,no,no,cellular,28,aug,211,-1,unknown,negative
30,management,married,tertiary,no,no,cellular,28,aug,59,-1,unknown,negative
59,management,married,tertiary,no,no,telephone,28,aug,91,-1,unknown,negative
30,technician,single,secondary,no,no,cellular,28,aug,102,-1,unknown,negative
41,management,married,tertiary,no,no,cellular,28,aug,210,-1,unknown,negative
32,management,single,tertiary,no,no,cellular,28,aug,85,-1,unknown,negative
31,technician,single,secondary,yes,no,cellular,28,aug,74,-1,unknown,negative
38,technician,married,secondary,no,no,cellular,28,aug,13,-1,unknown,negative
31,management,married,tertiary,yes,no,cellular,28,aug,104,-1,unknown,negative
58,retired,married,secondary,no,yes,cellular,28,aug,192,-1,unknown,negative
41,technician,single,secondary,yes,no,cellular,28,aug,150,-1,unknown,negative
32,technician,single,secondary,no,no,cellular,28,aug,17,-1,unknown,negative
60,blue-collar,married,primary,yes,no,cellular,28,aug,116,-1,unknown,negative
31,management,married,tertiary,no,no,cellular,28,aug,110,-1,unknown,negative
39,management,married,tertiary,no,no,cellular,28,aug,148,-1,unknown,negative
58,management,married,tertiary,no,no,cellular,28,aug,67,-1,unknown,negative
56,retired,married,primary,no,yes,cellular,28,aug,146,-1,unknown,negative
34,management,married,tertiary,no,no,cellular,28,aug,54,-1,unknown,negative
52,blue-collar,married,primary,no,no,cellular,28,aug,51,-1,unknown,negative
36,technician,married,tertiary,no,no,cellular,28,aug,101,-1,unknown,negative
44,technician,married,secondary,no,yes,cellular,28,aug,65,-1,unknown,negative
43,management,single,secondary,no,no,cellular,28,aug,78,-1,unknown,negative
55,technician,married,secondary,no,no,cellular,28,aug,85,-1,unknown,negative
32,management,married,tertiary,no,no,cellular,28,aug,73,-1,unknown,negative
46,housemaid,married,secondary,no,no,cellular,28,aug,26,-1,unknown,negative
42,technician,married,secondary,no,no,cellular,28,aug,53,-1,unknown,negative
