age,job,marital,education,housing,contact,day,month,duration,poutcome,Class
33,management,married,tertiary,yes,cellular,7,aug,269,unknown,negative
56,blue-collar,married,primary,no,cellular,7,aug,105,unknown,negative
31,management,married,tertiary,no,cellular,7,aug,1182,unknown,positive
41,self-employed,single,tertiary,no,cellular,7,aug,408,unknown,negative
57,retired,married,secondary,no,cellular,7,aug,198,unknown,negative
55,services,married,secondary,no,cellular,7,aug,180,unknown,negative
42,housemaid,married,primary,no,cellular,7,aug,184,unknown,negative
43,management,married,tertiary,yes,cellular,7,aug,291,unknown,negative
52,management,divorced,tertiary,yes,cellular,7,aug,131,unknown,negative
45,management,married,secondary,yes,cellular,7,aug,117,unknown,negative
40,management,divorced,tertiary,no,cellular,7,aug,162,unknown,negative
34,management,married,tertiary,no,cellular,7,aug,235,unknown,negative
49,technician,divorced,secondary,yes,cellular,7,aug,324,unknown,negative
36,management,single,tertiary,yes,cellular,7,aug,122,unknown,negative
33,technician,single,secondary,no,cellular,7,aug,235,unknown,negative
31,blue-collar,married,primary,no,cellular,7,aug,248,unknown,negative
33,management,married,tertiary,yes,unknown,7,aug,12,unknown,negative
35,management,married,tertiary,no,cellular,7,aug,642,unknown,negative
44,management,married,tertiary,yes,cellular,7,aug,84,unknown,negative
56,retired,married,secondary,no,cellular,7,aug,126,unknown,negative
32,technician,single,secondary,no,cellular,7,aug,520,unknown,negative
34,technician,single,secondary,no,cellular,7,aug,181,unknown,negative
59,services,married,primary,no,cellular,7,aug,1934,unknown,negative
36,management,married,tertiary,yes,cellular,7,aug,88,unknown,negative
50,blue-collar,married,secondary,yes,cellular,7,aug,226,unknown,negative
33,management,single,tertiary,no,cellular,7,aug,452,unknown,negative
48,technician,married,secondary,no,cellular,7,aug,524,unknown,negative
45,technician,married,secondary,no,cellular,7,aug,95,unknown,negative
31,management,married,secondary,no,cellular,7,aug,124,unknown,negative
45,services,married,secondary,yes,cellular,7,aug,141,unknown,negative
43,technician,married,tertiary,no,cellular,7,aug,51,unknown,negative
32,services,married,secondary,yes,cellular,7,aug,365,unknown,negative
41,management,married,tertiary,yes,cellular,7,aug,243,unknown,negative
32,management,single,tertiary,yes,cellular,7,aug,90,unknown,negative
35,technician,married,secondary,yes,telephone,7,aug,72,unknown,negative
59,retired,married,primary,no,cellular,7,aug,448,unknown,negative
53,management,married,tertiary,no,telephone,7,aug,262,unknown,negative
32,management,single,tertiary,no,cellular,7,aug,37,unknown,negative
51,admin.,married,secondary,no,cellular,7,aug,217,unknown,negative
36,management,single,tertiary,no,cellular,7,aug,336,unknown,negative
56,retired,married,primary,no,cellular,7,aug,142,unknown,negative
54,services,married,primary,no,cellular,7,aug,147,unknown,negative
42,technician,married,secondary,yes,cellular,7,aug,186,unknown,negative
34,technician,single,secondary,no,cellular,7,aug,124,unknown,negative
45,blue-collar,married,primary,no,cellular,7,aug,260,unknown,negative
30,technician,married,tertiary,no,cellular,7,aug,111,unknown,negative
46,services,married,secondary,no,cellular,7,aug,96,unknown,negative
47,blue-collar,married,primary,no,cellular,7,aug,293,unknown,negative
33,technician,single,secondary,no,cellular,7,aug,67,unknown,negative
34,technician,married,secondary,no,cellular,7,aug,534,unknown,negative
40,technician,married,tertiary,no,cellular,7,aug,256,unknown,negative
41,management,married,tertiary,no,cellular,7,aug,229,unknown,negative
54,management,married,tertiary,no,cellular,7,aug,123,unknown,negative
38,technician,married,secondary,no,cellular,7,aug,259,unknown,negative
33,technician,married,secondary,no,cellular,7,aug,278,unknown,negative
48,services,married,secondary,no,cellular,7,aug,163,unknown,negative
37,management,single,tertiary,yes,cellular,7,aug,250,unknown,negative
50,blue-collar,married,primary,yes,telephone,7,aug,430,unknown,negative
51,housemaid,married,primary,no,cellular,7,aug,265,unknown,negative
49,blue-collar,married,primary,no,telephone,7,aug,35,unknown,negative
55,technician,married,tertiary,yes,cellular,7,aug,191,unknown,negative
56,blue-collar,married,primary,no,cellular,7,aug,152,unknown,negative
56,retired,married,secondary,no,cellular,7,aug,93,unknown,negative
34,management,married,tertiary,no,cellular,7,aug,385,unknown,negative
37,management,single,tertiary,no,cellular,7,aug,542,unknown,negative
32,management,married,tertiary,yes,cellular,7,aug,112,unknown,negative
33,technician,married,secondary,no,cellular,7,aug,419,unknown,negative
30,technician,single,secondary,no,cellular,7,aug,82,unknown,negative
34,technician,married,tertiary,yes,cellular,7,aug,144,unknown,negative
43,management,married,tertiary,no,cellular,7,aug,229,unknown,negative
53,services,married,secondary,yes,cellular,7,aug,160,unknown,negative
52,admin.,married,secondary,no,cellular,7,aug,218,unknown,negative
34,unemployed,married,tertiary,no,cellular,8,aug,201,unknown,negative
48,admin.,married,secondary,no,cellular,8,aug,152,unknown,negative
48,blue-collar,married,primary,yes,cellular,8,aug,36,unknown,negative
52,technician,divorced,secondary,no,cellular,8,aug,117,unknown,negative
37,technician,single,secondary,yes,cellular,8,aug,90,unknown,negative
47,self-employed,married,secondary,no,cellular,8,aug,88,unknown,negative
53,management,married,tertiary,no,cellular,8,aug,94,unknown,negative
33,management,married,tertiary,no,cellular,8,aug,174,unknown,negative
32,technician,single,tertiary,no,cellular,8,aug,231,unknown,negative
31,entrepreneur,single,secondary,no,cellular,8,aug,73,unknown,negative
35,management,married,tertiary,no,cellular,8,aug,129,unknown,negative
30,services,single,tertiary,no,cellular,8,aug,108,unknown,negative
47,management,married,secondary,no,cellular,8,aug,175,unknown,negative
44,technician,married,secondary,yes,cellular,8,aug,108,unknown,negative
58,unknown,married,secondary,no,cellular,8,aug,121,unknown,negative
51,blue-collar,married,primary,yes,cellular,8,aug,85,unknown,negative
31,management,single,tertiary,no,cellular,8,aug,82,unknown,negative
33,housemaid,married,primary,no,cellular,8,aug,138,unknown,negative
58,management,married,tertiary,no,cellular,8,aug,110,unknown,negative
45,management,married,tertiary,no,cellular,8,aug,188,unknown,negative
44,unemployed,married,tertiary,no,cellular,8,aug,126,unknown,negative
36,management,married,tertiary,yes,cellular,8,aug,75,unknown,negative
52,blue-collar,married,secondary,no,cellular,8,aug,137,unknown,negative
41,technician,married,secondary,no,cellular,8,aug,130,unknown,negative
52,blue-collar,married,secondary,no,cellular,8,aug,117,unknown,negative
34,technician,single,secondary,no,cellular,8,aug,61,unknown,negative
55,retired,married,primary,yes,telephone,8,aug,87,unknown,negative
32,technician,married,secondary,no,cellular,8,aug,114,unknown,negative
34,management,married,tertiary,no,cellular,8,aug,52,unknown,negative
50,blue-collar,married,primary,no,cellular,8,aug,550,unknown,negative
45,blue-collar,married,secondary,no,cellular,8,aug,130,unknown,negative
31,management,single,tertiary,no,cellular,8,aug,161,unknown,negative
32,technician,married,secondary,no,cellular,8,aug,50,unknown,negative
31,technician,married,secondary,yes,cellular,8,aug,135,unknown,negative
57,services,married,primary,no,cellular,8,aug,207,unknown,negative
53,services,married,tertiary,no,cellular,8,aug,133,unknown,negative
32,management,single,tertiary,no,cellular,8,aug,282,unknown,negative
56,management,divorced,tertiary,no,cellular,8,aug,442,unknown,negative
31,blue-collar,married,secondary,no,cellular,8,aug,299,unknown,negative
31,management,single,tertiary,yes,cellular,8,aug,146,unknown,negative
51,blue-collar,married,primary,no,cellular,8,aug,82,unknown,negative
32,technician,single,tertiary,no,cellular,8,aug,31,unknown,negative
41,technician,single,secondary,yes,cellular,8,aug,292,unknown,negative
60,housemaid,married,secondary,no,cellular,8,aug,161,unknown,negative
32,management,married,tertiary,no,cellular,8,aug,161,unknown,negative
47,unemployed,married,secondary,no,cellular,8,aug,169,unknown,negative
52,blue-collar,married,secondary,no,cellular,8,aug,94,unknown,negative
42,entrepreneur,married,tertiary,no,cellular,8,aug,205,unknown,negative
38,unemployed,married,secondary,no,cellular,8,aug,102,unknown,negative
33,management,married,tertiary,no,cellular,8,aug,106,unknown,negative
53,technician,married,tertiary,no,cellular,8,aug,92,unknown,negative
31,technician,single,tertiary,no,cellular,8,aug,243,unknown,negative
57,blue-collar,married,unknown,no,cellular,8,aug,163,unknown,negative
60,retired,married,secondary,yes,cellular,8,aug,129,unknown,negative
33,technician,married,secondary,yes,cellular,8,aug,502,unknown,negative
47,technician,divorced,secondary,no,cellular,8,aug,49,unknown,negative
34,management,married,tertiary,yes,cellular,8,aug,126,unknown,negative
50,blue-collar,married,primary,yes,cellular,8,aug,31,unknown,negative
34,technician,single,tertiary,yes,cellular,8,aug,155,unknown,negative
33,technician,single,secondary,yes,cellular,8,aug,93,unknown,negative
48,entrepreneur,married,tertiary,no,cellular,8,aug,85,unknown,negative
47,management,married,tertiary,no,cellular,8,aug,75,unknown,negative
37,technician,married,secondary,no,cellular,8,aug,215,unknown,negative
41,management,married,tertiary,no,cellular,8,aug,75,unknown,negative
36,management,divorced,tertiary,no,cellular,8,aug,118,unknown,negative
33,management,single,tertiary,no,cellular,8,aug,191,unknown,negative
35,management,married,secondary,no,cellular,8,aug,87,unknown,negative
30,technician,single,tertiary,no,cellular,8,aug,261,unknown,negative
31,entrepreneur,married,tertiary,no,cellular,8,aug,150,unknown,negative
40,technician,married,secondary,yes,cellular,8,aug,258,unknown,negative
37,technician,married,secondary,no,cellular,8,aug,241,unknown,negative
33,management,married,tertiary,yes,cellular,8,aug,94,unknown,negative
49,admin.,married,secondary,no,cellular,8,aug,109,unknown,negative
52,management,married,tertiary,no,cellular,8,aug,97,unknown,negative
31,technician,married,tertiary,yes,cellular,8,aug,257,unknown,negative
50,services,married,primary,no,cellular,8,aug,175,unknown,negative
30,technician,single,secondary,no,cellular,8,aug,112,unknown,negative
36,management,married,tertiary,no,cellular,8,aug,75,unknown,negative
46,management,married,tertiary,no,cellular,8,aug,172,unknown,negative
46,technician,married,secondary,yes,cellular,8,aug,41,unknown,negative
47,management,married,secondary,no,telephone,8,aug,53,unknown,negative
57,unknown,married,primary,no,cellular,8,aug,169,unknown,negative
39,management,married,tertiary,no,cellular,8,aug,198,unknown,negative
32,management,married,tertiary,no,cellular,8,aug,151,unknown,negative
41,self-employed,married,secondary,no,cellular,8,aug,197,unknown,negative
35,management,single,tertiary,yes,cellular,8,aug,130,unknown,negative
52,blue-collar,married,secondary,no,cellular,8,aug,84,unknown,negative
37,management,married,tertiary,yes,cellular,8,aug,401,unknown,negative
42,self-employed,married,tertiary,no,cellular,8,aug,118,unknown,negative
46,self-employed,married,primary,yes,cellular,8,aug,109,unknown,negative
32,management,divorced,tertiary,yes,cellular,8,aug,89,unknown,negative
52,housemaid,married,primary,no,cellular,8,aug,172,unknown,negative
34,management,married,tertiary,no,cellular,8,aug,265,unknown,negative
31,technician,married,secondary,no,cellular,8,aug,151,unknown,negative
33,management,married,tertiary,no,cellular,8,aug,183,unknown,negative
33,management,single,tertiary,no,cellular,8,aug,80,unknown,negative
33,technician,single,secondary,no,cellular,8,aug,45,unknown,negative
35,management,single,tertiary,no,cellular,8,aug,249,unknown,negative
34,management,married,tertiary,no,cellular,8,aug,472,unknown,negative
34,management,divorced,tertiary,no,cellular,8,aug,150,unknown,negative
50,entrepreneur,married,secondary,no,cellular,8,aug,111,unknown,negative
30,technician,single,secondary,yes,cellular,8,aug,298,unknown,negative
38,management,married,tertiary,no,cellular,8,aug,230,unknown,negative
32,technician,single,tertiary,no,cellular,8,aug,31,unknown,negative
55,management,married,tertiary,no,cellular,8,aug,353,unknown,negative
44,management,single,tertiary,yes,cellular,8,aug,201,unknown,negative
52,unemployed,married,secondary,no,cellular,8,aug,104,unknown,negative
52,technician,married,secondary,yes,cellular,8,aug,75,unknown,negative
59,blue-collar,married,secondary,no,cellular,8,aug,66,unknown,negative
31,technician,married,tertiary,no,cellular,8,aug,385,unknown,negative
60,technician,single,tertiary,no,cellular,8,aug,233,unknown,negative
37,management,married,tertiary,no,cellular,8,aug,124,unknown,negative
60,blue-collar,married,secondary,no,cellular,8,aug,124,unknown,negative
47,blue-collar,married,primary,no,cellular,8,aug,121,unknown,negative
57,admin.,married,primary,yes,cellular,8,aug,86,unknown,negative
39,self-employed,divorced,tertiary,no,cellular,8,aug,34,unknown,negative
30,management,married,tertiary,no,cellular,8,aug,112,unknown,negative
43,management,married,tertiary,no,cellular,8,aug,324,unknown,negative
47,unknown,married,secondary,no,cellular,8,aug,88,unknown,negative
45,technician,married,secondary,no,cellular,8,aug,156,unknown,negative
41,technician,married,secondary,no,cellular,8,aug,387,unknown,negative
39,management,married,tertiary,no,cellular,8,aug,124,unknown,negative
51,entrepreneur,married,primary,yes,cellular,8,aug,132,unknown,negative
58,retired,married,primary,yes,cellular,8,aug,163,unknown,negative
53,unemployed,divorced,tertiary,yes,cellular,8,aug,140,unknown,negative
49,entrepreneur,married,primary,no,cellular,8,aug,89,unknown,negative
41,technician,married,tertiary,no,cellular,8,aug,235,unknown,negative
40,technician,single,secondary,no,cellular,8,aug,254,unknown,negative
34,technician,single,secondary,yes,cellular,8,aug,316,unknown,negative
41,technician,single,secondary,no,cellular,8,aug,420,unknown,negative
34,technician,married,secondary,no,cellular,8,aug,104,unknown,negative
32,technician,married,tertiary,no,cellular,8,aug,209,unknown,negative
33,technician,married,secondary,yes,cellular,8,aug,151,unknown,negative
46,services,married,secondary,no,cellular,8,aug,109,unknown,negative
35,management,single,tertiary,yes,cellular,8,aug,89,unknown,negative
55,self-employed,married,primary,no,cellular,8,aug,138,unknown,negative
31,self-employed,married,tertiary,no,cellular,8,aug,112,unknown,negative
34,management,married,tertiary,no,cellular,8,aug,94,unknown,negative
34,technician,single,secondary,no,cellular,8,aug,70,unknown,negative
38,technician,single,secondary,no,cellular,8,aug,391,unknown,negative
34,management,married,tertiary,no,cellular,8,aug,108,unknown,negative
31,management,single,tertiary,no,cellular,8,aug,321,unknown,negative
55,retired,married,primary,no,cellular,8,aug,224,unknown,negative
31,technician,single,tertiary,yes,cellular,8,aug,309,unknown,negative
57,services,married,secondary,no,cellular,8,aug,177,unknown,negative
45,technician,married,tertiary,no,cellular,8,aug,109,unknown,negative
33,technician,single,tertiary,no,cellular,8,aug,348,unknown,negative
35,management,married,tertiary,no,cellular,8,aug,433,unknown,negative
50,technician,married,secondary,no,cellular,8,aug,363,unknown,negative
33,management,married,tertiary,no,cellular,8,aug,167,unknown,negative
45,management,divorced,tertiary,no,cellular,8,aug,248,unknown,negative
42,technician,married,tertiary,no,cellular,8,aug,103,unknown,negative
46,blue-collar,married,primary,no,cellular,8,aug,417,unknown,negative
32,management,single,tertiary,no,cellular,8,aug,111,unknown,negative
47,technician,divorced,tertiary,no,cellular,8,aug,200,unknown,negative
31,admin.,married,secondary,yes,cellular,8,aug,189,unknown,negative
45,blue-collar,married,secondary,yes,cellular,8,aug,201,unknown,negative
50,management,married,tertiary,no,cellular,8,aug,50,unknown,negative
54,management,divorced,tertiary,no,cellular,8,aug,107,unknown,negative
50,blue-collar,married,secondary,no,cellular,8,aug,192,unknown,negative
57,admin.,married,secondary,no,cellular,8,aug,521,unknown,negative
51,blue-collar,married,secondary,no,cellular,8,aug,237,unknown,negative
37,management,married,tertiary,no,cellular,8,aug,95,unknown,negative
45,management,married,tertiary,yes,cellular,8,aug,172,unknown,negative
30,management,single,tertiary,no,cellular,8,aug,88,unknown,negative
32,technician,single,secondary,no,cellular,8,aug,63,unknown,negative
38,technician,single,secondary,no,cellular,8,aug,170,unknown,negative
55,management,married,tertiary,yes,cellular,8,aug,73,unknown,negative
55,blue-collar,married,primary,no,cellular,8,aug,118,unknown,negative
49,management,divorced,tertiary,no,cellular,8,aug,169,unknown,negative
47,management,married,tertiary,no,cellular,8,aug,138,unknown,negative
46,management,single,tertiary,no,cellular,8,aug,142,unknown,negative
57,retired,married,tertiary,no,cellular,8,aug,385,unknown,negative
33,management,single,tertiary,yes,cellular,8,aug,215,unknown,negative
33,technician,married,secondary,no,cellular,8,aug,100,unknown,negative
46,technician,single,tertiary,no,cellular,8,aug,117,unknown,negative
43,admin.,married,secondary,no,cellular,8,aug,629,unknown,negative
35,management,single,tertiary,no,cellular,8,aug,82,unknown,negative
49,admin.,married,secondary,no,cellular,8,aug,133,unknown,negative
38,technician,married,tertiary,no,cellular,8,aug,188,unknown,negative
44,management,married,tertiary,no,cellular,8,aug,202,unknown,negative
35,entrepreneur,married,tertiary,yes,cellular,8,aug,275,unknown,negative
48,admin.,married,secondary,no,cellular,8,aug,149,unknown,negative
30,unemployed,married,secondary,no,cellular,8,aug,61,unknown,negative
50,management,married,secondary,no,cellular,8,aug,125,unknown,negative
31,technician,married,secondary,no,cellular,8,aug,81,unknown,negative
40,management,married,tertiary,no,cellular,8,aug,236,unknown,negative
47,blue-collar,married,secondary,no,cellular,8,aug,194,unknown,negative
42,technician,single,secondary,no,cellular,8,aug,229,unknown,negative
48,management,married,secondary,yes,cellular,8,aug,148,unknown,negative
34,technician,married,secondary,no,cellular,8,aug,140,unknown,negative
59,housemaid,married,primary,no,cellular,8,aug,129,unknown,negative
59,technician,divorced,tertiary,no,cellular,8,aug,124,unknown,negative
30,management,single,tertiary,no,cellular,8,aug,131,unknown,negative
43,self-employed,married,primary,no,cellular,8,aug,362,unknown,negative
31,technician,single,secondary,no,cellular,8,aug,138,unknown,negative
46,blue-collar,married,primary,no,cellular,8,aug,71,unknown,negative
33,technician,married,secondary,yes,cellular,8,aug,16,unknown,negative
30,technician,single,secondary,no,cellular,8,aug,216,unknown,negative
59,retired,divorced,secondary,no,cellular,8,aug,108,unknown,negative
35,technician,married,tertiary,no,cellular,8,aug,351,unknown,negative
46,admin.,married,secondary,no,cellular,8,aug,176,unknown,negative
51,technician,married,secondary,no,cellular,8,aug,160,unknown,negative
41,management,married,tertiary,no,cellular,8,aug,51,unknown,negative
38,management,single,tertiary,no,cellular,8,aug,310,unknown,negative
47,management,single,tertiary,no,cellular,8,aug,82,unknown,negative
35,technician,married,secondary,no,cellular,8,aug,404,unknown,negative
32,technician,single,tertiary,yes,cellular,8,aug,131,unknown,negative
33,management,married,tertiary,yes,cellular,8,aug,212,unknown,negative
43,management,married,tertiary,no,cellular,8,aug,248,unknown,negative
46,blue-collar,married,secondary,no,cellular,8,aug,63,unknown,negative
38,management,married,tertiary,no,cellular,8,aug,153,unknown,negative
41,technician,single,secondary,no,cellular,8,aug,160,unknown,negative
60,blue-collar,married,tertiary,no,cellular,8,aug,255,unknown,negative
35,technician,married,secondary,no,cellular,8,aug,153,unknown,negative
47,services,married,unknown,no,cellular,8,aug,455,unknown,negative
52,technician,married,secondary,no,cellular,8,aug,62,unknown,negative
35,technician,divorced,secondary,no,cellular,8,aug,46,unknown,negative
30,management,single,tertiary,no,cellular,8,aug,147,unknown,negative
51,services,married,primary,no,cellular,8,aug,121,unknown,negative
33,management,single,tertiary,yes,cellular,8,aug,97,unknown,negative
35,self-employed,married,tertiary,no,cellular,8,aug,335,unknown,negative
39,technician,single,secondary,no,cellular,8,aug,100,unknown,negative
37,management,married,tertiary,no,cellular,8,aug,119,unknown,negative
32,technician,single,tertiary,no,cellular,8,aug,79,unknown,negative
38,technician,single,tertiary,no,cellular,8,aug,388,unknown,negative
40,technician,married,secondary,yes,cellular,8,aug,119,unknown,negative
33,management,married,tertiary,no,cellular,8,aug,116,unknown,negative
57,management,married,tertiary,no,cellular,8,aug,178,unknown,negative
53,blue-collar,married,primary,no,cellular,8,aug,156,unknown,negative
38,management,married,tertiary,yes,cellular,8,aug,173,unknown,negative
47,housemaid,married,secondary,no,cellular,8,aug,148,unknown,negative
34,technician,single,tertiary,no,cellular,8,aug,79,unknown,negative
32,admin.,married,secondary,no,cellular,8,aug,193,unknown,negative
32,housemaid,married,primary,no,cellular,8,aug,93,unknown,negative
32,admin.,single,tertiary,no,cellular,8,aug,494,unknown,negative
55,management,married,tertiary,no,cellular,8,aug,273,unknown,negative
55,management,married,tertiary,no,cellular,8,aug,167,unknown,negative
39,entrepreneur,married,tertiary,no,cellular,8,aug,88,unknown,negative
39,management,married,tertiary,yes,cellular,8,aug,88,unknown,negative
35,housemaid,married,primary,no,cellular,8,aug,191,unknown,negative
40,management,married,tertiary,no,cellular,8,aug,63,unknown,negative
40,technician,married,secondary,no,cellular,8,aug,204,unknown,negative
33,technician,single,tertiary,no,cellular,8,aug,127,unknown,negative
32,management,married,tertiary,no,cellular,8,aug,83,unknown,negative
39,technician,single,tertiary,no,cellular,8,aug,136,unknown,negative
36,technician,married,tertiary,no,cellular,8,aug,52,unknown,negative
57,management,married,tertiary,no,cellular,8,aug,448,unknown,negative
49,blue-collar,married,secondary,no,cellular,8,aug,140,unknown,negative
35,management,married,tertiary,yes,cellular,8,aug,733,unknown,positive
48,blue-collar,married,secondary,no,cellular,8,aug,88,unknown,negative
40,housemaid,married,secondary,no,cellular,8,aug,182,unknown,negative
52,unemployed,married,secondary,no,cellular,8,aug,93,unknown,negative
48,services,married,secondary,no,cellular,8,aug,80,unknown,negative
31,management,married,tertiary,no,cellular,8,aug,72,unknown,negative
34,management,single,tertiary,no,cellular,8,aug,244,unknown,negative
37,technician,single,secondary,no,cellular,8,aug,173,unknown,negative
44,technician,married,tertiary,no,cellular,8,aug,406,unknown,negative
34,management,married,tertiary,no,cellular,8,aug,229,unknown,negative
54,services,married,secondary,no,cellular,8,aug,604,unknown,negative
32,entrepreneur,married,primary,no,cellular,8,aug,131,unknown,negative
59,retired,married,secondary,no,cellular,8,aug,94,unknown,negative
41,management,single,secondary,no,cellular,8,aug,899,unknown,negative
34,management,single,tertiary,no,cellular,8,aug,371,unknown,negative
43,technician,married,tertiary,yes,cellular,8,aug,889,unknown,negative
54,technician,married,tertiary,no,cellular,8,aug,420,unknown,negative
31,technician,married,secondary,yes,cellular,8,aug,515,unknown,negative
32,technician,married,secondary,yes,cellular,8,aug,79,unknown,negative
46,technician,married,secondary,yes,cellular,8,aug,71,unknown,negative
49,housemaid,married,tertiary,no,cellular,8,aug,27,unknown,negative
43,self-employed,married,tertiary,no,cellular,8,aug,358,unknown,negative
53,management,married,tertiary,no,cellular,8,aug,498,unknown,negative
38,management,single,tertiary,yes,cellular,8,aug,327,unknown,negative
30,management,single,tertiary,no,cellular,8,aug,179,unknown,negative
36,management,single,tertiary,yes,cellular,8,aug,306,unknown,negative
33,management,married,tertiary,no,cellular,8,aug,390,unknown,negative
46,management,married,tertiary,yes,cellular,8,aug,209,unknown,negative
31,management,married,tertiary,yes,cellular,8,aug,231,unknown,negative
46,management,married,tertiary,no,cellular,8,aug,1206,unknown,positive
49,technician,divorced,secondary,no,cellular,8,aug,219,unknown,negative
52,services,married,primary,no,cellular,8,aug,424,unknown,negative
46,housemaid,married,primary,no,cellular,8,aug,188,unknown,negative
47,blue-collar,married,primary,no,cellular,8,aug,492,unknown,negative
31,technician,single,secondary,no,cellular,8,aug,174,unknown,negative
51,blue-collar,married,primary,no,cellular,8,aug,453,unknown,negative
47,housemaid,married,secondary,no,cellular,8,aug,59,unknown,negative
46,blue-collar,married,primary,no,cellular,8,aug,263,unknown,negative
47,admin.,married,secondary,no,cellular,8,aug,57,unknown,negative
43,management,married,tertiary,yes,cellular,8,aug,329,unknown,negative
33,management,married,tertiary,yes,cellular,8,aug,166,unknown,negative
51,technician,divorced,tertiary,no,cellular,8,aug,334,unknown,negative
57,retired,married,primary,no,cellular,8,aug,108,unknown,negative
34,technician,single,tertiary,no,cellular,8,aug,765,unknown,negative
31,technician,married,tertiary,no,cellular,8,aug,62,unknown,negative
35,management,married,tertiary,no,cellular,8,aug,885,unknown,negative
41,management,married,tertiary,no,cellular,8,aug,120,unknown,negative
48,blue-collar,married,primary,no,cellular,8,aug,103,unknown,negative
51,technician,married,secondary,no,cellular,8,aug,391,unknown,negative
60,management,divorced,tertiary,yes,cellular,8,aug,89,unknown,negative
41,housemaid,married,primary,no,cellular,8,aug,203,unknown,negative
34,management,married,tertiary,no,cellular,8,aug,170,unknown,negative
61,housemaid,married,primary,no,cellular,8,aug,62,unknown,negative
36,unknown,married,secondary,no,cellular,8,aug,14,unknown,negative
37,housemaid,married,primary,no,cellular,8,aug,148,unknown,negative
30,technician,single,secondary,yes,cellular,8,aug,116,unknown,negative
34,housemaid,married,primary,no,cellular,8,aug,17,unknown,negative
47,blue-collar,married,primary,no,cellular,8,aug,293,unknown,negative
50,management,single,tertiary,no,cellular,8,aug,445,unknown,negative
46,blue-collar,married,secondary,no,cellular,8,aug,262,unknown,negative
35,technician,single,tertiary,no,cellular,11,aug,176,unknown,negative
31,admin.,married,tertiary,no,cellular,11,aug,120,unknown,negative
51,blue-collar,married,primary,no,cellular,11,aug,46,unknown,negative
32,housemaid,married,primary,no,cellular,11,aug,68,unknown,negative
54,technician,married,secondary,no,telephone,11,aug,697,unknown,negative
58,blue-collar,married,secondary,no,cellular,11,aug,153,unknown,negative
31,housemaid,married,primary,yes,cellular,11,aug,57,unknown,negative
32,technician,married,secondary,no,cellular,11,aug,326,unknown,negative
44,management,divorced,tertiary,no,cellular,11,aug,70,unknown,negative
32,management,married,tertiary,no,cellular,11,aug,67,unknown,negative
45,blue-collar,married,secondary,no,cellular,11,aug,209,unknown,negative
38,management,single,secondary,yes,cellular,11,aug,367,unknown,negative
52,blue-collar,married,primary,no,cellular,11,aug,258,unknown,negative
32,technician,single,secondary,no,cellular,11,aug,99,unknown,negative
56,services,married,secondary,no,cellular,11,aug,92,unknown,negative
35,management,married,tertiary,no,cellular,11,aug,177,unknown,negative
54,technician,divorced,secondary,no,cellular,11,aug,413,unknown,negative
31,technician,single,secondary,no,cellular,11,aug,144,unknown,negative
45,management,married,tertiary,no,cellular,11,aug,102,unknown,negative
41,housemaid,married,secondary,no,cellular,11,aug,155,unknown,negative
34,technician,married,tertiary,no,cellular,11,aug,145,unknown,negative
39,management,married,tertiary,no,cellular,11,aug,77,unknown,negative
46,technician,married,secondary,no,cellular,11,aug,210,unknown,negative
34,technician,married,secondary,no,cellular,11,aug,106,unknown,negative
49,entrepreneur,married,secondary,no,cellular,11,aug,105,unknown,negative
32,technician,married,secondary,yes,cellular,11,aug,98,unknown,negative
35,management,married,tertiary,no,cellular,11,aug,588,unknown,negative
53,management,married,tertiary,no,cellular,11,aug,73,unknown,negative
36,management,single,tertiary,no,cellular,11,aug,106,unknown,negative
49,blue-collar,married,primary,no,cellular,11,aug,106,unknown,negative
32,self-employed,married,tertiary,no,cellular,11,aug,104,unknown,negative
39,technician,divorced,secondary,no,cellular,11,aug,73,unknown,negative
46,housemaid,divorced,primary,no,cellular,11,aug,100,unknown,negative
38,management,married,tertiary,no,cellular,11,aug,111,unknown,negative
57,management,married,tertiary,no,cellular,11,aug,74,unknown,negative
44,technician,married,secondary,no,cellular,11,aug,48,unknown,negative
31,technician,married,tertiary,yes,cellular,11,aug,303,unknown,negative
51,management,married,tertiary,no,cellular,11,aug,39,unknown,negative
56,management,married,tertiary,no,cellular,11,aug,86,unknown,negative
52,admin.,married,secondary,no,cellular,11,aug,217,unknown,negative
35,technician,single,tertiary,no,cellular,11,aug,55,unknown,negative
47,management,married,tertiary,no,cellular,11,aug,72,unknown,negative
30,technician,married,secondary,yes,cellular,11,aug,97,unknown,negative
42,management,married,tertiary,no,cellular,11,aug,667,unknown,negative
38,management,married,tertiary,no,cellular,11,aug,347,unknown,negative
48,blue-collar,married,unknown,yes,cellular,11,aug,33,unknown,negative
45,unknown,married,unknown,no,cellular,11,aug,212,unknown,negative
46,management,married,tertiary,no,cellular,11,aug,165,unknown,negative
34,management,divorced,tertiary,yes,cellular,11,aug,382,unknown,negative
31,management,married,tertiary,no,cellular,11,aug,84,unknown,negative
55,management,married,tertiary,no,cellular,11,aug,226,unknown,negative
34,technician,married,secondary,no,cellular,11,aug,47,unknown,negative
39,housemaid,married,primary,no,cellular,11,aug,103,unknown,negative
32,technician,single,secondary,yes,cellular,11,aug,156,unknown,negative
35,technician,single,secondary,no,cellular,11,aug,113,unknown,negative
53,management,married,tertiary,no,cellular,11,aug,147,unknown,negative
