job,day,month,duration,Class
services,4,aug,328,negative
blue-collar,4,aug,378,negative
management,4,aug,230,negative
management,4,aug,958,negative
technician,4,aug,99,negative
technician,4,aug,190,negative
blue-collar,4,aug,170,negative
services,4,aug,151,negative
management,4,aug,190,negative
admin.,4,aug,110,negative
technician,4,aug,281,negative
services,4,aug,376,negative
entrepreneur,4,aug,67,negative
retired,4,aug,389,negative
technician,4,aug,91,negative
admin.,4,aug,368,negative
entrepreneur,4,aug,299,negative
management,4,aug,144,negative
technician,4,aug,146,negative
retired,4,aug,370,negative
technician,4,aug,230,negative
self-employed,4,aug,686,negative
technician,4,aug,597,negative
admin.,4,aug,441,negative
management,4,aug,857,negative
blue-collar,4,aug,753,negative
technician,4,aug,410,negative
technician,4,aug,430,negative
unknown,4,aug,251,negative
services,4,aug,357,negative
technician,4,aug,211,negative
admin.,4,aug,114,negative
self-employed,4,aug,428,negative
management,5,aug,81,negative
self-employed,5,aug,133,negative
technician,5,aug,142,negative
management,5,aug,603,positive
management,5,aug,250,negative
admin.,5,aug,125,negative
technician,5,aug,201,negative
management,5,aug,377,negative
blue-collar,5,aug,98,negative
management,5,aug,222,negative
technician,5,aug,117,negative
technician,5,aug,314,negative
management,5,aug,114,negative
blue-collar,5,aug,122,negative
management,5,aug,306,negative
retired,5,aug,91,negative
management,5,aug,36,negative
management,5,aug,422,negative
management,5,aug,537,negative
blue-collar,5,aug,145,negative
retired,5,aug,139,negative
retired,5,aug,241,negative
blue-collar,5,aug,269,negative
management,5,aug,67,negative
technician,5,aug,148,negative
housemaid,5,aug,448,negative
services,5,aug,162,negative
technician,5,aug,335,negative
technician,5,aug,140,negative
technician,5,aug,86,negative
blue-collar,5,aug,224,negative
technician,5,aug,171,negative
blue-collar,5,aug,67,negative
services,5,aug,356,negative
technician,5,aug,130,negative
technician,5,aug,261,negative
retired,5,aug,155,negative
technician,5,aug,281,negative
admin.,5,aug,113,negative
technician,5,aug,164,negative
management,5,aug,91,negative
technician,5,aug,409,negative
management,5,aug,328,negative
technician,5,aug,88,negative
management,5,aug,175,negative
management,5,aug,124,negative
retired,5,aug,146,negative
technician,5,aug,97,negative
retired,5,aug,454,negative
technician,5,aug,54,negative
admin.,5,aug,109,negative
admin.,5,aug,114,negative
blue-collar,5,aug,268,negative
management,5,aug,115,negative
blue-collar,5,aug,348,negative
management,5,aug,155,negative
management,5,aug,166,negative
technician,5,aug,197,negative
management,5,aug,198,negative
unknown,5,aug,111,negative
technician,5,aug,123,negative
admin.,5,aug,222,negative
unknown,5,aug,790,negative
management,5,aug,142,negative
technician,5,aug,122,negative
technician,5,aug,163,negative
management,5,aug,183,negative
management,5,aug,157,negative
management,5,aug,406,negative
technician,5,aug,196,negative
technician,5,aug,159,negative
blue-collar,5,aug,297,negative
retired,5,aug,229,negative
management,5,aug,138,negative
management,5,aug,231,negative
retired,5,aug,105,negative
housemaid,5,aug,238,negative
management,5,aug,278,negative
blue-collar,5,aug,264,negative
management,5,aug,156,negative
management,5,aug,68,negative
management,5,aug,156,negative
management,5,aug,286,negative
blue-collar,5,aug,334,negative
technician,5,aug,95,negative
management,5,aug,148,negative
management,5,aug,124,negative
blue-collar,5,aug,104,negative
admin.,5,aug,195,negative
management,5,aug,56,negative
management,5,aug,297,negative
admin.,5,aug,231,negative
management,5,aug,126,negative
retired,5,aug,67,negative
retired,5,aug,54,negative
admin.,5,aug,202,negative
technician,5,aug,149,negative
management,5,aug,683,negative
technician,5,aug,168,negative
technician,5,aug,203,negative
services,5,aug,92,negative
technician,5,aug,176,negative
admin.,5,aug,66,negative
services,5,aug,165,negative
technician,5,aug,493,negative
management,5,aug,97,negative
admin.,5,aug,176,negative
housemaid,5,aug,231,negative
management,5,aug,187,negative
blue-collar,5,aug,141,negative
services,5,aug,414,negative
retired,5,aug,143,negative
admin.,5,aug,295,negative
management,5,aug,68,negative
housemaid,5,aug,123,negative
services,5,aug,766,positive
management,5,aug,27,negative
self-employed,5,aug,229,negative
management,5,aug,112,negative
blue-collar,5,aug,104,negative
technician,5,aug,409,negative
retired,5,aug,223,negative
technician,5,aug,292,negative
management,5,aug,166,negative
admin.,5,aug,77,negative
entrepreneur,5,aug,287,negative
admin.,5,aug,100,negative
admin.,5,aug,109,negative
management,5,aug,291,negative
management,5,aug,307,negative
technician,5,aug,33,negative
technician,5,aug,239,negative
technician,5,aug,318,negative
retired,5,aug,80,negative
blue-collar,5,aug,193,negative
self-employed,5,aug,153,negative
technician,5,aug,1113,negative
blue-collar,5,aug,203,negative
retired,5,aug,344,negative
services,5,aug,197,negative
blue-collar,5,aug,155,negative
services,5,aug,196,negative
management,5,aug,445,negative
admin.,5,aug,504,negative
management,5,aug,425,negative
technician,5,aug,134,negative
technician,5,aug,56,negative
management,5,aug,121,negative
management,5,aug,214,negative
management,5,aug,129,negative
technician,5,aug,211,negative
services,5,aug,513,negative
technician,5,aug,371,negative
management,5,aug,210,negative
technician,5,aug,459,negative
management,5,aug,648,negative
technician,5,aug,592,negative
management,5,aug,263,negative
management,5,aug,37,negative
technician,5,aug,332,negative
technician,5,aug,131,negative
services,5,aug,608,negative
services,5,aug,203,negative
technician,5,aug,295,negative
management,5,aug,178,negative
management,5,aug,371,negative
retired,5,aug,147,negative
services,5,aug,307,negative
technician,5,aug,109,negative
admin.,5,aug,78,negative
management,5,aug,996,negative
self-employed,6,aug,157,negative
management,6,aug,92,negative
management,6,aug,115,negative
retired,6,aug,78,negative
technician,6,aug,116,negative
retired,6,aug,314,negative
admin.,6,aug,91,negative
management,6,aug,91,negative
management,6,aug,384,negative
management,6,aug,46,negative
technician,6,aug,212,negative
self-employed,6,aug,139,negative
technician,6,aug,66,negative
services,6,aug,125,negative
technician,6,aug,376,negative
management,6,aug,146,negative
management,6,aug,81,negative
unknown,6,aug,205,negative
blue-collar,6,aug,192,negative
services,6,aug,152,negative
technician,6,aug,89,negative
technician,6,aug,103,negative
technician,6,aug,84,negative
admin.,6,aug,175,negative
retired,6,aug,113,negative
self-employed,6,aug,530,negative
technician,6,aug,273,negative
management,6,aug,158,negative
services,6,aug,86,negative
self-employed,6,aug,139,negative
management,6,aug,347,negative
management,6,aug,120,negative
technician,6,aug,80,negative
management,6,aug,174,negative
technician,6,aug,140,negative
blue-collar,6,aug,277,negative
self-employed,6,aug,898,negative
retired,6,aug,142,negative
management,6,aug,224,negative
technician,6,aug,254,negative
blue-collar,6,aug,128,negative
housemaid,6,aug,189,negative
management,6,aug,206,negative
management,6,aug,90,negative
blue-collar,6,aug,220,negative
management,6,aug,311,negative
housemaid,6,aug,209,negative
management,6,aug,50,negative
management,6,aug,126,negative
management,6,aug,58,negative
blue-collar,6,aug,182,negative
services,6,aug,499,negative
management,6,aug,113,negative
blue-collar,6,aug,439,negative
retired,6,aug,167,negative
management,6,aug,102,negative
technician,6,aug,184,negative
services,6,aug,159,negative
technician,6,aug,117,negative
housemaid,6,aug,181,negative
blue-collar,6,aug,585,negative
management,6,aug,139,negative
management,6,aug,65,negative
management,6,aug,71,negative
technician,6,aug,358,negative
technician,6,aug,222,negative
housemaid,6,aug,163,negative
management,6,aug,115,negative
management,6,aug,99,negative
self-employed,6,aug,359,negative
self-employed,6,aug,211,negative
blue-collar,6,aug,133,negative
technician,6,aug,131,negative
housemaid,6,aug,88,negative
blue-collar,6,aug,164,negative
unknown,6,aug,467,negative
management,6,aug,225,negative
management,6,aug,184,negative
technician,6,aug,122,negative
retired,6,aug,123,negative
management,6,aug,103,negative
technician,6,aug,88,negative
management,6,aug,293,negative
housemaid,6,aug,931,negative
technician,6,aug,89,negative
management,6,aug,221,negative
blue-collar,6,aug,126,negative
blue-collar,6,aug,166,negative
technician,6,aug,165,negative
technician,6,aug,68,negative
blue-collar,6,aug,127,negative
technician,6,aug,78,negative
management,6,aug,302,negative
management,6,aug,400,negative
blue-collar,6,aug,375,negative
management,6,aug,258,negative
housemaid,6,aug,329,negative
services,6,aug,119,negative
management,6,aug,341,negative
retired,6,aug,181,negative
management,6,aug,127,negative
management,6,aug,124,negative
management,6,aug,232,negative
retired,6,aug,224,negative
retired,6,aug,148,negative
technician,6,aug,174,negative
retired,6,aug,113,negative
technician,6,aug,68,negative
services,6,aug,232,negative
housemaid,6,aug,376,negative
management,6,aug,199,negative
management,6,aug,150,negative
blue-collar,6,aug,2191,negative
services,6,aug,123,negative
technician,6,aug,185,negative
management,6,aug,275,negative
admin.,6,aug,388,negative
self-employed,6,aug,165,negative
management,6,aug,89,negative
unknown,6,aug,111,negative
management,6,aug,160,negative
technician,6,aug,254,negative
technician,6,aug,1044,positive
technician,6,aug,244,negative
technician,6,aug,84,negative
housemaid,6,aug,499,negative
management,6,aug,290,negative
admin.,6,aug,136,negative
technician,6,aug,384,negative
technician,6,aug,732,negative
technician,6,aug,168,negative
management,6,aug,100,negative
management,6,aug,136,negative
retired,6,aug,301,negative
management,6,aug,391,negative
technician,6,aug,315,negative
services,6,aug,184,negative
management,6,aug,44,negative
technician,6,aug,411,negative
management,6,aug,120,negative
technician,6,aug,188,negative
technician,6,aug,411,negative
management,6,aug,72,negative
retired,6,aug,128,negative
technician,6,aug,135,negative
blue-collar,6,aug,90,negative
unemployed,6,aug,102,negative
management,6,aug,533,negative
management,6,aug,265,negative
services,6,aug,198,negative
technician,6,aug,64,negative
blue-collar,6,aug,170,negative
management,6,aug,438,negative
blue-collar,6,aug,281,negative
retired,6,aug,601,negative
retired,6,aug,83,negative
management,6,aug,39,negative
technician,6,aug,163,negative
management,6,aug,252,negative
technician,6,aug,102,negative
self-employed,6,aug,131,negative
blue-collar,6,aug,127,negative
self-employed,6,aug,168,negative
management,6,aug,308,negative
blue-collar,6,aug,196,negative
retired,6,aug,115,negative
management,6,aug,851,negative
technician,6,aug,291,negative
entrepreneur,6,aug,64,negative
technician,6,aug,224,negative
management,6,aug,83,negative
management,6,aug,499,negative
technician,6,aug,175,negative
admin.,6,aug,536,negative
management,6,aug,171,negative
management,6,aug,203,negative
technician,6,aug,132,negative
blue-collar,6,aug,588,negative
blue-collar,6,aug,311,negative
self-employed,6,aug,175,negative
management,6,aug,72,negative
technician,6,aug,101,negative
management,6,aug,184,negative
retired,6,aug,147,negative
self-employed,6,aug,192,negative
blue-collar,6,aug,275,negative
admin.,6,aug,138,negative
technician,6,aug,269,negative
management,6,aug,170,negative
technician,6,aug,377,negative
technician,6,aug,209,negative
technician,6,aug,276,negative
management,6,aug,160,negative
technician,6,aug,459,negative
technician,6,aug,339,negative
technician,6,aug,70,negative
housemaid,6,aug,322,negative
unknown,6,aug,54,negative
student,6,aug,406,negative
technician,6,aug,386,negative
blue-collar,6,aug,127,negative
retired,6,aug,276,negative
entrepreneur,6,aug,69,negative
technician,6,aug,286,negative
management,6,aug,433,negative
management,6,aug,292,negative
technician,6,aug,562,negative
management,6,aug,543,negative
technician,6,aug,530,negative
management,6,aug,685,negative
admin.,6,aug,131,negative
technician,6,aug,258,negative
admin.,6,aug,45,negative
housemaid,6,aug,492,negative
blue-collar,6,aug,61,negative
technician,6,aug,227,negative
housemaid,6,aug,265,negative
management,6,aug,79,negative
technician,6,aug,119,negative
management,6,aug,426,negative
management,6,aug,80,negative
services,6,aug,307,negative
management,6,aug,236,negative
technician,6,aug,105,negative
management,6,aug,68,negative
services,6,aug,275,negative
blue-collar,6,aug,178,negative
technician,6,aug,226,negative
blue-collar,6,aug,181,negative
technician,6,aug,244,negative
technician,6,aug,131,negative
technician,6,aug,132,negative
management,6,aug,106,negative
management,6,aug,135,negative
services,6,aug,107,negative
technician,7,aug,122,negative
blue-collar,7,aug,108,negative
retired,7,aug,110,negative
technician,7,aug,186,negative
technician,7,aug,67,negative
services,7,aug,297,negative
technician,7,aug,70,negative
management,7,aug,93,negative
management,7,aug,91,negative
admin.,7,aug,301,negative
blue-collar,7,aug,88,negative
technician,7,aug,261,negative
blue-collar,7,aug,187,negative
housemaid,7,aug,139,negative
admin.,7,aug,59,negative
admin.,7,aug,420,negative
management,7,aug,352,negative
management,7,aug,135,negative
technician,7,aug,219,negative
management,7,aug,117,negative
entrepreneur,7,aug,82,negative
technician,7,aug,122,negative
management,7,aug,91,negative
management,7,aug,64,negative
blue-collar,7,aug,235,negative
entrepreneur,7,aug,67,negative
student,7,aug,267,negative
technician,7,aug,74,negative
management,7,aug,131,negative
technician,7,aug,78,negative
management,7,aug,402,negative
technician,7,aug,123,negative
housemaid,7,aug,132,negative
technician,7,aug,51,negative
technician,7,aug,185,negative
technician,7,aug,51,negative
technician,7,aug,163,negative
management,7,aug,666,negative
technician,7,aug,326,negative
self-employed,7,aug,292,negative
technician,7,aug,137,negative
housemaid,7,aug,387,negative
technician,7,aug,108,negative
unemployed,7,aug,142,negative
admin.,7,aug,48,negative
blue-collar,7,aug,253,negative
technician,7,aug,228,negative
technician,7,aug,124,negative
management,7,aug,358,negative
technician,7,aug,134,negative
blue-collar,7,aug,239,negative
management,7,aug,113,negative
technician,7,aug,84,negative
management,7,aug,224,negative
technician,7,aug,274,negative
entrepreneur,7,aug,22,negative
technician,7,aug,309,negative
technician,7,aug,131,negative
self-employed,7,aug,159,negative
management,7,aug,63,negative
management,7,aug,1462,negative
technician,7,aug,152,negative
technician,7,aug,103,negative
technician,7,aug,159,negative
admin.,7,aug,225,negative
admin.,7,aug,228,negative
retired,7,aug,123,negative
technician,7,aug,36,negative
management,7,aug,199,negative
technician,7,aug,154,negative
management,7,aug,147,negative
technician,7,aug,1834,negative
retired,7,aug,398,negative
technician,7,aug,131,negative
blue-collar,7,aug,148,negative
management,7,aug,306,negative
housemaid,7,aug,196,negative
technician,7,aug,114,negative
blue-collar,7,aug,46,negative
technician,7,aug,235,negative
services,7,aug,201,negative
blue-collar,7,aug,76,negative
management,7,aug,359,negative
management,7,aug,71,negative
admin.,7,aug,113,negative
technician,7,aug,173,negative
blue-collar,7,aug,122,negative
technician,7,aug,268,negative
admin.,7,aug,95,negative
management,7,aug,86,negative
admin.,7,aug,144,negative
management,7,aug,116,negative
management,7,aug,67,negative
retired,7,aug,92,negative
technician,7,aug,118,negative
technician,7,aug,155,negative
management,7,aug,137,negative
admin.,7,aug,137,negative
technician,7,aug,165,negative
management,7,aug,73,negative
management,7,aug,92,negative
technician,7,aug,125,negative
management,7,aug,257,negative
management,7,aug,100,negative
retired,7,aug,86,negative
management,7,aug,87,negative
management,7,aug,493,negative
self-employed,7,aug,102,negative
technician,7,aug,76,negative
management,7,aug,82,negative
technician,7,aug,169,negative
technician,7,aug,181,negative
management,7,aug,64,negative
management,7,aug,156,negative
management,7,aug,296,negative
self-employed,7,aug,185,negative
housemaid,7,aug,306,negative
management,7,aug,61,negative
retired,7,aug,122,negative
unknown,7,aug,150,negative
technician,7,aug,365,negative
technician,7,aug,229,negative
services,7,aug,103,negative
technician,7,aug,115,negative
management,7,aug,94,negative
management,7,aug,90,negative
blue-collar,7,aug,111,negative
management,7,aug,106,negative
housemaid,7,aug,105,negative
technician,7,aug,244,negative
technician,7,aug,204,negative
self-employed,7,aug,197,negative
technician,7,aug,115,negative
technician,7,aug,155,negative
housemaid,7,aug,973,negative
housemaid,7,aug,181,negative
technician,7,aug,77,negative
blue-collar,7,aug,119,negative
technician,7,aug,231,negative
technician,7,aug,346,negative
self-employed,7,aug,399,negative
blue-collar,7,aug,112,negative
technician,7,aug,216,negative
technician,7,aug,152,negative
housemaid,7,aug,252,negative
management,7,aug,259,negative
technician,7,aug,133,negative
technician,7,aug,89,negative
management,7,aug,504,negative
blue-collar,7,aug,84,negative
entrepreneur,7,aug,187,negative
management,7,aug,266,negative
management,7,aug,99,negative
housemaid,7,aug,107,negative
blue-collar,7,aug,20,negative
blue-collar,7,aug,89,negative
management,7,aug,109,negative
blue-collar,7,aug,228,negative
admin.,7,aug,76,negative
management,7,aug,96,negative
entrepreneur,7,aug,391,negative
blue-collar,7,aug,281,negative
technician,7,aug,407,negative
technician,7,aug,171,negative
blue-collar,7,aug,76,negative
blue-collar,7,aug,276,negative
self-employed,7,aug,59,negative
retired,7,aug,168,negative
management,7,aug,205,negative
management,7,aug,101,negative
blue-collar,7,aug,125,negative
management,7,aug,436,negative
technician,7,aug,190,negative
blue-collar,7,aug,63,negative
self-employed,7,aug,218,negative
entrepreneur,7,aug,65,negative
management,7,aug,146,negative
services,7,aug,214,negative
services,7,aug,82,negative
management,7,aug,65,negative
management,7,aug,194,negative
technician,7,aug,67,negative
technician,7,aug,105,negative
blue-collar,7,aug,139,negative
technician,7,aug,266,negative
blue-collar,7,aug,3422,negative
technician,7,aug,44,negative
admin.,7,aug,238,negative
management,7,aug,142,negative
technician,7,aug,159,negative
management,7,aug,182,negative
admin.,7,aug,231,negative
management,7,aug,20,negative
services,7,aug,152,negative
management,7,aug,76,negative
technician,7,aug,145,negative
management,7,aug,314,negative
admin.,7,aug,414,negative
retired,7,aug,122,negative
management,7,aug,163,negative
housemaid,7,aug,108,negative
technician,7,aug,133,negative
retired,7,aug,101,negative
retired,7,aug,131,negative
technician,7,aug,110,negative
technician,7,aug,141,negative
management,7,aug,74,negative
management,7,aug,165,negative
technician,7,aug,446,negative
management,7,aug,201,negative
management,7,aug,126,negative
retired,7,aug,481,negative
blue-collar,7,aug,166,negative
management,7,aug,269,negative
blue-collar,7,aug,105,negative
management,7,aug,1182,positive
self-employed,7,aug,408,negative
retired,7,aug,198,negative
services,7,aug,180,negative
housemaid,7,aug,184,negative
management,7,aug,291,negative
management,7,aug,131,negative
management,7,aug,117,negative
management,7,aug,162,negative
management,7,aug,235,negative
technician,7,aug,324,negative
management,7,aug,122,negative
technician,7,aug,235,negative
blue-collar,7,aug,248,negative
management,7,aug,12,negative
management,7,aug,642,negative
management,7,aug,84,negative
retired,7,aug,126,negative
technician,7,aug,520,negative
technician,7,aug,181,negative
services,7,aug,1934,negative
management,7,aug,88,negative
blue-collar,7,aug,226,negative
management,7,aug,452,negative
technician,7,aug,524,negative
technician,7,aug,95,negative
management,7,aug,124,negative
services,7,aug,141,negative
technician,7,aug,51,negative
services,7,aug,365,negative
management,7,aug,243,negative
management,7,aug,90,negative
technician,7,aug,72,negative
retired,7,aug,448,negative
management,7,aug,262,negative
management,7,aug,37,negative
admin.,7,aug,217,negative
management,7,aug,336,negative
retired,7,aug,142,negative
services,7,aug,147,negative
technician,7,aug,186,negative
technician,7,aug,124,negative
blue-collar,7,aug,260,negative
technician,7,aug,111,negative
services,7,aug,96,negative
blue-collar,7,aug,293,negative
technician,7,aug,67,negative
technician,7,aug,534,negative
technician,7,aug,256,negative
management,7,aug,229,negative
management,7,aug,123,negative
technician,7,aug,259,negative
technician,7,aug,278,negative
services,7,aug,163,negative
management,7,aug,250,negative
blue-collar,7,aug,430,negative
housemaid,7,aug,265,negative
blue-collar,7,aug,35,negative
technician,7,aug,191,negative
blue-collar,7,aug,152,negative
retired,7,aug,93,negative
management,7,aug,385,negative
management,7,aug,542,negative
management,7,aug,112,negative
technician,7,aug,419,negative
technician,7,aug,82,negative
technician,7,aug,144,negative
management,7,aug,229,negative
services,7,aug,160,negative
admin.,7,aug,218,negative
unemployed,8,aug,201,negative
admin.,8,aug,152,negative
blue-collar,8,aug,36,negative
technician,8,aug,117,negative
technician,8,aug,90,negative
self-employed,8,aug,88,negative
management,8,aug,94,negative
management,8,aug,174,negative
technician,8,aug,231,negative
entrepreneur,8,aug,73,negative
management,8,aug,129,negative
services,8,aug,108,negative
management,8,aug,175,negative
technician,8,aug,108,negative
unknown,8,aug,121,negative
blue-collar,8,aug,85,negative
management,8,aug,82,negative
housemaid,8,aug,138,negative
management,8,aug,110,negative
management,8,aug,188,negative
unemployed,8,aug,126,negative
management,8,aug,75,negative
blue-collar,8,aug,137,negative
technician,8,aug,130,negative
blue-collar,8,aug,117,negative
technician,8,aug,61,negative
retired,8,aug,87,negative
technician,8,aug,114,negative
management,8,aug,52,negative
blue-collar,8,aug,550,negative
blue-collar,8,aug,130,negative
management,8,aug,161,negative
technician,8,aug,50,negative
technician,8,aug,135,negative
services,8,aug,207,negative
services,8,aug,133,negative
management,8,aug,282,negative
management,8,aug,442,negative
blue-collar,8,aug,299,negative
management,8,aug,146,negative
blue-collar,8,aug,82,negative
technician,8,aug,31,negative
technician,8,aug,292,negative
housemaid,8,aug,161,negative
management,8,aug,161,negative
unemployed,8,aug,169,negative
blue-collar,8,aug,94,negative
entrepreneur,8,aug,205,negative
unemployed,8,aug,102,negative
management,8,aug,106,negative
technician,8,aug,92,negative
technician,8,aug,243,negative
blue-collar,8,aug,163,negative
retired,8,aug,129,negative
technician,8,aug,502,negative
technician,8,aug,49,negative
management,8,aug,126,negative
blue-collar,8,aug,31,negative
technician,8,aug,155,negative
technician,8,aug,93,negative
entrepreneur,8,aug,85,negative
management,8,aug,75,negative
technician,8,aug,215,negative
management,8,aug,75,negative
management,8,aug,118,negative
management,8,aug,191,negative
management,8,aug,87,negative
technician,8,aug,261,negative
entrepreneur,8,aug,150,negative
technician,8,aug,258,negative
technician,8,aug,241,negative
management,8,aug,94,negative
admin.,8,aug,109,negative
management,8,aug,97,negative
technician,8,aug,257,negative
services,8,aug,175,negative
technician,8,aug,112,negative
management,8,aug,75,negative
management,8,aug,172,negative
technician,8,aug,41,negative
management,8,aug,53,negative
unknown,8,aug,169,negative
management,8,aug,198,negative
management,8,aug,151,negative
self-employed,8,aug,197,negative
management,8,aug,130,negative
blue-collar,8,aug,84,negative
management,8,aug,401,negative
self-employed,8,aug,118,negative
self-employed,8,aug,109,negative
management,8,aug,89,negative
housemaid,8,aug,172,negative
management,8,aug,265,negative
technician,8,aug,151,negative
management,8,aug,183,negative
management,8,aug,80,negative
technician,8,aug,45,negative
management,8,aug,249,negative
management,8,aug,472,negative
management,8,aug,150,negative
entrepreneur,8,aug,111,negative
technician,8,aug,298,negative
management,8,aug,230,negative
technician,8,aug,31,negative
management,8,aug,353,negative
management,8,aug,201,negative
unemployed,8,aug,104,negative
technician,8,aug,75,negative
blue-collar,8,aug,66,negative
technician,8,aug,385,negative
technician,8,aug,233,negative
management,8,aug,124,negative
blue-collar,8,aug,124,negative
blue-collar,8,aug,121,negative
admin.,8,aug,86,negative
self-employed,8,aug,34,negative
management,8,aug,112,negative
management,8,aug,324,negative
unknown,8,aug,88,negative
technician,8,aug,156,negative
technician,8,aug,387,negative
management,8,aug,124,negative
entrepreneur,8,aug,132,negative
retired,8,aug,163,negative
unemployed,8,aug,140,negative
entrepreneur,8,aug,89,negative
technician,8,aug,235,negative
technician,8,aug,254,negative
technician,8,aug,316,negative
technician,8,aug,420,negative
technician,8,aug,104,negative
technician,8,aug,209,negative
technician,8,aug,151,negative
services,8,aug,109,negative
management,8,aug,89,negative
self-employed,8,aug,138,negative
self-employed,8,aug,112,negative
management,8,aug,94,negative
technician,8,aug,70,negative
technician,8,aug,391,negative
management,8,aug,108,negative
management,8,aug,321,negative
retired,8,aug,224,negative
technician,8,aug,309,negative
services,8,aug,177,negative
technician,8,aug,109,negative
technician,8,aug,348,negative
management,8,aug,433,negative
technician,8,aug,363,negative
management,8,aug,167,negative
management,8,aug,248,negative
technician,8,aug,103,negative
blue-collar,8,aug,417,negative
management,8,aug,111,negative
technician,8,aug,200,negative
admin.,8,aug,189,negative
blue-collar,8,aug,201,negative
management,8,aug,50,negative
management,8,aug,107,negative
blue-collar,8,aug,192,negative
admin.,8,aug,521,negative
blue-collar,8,aug,237,negative
management,8,aug,95,negative
management,8,aug,172,negative
management,8,aug,88,negative
technician,8,aug,63,negative
technician,8,aug,170,negative
management,8,aug,73,negative
blue-collar,8,aug,118,negative
management,8,aug,169,negative
management,8,aug,138,negative
management,8,aug,142,negative
retired,8,aug,385,negative
management,8,aug,215,negative
technician,8,aug,100,negative
technician,8,aug,117,negative
admin.,8,aug,629,negative
management,8,aug,82,negative
admin.,8,aug,133,negative
technician,8,aug,188,negative
management,8,aug,202,negative
entrepreneur,8,aug,275,negative
admin.,8,aug,149,negative
unemployed,8,aug,61,negative
management,8,aug,125,negative
technician,8,aug,81,negative
management,8,aug,236,negative
blue-collar,8,aug,194,negative
technician,8,aug,229,negative
management,8,aug,148,negative
technician,8,aug,140,negative
housemaid,8,aug,129,negative
technician,8,aug,124,negative
management,8,aug,131,negative
self-employed,8,aug,362,negative
technician,8,aug,138,negative
blue-collar,8,aug,71,negative
technician,8,aug,16,negative
technician,8,aug,216,negative
retired,8,aug,108,negative
technician,8,aug,351,negative
admin.,8,aug,176,negative
technician,8,aug,160,negative
management,8,aug,51,negative
management,8,aug,310,negative
management,8,aug,82,negative
technician,8,aug,404,negative
technician,8,aug,131,negative
management,8,aug,212,negative
management,8,aug,248,negative
blue-collar,8,aug,63,negative
management,8,aug,153,negative
technician,8,aug,160,negative
blue-collar,8,aug,255,negative
technician,8,aug,153,negative
services,8,aug,455,negative
technician,8,aug,62,negative
technician,8,aug,46,negative
management,8,aug,147,negative
services,8,aug,121,negative
management,8,aug,97,negative
self-employed,8,aug,335,negative
technician,8,aug,100,negative
management,8,aug,119,negative
technician,8,aug,79,negative
technician,8,aug,388,negative
technician,8,aug,119,negative
management,8,aug,116,negative
management,8,aug,178,negative
blue-collar,8,aug,156,negative
management,8,aug,173,negative
housemaid,8,aug,148,negative
technician,8,aug,79,negative
admin.,8,aug,193,negative
housemaid,8,aug,93,negative
admin.,8,aug,494,negative
management,8,aug,273,negative
management,8,aug,167,negative
entrepreneur,8,aug,88,negative
management,8,aug,88,negative
housemaid,8,aug,191,negative
management,8,aug,63,negative
technician,8,aug,204,negative
technician,8,aug,127,negative
management,8,aug,83,negative
technician,8,aug,136,negative
technician,8,aug,52,negative
management,8,aug,448,negative
blue-collar,8,aug,140,negative
management,8,aug,733,positive
blue-collar,8,aug,88,negative
housemaid,8,aug,182,negative
unemployed,8,aug,93,negative
services,8,aug,80,negative
management,8,aug,72,negative
management,8,aug,244,negative
technician,8,aug,173,negative
technician,8,aug,406,negative
management,8,aug,229,negative
services,8,aug,604,negative
entrepreneur,8,aug,131,negative
retired,8,aug,94,negative
management,8,aug,899,negative
management,8,aug,371,negative
technician,8,aug,889,negative
technician,8,aug,420,negative
technician,8,aug,515,negative
technician,8,aug,79,negative
technician,8,aug,71,negative
housemaid,8,aug,27,negative
self-employed,8,aug,358,negative
management,8,aug,498,negative
management,8,aug,327,negative
management,8,aug,179,negative
management,8,aug,306,negative
management,8,aug,390,negative
management,8,aug,209,negative
management,8,aug,231,negative
management,8,aug,1206,positive
technician,8,aug,219,negative
services,8,aug,424,negative
housemaid,8,aug,188,negative
blue-collar,8,aug,492,negative
technician,8,aug,174,negative
blue-collar,8,aug,453,negative
housemaid,8,aug,59,negative
blue-collar,8,aug,263,negative
admin.,8,aug,57,negative
management,8,aug,329,negative
management,8,aug,166,negative
technician,8,aug,334,negative
retired,8,aug,108,negative
technician,8,aug,765,negative
technician,8,aug,62,negative
management,8,aug,885,negative
management,8,aug,120,negative
blue-collar,8,aug,103,negative
technician,8,aug,391,negative
management,8,aug,89,negative
housemaid,8,aug,203,negative
management,8,aug,170,negative
housemaid,8,aug,62,negative
unknown,8,aug,14,negative
housemaid,8,aug,148,negative
technician,8,aug,116,negative
housemaid,8,aug,17,negative
blue-collar,8,aug,293,negative
management,8,aug,445,negative
blue-collar,8,aug,262,negative
technician,11,aug,176,negative
admin.,11,aug,120,negative
blue-collar,11,aug,46,negative
housemaid,11,aug,68,negative
technician,11,aug,697,negative
blue-collar,11,aug,153,negative
housemaid,11,aug,57,negative
technician,11,aug,326,negative
management,11,aug,70,negative
management,11,aug,67,negative
blue-collar,11,aug,209,negative
management,11,aug,367,negative
blue-collar,11,aug,258,negative
technician,11,aug,99,negative
services,11,aug,92,negative
management,11,aug,177,negative
technician,11,aug,413,negative
technician,11,aug,144,negative
management,11,aug,102,negative
