At3,At6,At7,At8,At9,At10,Class
2.6444,-33.3876,-27.0849,8.2668,6.235,181.17,negative
3.3524,-5.6521,-7.9173,-14.2512,0.239,354.169,negative
2.9664,2.0567,16.8998,-6.5657,34.4518,100.674,negative
2.8814,-13.1367,-31.9521,13.7013,2.232,219.478,negative
2.5999,2.3471,29.6768,-8.1092,0.408,132.696,negative
2.3191,48.3987,-19.1853,-6.1835,4.0681,137.834,negative
2.5658,-23.3614,5.0327,8.735,13.114,200.452,negative
3.0959,50.1592,60.1282,14.9929,4.86,232.168,negative
3.4073,49.9735,73.6752,24.6572,0.517,199.846,negative
2.3118,24.4649,9.426,3.464,9.4872,183.006,negative
2.7517,61.9466,9.9056,-25.2217,8.8581,201.67,negative
3.0394,18.2311,-25.6922,14.3003,0.966,176.844,negative
2.7312,-26.8045,-28.1923,-8.1179,10.434,219.609,negative
3.9116,87.0953,81.5023,11.9109,1.1204,269.286,negative
2.9872,32.2592,14.0362,-10.5115,5.529,220.151,negative
2.5152,5.7371,-13.8608,20.3166,39.323,27.6118,negative
2.4886,9.7498,-16.8504,10.168,4.116,117.805,negative
3.5449,40.2883,66.1839,9.5819,3.0108,207.337,negative
3.2227,63.5389,60.1896,-8.8066,10.617,222.78,negative
3.4029,65.293,55.901,-11.0179,2.5791,305.393,negative
2.8932,17.5871,-18.7156,8.59,7.6688,120.824,negative
2.2999,16.2506,16.7689,14.2638,20.1371,151.706,negative
2.732,-27.7165,-48.5938,-5.6678,17.637,104.8,negative
3.0394,27.6108,39.8684,-7.2507,2.896,206.474,negative
3.2518,56.9547,74.7492,9.2702,2.231,244.211,negative
2.8943,-60.1243,-45.2953,-18.7894,3.783,280.264,negative
3.008,13.3347,27.6815,-7.4423,18.15,175.542,negative
2.3201,27.244,-7.4627,-7.1287,4.383,185.821,negative
2.7589,33.6764,32.5339,-9.9795,5.941,201.227,negative
3.4752,33.7267,60.1494,11.4887,1.714,248.998,negative
2.7423,0.7408,-84.3148,17.8526,47.6489,198.509,negative
2.7899,8.0978,19.0479,7.7408,32.8826,138.13,negative
2.2055,-13.4102,-5.7389,-11.0552,81.7865,226.89,negative
2.2911,11.3106,-13.1724,-7.8231,65.696,71.1747,negative
2.7427,-6.8613,16.2844,15.7586,7.4337,203.547,negative
2.9798,35.4123,25.9341,-7.4568,13.0647,215.955,negative
2.4495,9.6406,15.2999,7.7947,22.3356,224.071,negative
2.6968,1.7584,27.1792,-8.881,36.997,168.176,negative
2.6826,54.1389,-44.0312,-17.1954,39.096,158.835,negative
2.4609,32.4984,19.5023,-17.4829,27.762,108.211,negative
2.4479,40.5432,18.625,8.8148,32.599,66.5004,negative
2.9759,-120.361,69.5958,-6.8439,10.7918,282.555,negative
2.5218,-30.7833,-10.9825,-7.5403,1.9453,225.001,negative
2.6693,-10.9095,-15.3471,7.97,26.265,202.563,negative
3.8316,90.8886,42.9439,12.4878,2.312,210.328,negative
2.4289,-3.6221,12.0049,-7.6815,26.508,150.667,negative
3.5252,-13.4253,-22.8975,8.6086,72.171,38.6618,negative
2.1508,25.0985,8.7313,6.6855,14.3447,133.44,negative
2.6493,34.3536,-12.7055,7.34,12.5618,195.927,negative
2.8672,38.0024,29.0856,14.7699,3.0836,223.244,negative
2.1717,19.4563,15.8595,-5.8671,10.772,97.6663,negative
3.5415,11.242,53.9694,-23.3341,0.296,341.694,negative
2.437,1.0374,-8.023,-9.5588,59.809,159.305,negative
2.8017,37.8216,12.9495,-15.7926,19.8988,203.361,negative
2.2889,-6.598,-19.5163,-6.3451,32.911,213.328,negative
2.7597,-32.1389,29.5352,11.8165,18.51,202.225,negative
3.4861,54.1529,68.0549,-12.3682,0.505,174.157,negative
2.5058,11.0038,10.4084,13.5412,62.628,246.336,negative
2.6968,-10.2031,19.5438,-9.9222,28.615,47.6641,negative
2.1732,-23.5479,-9.0283,-4.8682,0.8832,184.309,negative
2.7122,18.3887,-11.2188,-8.64,24.726,48.9024,negative
2.7697,24.3659,28.7091,-14.7895,60.3897,80.0757,negative
2.3729,-34.4592,-23.94,7.4962,79.849,152.483,negative
2.586,0.7496,-6.3392,8.3141,33.8273,162.521,negative
3.0026,-21.0563,15.4977,-11.3966,3.4411,129.146,negative
2.8648,20.0843,19.2825,14.0703,59.259,70.2412,negative
2.3304,11.2022,11.5547,13.8863,54.418,258.638,negative
3.2446,59.4463,62.9735,-8.0126,8.8829,246.751,negative
2.6721,12.1072,14.5202,7.2294,0.964,193.931,negative
2.233,21.7266,11.3392,2.2184,57.6026,88.8134,negative
2.7616,2.1153,-16.1469,10.6837,21.8522,105.861,negative
2.8854,14.8912,56.7577,-3.6329,11.987,248.871,negative
3.3569,28.6884,29.4005,17.1013,6.668,255.422,negative
2.8439,22.4252,26.7747,19.1181,40.964,177.735,negative
3.5124,-30.207,66.9714,16.0473,1.9149,331.586,negative
2.8831,16.8158,25.9614,-11.2248,15.2584,205.474,negative
2.9289,77.0344,32.3906,9.9774,11.5856,181.76,negative
2.6258,-1.6174,9.6775,-8.7658,65.186,128.342,negative
3.393,40.7421,18.9149,-8.0773,3.237,171.772,negative
3.0883,28.4687,34.8788,16.0512,22.7661,157.969,negative
2.3139,21.3215,11.4491,4.4516,26.162,138.586,negative
2.7226,-81.6875,-169.189,-14.7528,45.867,188.461,negative
3.1666,3.0918,-76.354,-14.3951,28.3058,78.5164,negative
2.5079,-6.8675,-20.4103,10.5278,17.677,154.531,negative
2.4417,27.3272,22.3187,-6.5701,3.363,158.25,negative
3.4222,-7.5609,73.5133,26.4195,5.397,355.599,negative
2.4983,28.561,54.5238,-15.1295,18.4507,278.219,negative
3.3872,54.9154,60.9973,13.4807,4.6353,265.661,negative
3.3264,11.5448,44.2203,10.4863,1.203,178.254,negative
2.3646,-2.0157,10.5137,-11.6214,89.6251,111.015,negative
2.9165,51.5957,26.9417,7.0964,2.183,210.43,negative
3.2393,7.3612,29.931,-21.1383,22.582,166.366,negative
3.9439,-2.118,73.1755,-12.3348,2.8361,232.458,negative
3.3576,-32.8115,-31.6798,-13.6346,1.3687,207.247,negative
2.8879,45.5238,35.6056,-8.1566,2.4723,200.269,negative
2.7604,11.3791,-17.9492,9.485,3.0127,139.403,negative
2.6212,11.4385,13.6926,9.6423,24.9539,162.975,negative
2.9523,46.9015,33.1355,8.0244,6.4139,211.961,negative
3.0953,-40.8964,70.6312,-16.6665,1.494,300.26,negative
2.7003,64.4355,16.2625,11.868,10.5101,172.602,negative
3.0073,6.0886,-15.9408,-14.6213,8.9398,111.115,negative
2.6651,-44.3035,22.3934,8.7711,7.4414,194.934,negative
3.3718,18.4404,54.3394,-24.9427,64.0988,216.986,negative
3.7552,-39.8524,67.2836,-13.3589,5.0683,290.643,negative
2.7997,31.2749,25.3396,9.4496,41.4223,252.418,negative
2.3375,10.1463,13.4505,12.8452,54.494,189.483,negative
3.3834,67.3255,55.9859,-18.7649,7.926,223.007,negative
2.7308,37.6491,12.507,10.4837,9.2874,140.928,negative
2.9581,65.3367,-32.3376,-16.2895,4.232,169.495,negative
2.4005,-9.624,-16.8084,7.4585,20.9345,94.6289,negative
3.8482,-100.139,72.706,25.793,1.0326,299.341,negative
2.5682,25.6202,4.8137,9.9999,11.4878,126.977,negative
2.2279,24.1719,15.1802,-3.4092,27.242,147.698,negative
2.1945,-15.0658,4.3276,-11.6815,28.704,87.6656,negative
2.3086,-13.1228,-6.9755,-11.2024,66.476,208.31,negative
2.4654,2.1277,-19.542,-13.3458,80.2965,71.5326,negative
3.7743,-85.5811,75.0139,-17.543,2.627,314.004,negative
3.125,-96.8061,80.6738,-12.7978,0.019,243.675,negative
2.7016,35.9623,80.3253,-9.666,6.853,218.788,negative
3.0013,3.3468,-24.1105,9.1591,5.6137,241.962,negative
2.1833,14.8849,2.5413,-11.8987,43.485,230.569,negative
2.2041,22.4127,10.4913,4.1503,63.186,167.928,negative
2.4997,18.2943,7.9737,8.2894,46.5411,211.03,negative
2.2844,-16.5144,-5.7444,7.3167,50.6061,175.856,negative
2.2055,2.4296,-12.3251,-1e-04,40.3261,160.59,negative
3.3411,-104.618,-22.1388,-11.9004,1.653,257.152,negative
3.2654,-12.5157,-45.4692,-21.9261,0.965,328.706,negative
3.021,-110.511,36.3348,9.2767,6.909,252.777,negative
2.4969,30.9945,16.5445,-12.3451,0.9875,134.912,negative
2.7235,7.5013,19.633,-8.3525,15.4262,214.837,negative
2.4023,-14.2768,-7.229,-3.9326,48.0394,157.526,negative
2.8724,34.7714,27.479,4.9562,2.089,154.78,negative
2.4749,0.6385,-10.6232,8.6272,28.966,46.7453,negative
2.7738,51.4905,49.1302,-9.5043,11.48,263.398,negative
2.4526,-13.1269,-16.8538,-15.3985,43.616,106.011,negative
2.4691,-2.1073,17.9805,-8.8211,4.7018,146.317,negative
3.363,-66.9972,37.0247,18.1334,0.847,294.505,negative
2.4409,36.1095,-21.6556,8.689,0.6014,95.0528,negative
2.7271,12.6131,18.8399,-9.8063,5.2729,180.283,negative
3.4049,13.6016,41.4762,-17.7319,2.7714,223.683,negative
2.2343,-2.8022,-5.5395,5.3377,82.7575,113.965,negative
2.3936,13.1792,13.5935,-11.6217,8.982,181.026,negative
3.4817,23.3746,31.9105,-13.1056,0.5754,181.872,negative
2.5004,16.6842,13.4913,-6.4762,9.025,134.525,negative
2.1255,-24.8621,-9.3553,6.6275,24.1247,86.2358,negative
2.356,2.1347,-7.3279,-5.7304,8.1236,186.055,negative
2.7536,-0.1667,-9.03,-15.2918,5.178,197.253,negative
3.2632,-47.2009,58.935,-24.6534,3.4161,291.715,negative
2.3181,-13.4901,12.3724,-5.2255,21.4331,196.466,negative
3.0565,5.997,29.2243,-12.3761,0.3246,188.124,negative
2.238,16.5288,-6.3176,-7.2975,25.801,146.997,negative
2.7131,42.1548,14.3274,-10.6237,5.0435,207.784,negative
2.5694,23.3557,26.5261,9.8269,0.588,182.013,negative
2.1658,12.2334,6.4004,-5.9954,6.984,91.4518,negative
3.123,46.012,86.586,15.5537,0.3713,290.988,negative
2.2776,0.8333,-8.823,-4.5256,78.7388,167.476,negative
2.9112,43.2204,29.9303,-12.6807,24.765,55.6633,negative
2.3551,10.6895,9.2295,-7.0849,1.3685,177.406,negative
2.7135,-6.6009,15.2915,-16.9716,2.5305,202.792,negative
3.9923,85.7865,91.1238,-27.4607,3.207,216.081,negative
2.9066,-40.8992,-37.6286,-11.6904,20.0713,214.177,negative
3.145,9.4515,31.2123,-10.3147,1.5993,146.986,negative
2.7796,20.1494,15.5476,-13.6267,5.722,229.417,negative
3.2977,-60.9306,77.5876,-18.3535,4.185,280.578,negative
2.4864,4.8144,-16.1456,8.007,51.7326,154.356,negative
2.8968,70.5559,84.4747,-22.286,0.2526,310.38,negative
3.4833,15.5848,77.4821,8.9195,5.923,197.859,negative
2.4273,13.8348,12.9184,7.3638,15.6293,58.9761,negative
2.2577,2.2301,15.1462,7.809,80.5999,159.324,negative
2.7054,-29.3111,18.9164,14.475,13.1409,193.696,negative
3.5027,34.6093,35.69,-15.2309,5.325,231.693,negative
2.9325,-4.4598,40.5153,18.8747,15.1333,187.894,negative
2.1688,12.6212,6.3717,9.6144,37.04,100.778,negative
2.5688,-10.4622,-11.4686,12.2482,3.859,68.7853,negative
2.5581,-0.411,-9.8726,8.9329,36.709,125.482,negative
2.8603,46.9766,92.0575,-12.6335,5.0549,205.349,negative
4.1169,106.447,85.8523,-16.717,0.111,303.171,negative
3.1045,181.582,40.2931,-33.1235,14.111,237.343,negative
2.7105,49.8325,33.3169,-9.7513,0.8095,153.29,negative
3.6868,35.8218,63.4019,15.756,10.0169,191.943,negative
2.1319,14.6057,-3.9424,-11.6259,21.8775,67.1323,negative
2.7941,5.5036,-15.894,18.9144,0.428,251.047,negative
3.5064,3.472,53.0803,-12.8047,3.431,211.479,negative
2.3829,10.0882,21.7456,-5.5168,11.6582,136.793,negative
3.2913,69.482,53.4678,11.7673,3.3145,219.849,negative
2.3263,-4.6093,7.7221,-7.8583,24.0178,230.687,negative
2.1287,14.855,-8.4364,-6.8675,41.4708,169.016,negative
2.3304,20.8796,19.3354,10.0452,3.9389,188.343,negative
2.0394,15.8987,-9.2812,-9.4742,39.212,223.925,negative
2.5775,-21.0849,16.2688,-9.2234,19.736,138.797,negative
2.6425,1.5649,-10.1016,8.1554,39.2421,219.021,negative
2.8215,-8.2198,-30.4735,5.9383,6.9178,200.104,negative
2.8215,2.3372,25.8782,13.037,41.747,139.644,negative
3.2863,27.9742,50.9012,11.133,4.411,186.203,negative
2.2923,23.3684,9.6363,5.9097,11.6166,210.507,negative
2.3531,-10.6269,-18.4292,15.2663,79.873,75.5272,negative
3.1778,16.4811,27.0467,-17.6762,12.513,210.999,negative
3.0624,-48.2222,-15.4541,-18.0819,1.7685,336.706,negative
2.5599,16.0945,-12.0955,-6.8841,40.633,248.737,negative
2.5353,27.9249,6.8621,-8.8083,2.625,165.575,negative
2.2878,-25.2336,-15.4641,7.1602,79.211,197.495,negative
2.8195,-89.4882,50.7503,9.0471,8.079,250.935,negative
3.1575,32.1222,39.3201,15.7178,1.0271,269.663,negative
2.6048,-77.4172,-17.1986,11.8688,13.222,286.217,negative
3.8162,0.2599,58.8622,-20.6351,1.473,330.595,negative
2.233,-1.6564,7.839,-5.5313,0.535,76.4374,negative
2.0774,-15.2846,5.5769,-11.36,58.1539,104.656,negative
2.0314,15.2348,-6.2252,11.4563,68.3548,226.328,negative
3.6718,-87.928,77.3491,22.8994,1.892,273.85,negative
2.6207,-25.1013,8.5763,-11.3778,9.0521,134.291,negative
2.3997,-30.153,-71.1567,0.6234,2.9754,331.477,negative
2.9945,-4.7324,-23.7049,-13.3776,4.6729,145.475,negative
2.5072,-8.3275,16.1091,-10.0853,21.5205,159.421,negative
2.4907,14.2741,11.7552,9.3091,9.632,89.1076,negative
2.081,27.5103,13.5173,-1e-04,3e-04,177.51,negative
2.6561,-64.5213,32.0105,11.6103,8.9282,277.766,negative
3,-113.72,-62.6959,14.8523,3.2824,285.612,negative
2.1804,14.2956,-6.8769,-9.452,55.8846,164.66,negative
2.941,44.0743,53.679,-9.7994,5.7324,146.189,negative
2.2577,16.847,18.4179,5.1345,19.7637,147.728,negative
2.6026,12.2047,-25.3849,-19.1124,27.897,98.2962,negative
2.5472,-6.0177,-15.7745,5.9165,6.024,175.886,negative
2.8028,-116.268,53.4604,-10.6035,1.171,214.229,negative
2.07,-15.3856,8.95,8.5673,87.9981,213.523,negative
2.8062,40.6828,21.9118,9.6661,0.9488,130.314,negative
3.5327,13.2423,34.6047,-19.6889,49.156,181.634,negative
2.8218,17.6228,38.7838,-4.1778,4.31,251.989,negative
2.2683,19.7026,16.8273,6.5081,11.6322,177.398,negative
4.0372,-49.321,20.3669,26.3444,3.2,281.297,negative
2.4158,16.3218,-11.7624,9.8615,15.0466,67.5852,negative
2.8817,39.2254,40.2793,18.7924,3.888,221.634,negative
2.0774,-15.1234,4.523,11.5628,45.432,124.04,negative
2.8727,-57.8128,50.1302,4.2402,0.4888,283.35,negative
3.5283,-51.201,68.503,7.9699,10.005,276.343,negative
2.7059,-87.0068,56.103,-16.8988,1.0329,179.666,negative
2.3243,0.6847,3.2344,-7.6145,74.7762,95.6557,negative
2.9393,18.6492,-26.6065,23.9323,43.0747,76.7265,negative
2.3829,12.1076,19.6243,12.6309,13.8912,172.662,negative
2.3802,-9.3683,-20.668,10.1441,47.1879,107.699,negative
3.4502,79.4153,60.5879,-19.8287,2.0523,187.299,negative
2.2028,0,0,-5.4495,90,90.1881,negative
2.9261,-14.0527,-45.345,22.4137,0.2638,316.403,negative
3.4301,21.6573,41.6488,-20.8876,1.9066,231.783,negative
2.8296,-52.2965,14.7952,-9.7234,4.4105,186.205,negative
2.6201,-74.8077,32.8913,-14.6654,5.4254,287.834,negative
3.6021,50.7498,83.4887,-14.3874,3.4725,288.938,negative
3.1641,-83.401,53.8102,11.9316,6.6579,248.532,negative
2.616,0.2735,-13.3878,-11.6199,87.3998,263.865,negative
2.8946,10.4087,35.6672,14.7268,5.8146,141.765,negative
2.4955,-36.9952,-23.5485,10.9527,39.1621,50.6581,negative
2.9053,9.5481,18.4893,27.6793,1.0274,175.253,negative
2.0273,0,0,14.1076,43.301,214.197,negative
2.3191,24.8943,13.4769,-5.9003,1.5306,179.952,negative
3.0372,24.7356,31.5998,15.5272,0.759,161.449,negative
2.6684,-20.2155,-54.0283,-4.5258,6.463,219.962,negative
2.5159,-51.8143,26.4262,2.5037,7.0281,204.82,negative
2.7818,-19.2706,-39.9112,15.7295,11.5544,228.715,negative
2.7466,39.0863,29.0293,-14.1321,9.1118,247.191,negative
2.1319,13.7153,-5.0379,-9.5076,9.83,65.771,negative
2.6726,27.6706,28.567,-5.9798,2.2185,186.481,negative
2.451,48.6888,21.2462,-13.2761,27.156,155.731,negative
2.0846,14.8447,-5.9379,-11.3726,66.0433,168.265,negative
2.0917,0.9714,-8.1793,1e-04,8.897,167.993,negative
2.4322,-6.6478,23.3276,12.1353,47.561,352.882,negative
2.7948,-7.2657,-18.9432,-14.1285,3.7435,188.881,negative
2.2788,-25.5851,-17.1035,-10.6575,30.7414,52.9858,negative
2.633,-15.3336,-23.4659,-11.5457,10.117,173.052,negative
2.3953,-12.0554,-13.3284,-3.0853,25.4615,140.585,negative
2.4778,17.4658,19.5301,5.2635,28.2602,91.751,negative
2.2253,-0.4971,4.9412,5.1002,25.6011,172.146,negative
2.9666,20.7795,28.7567,4.268,4.761,151.185,negative
2.6684,-0.6554,-22.7996,12.3201,17.599,133.29,negative
3.9078,-33.8112,44.6946,-17.1077,0.568,346.733,negative
2.1804,1.6244,-6.8221,3.6768,59.64,111.59,negative
2.8639,28.844,71.8958,3.5926,10.2801,234.708,negative
2.3201,8.3626,-17.3795,-10.0925,17.368,173.394,negative
2.5072,-21.0141,-11.8603,11.843,3.9228,98.0092,negative
3.3775,24.1446,29.9876,-22.1211,0.546,385.825,negative
3.0761,-16.5841,-27.8054,22.5569,8.357,199.559,negative
2.5447,-31.8156,9.9184,7.2516,32.125,64.3195,negative
3.8022,57.1511,77.2229,-23.7214,6.4966,240.349,negative
2.4472,0.6204,-2.7185,-5.4146,24.1697,143.285,negative
3.5554,67.3373,48.6388,-13.4348,0.505,204.325,negative
3.3698,16.1731,37.8449,5.569,3.636,226.592,negative
3.5735,85.0411,59.4095,-8.6602,1.548,251.884,negative
3.4447,-0.6769,63.4476,14.4186,5.007,361.508,negative
3.2118,-12.1703,18.1356,7.5088,4.823,155.243,negative
2.679,41.0503,21.2383,-15.1116,11.7327,225.199,negative
2.3589,-15.0906,10.7176,15.7758,35.1981,256.196,negative
3.8825,38.2114,87.438,17.8452,5.917,246.523,negative
2.4141,-0.0942,9.9053,-9.8502,44.832,53.3248,negative
3.049,-94.0293,46.8973,16.5033,0.064,247.025,negative
3.124,32.9656,41.5932,-9.4259,0.2853,220.157,negative
2.8079,22.178,41.3432,10.3998,21.104,252.329,negative
2.4764,-33.2646,23.1308,-8.3025,11.1493,163.001,negative
3.3312,-4.4633,19.5038,7.054,7.4935,204.327,negative
3.9472,84.1102,63.5856,10.2816,4.456,350.53,negative
2.6212,-5.8413,23.7394,-22.0587,31.0894,363.867,negative
2.273,-14.9401,-2.4751,-11.8255,54.213,102.126,negative
2.2175,-0.6496,4.2408,3.6964,81.919,182.046,negative
4.2843,-96.5409,87.5921,32.2708,3.325,298.116,negative
2.7003,-41.0033,-13.8276,-6.8114,1.2986,96.2698,negative
2.4713,-1.0379,-20.1952,-2.6969,11.7369,237.232,negative
2.4949,26.4161,8.6878,5.4546,4.725,222.615,negative
2.8938,-58.3331,-25.0176,-7.2347,2.231,271.861,negative
2.3473,15.1244,18.3478,-4.1184,3.686,196.064,negative
2.6875,-35.8383,15.7637,-12.431,13.0541,146.565,negative
2.5321,-13.268,23.8552,-5.2855,12.8796,194.693,negative
2.6527,-47.1464,50.0666,-14.8153,11.0895,291.289,negative
2.3627,13.6595,13.4942,-8.2177,11.4507,153.191,negative
2.8407,39.7555,21.5547,21.5769,7.5782,142.221,negative
3.1535,-28.9863,59.0568,25.9422,5.9878,300.375,negative
3.2002,11.0309,-12.6215,13.943,37.8821,42.9706,negative
3.2537,32.5164,47.622,17.0239,5.719,240.242,negative
2.1673,-1.1709,6.0553,-5.8436,18.272,190.922,negative
3.8632,40.9586,53.6392,20.7744,3.3842,207.298,negative
2.7679,-2.8275,-21.006,-5.8512,3.596,154.992,negative
3.288,-65.7738,43.6336,21.1378,3.6015,260.839,negative
2.0846,14.084,-6.9409,7.7325,54.137,139.361,negative
3.8555,10.0912,64.7418,19.8539,2.211,368.716,negative
3.1136,-59.8072,18.9253,-6.2432,7.672,268.331,negative
2.7139,-5.1172,7.1687,-5.4743,11.359,74.4211,negative
2.8885,8.3491,-25.2347,-17.3934,9.826,225.185,negative
2.9472,52.9902,18.7545,11.7364,4.9034,161.73,negative
2.1351,15.308,-6.3158,-11.411,11.412,203.499,negative
2.5717,-1.4342,11.5495,6.4825,10.4413,224.014,negative
2.7024,-12.5933,23.4701,-9.6547,20.144,219.631,negative
2.4224,-7.6009,17.7841,8.1034,3.7849,189.153,negative
3.3515,74.7201,63.1762,-57.4405,7.21,225.287,negative
3.0519,-30.5663,35.3383,8.5862,5.7179,254.742,negative
3.1041,5.6966,-10.3258,6.2291,18.606,133.023,negative
3.6042,62.6811,67.2765,12.6811,1.2024,218.214,negative
2.7597,-10.0191,-32.8396,6.0109,6.013,156.315,negative
2.6196,-25.7461,-14.2277,-8.8044,31.366,89.4316,negative
2.5192,38.4102,-7.1735,-11.7199,1.1222,234.542,negative
3.5923,61.2987,60.6541,-6.6126,0.5058,322.709,negative
2.6425,-0.9586,15.7434,11.4215,23.9718,164.343,negative
2.3324,10.2403,15.1124,-4.3881,82.1614,233.695,negative
2.3064,-26.1611,-13.2383,9.5112,23.675,154.8,negative
3.6711,94.0432,56.9297,7.3804,1.627,243.701,negative
3.268,-0.233,27.034,14.3708,13.039,109.174,negative
2.6508,-19.6349,-15.2749,-12.3711,17.1919,91.2358,negative
3.1564,93.5187,112.793,-10.9194,4.728,170.058,negative
2.7645,-25.1496,-27.7421,-9.1347,5.3643,213.628,negative
2.6527,22.8993,22.1003,-5.9987,0.653,153.392,negative
2.4378,13.3328,-18.1348,-5.9543,5.9093,72.0692,negative
2.3883,37.0028,-9.5899,6.3568,20.7634,219.026,negative
2.527,25.0992,19.8378,10.8888,23.5485,129.148,negative
2.6444,14.2294,-7.3477,14.4123,9.5917,122.118,negative
2.9082,-105.826,70.759,-11.0297,5.538,256.647,negative
2.3892,-11.0853,-12.3674,7.0254,78.901,156.78,negative
2.3775,13.2092,8.0423,-11.4709,14.071,92.8876,negative
3.2638,28.2835,31.0518,1.4324,10.241,132.902,negative
2.9151,39.7039,56.5003,-10.8655,16.9157,251.415,negative
2.5894,11.7378,30.6075,-5.2554,50.497,131.336,negative
2.74,32.6245,43.8847,5.155,3.616,163.201,negative
2.4728,14.1051,16.1918,7.7011,19.01,134.044,negative
2.74,57.9057,-12.4211,12.2009,14.432,225.275,negative
2.842,-0.1875,-21.5439,10.6705,23.7956,212.005,negative
2.9985,-3.4282,-28.1771,14.6443,12.219,203.906,negative
2.2999,11.5524,17.6719,-11.0034,73.163,206.962,negative
2.4456,-6.2112,-19.5589,9.0597,22.9622,252.877,negative
2.3414,5.5152,19.6753,-8.7548,2.843,172.756,negative
2.8633,28.837,16.4686,10.9348,10.619,160.251,negative
2.5315,-42.173,-52.6508,15.6937,2.259,318.73,negative
2.8482,14.1264,-11.6288,10.1532,3.732,238.442,negative
2.9506,-18.2896,28.156,-7.8675,10.6379,161.199,negative
2.8466,-26.688,-5.6345,-10.8822,8.758,155.424,negative
3.8598,14.5414,68.0356,-27.0649,1.0024,230.907,negative
2.3493,16.6193,14.1096,-11.5188,2.0464,175.212,negative
2.3454,-25.914,-12.1762,10.8478,10.3786,160.838,negative
2.932,13.5815,48.0032,-15.7948,18.364,120.433,negative
3.7542,-65.175,80.4978,-6.7848,0.358,265.24,negative
2.0952,-2.4223,9.1781,-5.0206,77.4,195.272,negative
2.7348,10.3783,11.4826,-4.7895,59.415,118.507,negative
2.6628,51.8443,25.8761,-11.9997,14.16,277.379,negative
2.3766,55.0485,41.577,-6.8586,7.327,159.928,negative
2.5211,20.8723,11.4758,-7.4301,10.089,106.854,negative
2.4983,57.2049,-28.664,-19.2174,6.638,283.831,negative
3.2469,49.8415,39.707,17.2252,9.1708,102.7,negative
2.6449,-25.9983,-41.0989,-13.8804,14.244,327.874,negative
2.9566,-19.293,-37.1957,16.9165,4.1447,317.994,negative
3.0368,-55.8455,15.5418,-12.1837,1.3614,283.871,negative
2.7239,47.953,31.8946,10.2088,7.5064,137.891,negative
2.2553,16.4745,5.1288,-10.4277,45.725,47.0268,negative
3.1682,24.2225,94.1285,-27.1296,43.174,70.0772,negative
2.7016,-3.5011,18.6738,-8.9501,26.6481,222.431,negative
3.4273,66.8318,47.3417,13.1529,7.966,199.142,negative
2.6112,3.9765,12.318,11.5767,39.6495,161.735,negative
2.8716,-29.1034,-25.066,12.9417,2.992,225.822,negative
3.4842,-67.3406,46.6759,-20.8778,0.2581,293.28,negative
3.4681,100.015,74.4771,-3.4159,2.474,248.102,negative
3.4344,-63.9685,61.1143,31.6355,5.902,298.095,negative
2.4639,0.2281,-2.4211,-1.5993,11.081,136.437,negative
2.2878,-7.15,17.3875,-7.5802,9.768,190.531,negative
2.9523,33.128,68.5888,11.2847,28.0147,234.74,negative
2.4735,-10.5795,-23.11,-8.2288,7.1086,168.517,negative
2.7612,-8.4561,-25.1654,-14.3171,4.714,249.986,negative
2.688,-43.274,-20.6766,15.625,5.614,114.424,negative
2.3883,16.4521,15.9503,8.5912,10.796,194.27,negative
2.2934,-163.419,-183.305,7.5867,73.975,118.247,negative
3.0588,-191.638,77.0631,-8.5572,1.7722,266.675,negative
2.8546,-28.8237,34.1704,-10.7441,13.2921,270.097,negative
3.9111,-82.1235,69.4124,-16.9571,0.675,339.27,negative
2.1931,-4.0314,16.335,10.1397,42.753,103.939,negative
2.9673,-152.302,68.1042,-12.9982,8.2868,234.713,negative
2.243,-1.354,5.3857,6.3518,36.3007,126.345,negative
3.0364,43.364,37.1994,6.3852,10.865,178.532,negative
2.8075,18.1533,-15.122,17.7868,16.393,209.02,negative
2.2856,28.3743,-8.3202,-9.7853,12.164,158.306,negative
2.1383,13.7969,-3.1518,10.621,67.9698,122.004,negative
2.7177,-67.2858,-65.8081,-15.5054,8.648,332.175,negative
2.7832,32.6432,14.7251,-10.5128,2.397,199.141,negative
2.9602,-3.9098,-3.7431,-13.786,9.189,204.08,negative
2.2055,23.1308,11.4787,5.7259,88.4189,170.495,negative
2.5139,36.0418,-10.8532,11.329,80.2386,161.632,negative
3.8326,122.516,90.1485,9.1215,3.2776,211.737,negative
2.9196,24.6588,43.7929,16.0386,5.401,184.114,negative
2.3997,10.6611,9.2992,4.6015,17.516,147.412,negative
2.2418,-2.4071,11.428,1e-04,0,297.593,negative
2.2999,3.2731,-13.7213,5.4581,38.1238,228.808,negative
2.1383,-1.573,6.4219,-3.1559,56.5174,96.4994,negative
2.6004,8.9987,-6.3068,-10.4155,22.438,86.1205,negative
2.5289,15.5281,18.3161,10.7833,26.988,155.216,negative
2.2625,22.2059,19.508,-11.0449,26.9489,225.367,negative
2.2889,1.4964,-9.9919,-9.3993,26.193,136.41,negative
2.3355,22.5582,18.0866,-4.3745,13.759,171.148,negative
2.1477,-12.6812,-6.5291,-10.0086,20.531,118.241,negative
3.3893,20.9706,27.63,-12.4612,3.777,216.952,negative
2.6853,4.7575,25.673,3.2467,6.083,172.048,negative
2.9863,-4.4115,-120.517,17.7291,7.803,207.116,negative
