At3,At9,At10,Class
2.2095,20.5917,149.561,negative
2.444,55.1338,229.633,negative
2.3838,54.648,129.674,negative
3.8574,1.421,365.382,negative
3.1638,0.9268,319.048,negative
2.4014,42.499,189.033,negative
2.4526,27.1412,182.47,negative
3.8953,0.6137,362.341,negative
3.3717,4.575,213.57,negative
2.8672,18.49,221.505,negative
2.9063,3.9773,147.172,negative
2.3454,4.1125,237.022,negative
2.9378,3.7819,176.297,negative
3.0137,4.067,199.864,negative
2.2613,10.85,158.968,negative
2.4191,46.942,186.32,negative
3.2782,2.2974,344.005,negative
3.0822,19.6508,170.221,negative
2.9135,4.486,302.995,negative
2.2148,4.141,60.6831,negative
3.2253,4.305,278.132,negative
2.5521,7.913,122.836,negative
2.3636,7.346,207.761,negative
2.9269,11.7059,196.991,negative
3.2368,5.3168,246.114,negative
2.4433,23.468,72.9904,negative
2.972,1.9962,239.387,negative
2.5977,11.546,215.244,negative
2.2923,28.986,123.604,negative
2.2765,46.1416,138.787,negative
3.1239,7.468,268.526,negative
2.5428,16.026,221.048,negative
2.6928,7.116,241.747,negative
3.5937,57.0274,61.7338,negative
2.7619,20.8552,182.597,negative
2.1351,39.912,121.681,negative
4.1786,2.7219,238.499,negative
2.5321,38.883,143.995,negative
3.0594,7.6551,215.967,negative
3.2146,13.183,270.749,negative
2.1446,52.052,227.107,negative
2.1553,0.3185,181.688,negative
2.4771,11.423,86.461,negative
2.6444,6.235,181.17,negative
3.3524,0.239,354.169,negative
2.9664,34.4518,100.674,negative
2.8814,2.232,219.478,negative
2.5999,0.408,132.696,negative
2.3191,4.0681,137.834,negative
2.5658,13.114,200.452,negative
3.0959,4.86,232.168,negative
3.4073,0.517,199.846,negative
2.3118,9.4872,183.006,negative
2.7517,8.8581,201.67,negative
3.0394,0.966,176.844,negative
2.7312,10.434,219.609,negative
3.9116,1.1204,269.286,negative
2.9872,5.529,220.151,negative
2.5152,39.323,27.6118,negative
2.4886,4.116,117.805,negative
3.5449,3.0108,207.337,negative
3.2227,10.617,222.78,negative
3.4029,2.5791,305.393,negative
2.8932,7.6688,120.824,negative
2.2999,20.1371,151.706,negative
2.732,17.637,104.8,negative
3.0394,2.896,206.474,negative
3.2518,2.231,244.211,negative
2.8943,3.783,280.264,negative
3.008,18.15,175.542,negative
2.3201,4.383,185.821,negative
2.7589,5.941,201.227,negative
3.4752,1.714,248.998,negative
2.7423,47.6489,198.509,negative
2.7899,32.8826,138.13,negative
2.2055,81.7865,226.89,negative
2.2911,65.696,71.1747,negative
2.7427,7.4337,203.547,negative
2.9798,13.0647,215.955,negative
2.4495,22.3356,224.071,negative
2.6968,36.997,168.176,negative
2.6826,39.096,158.835,negative
2.4609,27.762,108.211,negative
2.4479,32.599,66.5004,negative
2.9759,10.7918,282.555,negative
2.5218,1.9453,225.001,negative
2.6693,26.265,202.563,negative
3.8316,2.312,210.328,negative
2.4289,26.508,150.667,negative
3.5252,72.171,38.6618,negative
2.1508,14.3447,133.44,negative
2.6493,12.5618,195.927,negative
2.8672,3.0836,223.244,negative
2.1717,10.772,97.6663,negative
3.5415,0.296,341.694,negative
2.437,59.809,159.305,negative
2.8017,19.8988,203.361,negative
2.2889,32.911,213.328,negative
2.7597,18.51,202.225,negative
3.4861,0.505,174.157,negative
2.5058,62.628,246.336,negative
2.6968,28.615,47.6641,negative
2.1732,0.8832,184.309,negative
2.7122,24.726,48.9024,negative
2.7697,60.3897,80.0757,negative
2.3729,79.849,152.483,negative
2.586,33.8273,162.521,negative
3.0026,3.4411,129.146,negative
2.8648,59.259,70.2412,negative
2.3304,54.418,258.638,negative
3.2446,8.8829,246.751,negative
2.6721,0.964,193.931,negative
2.233,57.6026,88.8134,negative
2.7616,21.8522,105.861,negative
2.8854,11.987,248.871,negative
3.3569,6.668,255.422,negative
2.8439,40.964,177.735,negative
3.5124,1.9149,331.586,negative
2.8831,15.2584,205.474,negative
2.9289,11.5856,181.76,negative
2.6258,65.186,128.342,negative
3.393,3.237,171.772,negative
3.0883,22.7661,157.969,negative
2.3139,26.162,138.586,negative
2.7226,45.867,188.461,negative
3.1666,28.3058,78.5164,negative
2.5079,17.677,154.531,negative
2.4417,3.363,158.25,negative
3.4222,5.397,355.599,negative
2.4983,18.4507,278.219,negative
3.3872,4.6353,265.661,negative
3.3264,1.203,178.254,negative
2.3646,89.6251,111.015,negative
2.9165,2.183,210.43,negative
3.2393,22.582,166.366,negative
3.9439,2.8361,232.458,negative
3.3576,1.3687,207.247,negative
2.8879,2.4723,200.269,negative
2.7604,3.0127,139.403,negative
2.6212,24.9539,162.975,negative
2.9523,6.4139,211.961,negative
3.0953,1.494,300.26,negative
2.7003,10.5101,172.602,negative
3.0073,8.9398,111.115,negative
2.6651,7.4414,194.934,negative
3.3718,64.0988,216.986,negative
3.7552,5.0683,290.643,negative
2.7997,41.4223,252.418,negative
2.3375,54.494,189.483,negative
3.3834,7.926,223.007,negative
2.7308,9.2874,140.928,negative
2.9581,4.232,169.495,negative
2.4005,20.9345,94.6289,negative
3.8482,1.0326,299.341,negative
2.5682,11.4878,126.977,negative
2.2279,27.242,147.698,negative
2.1945,28.704,87.6656,negative
2.3086,66.476,208.31,negative
2.4654,80.2965,71.5326,negative
3.7743,2.627,314.004,negative
3.125,0.019,243.675,negative
2.7016,6.853,218.788,negative
3.0013,5.6137,241.962,negative
2.1833,43.485,230.569,negative
2.2041,63.186,167.928,negative
2.4997,46.5411,211.03,negative
2.2844,50.6061,175.856,negative
2.2055,40.3261,160.59,negative
3.3411,1.653,257.152,negative
3.2654,0.965,328.706,negative
3.021,6.909,252.777,negative
2.4969,0.9875,134.912,negative
2.7235,15.4262,214.837,negative
2.4023,48.0394,157.526,negative
2.8724,2.089,154.78,negative
2.4749,28.966,46.7453,negative
2.7738,11.48,263.398,negative
2.4526,43.616,106.011,negative
2.4691,4.7018,146.317,negative
3.363,0.847,294.505,negative
2.4409,0.6014,95.0528,negative
2.7271,5.2729,180.283,negative
3.4049,2.7714,223.683,negative
2.2343,82.7575,113.965,negative
2.3936,8.982,181.026,negative
3.4817,0.5754,181.872,negative
2.5004,9.025,134.525,negative
2.1255,24.1247,86.2358,negative
2.356,8.1236,186.055,negative
2.7536,5.178,197.253,negative
3.2632,3.4161,291.715,negative
2.3181,21.4331,196.466,negative
3.0565,0.3246,188.124,negative
2.238,25.801,146.997,negative
2.7131,5.0435,207.784,negative
2.5694,0.588,182.013,negative
2.1658,6.984,91.4518,negative
3.123,0.3713,290.988,negative
2.2776,78.7388,167.476,negative
2.9112,24.765,55.6633,negative
2.3551,1.3685,177.406,negative
2.7135,2.5305,202.792,negative
3.9923,3.207,216.081,negative
2.9066,20.0713,214.177,negative
3.145,1.5993,146.986,negative
2.7796,5.722,229.417,negative
3.2977,4.185,280.578,negative
2.4864,51.7326,154.356,negative
2.8968,0.2526,310.38,negative
3.4833,5.923,197.859,negative
2.4273,15.6293,58.9761,negative
2.2577,80.5999,159.324,negative
2.7054,13.1409,193.696,negative
3.5027,5.325,231.693,negative
2.9325,15.1333,187.894,negative
2.1688,37.04,100.778,negative
2.5688,3.859,68.7853,negative
2.5581,36.709,125.482,negative
2.8603,5.0549,205.349,negative
4.1169,0.111,303.171,negative
3.1045,14.111,237.343,negative
2.7105,0.8095,153.29,negative
3.6868,10.0169,191.943,negative
2.1319,21.8775,67.1323,negative
2.7941,0.428,251.047,negative
3.5064,3.431,211.479,negative
2.3829,11.6582,136.793,negative
3.2913,3.3145,219.849,negative
2.3263,24.0178,230.687,negative
2.1287,41.4708,169.016,negative
2.3304,3.9389,188.343,negative
2.0394,39.212,223.925,negative
2.5775,19.736,138.797,negative
2.6425,39.2421,219.021,negative
2.8215,6.9178,200.104,negative
2.8215,41.747,139.644,negative
3.2863,4.411,186.203,negative
2.2923,11.6166,210.507,negative
2.3531,79.873,75.5272,negative
3.1778,12.513,210.999,negative
3.0624,1.7685,336.706,negative
2.5599,40.633,248.737,negative
2.5353,2.625,165.575,negative
2.2878,79.211,197.495,negative
2.8195,8.079,250.935,negative
3.1575,1.0271,269.663,negative
2.6048,13.222,286.217,negative
3.8162,1.473,330.595,negative
2.233,0.535,76.4374,negative
2.0774,58.1539,104.656,negative
2.0314,68.3548,226.328,negative
3.6718,1.892,273.85,negative
2.6207,9.0521,134.291,negative
2.3997,2.9754,331.477,negative
2.9945,4.6729,145.475,negative
2.5072,21.5205,159.421,negative
2.4907,9.632,89.1076,negative
2.081,3e-04,177.51,negative
2.6561,8.9282,277.766,negative
3,3.2824,285.612,negative
2.1804,55.8846,164.66,negative
2.941,5.7324,146.189,negative
2.2577,19.7637,147.728,negative
2.6026,27.897,98.2962,negative
2.5472,6.024,175.886,negative
2.8028,1.171,214.229,negative
2.07,87.9981,213.523,negative
2.8062,0.9488,130.314,negative
3.5327,49.156,181.634,negative
2.8218,4.31,251.989,negative
2.2683,11.6322,177.398,negative
4.0372,3.2,281.297,negative
2.4158,15.0466,67.5852,negative
2.8817,3.888,221.634,negative
2.0774,45.432,124.04,negative
2.8727,0.4888,283.35,negative
3.5283,10.005,276.343,negative
2.7059,1.0329,179.666,negative
2.3243,74.7762,95.6557,negative
2.9393,43.0747,76.7265,negative
2.3829,13.8912,172.662,negative
2.3802,47.1879,107.699,negative
3.4502,2.0523,187.299,negative
2.2028,90,90.1881,negative
2.9261,0.2638,316.403,negative
3.4301,1.9066,231.783,negative
2.8296,4.4105,186.205,negative
2.6201,5.4254,287.834,negative
3.6021,3.4725,288.938,negative
3.1641,6.6579,248.532,negative
2.616,87.3998,263.865,negative
2.8946,5.8146,141.765,negative
2.4955,39.1621,50.6581,negative
2.9053,1.0274,175.253,negative
2.0273,43.301,214.197,negative
2.3191,1.5306,179.952,negative
3.0372,0.759,161.449,negative
2.6684,6.463,219.962,negative
2.5159,7.0281,204.82,negative
2.7818,11.5544,228.715,negative
2.7466,9.1118,247.191,negative
2.1319,9.83,65.771,negative
2.6726,2.2185,186.481,negative
2.451,27.156,155.731,negative
2.0846,66.0433,168.265,negative
2.0917,8.897,167.993,negative
2.4322,47.561,352.882,negative
2.7948,3.7435,188.881,negative
2.2788,30.7414,52.9858,negative
2.633,10.117,173.052,negative
2.3953,25.4615,140.585,negative
2.4778,28.2602,91.751,negative
2.2253,25.6011,172.146,negative
2.9666,4.761,151.185,negative
2.6684,17.599,133.29,negative
3.9078,0.568,346.733,negative
2.1804,59.64,111.59,negative
2.8639,10.2801,234.708,negative
2.3201,17.368,173.394,negative
2.5072,3.9228,98.0092,negative
3.3775,0.546,385.825,negative
3.0761,8.357,199.559,negative
2.5447,32.125,64.3195,negative
3.8022,6.4966,240.349,negative
2.4472,24.1697,143.285,negative
3.5554,0.505,204.325,negative
3.3698,3.636,226.592,negative
3.5735,1.548,251.884,negative
3.4447,5.007,361.508,negative
3.2118,4.823,155.243,negative
2.679,11.7327,225.199,negative
2.3589,35.1981,256.196,negative
3.8825,5.917,246.523,negative
2.4141,44.832,53.3248,negative
3.049,0.064,247.025,negative
3.124,0.2853,220.157,negative
2.8079,21.104,252.329,negative
2.4764,11.1493,163.001,negative
3.3312,7.4935,204.327,negative
3.9472,4.456,350.53,negative
2.6212,31.0894,363.867,negative
2.273,54.213,102.126,negative
2.2175,81.919,182.046,negative
4.2843,3.325,298.116,negative
2.7003,1.2986,96.2698,negative
2.4713,11.7369,237.232,negative
2.4949,4.725,222.615,negative
2.8938,2.231,271.861,negative
2.3473,3.686,196.064,negative
2.6875,13.0541,146.565,negative
2.5321,12.8796,194.693,negative
2.6527,11.0895,291.289,negative
2.3627,11.4507,153.191,negative
2.8407,7.5782,142.221,negative
3.1535,5.9878,300.375,negative
3.2002,37.8821,42.9706,negative
3.2537,5.719,240.242,negative
2.1673,18.272,190.922,negative
3.8632,3.3842,207.298,negative
2.7679,3.596,154.992,negative
3.288,3.6015,260.839,negative
2.0846,54.137,139.361,negative
3.8555,2.211,368.716,negative
3.1136,7.672,268.331,negative
2.7139,11.359,74.4211,negative
2.8885,9.826,225.185,negative
2.9472,4.9034,161.73,negative
2.1351,11.412,203.499,negative
2.5717,10.4413,224.014,negative
2.7024,20.144,219.631,negative
2.4224,3.7849,189.153,negative
3.3515,7.21,225.287,negative
3.0519,5.7179,254.742,negative
3.1041,18.606,133.023,negative
3.6042,1.2024,218.214,negative
2.7597,6.013,156.315,negative
2.6196,31.366,89.4316,negative
2.5192,1.1222,234.542,negative
3.5923,0.5058,322.709,negative
2.6425,23.9718,164.343,negative
2.3324,82.1614,233.695,negative
2.3064,23.675,154.8,negative
3.6711,1.627,243.701,negative
3.268,13.039,109.174,negative
2.6508,17.1919,91.2358,negative
3.1564,4.728,170.058,negative
2.7645,5.3643,213.628,negative
2.6527,0.653,153.392,negative
2.4378,5.9093,72.0692,negative
2.3883,20.7634,219.026,negative
2.527,23.5485,129.148,negative
2.6444,9.5917,122.118,negative
2.9082,5.538,256.647,negative
2.3892,78.901,156.78,negative
2.3775,14.071,92.8876,negative
3.2638,10.241,132.902,negative
2.9151,16.9157,251.415,negative
2.5894,50.497,131.336,negative
2.74,3.616,163.201,negative
2.4728,19.01,134.044,negative
2.74,14.432,225.275,negative
2.842,23.7956,212.005,negative
2.9985,12.219,203.906,negative
2.2999,73.163,206.962,negative
2.4456,22.9622,252.877,negative
2.3414,2.843,172.756,negative
2.8633,10.619,160.251,negative
2.5315,2.259,318.73,negative
2.8482,3.732,238.442,negative
2.9506,10.6379,161.199,negative
2.8466,8.758,155.424,negative
3.8598,1.0024,230.907,negative
2.3493,2.0464,175.212,negative
2.3454,10.3786,160.838,negative
2.932,18.364,120.433,negative
3.7542,0.358,265.24,negative
2.0952,77.4,195.272,negative
2.7348,59.415,118.507,negative
2.6628,14.16,277.379,negative
2.3766,7.327,159.928,negative
2.5211,10.089,106.854,negative
2.4983,6.638,283.831,negative
3.2469,9.1708,102.7,negative
2.6449,14.244,327.874,negative
2.9566,4.1447,317.994,negative
3.0368,1.3614,283.871,negative
2.7239,7.5064,137.891,negative
2.2553,45.725,47.0268,negative
3.1682,43.174,70.0772,negative
2.7016,26.6481,222.431,negative
3.4273,7.966,199.142,negative
2.6112,39.6495,161.735,negative
2.8716,2.992,225.822,negative
3.4842,0.2581,293.28,negative
3.4681,2.474,248.102,negative
3.4344,5.902,298.095,negative
2.4639,11.081,136.437,negative
2.2878,9.768,190.531,negative
2.9523,28.0147,234.74,negative
2.4735,7.1086,168.517,negative
2.7612,4.714,249.986,negative
2.688,5.614,114.424,negative
2.3883,10.796,194.27,negative
2.2934,73.975,118.247,negative
3.0588,1.7722,266.675,negative
2.8546,13.2921,270.097,negative
3.9111,0.675,339.27,negative
2.1931,42.753,103.939,negative
2.9673,8.2868,234.713,negative
2.243,36.3007,126.345,negative
3.0364,10.865,178.532,negative
2.8075,16.393,209.02,negative
2.2856,12.164,158.306,negative
2.1383,67.9698,122.004,negative
2.7177,8.648,332.175,negative
2.7832,2.397,199.141,negative
2.9602,9.189,204.08,negative
2.2055,88.4189,170.495,negative
2.5139,80.2386,161.632,negative
3.8326,3.2776,211.737,negative
2.9196,5.401,184.114,negative
2.3997,17.516,147.412,negative
2.2418,0,297.593,negative
2.2999,38.1238,228.808,negative
2.1383,56.5174,96.4994,negative
2.6004,22.438,86.1205,negative
2.5289,26.988,155.216,negative
2.2625,26.9489,225.367,negative
2.2889,26.193,136.41,negative
2.3355,13.759,171.148,negative
2.1477,20.531,118.241,negative
3.3893,3.777,216.952,negative
2.6853,6.083,172.048,negative
2.9863,7.803,207.116,negative
2.7392,8.2167,171.72,negative
2.6924,7.444,184.867,negative
2.7455,4.151,257.017,negative
3.049,2.011,177.4,negative
3.3507,4.074,295.106,negative
2.4057,32.932,209.954,negative
2.5453,2.288,107.604,negative
3.1002,0.83,210.918,negative
2.7547,52.3737,37.9962,negative
3.2163,0.32,193.564,negative
3.6075,4.712,327.496,negative
2.8848,1.0421,237.065,negative
2.7316,4.787,155.237,negative
2.8079,3.6905,133.652,negative
3.5086,1.1725,277.488,negative
3.187,0.636,156.184,negative
2.6439,16.6,195.314,negative
2.8142,9.6812,134.475,negative
2.2405,53.7221,130.935,negative
2.4479,18.587,114.086,negative
2.8848,45.538,67.5754,negative
3.0304,0.1562,197.162,negative
3.5898,4.0456,237.392,negative
3.6148,0.4193,294.581,negative
2.273,70.729,240.525,negative
3.9914,0.0791,350.842,negative
3.4768,9.308,161.4,negative
2.842,18.895,257.776,negative
2.6735,15.737,160.385,negative
3.2838,1.5398,192.401,negative
2.7774,1.5901,250.027,negative
2.6075,5.0486,71.4573,negative
2.6604,12.2232,135.64,negative
3.5868,0.864,312.348,negative
2.0149,47.2668,152.297,negative
2.8588,17.3992,175.091,negative
2.8882,1.74,260.77,negative
2.3304,51.965,191.678,negative
2.6096,11.6063,166.829,negative
2.0952,32.761,97.0673,negative
2.9903,30.645,179.502,negative
2.7675,10.977,138.278,negative
3.0416,1.202,330.15,negative
4.2222,4.961,139.803,negative
2.1775,21.9904,240.351,negative
2.4857,58.144,46.48,negative
2.8058,4.3,145.666,negative
3.135,1.2333,176.45,negative
2.9738,1.5131,345.521,negative
3.9546,3.0657,310.751,negative
3.4706,2.83,282.482,negative
2.1945,24.9416,201.145,negative
2.2109,74.796,156.879,negative
3.3536,0.8728,244.338,negative
2.5051,17.6252,171.09,negative
2.4969,20.4225,131.925,negative
2.415,13.1194,132.062,negative
2.721,24.413,146.984,negative
2.7731,4.797,198.176,negative
2.705,8.065,158.02,negative
3.4442,6.3446,184.737,negative
2.7623,69.125,105.144,negative
2.6488,18.3524,105.913,negative
2.2467,0.5897,93.9143,negative
3.9299,24.826,78.1423,negative
2.5832,28.8406,160.69,negative
2.4354,11.9691,171.53,negative
2.1658,79.7945,47.491,negative
2.6781,1.1657,110.677,negative
2.6937,2.407,171.907,negative
2.6721,24.5664,190.287,negative
3.1269,3.5,241.857,negative
2.4778,6.383,153.617,negative
2.4836,20.13,180.921,negative
2.9877,68.6708,181.569,negative
2.2405,82.7705,218.241,negative
3.0775,12.206,104.883,negative
2.9489,3.9656,233.15,negative
2.9542,0.3194,384.822,negative
2.4338,86.2162,149.012,negative
2.8182,7.4814,204.29,negative
2.5629,8.78,244.227,negative
2.2343,8.3002,135.243,negative
2.3064,77.1591,125.53,negative
2.5587,64.525,379.307,negative
2.2227,11.804,214.697,negative
2.5328,12.434,103.323,negative
2.4914,10.303,129.754,negative
2.451,6.2216,163.285,negative
2.7332,0.275,136.596,negative
2.5378,26.7113,151.616,negative
3.0613,3.825,242.765,negative
2.9963,4.985,310.321,negative
3.8,5.515,236.664,negative
2.4742,32.049,155.821,negative
2.4133,39.472,43.9697,negative
2.8785,2.035,268.295,negative
2.7987,16.2665,44.7636,negative
2.6721,4.2591,172.568,negative
2.7931,3.712,234.037,negative
3.0899,11.24,235.292,negative
2.5257,10.995,157.783,negative
2.8357,26.4593,197.341,negative
2.5119,5.435,204.554,negative
3.1209,3.009,162.406,negative
2.9042,5.813,288.478,negative
2.837,1.7725,130.101,negative
2.5809,23.5268,189.489,negative
2.3531,36.8299,88.4856,negative
3.4939,7.181,326.479,negative
3.2019,3.022,245.844,negative
2.3483,17.6342,108.786,negative
2.055,34.5528,95.1519,negative
2.8341,57.3468,19.888,negative
2.945,19.601,159.668,negative
2.3222,31.7177,215.809,negative
3.3461,8.936,262.779,negative
2.5798,16.3955,262.316,negative
3.3503,1.2458,312.22,negative
2.1287,46.8416,249.867,negative
4.2366,3.602,256.051,negative
3.4351,57.981,144.261,negative
2.3201,63.8003,117.127,negative
3.207,3.4938,274.627,negative
2.776,39.1194,216.39,negative
2.8537,5.733,166.524,negative
2.2317,72.4972,202.044,negative
2.935,0.8358,333.468,negative
2.3838,31.192,233.835,negative
2.7088,2.087,178.577,negative
2.081,42.4922,176.011,negative
2.5883,10.503,160.204,negative
3.0011,15.4842,200.751,negative
3.5804,0.3452,266.336,negative
3.684,0.8433,252.295,negative
2.8126,1.325,219.449,negative
2.2041,26.6697,205.578,negative
2.7324,11.3638,127.633,negative
2.5085,18.453,297.048,negative
2.7222,85.3816,27.794,negative
2.8954,2.915,262.948,negative
2.8199,11.7065,203.392,negative
3.0199,21.1203,175.379,negative
2.8856,0.804,333.774,negative
2.8031,1.824,276.127,negative
2.1414,63.095,229.66,negative
2.2148,16.843,113.019,negative
2.7063,9.088,175.637,negative
2.3107,78.5401,198.152,negative
2.4836,30.6401,229.404,negative
3.5707,2.459,278.635,negative
2.6871,6.2738,199.007,negative
2.8309,2.2065,154.529,negative
2.8414,2.9067,230.049,negative
2.3054,29.8227,127.261,negative
2.7892,7.963,245.074,negative
2.4807,71.3012,173.751,negative
2.0986,22.516,109.609,negative
2.0846,32.807,188.437,negative
2.9643,15.7293,220.279,negative
2.8689,34.7446,53.8351,negative
3.0925,5.4962,126.578,negative
3.458,7.3272,178.689,negative
3.431,1.763,211.57,negative
2.5746,2.0775,184.231,negative
2.415,13.717,171.925,negative
2.6821,5.433,225.412,negative
3.6228,1.8578,342.374,negative
2.3936,25.011,109.179,negative
2.3454,42.229,183.577,negative
2.3598,35.7407,75.258,negative
2.8904,1.26,191.442,negative
2.5658,21.0507,128.44,negative
2.7675,45.4214,108.654,negative
3.3528,3.613,236.169,negative
2.9668,6.436,292.449,negative
2.6289,28.429,128.77,negative
2.5211,9.6728,109.778,negative
2.2648,21.9555,184.648,negative
2.6314,50.306,66.8509,negative
2.0065,12.8604,212.873,negative
2.3404,49.587,84.983,negative
2.7645,12.463,182.065,negative
2.5403,3.4312,328.92,negative
3.5179,4.5762,255.281,negative
2.8929,65.2841,207.078,negative
3.9381,4.909,347.456,negative
3.5169,8.6194,279.48,negative
2.3847,57.946,189.524,negative
2.4191,23.341,115.735,negative
3.2015,1.1676,332.74,negative
2.5465,21.5382,346.315,negative
2.3802,20.3047,236.293,negative
3.4784,2.9595,347.263,negative
2.8254,25.428,56.8985,negative
2.1644,6.09,124.185,negative
3.587,0.485,278.331,negative
2.2923,1.618,155.279,negative
2.6707,10.738,201.391,negative
2.5982,0.6684,180.018,negative
3.4246,0.6445,290.046,negative
2.9122,11.9465,144.661,negative
2.3711,6.0144,181.782,negative
2.6258,33.07,93.1878,negative
2.2601,43.0228,174.456,negative
2.7892,0.256,182.875,negative
3.0461,2.635,89.7379,negative
3.3754,3.586,294.102,negative
2.5422,6.432,108.469,negative
2.3118,40.554,165.96,negative
2.6537,25.8715,121.957,negative
2.5465,0.9038,137.219,negative
3.1941,8.7773,299.725,negative
3.7829,2.0661,320.998,negative
2.5735,6.7,158.33,negative
2.5211,13.611,138.208,negative
2.2878,21.755,100.137,negative
2.5769,65.634,186.795,negative
4.0803,2.2634,272.689,negative
2.4116,30.336,174.644,negative
3.125,3.821,330.608,negative
3.0149,0.8548,241.859,negative
2.8701,14.3121,212.227,negative
3.6438,4.149,371.266,negative
3.3398,17.081,230.109,negative
3.1874,1.121,346.192,negative
2.8624,9.745,308.461,negative
2.3962,10.2591,179.981,negative
3.3005,0.154,181.784,negative
3.0938,10.208,226.462,negative
2.485,0.9739,183.961,negative
2.2636,0.9086,128.168,negative
2.7597,4.4378,203.666,negative
3.9373,8.5405,384.652,negative
3.4124,5.0824,196.675,negative
2.3655,83.9952,110.701,negative
2.2601,76.9508,186.649,negative
2.4306,1.8311,169.956,negative
3.2515,0.123,216.447,negative
2.4713,61.1859,49.7767,negative
2.5988,50.74,169.054,negative
2.3086,0.427,255.986,negative
2.3375,2.8134,172.702,negative
2.6618,41.374,186.403,negative
3.3645,0.723,246.422,negative
2.3294,26.8895,108.967,negative
4.014,0.637,284.779,negative
2.4526,31.6991,123.588,negative
2.6335,31.7237,203.782,negative
2.6875,8.265,120.801,negative
3.063,4.457,305.847,negative
2.6498,8.869,148.422,negative
2.5231,3.008,120.348,negative
2.5746,2.6055,237.414,negative
3.5138,1.492,323.498,negative
2.3909,33.861,278.076,negative
2.4108,40.1475,155.501,negative
2.8531,11.0651,138.074,negative
3.1106,15.4057,267.898,negative
3.5818,0.715,291.42,negative
2.3664,13.935,169.1,negative
3.2418,4.374,318.614,negative
2.2317,75.493,219.705,negative
2.1446,47.963,155.2,negative
3.7505,3.1425,273.557,negative
2.2148,37.7654,157.234,negative
3.218,0.3953,341.265,negative
3.4956,3.491,179.773,negative
2.7878,6.9787,171.216,negative
2.7903,8.3289,133.084,negative
2.3936,6.442,206.396,negative
2.5403,30.222,51.245,negative
2.1538,35.988,224.75,negative
2.5871,34.1301,105.962,negative
2.7388,8.9995,243.389,negative
3.2379,17.919,186.207,negative
3.0504,3.501,240.879,negative
2.8879,34.3844,133.006,negative
3.1329,6.9048,333.84,negative
3.0648,18.2893,200.365,negative
2.5112,9.814,186.491,negative
3.5335,2.3568,294.526,negative
3.814,2.6602,204.091,negative
2.5459,1.544,177.328,negative
2.2577,18.4433,155.723,negative
2.472,27.079,168.203,negative
3.0191,5.6618,218.038,negative
2.5347,3.244,169.007,negative
3.0676,0.7239,208.016,negative
2.4969,69.6348,166.487,negative
3.6921,0.5894,353.536,negative
3.1074,20.0384,138.504,negative
3.524,1.027,294.903,negative
2.9266,10.691,163.356,negative
2.3683,58.601,68.4377,negative
3.0726,3.3991,171.933,negative
2.3502,17.991,200.925,negative
3.3532,0.4375,238.657,negative
3.0941,51.2616,63.3376,negative
2.5758,12.2953,186.828,negative
4.3829,1.285,283.482,negative
3.5026,2.7337,198.74,negative
2.6785,9.736,191.158,negative
2.8558,1.5789,249.462,negative
2.2945,16.4346,204.995,negative
2.3139,3.957,130.76,negative
2.5011,6.0614,232.282,negative
4.2314,2.468,179.606,negative
2.2856,26.26,139.873,negative
3.0835,42.931,88.1528,negative
2.3784,1.0356,257.999,negative
2.4735,40.1965,162.899,negative
2.9809,6.444,166.948,negative
2.0774,2.867,130.872,negative
2.2516,6.8576,187.296,negative
4.1715,1.575,195.618,negative
3.5952,4.536,295.34,negative
2.6977,21.324,165.344,negative
4.0958,1.034,289.969,negative
2.5993,1.8603,135.964,negative
2.635,11.961,267.398,negative
2.8963,5.11,226.026,negative
2.8976,1.364,224.009,negative
3.6949,11.533,168.144,negative
2.1492,18.121,191.133,negative
2.3962,13.93,148.368,negative
3.0588,4.0395,170.935,negative
2.3512,17.1957,128.887,negative
3.0821,2.281,173.32,negative
2.2082,26.736,156.728,negative
2.6474,9.8067,257.909,negative
2.8594,7.2421,149.983,negative
3.023,3.3422,257.236,negative
2.9363,4.761,145.23,negative
2.5575,7.4566,258.343,negative
2.3598,34.9176,129.056,negative
3.953,4.4435,231.159,negative
2.7247,4.4,219.894,negative
2.6222,19.4837,189.459,negative
3.0717,3.0778,261.88,negative
2.8817,7.0274,287.767,negative
3.0265,1.732,216.981,negative
2.0846,17.9481,245.788,negative
2.0846,27.3,173.909,negative
2.7612,16.3,229.688,negative
3.1471,0.963,254.913,negative
2.2911,16.162,110.983,negative
2.5422,8.5734,287.103,negative
2.995,0.9353,212,negative
2.7372,0.881,208.271,negative
2.5688,5.84,200.88,negative
2.1917,45.607,171.952,negative
2.8567,45.8112,52.2355,negative
3.8393,3.379,137.65,negative
2.5198,10.524,152.165,negative
2.4893,15.563,150.815,negative
2.6464,0.792,189.108,negative
2.6289,18.142,177.249,negative
2.5809,39.2377,119.5,negative
3.04,1.747,265.065,negative
2.7493,16.421,139.156,negative
2.2253,88.7458,194.393,negative
4.4133,1.744,253.064,negative
3.5511,3.195,258.603,negative
3.0722,2.3981,191.056,negative
3.2584,2.052,355.997,negative
2.2648,12.2095,133.171,negative
2.4683,19.5224,275.259,negative
2.2055,84.1434,180.097,negative
2.2967,0.4907,165.928,negative
2.3096,50.24,121.811,negative
2.1021,58.644,70.2597,negative
3.0358,14.2272,133.001,negative
2.734,67.8084,77.2901,negative
3.1455,1.7762,152.068,negative
