At1,At3,At4,At6,At7,At8,At9,At10,Class
17.6309,2.2227,0.5748,-0.7018,5.3114,6.2969,12.616,132.303,negative
21.0987,2.2068,0.5963,5.3357,-17.2609,5.6009,22.874,217.377,negative
20.0506,2.451,0.4779,16.0724,11.0246,7.2728,25.089,190.638,negative
33.7019,3.0328,0.3236,12.5594,24.0915,12.6786,4.542,198.21,negative
37.3038,2.6871,0.333,-30.7648,-24.9632,5.8364,22.2935,176.155,negative
64.5882,2.896,0.2884,73.505,39.6822,11.6059,4.603,207.633,negative
92.4484,3.4125,0.1447,90.4871,84.0013,21.7061,13.3408,255.66,negative
26.1739,2.6048,0.4273,30.7057,16.8025,-13.1573,2.988,180.849,negative
49.6629,2.6449,0.3647,-23.5438,-31.7591,13.0371,0.2947,186.375,negative
26.152,2.2742,0.6436,-13.0964,-18.5642,5.4768,3.348,153.242,negative
24.3893,2.5092,0.483,5.2824,20.1263,7.0536,35.974,165.683,negative
59.8576,3.0846,0.27,-106.064,35.8249,20.2197,0.9629,315.114,negative
30.2147,2.9201,0.3101,1.0785,26.009,-6.2943,3.919,211.573,negative
33.9812,2.9554,0.2737,5.1545,18.5123,-10.853,14.1901,33.0162,negative
19.4671,2.3345,0.6157,-8.2595,17.5085,-8.6581,16.8715,143.483,negative
22.6104,2.6613,0.4537,17.2177,13.674,9.3899,3.154,120.967,negative
32.3343,2.5688,0.3995,-18.2298,-20.2218,3.8586,8.9595,111.141,negative
26.3365,2.3962,0.4538,-34.358,-14.1216,-6.8352,11.578,96.5599,negative
59.0912,2.2967,0.5606,-70.4322,24.5426,-4.0434,8.94,169.925,negative
22.3454,2.2014,0.5849,-22.2636,-19.2355,-11.1248,18.066,139.343,negative
122.418,3.0097,0.2474,-193.168,88.4561,-16.4424,3.236,348.406,negative
28.4173,2.4378,0.4161,-43.4761,21.6841,13.6299,22.022,220.006,negative
65.192,2.6165,0.3047,8.5555,-15.1116,10.3612,8.637,203.935,negative
17.8187,2.4502,0.5355,0.9568,-6.3431,-4.1317,89.8217,165.535,negative
21.5918,2.1847,0.5686,21.4828,19.5266,-9.7772,36.0879,206.341,negative
84.4944,3.7652,0.1336,-42.4721,72.1118,26.2172,0.188,298.57,negative
25.4364,2.8802,0.3294,13.8006,12.6192,16.7978,7.2313,269.442,negative
27.8573,2.48,0.4901,28.9464,17.1985,-14.7015,15.7002,144.76,negative
23.6235,2.5676,0.387,7.7972,-17.9258,5.5092,12.4528,208.203,negative
72.6772,3.3268,0.1282,-107.161,60.2754,-14.0027,1.7119,223.12,negative
27.0129,2.7578,0.3721,2.213,-13.8638,7.4605,37.1307,155.376,negative
69.9627,3.3358,0.18,28.7659,63.3584,-13.054,5.6543,211.158,negative
39.1714,2.6355,0.3819,37.6251,-22.3594,-4.1555,6.8181,224.489,negative
36.8727,3.0204,0.3225,-7.0212,22.4359,10.1139,2.0174,200.935,negative
38.7785,3.039,0.2888,3.0907,16.4567,-3.6941,6.554,183.625,negative
58.3845,3.2777,0.2422,17.7287,63.6753,-9.4804,8.6072,254.775,negative
30.4527,2.8762,0.2527,7.6945,13.1514,12.8942,13.6718,157.181,negative
29.4463,2.2405,0.6379,-11.8963,-18.637,1e-04,69.4052,222.036,negative
76.994,2.9914,0.1887,74.6132,47.499,31.0558,16.9967,260.046,negative
40.6756,2.7447,0.2772,19.6226,9.0297,7.4157,15.426,193.234,negative
21.4256,2.2648,0.5435,-6.5049,18.2813,-9.0743,39.8692,180.989,negative
58.7548,2.5359,0.425,-79.1905,38.5619,7.4865,4.992,283.17,negative
18.6873,2.4014,0.7262,22.8294,-10.7944,9.7581,34.0054,125.49,negative
22.1048,2.5315,0.55,-16.8134,-17.7512,-7.3296,9.0091,151.762,negative
26.1052,2.5045,0.6228,-15.1371,-10.1234,5.5135,3.9731,219.587,negative
83.8514,2.4362,0.4396,-109.118,52.2503,8.8363,2.588,221.101,negative
98.8556,3.6953,0.0827,55.3571,76.1455,22.9194,6.8764,206.388,negative
40.1473,2.9432,0.2063,15.6271,15.3918,-13.4111,25.601,104.575,negative
17.2234,2.3747,0.6793,20.7148,10.5536,-7.2502,2.7355,124.553,negative
75.5011,2.9773,0.451,1.1458,-49.4256,-8.9153,1.1556,341.699,negative
88.6415,3.5726,0.2403,6.261,53.8696,-13.9606,3.1897,347.92,negative
41.1136,2.666,0.3344,65.0005,-28.4179,-13.607,3.559,232.243,negative
25.2265,2.8639,0.3844,9.2431,11.3904,-8.0691,20.2535,160.066,negative
30.0762,2.6893,0.2924,-15.2507,-10.6861,-8.597,44.017,124.942,negative
32.2107,2.5877,0.3721,30.3682,16.4199,-12.452,13.233,170.861,negative
23.2925,2.4639,0.5223,-7.9635,-17.003,-9.2985,88.8305,37.3543,negative
18.9958,2.4074,0.5558,-2.6603,11.7779,10.192,38.043,211.135,negative
24.3458,2.4609,0.4498,17.4634,16.5208,7.6723,29.107,114.982,negative
28.8657,2.5883,0.4542,5.4789,24.7443,-14.8651,34.7137,129.327,negative
37.1197,2.6454,0.3846,-3.2414,-29.3464,16.2343,9.829,155.915,negative
21.2333,2.0986,0.7251,-22.6371,-12.9263,6.2734,3.7149,238.689,negative
13.0217,2.1123,0.7568,13.9316,-5.6924,-9.707,54.248,196.793,negative
56.4705,3.0824,0.206,-9.0486,54.0238,-12.4466,12.2597,184.893,negative
47.76,2.8982,0.1922,50.1843,34.0779,-13.4217,1.1964,187.651,negative
12.9767,2.2443,0.8148,-11.2255,-8.9651,9.393,63.4499,152.363,negative
12.9052,2.1477,0.7402,15.0231,-3.3364,-11.7382,46.8979,171.876,negative
24.3415,2.586,0.4721,11.2914,13.2756,-9.4052,17.904,139.935,negative
59.4233,3.1318,0.1587,66.4643,34.6839,23.091,10.973,215.284,negative
83.9539,3.6747,0.1248,43.4034,74.3635,15.8461,5.285,221.993,negative
31.7448,2.7973,0.2775,5.1775,-17.9218,-9.5712,13.374,236.918,negative
18.3119,2.3865,0.5339,-7.5793,16.6379,4.1417,74.772,135.392,negative
30.9635,2.8552,0.3001,24.4173,18.6112,13.7826,4.875,103.958,negative
40.2116,2.4871,0.4723,18.5107,32.4196,8.0276,17.833,151.761,negative
31.5877,2.8007,0.2611,20.0599,19.0826,3.9342,27.155,117.891,negative
23.614,2.7235,0.3478,-3.721,-21.1006,9.1085,33.824,230.732,negative
13.0755,2.1222,0.7623,-14.3699,5.0906,11.1162,25.914,247.099,negative
24.6542,2.5599,0.4518,9.4636,17.8589,-12.1056,19.0658,141.979,negative
86.4685,3.7818,0.1438,-107.384,42.9666,11.3322,0.8473,254.285,negative
25.2073,2.3927,0.4413,-16.8845,-16.5419,6.3943,59.5984,146.26,negative
68.4131,3.023,0.2418,-29.8501,36.9312,-18.3673,2.9291,300.914,negative
24.7546,2.601,0.4637,32.2748,14.9656,-5.1373,20.6302,166.008,negative
23.4266,2.5786,0.4116,3.4962,15.4092,-9.8692,64.324,212.131,negative
55.6335,2.7016,0.3042,13.7655,51.8675,-14.811,10.4907,127.726,negative
99.1508,3.995,0.1123,100.579,82.4632,25.5191,4.199,268.046,negative
68.6109,3.0204,0.2786,-58.6499,29.7816,10.1557,8.918,284.22,negative
26.7563,2.4548,0.4667,-35.7055,-8.7621,-3.7146,44.479,107.616,negative
24.9527,2.3434,0.5533,-13.7207,7.8747,1.3227,20.728,144.478,negative
114.853,2.5145,0.4067,-162.14,86.6147,7.6763,5.608,272.997,negative
26.4388,2.6439,0.4132,-32.9602,-15.276,10.0415,3.798,149.753,negative
30.4298,3.1836,0.2608,-18.9118,19.9719,-10.0079,1.471,111.585,negative
18.9647,2.596,0.3929,-0.1797,-4.3988,4.196,1.5377,130.626,negative
90.9146,3.4884,0.2075,4.2173,60.9262,-17.9418,7.4612,330.435,negative
30.5259,3.0141,0.3388,8.0701,24.4051,-14.4611,36.426,68.4558,negative
19.786,2.3032,0.597,23.8014,10.2753,4.4231,5.495,154.585,negative
64.3192,3.4539,0.1762,6.8989,64.5494,-21.575,7.653,245.097,negative
19.5229,2.0952,0.755,2.4378,-8.7992,4.6422,38.5188,163.473,negative
19.7507,2.5092,0.6749,-14.9981,-18.2558,8.4195,6.595,224.148,negative
17.4908,2.2175,0.5455,0.9653,-6.1257,-3.4056,68.7191,145.251,negative
23.8611,2.5569,0.516,-19.4951,10.2581,-10.7023,3.18,195.938,negative
82.9855,3.778,0.1331,30.2125,112.071,-17.9451,16.4022,161.758,negative
32.6291,3.0324,0.3341,14.75,31.7128,9.9706,0.516,163.489,negative
35.4044,2.5746,0.3249,27.477,-16.8269,7.5769,21.198,188.521,negative
64.3679,3.6926,0.1435,30.1102,29.1094,-13.8552,3.417,226.762,negative
12.9531,2.2822,0.7311,13.974,-6.9109,0.4483,69.1684,112.345,negative
91.7756,3.0179,0.2294,86.9593,74.6589,26.8484,2.4654,283.401,negative
30.9558,2.5539,0.3436,30.7408,-6.8359,-6.6009,16.541,211.382,negative
29.3066,2.499,0.3772,-33.6922,10.1453,15.6886,5.041,163.644,negative
58.7871,3.3138,0.1947,32.3985,-24.1587,-9.3986,6.782,199.855,negative
21.6155,2.1055,0.698,24.0369,11.0487,-6.5022,32.8759,248.647,negative
47.4777,3.1276,0.2557,33.286,35.3095,9.0855,13.161,162.981,negative
74.6459,3.0366,0.2776,44.9254,58.2994,-12.5938,1.9633,232.12,negative
30.5634,2.5916,0.4661,4.2251,-19.3062,10.6886,85.6181,61.0844,negative
20.1648,2.0737,0.7342,-2.272,9.4557,-5.4454,65.121,111.006,negative
12.1929,2.3128,0.8467,8.4709,11.075,6.3586,27.2483,263.954,negative
17.1942,2.2695,0.6344,-1.1558,-12.8796,14.946,64.1895,214.566,negative
47.7879,2.939,0.1968,62.1338,23.9245,-11.1213,8.5086,180.752,negative
35.807,3.1178,0.2234,15.4858,23.8735,11.4032,8.37,228.451,negative
94.9287,3.685,0.1181,-77.0214,63.3777,22.6826,0.926,284.312,negative
91.401,3.9138,0.1552,-21.5955,42.7291,21.5217,0.809,398.753,negative
29.9323,2.5159,0.5213,21.7933,-20.0136,6.193,8.897,181.006,negative
25.0085,2.4914,0.4129,9.8703,10.7495,2.9937,1.845,147.276,negative
44.6155,3.3193,0.1553,62.2304,21.7265,-8.9869,13.107,163.966,negative
35.2422,2.7376,0.3623,5.2869,-17.9827,-8.634,17.504,172.083,negative
13.1758,2.2867,0.8269,-11.6405,-9.0779,10.5567,5.341,146.983,negative
53.3458,2.5347,0.5577,-61.4294,-29.9526,-5.2151,7.4932,300.907,negative
43.4722,3.0976,0.2812,37.5929,39.446,-10.939,26.7377,127.815,negative
24.7406,2.3979,0.672,13.6413,14.8191,5.9367,4.672,169.892,negative
20.4671,2.4005,0.493,-2.004,8.5742,10.0544,28.2924,158.395,negative
96.2068,3.1019,0.2357,91.0272,66.9564,4.5695,0.686,317.499,negative
57.0031,3.1854,0.1716,-29.7707,57.2129,-21.8591,29.8,158.234,negative
31.8057,2.8985,0.3007,35.0246,10.158,10.9639,9.087,214.598,negative
36.2882,2.9178,0.313,14.8849,28.7377,-13.8824,0.1809,211.378,negative
13.0433,2.2135,0.7829,-12.5129,-6.31,9.0248,72.219,202.517,negative
34.4834,2.9978,0.3226,24.9496,13.8016,-12.3416,9.317,163.27,negative
34.8593,2.8627,0.2305,-8.6666,25.6259,-9.291,1.858,141.327,negative
20.4089,2.3181,0.601,19.5285,19.6055,-10.5022,47.069,275.033,negative
41.8803,3.006,0.2821,-5.4176,-28.201,11.338,5.1208,175.211,negative
51.7447,3.1106,0.1837,25.4608,43.4486,-10.9882,2.643,160.781,negative
21.0228,2.567,0.4282,-20.5324,-13.6002,-4.7962,22.6203,113.863,negative
45.5285,2.8303,0.2749,44.7976,21.9637,-16.8318,6.511,241.384,negative
13.0769,2.1538,0.7649,14.0145,-4.7157,10.6247,42.603,161.94,negative
21.3925,2.1189,0.7148,22.9697,12.6171,6.3725,19.2595,187.089,negative
24.4736,2.3847,0.5526,13.6741,-13.2608,-14.6849,2.7837,248.274,negative
42.134,2.5933,0.3673,34.5735,37.3944,-12.497,26.9644,162.403,negative
16.1927,2.3711,0.6085,-1.5811,5.386,-5.5457,40.759,205.721,negative
23.64,2.2625,0.5738,-11.8807,-14.7937,4.1461,46.9385,159.341,negative
36.0699,2.7976,0.2948,2.2124,22.3355,-10.2402,4.5385,210.714,negative
64.2157,2.8654,0.2849,71.1655,54.1899,-9.6894,3.029,230.071,negative
20.5613,2.2999,0.5013,2.6313,-16.4967,0.5588,59.2812,181.33,negative
33.9272,2.6488,0.2626,20.5036,-28.0379,-9.9845,78.655,69.2058,negative
30.9633,2.781,0.2467,26.3949,21.6247,15.3424,15.8283,160.076,negative
70.3425,2.913,0.2834,60.0825,70.6436,-13.317,9.8881,258.308,negative
80.6137,3.0754,0.1925,98.042,68.3545,13.9029,3.298,250.519,negative
35.6734,2.8825,0.2844,-25.2885,-19.74,-5.5409,5.955,112.79,negative
37.6609,2.5653,0.4245,26.8395,28.4349,5.486,8.74,161.638,negative
49.6571,2.827,0.2442,53.2456,29.1891,-13.8438,9.1405,155.975,negative
28.1738,2.2867,0.4548,18.9337,17.1102,7.3648,10.8918,261.431,negative
70.4444,2.9403,0.2169,-2.9524,-93.982,-19.5125,76.3636,61.9936,negative
47.4276,2.6435,0.3591,-10.4049,-40.5853,-7.4343,5.442,187.039,negative
19.0999,2.3375,0.7816,3.5164,-9.2762,3.6703,30.3774,148.701,negative
39.3534,3.0177,0.2544,7.5434,-18.5252,14.6388,3.759,190.377,negative
29.5348,2.3274,0.4988,37.4322,-8.5855,5.9459,7.356,204.454,negative
20.8203,2.5038,0.4828,22.2022,14.7743,2.7786,36.8492,178.539,negative
44.9617,3.1425,0.2067,-15.3986,35.5255,16.1164,60.1912,106.293,negative
19.1839,2.5152,0.5191,-13.5598,-12.8677,5.8076,79.2185,66.7467,negative
77.0216,3.3844,0.1741,-28.0933,45.2733,13.7054,1.666,276.477,negative
12.8534,2.1508,0.7138,14.8725,-8.5355,-0.0762,22.004,240.216,negative
31.1574,2.7388,0.3613,15.56,27.4798,-11.3327,17.2362,137.699,negative
17.9508,2.3962,0.6506,-0.753,5.14,7.2953,34.256,155.183,negative
20.9399,2.3253,0.487,11.8258,13.7783,9.0861,24.006,159.421,negative
18.649,2.1508,0.7562,-0.8756,5.0991,2.8894,43.5269,181.329,negative
58.4743,3.0598,0.2126,-76.9438,-36.8528,14.5579,4.336,250.777,negative
94.2532,3.5462,0.1254,56.9238,97.6832,24.3629,2.6004,184.646,negative
91.5599,3.7091,0.186,-5.5019,50.4885,25.5233,4.861,336.88,negative
28.5274,2.8859,0.4746,6.8282,27.1228,4.9989,31.4456,115.003,negative
27.9558,2.3738,0.5032,20.4323,9.3493,9.0105,28.2901,154.563,negative
64.3131,2.6196,0.3289,60.6011,62.0226,-13.2526,6.749,33.7399,negative
47.0554,2.3738,0.5243,-44.1325,-29.7325,9.547,18.374,189.998,negative
21.0923,2.1931,0.5513,7.1419,-18.427,-9.1865,19.3207,164.493,negative
40.9029,2.837,0.2809,18.5015,44.9155,-3.8941,8.222,156.941,negative
25.9304,2.5711,0.5074,-19.2751,8.95,15.6828,16.0581,165.292,negative
24.2846,2.5641,0.4393,-3.275,-17.9976,10.4169,65.1564,105.288,negative
17.6496,2.1553,0.5385,0.1873,-3.609,3.8703,32.8778,247.765,negative
16.9849,2.2625,0.5683,-1.7419,6.9044,3.4391,9.527,182.602,negative
90.9536,3.4208,0.1655,32.9665,77.8088,-16.6045,5.7787,278.866,negative
20.1648,2.0737,0.7342,2.272,-9.4558,-5.4454,37.395,203.935,negative
13.3406,2.3021,0.793,-14.4516,-4.1842,11.8011,60.8194,192.924,negative
23.7559,2.1222,0.7698,-23.6605,-17.4157,0,44.9163,220.776,negative
30.3756,2.608,0.3477,-26.2472,-14.762,14.5876,35.043,146.607,negative
19.2617,2.5792,0.4506,-20.5137,-15.4653,-6.5563,48.5785,109.587,negative
25.6227,2.5397,0.456,-12.774,-20.7348,11.9599,6.37,137.938,negative
19.0166,2.1399,0.5362,-25.4166,-6.1335,-3.6276,68.8859,145.365,negative
24.8455,2.2393,0.6859,30.0002,0,0,2e-04,120,negative
25.6714,2.2956,0.4861,14.6887,20.009,6.1642,9.5272,183.312,negative
28.5807,2.5257,0.3994,-33.152,-22.0706,17.3914,8.916,184.079,negative
40.5879,2.5017,0.4126,-41.5546,21.0894,7.5927,15.0058,169.486,negative
29.0609,2.8993,0.2547,2.9357,7.5591,2.1195,34.427,83.4442,negative
102.932,3.0871,0.1735,97.351,32.9222,7.7583,3.194,245.858,negative
29.3319,2.5521,0.4067,0.1125,-13.8549,-8.6811,28.4935,170.362,negative
61.9038,3.3678,0.1946,-86.0779,55.2088,16.3735,4.76,245.205,negative
64.8397,2.9899,0.2641,77.091,63.8889,5.0103,3.332,256.686,negative
156.301,2.9312,0.2343,-154.33,-59.8415,13.0944,4.1613,266.751,negative
32.1178,2.316,0.6087,-27.1689,-24.1205,-10.5242,8.105,233.072,negative
56.9252,2.4786,0.309,17.9687,35.6227,12.8131,11.2562,154.353,negative
19.4926,2.4232,0.5849,9.306,-18.0941,-9.7841,83.3232,85.3322,negative
35.529,2.4778,0.3927,9.4973,11.6347,12.5834,31.3698,108.796,negative
48.8413,2.699,0.254,-48.8599,18.7668,27.1433,7.282,256.274,negative
66.8423,2.6335,0.3372,48.2143,61.796,-9.3751,8.368,272.43,negative
14.8072,2.3334,0.8399,-0.1555,-3.681,6.3785,63.6689,178.037,negative
42.169,2.5139,0.3859,-55.9897,-18.8351,-18.6789,5.1421,306.684,negative
88.4501,3.4555,0.2452,85.3835,79.2748,-12.5341,0.762,281.995,negative
13.2142,2.4133,0.7413,0.0026,0.3616,-5.2325,9.197,184.239,negative
80.9042,3.5396,0.2052,-44.7173,44.6066,16.671,1.267,316.669,negative
30.7238,2.9727,0.2694,3.6902,22.0893,-16.9203,22.799,66.2526,negative
30.6386,2.7404,0.28,4.861,-23.0307,-7.4035,6.753,201.604,negative
21.4854,2.4495,0.4654,27.5952,9.4869,-8.919,18.0829,210.911,negative
34.8842,2.7701,0.3192,-34.9758,-22.6911,11.5767,15.9453,122.241,negative
25.6419,2.7206,0.3977,-6.9371,-15.0719,4.0818,25.123,85.673,negative
20.2208,2.3201,0.5885,8.1697,-18.365,8.4123,38.769,206.788,negative
66.1759,3.37,0.2581,-59.6982,-24.3264,-24.1656,0.429,360.071,negative
59.782,3.2024,0.268,-53.8742,51.5739,10.1969,8.4866,272.835,negative
37.2474,2.8675,0.2822,-16.0466,-27.4403,4.5182,13.753,117.412,negative
66.2979,3.2718,0.1797,19.5458,62.8438,12.729,18.905,239.686,negative
23.6483,2.702,0.3754,9.5495,15.7393,8.5653,3.991,140.171,negative
30.367,2.7226,0.3939,14.8962,25.3998,10.2676,49.0315,45.5098,negative
20.8971,2.3664,0.4774,-13.3256,-15.5955,12.7378,6.83,231.83,negative
20.2088,2.4997,0.4462,-17.8504,-13.7131,-3.1458,11.052,214.072,negative
40.7146,2.6405,0.3799,43.2645,22.016,-7.2543,1.124,180.4,negative
37.2195,2.4141,0.5588,-23.3326,-21.4781,-8.1819,11.386,187.722,negative
70.0452,3.049,0.3332,-41.4345,57.768,9.3842,15.494,285.176,negative
62.7922,2.857,0.296,-72.0923,30.1098,-11.0597,0.368,267.629,negative
12.8328,2.2368,0.7304,15.2011,-7.0645,11.165,62.804,197.934,negative
27.4746,2.968,0.3767,19.6982,14.9053,2.8676,18.2815,183.368,negative
21.6375,2.4564,0.4965,-9.0926,-16.2297,11.358,21.088,189.92,negative
51.4525,2.5072,0.3764,-26.5209,-48.6571,16.2622,1.987,182.448,negative
24.3935,2.4683,0.4558,0.759,20.3433,-4.5302,31.567,207.265,negative
44.139,2.9668,0.3195,-16.4088,17.9199,-14.0171,8.553,201.125,negative
22.1163,2.4158,0.499,28.2084,11.1157,11.5486,2.0777,208.346,negative
13.3386,2.3395,0.8009,-13.6732,-6.0428,-11.4871,52.3517,44.6044,negative
30.5805,2.6069,0.3239,5.758,-24.9469,-8.0351,84.0563,85.9233,negative
23.3515,2.5496,0.4288,2.8999,18.1489,8.919,7.2523,212.751,negative
25.8809,2.633,0.44,-16.737,-9.3896,9.7724,12.0537,207.218,negative
20.2899,2.356,0.5903,-19.6367,-19.3043,10.7454,9.282,198.135,negative
48.0501,3.3365,0.2009,16.5405,39.0543,-15.2305,19.9604,117.139,negative
63.0359,3.2057,0.1818,-0.0722,49.2069,-6.9608,1.9109,187.249,negative
20.3418,2.5099,0.5039,-18.4019,-6.987,5.1613,11.572,163.561,negative
37.0457,2.781,0.3113,9.6312,26.4456,-9.0443,3.9171,114.903,negative
26.3995,2.5159,0.4634,-9.2218,-23.5597,-7.1311,1.679,234.77,negative
24.0218,2.6812,0.3979,19.2313,-17.3996,18.0813,12.615,136.947,negative
12.9833,2.07,0.7489,14.5524,-6.5901,10.5866,37.207,239.781,negative
40.3744,2.946,0.2446,14.6313,-9.5078,8.6715,2.4536,201.049,negative
28.0975,2.7011,0.3741,16.9951,22.8522,-13.1397,26.735,153.838,negative
25.7797,2.4208,0.4782,-16.4974,-11.75,12.3843,55.1534,190.891,negative
34.5073,2.4661,0.3863,4.8071,-15.9074,-4.6147,16.189,218.625,negative
102.039,4.1355,0.0865,16.938,70.0538,-39.1136,6.8092,301.437,negative
41.5842,2.9044,0.2928,24.6774,8.9112,-2.0409,6.377,203.524,negative
33.4366,2.6026,0.4644,27.6027,17.6401,7.2553,4.5456,236.693,negative
22.4411,2.0774,0.7364,1.0042,-8.5011,0,2e-04,121.004,negative
76.9673,3.4226,0.1164,5.0068,74.4612,-21.1468,8.824,157.748,negative
72.8137,3.2667,0.2922,-0.4914,18.4641,20.3378,12.275,338.84,negative
37.7137,2.902,0.3195,15.2691,37.6813,-14.553,25.831,143.532,negative
13.2086,2.2956,0.8456,11.1843,9.9016,10.6913,46.255,188.909,negative
82.2445,3.5323,0.1664,-83.7293,65.8233,-15.4517,2.889,247.003,negative
63.8088,2.918,0.3092,43.7516,65.9962,-8.3016,8.966,225.819,negative
35.455,2.828,0.2422,-25.3118,26.0046,13.845,87.9282,158.725,negative
25.9044,2.4354,0.433,12.8194,19.2868,5.2259,48.126,175.526,negative
87.4763,2.8612,0.2615,100.688,78.2471,3.8109,2.85,250.121,negative
41.311,2.702,0.4369,9.485,37.1014,-7.2773,0.0339,254.757,negative
28.7928,2.6449,0.4236,22.5294,-20.6637,-11.2781,86.9663,26.9984,negative
27.8673,2.6212,0.3373,-29.7214,-8.9236,-14.2996,21.151,192.59,negative
96.883,3.9381,0.1239,37.0366,77.5127,21.0589,3.9652,304.103,negative
20.1273,2.2695,0.6075,6.1708,-16.4384,10.0214,8.229,125.329,negative
12.5305,2.0314,0.6884,16.3801,-10.1217,-7.3178,49.895,164.832,negative
41.4003,3.1413,0.2867,12.3727,34.3771,8.9352,8.728,179.317,negative
31.4288,2.7547,0.3764,4.587,15.4197,8.7109,5.278,201.887,negative
25.7554,2.1508,0.742,27.8798,13.2388,-1e-04,2e-04,177.88,negative
38.8344,2.711,0.3696,-1.5726,14.2379,-8.5852,8.4716,208.873,negative
32.2804,2.4735,0.3832,-35.6307,-9.7393,-11.174,20.91,76.2299,negative
29.001,3.066,0.3282,13.757,-18.5409,11.3761,1.14,193.666,negative
21.9551,2.5514,0.4691,-9.8017,10.1775,5.9304,77.9057,25.8173,negative
72.9495,2.9196,0.1998,63.4439,50.6258,-22.3897,82.1398,106.639,negative
48.4012,3.079,0.2443,46.7852,34.7823,13.903,0.839,183.868,negative
28.4121,2.2934,0.4784,-36.5776,-16.7046,-16.6413,10.5692,178.508,negative
39.3506,3.0406,0.1767,-28.3983,-21.481,-13.9053,9.66,211.026,negative
86.9253,2.9077,0.2375,-160.225,77.6838,8.3667,7.553,275.104,negative
36.5676,2.8445,0.3104,15.7735,26.7635,11.5514,15.939,135.915,negative
37.1295,2.9335,0.2238,3.84,-19.9706,-6.2125,1.92,200.622,negative
29.6097,2.3608,0.488,31.3172,22.9959,15.0313,60.281,246.735,negative
103.58,3.8319,0.0616,85.4999,74.6364,23.3142,3.804,191.968,negative
25.5659,2.586,0.3839,8.939,17.7941,-7.3356,9.1817,246.247,negative
86.7619,2.9991,0.2725,-54.7479,40.5963,14.6462,5.057,285.249,negative
72.173,3.3085,0.2605,-37.7817,55.5415,-28.4975,4.71,324.804,negative
29.6226,2.4728,0.4108,38.4427,19.2054,10.6377,19.914,108.279,negative
124.19,4.6791,0.0327,128.383,93.8392,-34.9944,4.3673,232.102,negative
34.9976,2.4914,0.4677,-17.1248,-29.3049,5.0799,9.4498,192.551,negative
26.9185,2.4023,0.4475,-5.5481,-15.7282,-13.7103,20.6971,108.832,negative
24.5103,2.0473,0.6996,27.8477,12.4977,0,14.1769,106.078,negative
88.5482,3.4583,0.2993,25.7779,-29.0165,-23.4065,1.4057,386.992,negative
18.0191,2.1492,0.5532,-0.9864,6.475,5.0852,43.188,285.059,negative
36.4659,2.5058,0.3869,46.7078,23.7806,-15.2667,12.9854,151.521,negative
28.9202,2.4698,0.4373,32.4781,20.3291,8.073,24.9379,176.121,negative
34.3872,3.2924,0.2198,21.1503,28.0159,-25.0545,20.7695,106.629,negative
33.3489,2.4346,0.4265,3.3723,-21.5264,-7.8891,43.507,44.9616,negative
20.89,2.2601,0.6593,-21.049,-18.3699,11.3412,37.2203,186.984,negative
98.4961,3.6768,0.1526,-37.6375,70.6578,-15.8733,3.663,291.545,negative
73.9175,3.0661,0.1992,75.501,56.1312,-13.6287,0.772,234.242,negative
28.7984,2.7578,0.3546,15.7319,20.2965,13.436,40.71,125.077,negative
101.948,3.8649,0.1166,60.3245,92.9783,-19.7509,0.775,300.311,negative
105.399,2.7451,0.2968,-96.8059,33.4538,-13.9603,12.071,237.882,negative
12.927,2.2109,0.7385,-14.5877,7.502,9.4163,68.723,71.1737,negative
53.8114,3.137,0.1597,42.8506,14.6894,17.8452,0.035,146.772,negative
34.7897,3.3034,0.2606,-2.9048,21.2607,15.1094,29.8189,59.6141,negative
33.865,2.5922,0.376,21.0554,9.6728,-3.4017,3.6166,187.48,negative
43.0535,2.7251,0.5179,-24.5672,-29.0496,5.2134,5.984,189.049,negative
60.0379,3.0116,0.2736,53.8969,43.8781,19.7272,4.4858,241.822,negative
81.5248,3.5215,0.2603,-60.2904,-60.7465,-23.3133,4.049,374.416,negative
46.5362,3.1905,0.2341,47.1132,27.9165,12.189,0.129,256.88,negative
33.357,2.5527,0.3221,27.6771,-15.8973,-11.3963,15.405,227.734,negative
73.0543,3.1984,0.2223,-65.3886,38.1127,17.1439,1.1614,296.172,negative
18.1158,2.3655,0.6121,21.7377,11.1294,-4.8886,47.2489,144.116,negative
28.972,2.5955,0.533,23.0407,23.532,-7.9666,10.5327,162.248,negative
23.623,2.2788,0.6474,25.9931,10.164,8.2581,2.525,193.019,negative
42.5309,3.0116,0.2278,11.5399,37.5428,15.7883,27.4131,250.684,negative
106.244,3.8623,0.1054,55.9926,110.652,-14.0161,1.464,213.793,negative
64.9888,3.4635,0.1675,14.4632,59.4846,-10.2931,1.798,230.598,negative
12.8589,2.0917,0.7287,-14.9926,8.1482,9.5112,1.0099,143.774,negative
43.9906,2.5192,0.3026,61.9311,-19.9009,8.4017,17.384,211.328,negative
52.1461,2.8666,0.2828,56.3544,19.926,10.0639,3.901,187.496,negative
21.9338,2.3424,0.6045,20.4956,20.4004,11.0123,18.299,159.7,negative
22.1866,2.1931,0.6026,14.1247,11.2419,-9.5223,74.228,152.047,negative
39.997,2.8454,0.334,26.4118,30.2556,10.7953,1.809,157.242,negative
19.6801,2.4871,0.43,-6.82,15.3257,10.5324,35.5121,183.705,negative
