At9,At10,Class
1.2458,312.22,negative
46.8416,249.867,negative
3.602,256.051,negative
57.981,144.261,negative
63.8003,117.127,negative
3.4938,274.627,negative
39.1194,216.39,negative
5.733,166.524,negative
72.4972,202.044,negative
0.8358,333.468,negative
31.192,233.835,negative
2.087,178.577,negative
42.4922,176.011,negative
10.503,160.204,negative
15.4842,200.751,negative
0.3452,266.336,negative
0.8433,252.295,negative
1.325,219.449,negative
26.6697,205.578,negative
11.3638,127.633,negative
18.453,297.048,negative
85.3816,27.794,negative
2.915,262.948,negative
11.7065,203.392,negative
21.1203,175.379,negative
0.804,333.774,negative
1.824,276.127,negative
63.095,229.66,negative
16.843,113.019,negative
9.088,175.637,negative
78.5401,198.152,negative
30.6401,229.404,negative
2.459,278.635,negative
6.2738,199.007,negative
2.2065,154.529,negative
2.9067,230.049,negative
29.8227,127.261,negative
7.963,245.074,negative
71.3012,173.751,negative
22.516,109.609,negative
32.807,188.437,negative
15.7293,220.279,negative
34.7446,53.8351,negative
5.4962,126.578,negative
7.3272,178.689,negative
1.763,211.57,negative
2.0775,184.231,negative
13.717,171.925,negative
5.433,225.412,negative
1.8578,342.374,negative
25.011,109.179,negative
42.229,183.577,negative
35.7407,75.258,negative
1.26,191.442,negative
21.0507,128.44,negative
45.4214,108.654,negative
3.613,236.169,negative
6.436,292.449,negative
28.429,128.77,negative
9.6728,109.778,negative
21.9555,184.648,negative
50.306,66.8509,negative
12.8604,212.873,negative
49.587,84.983,negative
12.463,182.065,negative
3.4312,328.92,negative
4.5762,255.281,negative
65.2841,207.078,negative
4.909,347.456,negative
8.6194,279.48,negative
57.946,189.524,negative
23.341,115.735,negative
1.1676,332.74,negative
21.5382,346.315,negative
20.3047,236.293,negative
2.9595,347.263,negative
25.428,56.8985,negative
6.09,124.185,negative
0.485,278.331,negative
1.618,155.279,negative
10.738,201.391,negative
0.6684,180.018,negative
0.6445,290.046,negative
11.9465,144.661,negative
6.0144,181.782,negative
33.07,93.1878,negative
43.0228,174.456,negative
0.256,182.875,negative
2.635,89.7379,negative
3.586,294.102,negative
6.432,108.469,negative
40.554,165.96,negative
25.8715,121.957,negative
0.9038,137.219,negative
8.7773,299.725,negative
2.0661,320.998,negative
6.7,158.33,negative
13.611,138.208,negative
21.755,100.137,negative
65.634,186.795,negative
2.2634,272.689,negative
30.336,174.644,negative
3.821,330.608,negative
0.8548,241.859,negative
14.3121,212.227,negative
4.149,371.266,negative
17.081,230.109,negative
1.121,346.192,negative
9.745,308.461,negative
10.2591,179.981,negative
0.154,181.784,negative
10.208,226.462,negative
0.9739,183.961,negative
0.9086,128.168,negative
4.4378,203.666,negative
8.5405,384.652,negative
5.0824,196.675,negative
83.9952,110.701,negative
76.9508,186.649,negative
1.8311,169.956,negative
0.123,216.447,negative
61.1859,49.7767,negative
50.74,169.054,negative
0.427,255.986,negative
2.8134,172.702,negative
41.374,186.403,negative
0.723,246.422,negative
26.8895,108.967,negative
0.637,284.779,negative
31.6991,123.588,negative
31.7237,203.782,negative
8.265,120.801,negative
4.457,305.847,negative
8.869,148.422,negative
3.008,120.348,negative
2.6055,237.414,negative
1.492,323.498,negative
33.861,278.076,negative
40.1475,155.501,negative
11.0651,138.074,negative
15.4057,267.898,negative
0.715,291.42,negative
13.935,169.1,negative
4.374,318.614,negative
75.493,219.705,negative
47.963,155.2,negative
3.1425,273.557,negative
37.7654,157.234,negative
0.3953,341.265,negative
3.491,179.773,negative
6.9787,171.216,negative
8.3289,133.084,negative
6.442,206.396,negative
30.222,51.245,negative
35.988,224.75,negative
34.1301,105.962,negative
8.9995,243.389,negative
17.919,186.207,negative
3.501,240.879,negative
34.3844,133.006,negative
6.9048,333.84,negative
18.2893,200.365,negative
9.814,186.491,negative
2.3568,294.526,negative
2.6602,204.091,negative
1.544,177.328,negative
18.4433,155.723,negative
27.079,168.203,negative
5.6618,218.038,negative
3.244,169.007,negative
0.7239,208.016,negative
69.6348,166.487,negative
0.5894,353.536,negative
20.0384,138.504,negative
1.027,294.903,negative
10.691,163.356,negative
58.601,68.4377,negative
3.3991,171.933,negative
17.991,200.925,negative
0.4375,238.657,negative
51.2616,63.3376,negative
12.2953,186.828,negative
1.285,283.482,negative
2.7337,198.74,negative
9.736,191.158,negative
1.5789,249.462,negative
16.4346,204.995,negative
3.957,130.76,negative
6.0614,232.282,negative
2.468,179.606,negative
26.26,139.873,negative
42.931,88.1528,negative
1.0356,257.999,negative
40.1965,162.899,negative
6.444,166.948,negative
2.867,130.872,negative
6.8576,187.296,negative
1.575,195.618,negative
4.536,295.34,negative
21.324,165.344,negative
1.034,289.969,negative
1.8603,135.964,negative
11.961,267.398,negative
5.11,226.026,negative
1.364,224.009,negative
11.533,168.144,negative
18.121,191.133,negative
13.93,148.368,negative
4.0395,170.935,negative
17.1957,128.887,negative
2.281,173.32,negative
26.736,156.728,negative
9.8067,257.909,negative
7.2421,149.983,negative
3.3422,257.236,negative
4.761,145.23,negative
7.4566,258.343,negative
34.9176,129.056,negative
4.4435,231.159,negative
4.4,219.894,negative
19.4837,189.459,negative
3.0778,261.88,negative
7.0274,287.767,negative
1.732,216.981,negative
17.9481,245.788,negative
27.3,173.909,negative
16.3,229.688,negative
0.963,254.913,negative
16.162,110.983,negative
8.5734,287.103,negative
0.9353,212,negative
0.881,208.271,negative
5.84,200.88,negative
45.607,171.952,negative
45.8112,52.2355,negative
3.379,137.65,negative
10.524,152.165,negative
15.563,150.815,negative
0.792,189.108,negative
18.142,177.249,negative
39.2377,119.5,negative
1.747,265.065,negative
16.421,139.156,negative
88.7458,194.393,negative
1.744,253.064,negative
3.195,258.603,negative
2.3981,191.056,negative
2.052,355.997,negative
12.2095,133.171,negative
19.5224,275.259,negative
84.1434,180.097,negative
0.4907,165.928,negative
50.24,121.811,negative
58.644,70.2597,negative
14.2272,133.001,negative
67.8084,77.2901,negative
1.7762,152.068,negative
15.015,217.309,negative
39.924,108.674,negative
2.603,290.651,negative
11.4565,158.769,negative
53.537,42.7011,negative
21.9158,142.448,negative
34.3207,55.4034,negative
17.612,123.647,negative
18.4615,133.387,negative
11.288,254.812,negative
7.085,196.631,negative
10.575,105.577,negative
70.5228,166.625,negative
8.044,108.082,negative
49.586,100.433,negative
7.779,266.698,negative
3.3863,165.547,negative
5.1993,358.999,negative
17.622,189.833,negative
42.6363,183.213,negative
25.5291,166.146,negative
3.8455,82.6159,negative
8.38,103.125,negative
28.175,92.1703,negative
2.739,122.014,negative
25.9867,248.118,negative
15.396,132.548,negative
1.0959,314.057,negative
9.6089,256.911,negative
62.848,224.101,negative
39.7307,133.979,negative
88.4244,214.766,negative
22.2594,166.723,negative
3.013,198.518,negative
5.892,238.332,negative
48.202,223.787,negative
1.8848,315.894,negative
18.785,122.48,negative
9.808,168.391,negative
2.801,249.162,negative
42.881,126.574,negative
0.279,320.435,negative
36.5127,274.118,negative
8.841,202.51,negative
9.4092,316.038,negative
1.0618,346.224,negative
0.1577,230.589,negative
21.846,140.705,negative
30.757,157.636,negative
4.218,214.564,negative
26.6013,197.445,negative
9.695,158.918,negative
4.472,299.979,negative
3.1134,229.38,negative
7.815,107.398,negative
9.9628,114.099,negative
8.5367,234.42,negative
30.1986,277.589,negative
6.2087,167.626,negative
73.5609,93.9419,negative
53.211,188.178,negative
14.1441,109.703,negative
56.213,210.071,negative
65.3027,148.866,negative
2.001,407.345,negative
22.18,147.028,negative
0.867,352.189,negative
8.3369,370.066,negative
22.696,124.747,negative
5.1219,272.336,negative
1.489,221.341,negative
85.4811,156.457,negative
14.579,266.739,negative
69.3668,49.7173,negative
14.118,148.595,negative
1.5522,275.117,negative
17.1998,137.824,negative
14.9667,115.333,negative
9.928,213.261,negative
22.93,306.145,negative
21.887,233.149,negative
17.658,254.888,negative
39.9411,145.202,negative
3.0427,86.714,negative
6.6237,151.793,negative
9.1974,179.243,negative
1.832,335.901,negative
3.465,218.68,negative
9.041,303.467,negative
60.7186,103.947,negative
2.5713,260.66,negative
30.368,98.0832,negative
0.663,179.457,negative
15.92,189.441,negative
22.393,160.798,negative
10.9472,165.183,negative
0.8541,186.119,negative
5.054,237.938,negative
17.919,73.7366,negative
3.343,275.422,negative
2.371,313.163,negative
8.1657,232.97,negative
16.005,158.279,negative
61.5734,171.131,negative
67.912,170.446,negative
7.07,307.477,negative
6.052,65.0976,negative
8.387,204.249,negative
22.0916,117.341,negative
15.162,224.241,negative
84.3099,46.2508,negative
1.068,197.412,negative
26.5822,110.607,negative
0.5731,327.217,negative
1.827,356.012,negative
47.0022,141.085,negative
4.774,118.829,negative
10.7248,160.741,negative
2.441,309.491,negative
2.6774,251.824,negative
0.298,301.215,negative
26.9788,73.3844,negative
0.4443,251.504,negative
4.0749,353.088,negative
30.3436,233.553,negative
25.6299,176.581,negative
4.87,239.382,negative
0.512,237.326,negative
31.3229,101.243,negative
0.261,337.155,negative
0.864,240.629,negative
3.2129,277.148,negative
30.2038,65.2698,negative
14.1288,166.088,negative
6.035,131.668,negative
5.6286,177.415,negative
71.972,126.831,negative
22.1785,146.668,negative
20.071,175.236,negative
0.2798,214.921,negative
13.3833,178.295,negative
2.389,296.51,negative
54.9356,226.905,negative
18.0418,208.224,negative
83.0585,212.21,negative
29.924,217.15,negative
31.0982,173.797,negative
2.947,164.785,negative
13.9,194.491,negative
3.198,154.088,negative
19.5239,238.8,negative
22.871,78.6451,negative
0.706,192.935,negative
10.6699,203.473,negative
8.4526,193.317,negative
5.919,178.526,negative
17.4835,50.4178,negative
2.9782,156.744,negative
6.155,292.278,negative
3.7748,267.892,negative
7.135,316.098,negative
8.72,168.322,negative
5.928,203.755,negative
31.293,232.073,negative
4.018,273.158,negative
2.07,267.468,negative
1.592,270.04,negative
10.395,123.429,negative
2.141,159.168,negative
23.469,141.557,negative
6.826,164.776,negative
40.5639,163.722,negative
4.434,229.766,negative
15.901,140.021,negative
2.5603,79.814,negative
21.0697,83.9883,negative
1.8306,174.465,negative
35.4214,209.834,negative
1.8161,381.406,negative
0.265,188.701,negative
0.195,255.726,negative
2.67,242.054,negative
3.118,215.35,negative
0.623,203.47,negative
4.0468,242.131,negative
3.533,204.527,negative
21.2603,176.81,negative
0.013,251.793,negative
28.063,85.428,negative
22.252,155.019,negative
7.7247,215.397,negative
5.489,250.274,negative
1.49,279.982,negative
3.965,179.872,negative
9.906,104.317,negative
4.988,174.959,negative
2.315,143.054,negative
5.167,220.111,negative
42.8808,24.3978,negative
68.7907,196.725,negative
9.802,166.839,negative
8.014,105.672,negative
1.985,369.023,negative
5.9938,187.459,negative
33.6328,192.522,negative
8.0679,197.279,negative
5.7551,323.932,negative
37.029,58.3083,negative
7.0737,134.997,negative
34.2341,100.225,negative
11.5163,136.27,negative
3.2782,170.519,negative
10.9562,293.82,negative
55.6702,96.2122,negative
12.204,171.827,negative
9.4937,265.398,negative
1.126,179.082,negative
69.608,152.882,negative
5.498,148.639,negative
0.137,256.507,negative
8.031,218.971,negative
9.08,159.84,negative
18.6016,130.985,negative
3.363,214.055,negative
20.435,204.868,negative
3.181,351.977,negative
29.159,119.778,negative
89.2364,103.368,negative
21.252,207.42,negative
82.015,180.983,negative
1.869,259.995,negative
3.125,223.73,negative
37.1524,223.553,negative
23.1046,93.6596,negative
57.5441,57.8058,negative
61.3805,161.368,negative
1.511,243.302,negative
1.509,160.522,negative
8.6201,186.874,negative
6.4229,216.198,negative
15.643,223.215,negative
6.3642,174.436,negative
4.015,248.433,negative
8.732,200.659,negative
13.3338,105.453,negative
79.73,47.1448,negative
6.6889,205.566,negative
89.1761,159.873,negative
6.3588,182.577,negative
22.8837,211.975,negative
47.8428,190.255,negative
82.0874,59.8683,negative
15.8005,197.546,negative
24.564,150.202,negative
4.646,225.773,negative
4.69,198.887,negative
10.9993,217.508,negative
3.414,254.867,negative
3.628,176.888,negative
10.2651,103.148,negative
3.0331,163.523,negative
21.6348,193.384,negative
4.738,95.0864,negative
83.0753,196.808,negative
33.5722,97.4161,negative
1.5254,372.68,negative
4.009,173.179,negative
37.783,98.7046,negative
88.0136,100.509,negative
3e-04,180.475,negative
21.5391,195.027,negative
10.832,172.685,negative
54.1575,99.7971,negative
13.873,209.99,negative
35.5329,132.382,negative
7.944,133.989,negative
11.958,137.527,negative
13.294,97.0932,negative
58.404,141.675,negative
20.868,182.71,negative
4.4256,254.857,negative
26.726,204.339,negative
17.1657,62.8003,negative
63.571,37.5995,negative
2.875,280.825,negative
87.6204,165.452,negative
0.595,198.018,negative
1.8232,150.058,negative
15.4093,194.721,negative
61.5717,64.656,negative
13.5504,215.374,negative
3.304,274.093,negative
12.5519,105.811,negative
28.4635,142.266,negative
4.6516,260.637,negative
23.9828,186.74,negative
1.759,278.108,negative
18.184,223.637,negative
7.064,163.084,negative
8.016,181.981,negative
69.6147,81.3067,negative
34.761,155.316,negative
22.993,130.942,negative
18.4147,176.274,negative
23.5652,128.645,negative
16.4238,115.602,negative
18.353,145.793,negative
34.266,138.37,negative
6.1974,217.096,negative
7.035,203.421,negative
1.811,293.732,negative
17.7197,105.322,negative
1.3133,167.008,negative
5.4315,77.4132,negative
9.4633,198.192,negative
56.0863,113.442,negative
51.835,213.01,negative
17.0993,179.353,negative
5.1947,290.16,negative
65.0592,106.706,negative
24.418,161.857,negative
4.0081,177.11,negative
30.756,160.806,negative
4.947,215.372,negative
83.6327,179.854,negative
5.881,244.399,negative
26.7566,82.6036,negative
0.5765,185.911,negative
8.302,174.658,negative
9.7876,208.598,negative
11.16,212.377,negative
25.6036,90.9492,negative
25.6257,180.219,negative
51.3098,166.428,negative
6.7811,239.04,negative
12.911,284.652,negative
6.819,261.692,negative
3.098,129.205,negative
3.329,369.024,negative
1.7082,171.385,negative
23.2507,159.405,negative
2.0276,311.614,negative
13.719,33.6122,negative
8.8011,186.415,negative
0.922,219.444,negative
2.4615,298.611,negative
3.6339,342.658,negative
25.809,225.322,negative
19.486,176.498,negative
34.8091,190.088,negative
2.0243,257.121,negative
1.018,311.694,negative
14.572,135.435,negative
18.5575,180.752,negative
2.359,226.338,negative
3.096,278.096,negative
4.419,192.589,negative
4.554,153.086,negative
10.1725,80.3929,negative
6.6811,172.458,negative
26.4593,175.861,negative
3.389,149.867,negative
2.872,154.04,negative
58.1218,151.521,negative
53.2731,162.932,negative
33.419,241.255,negative
40.227,199.406,negative
5.3027,207.401,negative
4.526,264.023,negative
52.56,171.206,negative
31.7295,79.8351,negative
88.8729,169.85,negative
3.1904,220.116,negative
3.9958,164.793,negative
5.3365,147.446,negative
70.3187,189.839,negative
23.553,171.686,negative
25.087,170.002,negative
7.007,93.3981,negative
13.5342,72.0504,negative
50.4126,200.284,negative
11.808,185.876,negative
1.8933,335.552,negative
5.781,303.718,negative
2.125,180.787,negative
15.31,199.166,negative
0.134,129.141,negative
6.648,185.857,negative
1.517,207.855,negative
13.666,173.496,negative
6.624,223.56,negative
0.279,220.469,negative
11.13,216.53,negative
11.15,219.497,negative
1.94,334.315,negative
9.903,183.145,negative
9.432,133.8,negative
87.1172,140.843,negative
44.14,250.659,negative
84.6855,136.81,negative
48.6035,78.089,negative
65.896,191.307,negative
0.5792,336.771,negative
10.224,110.665,negative
13.323,233.549,negative
15.1204,116.047,negative
12.992,195.168,negative
9.109,183.85,negative
6.6856,217.976,negative
27.9829,117.905,negative
6.5706,128.943,negative
7.959,209.333,negative
1.3581,342.549,negative
1.977,296.187,negative
4.09,296.447,negative
28.526,59.1405,negative
11.3396,137.905,negative
7.6036,307.538,negative
2.4183,240.878,negative
34.123,149.41,negative
2.5168,206.363,negative
2.2,264.389,negative
19.335,224.153,negative
47.5368,109.783,negative
0.9932,203.396,negative
10.09,217.413,negative
15.6309,98.7841,negative
1.656,204.191,negative
4.9347,191.736,negative
8.3285,128.202,negative
14.44,162.271,negative
20.449,153.756,negative
61.157,127.884,negative
17.4336,61.1064,negative
17.3756,192.865,negative
88.9011,36.0846,negative
26.52,170.922,negative
5.1038,226.5,negative
60.622,78.7201,negative
8.622,184.857,negative
49.217,232.935,negative
20.232,116.403,negative
46.5742,149.342,negative
6.6543,194.324,negative
6.216,241.638,negative
8.6023,243.754,negative
26.4744,162.703,negative
2.935,199.092,negative
1.149,351.204,negative
25.282,201.227,negative
44.0604,74.6269,negative
29.5538,136.435,negative
5.9251,164.643,negative
3.9201,286.413,negative
9.3234,248.75,negative
10.576,208.496,negative
16.706,94.6244,negative
0.9529,226.84,negative
10.6605,172.242,negative
8.621,184.505,negative
43.535,142.056,negative
5.8814,286.516,negative
10.828,180.96,negative
74.9943,83.751,negative
3.625,373.09,negative
30.572,133.871,negative
52.227,170.51,negative
9.469,198.14,negative
86.3608,117.839,negative
29.865,153.207,negative
1.703,302.822,negative
16.728,80.5674,negative
1.987,359.884,negative
0.4686,203.556,negative
15.298,203.008,negative
10.083,218.159,negative
0.366,283.038,negative
1.156,236.544,negative
19.332,168.051,negative
50.474,196.532,negative
5.6594,197.583,negative
14.885,98.6874,negative
43.542,38.2934,negative
19.254,223.832,negative
47.56,217.039,negative
36.6265,171.152,negative
2.206,308.527,negative
32.744,72.7002,negative
12.6698,128.282,negative
0.6057,270.747,negative
52.4475,160.8,negative
18.0251,128.668,negative
88.1478,206.613,negative
14.054,221.171,negative
5.975,139.667,negative
15.156,110.729,negative
21.2221,134.977,negative
0.6251,287.835,negative
72.8171,153.137,negative
63.886,76.3174,negative
4.9959,258.879,negative
43.833,112.719,negative
7.9241,214.701,negative
54.347,124.408,negative
1.137,194.76,negative
1.701,206.044,negative
40.8521,206.093,negative
0.091,182.532,negative
0.921,227.564,negative
2.777,160.042,negative
37.9,126.436,negative
82.9909,211.533,negative
6.81,243.139,negative
1.875,315.002,negative
52.255,212.208,negative
62.166,172.151,negative
4.6235,208.321,negative
1.8497,224.842,negative
2.826,164.066,negative
1.935,138.823,negative
40.5939,189.093,negative
3.908,206.49,negative
46.586,168.808,negative
7.2427,195.102,negative
5.4268,136.178,negative
2.411,193.192,negative
4.6349,272.548,negative
63.754,235,negative
6.0049,281.002,negative
14.3451,175.339,negative
51.624,66.4871,negative
16.04,170.783,negative
68.163,146.242,negative
48.122,119.907,negative
1.778,262.857,negative
20.363,96.0406,negative
14.386,179.252,negative
0.212,309.845,negative
1.0712,251.314,negative
42.879,56.6868,negative
4.604,236.668,negative
2.5841,186.549,negative
3.551,330.714,negative
0.6397,265.651,negative
4.053,194.037,negative
3.8676,204.126,negative
0.2426,253.247,negative
5.8992,175.825,negative
1.878,351.979,negative
60.962,118.56,negative
4.772,271.833,negative
9.8964,197.398,negative
2.281,364.284,negative
20.22,225.296,negative
8.1635,220.094,negative
5.638,288.171,negative
15.9915,222.444,negative
11.282,212.609,negative
5.49,250.65,negative
13.2881,161.918,negative
11.0731,171.038,negative
4.2585,301.39,negative
0.7264,91.0688,negative
14.836,189.371,negative
0.6666,298.569,negative
3.823,208.651,negative
13.197,75.3757,negative
41.7053,129.155,negative
13.294,108.564,negative
5.816,111.103,negative
11.9368,183.381,negative
11.6029,194.507,negative
60.197,98.8267,negative
3.034,307.496,negative
45.306,150.858,negative
2.6332,200.599,negative
17.608,118.991,negative
13.241,209.209,negative
18.547,137.846,negative
11.5931,196.081,negative
43.687,186.828,negative
12.362,180.003,negative
3.921,211.088,negative
39.403,140.963,negative
11.7646,192.422,negative
8.1347,224.467,negative
37.228,220.666,negative
15.7881,144.276,negative
6.171,333.319,negative
14.006,166.731,negative
0.3521,304.885,negative
2.334,339.714,negative
15.4657,173.63,negative
42.452,202.563,negative
9.19,175.352,negative
2.435,243.344,negative
59.013,65.5167,negative
4.443,233.634,negative
34.6018,236.433,negative
2.7956,210.673,negative
10.612,152.891,negative
9.433,54.8131,negative
1.394,167.051,negative
6.6105,216.875,negative
2.82,258.322,negative
32.4415,173.549,negative
0.1197,253.66,negative
3.9724,213.408,negative
22.1398,134.372,negative
57.86,197.527,negative
3.4462,181.609,negative
38.5808,211.057,negative
87.3123,110.3,negative
13.8747,183.081,negative
0.6385,135.21,negative
13.3891,163.277,negative
3.2408,244.771,negative
18.8702,141.795,negative
5.487,271.373,negative
15.814,147.604,negative
9.0921,224.889,negative
3.947,150.862,negative
55.85,72.8121,negative
1.0352,131.482,negative
9.418,290.316,negative
3.9102,271.041,negative
16.4371,217.774,negative
6.0583,166.68,negative
0.8763,262.016,negative
4.995,183.932,negative
18.6144,180.832,negative
1.078,298.574,negative
35.1373,96.1175,negative
0.077,201.373,negative
2.1198,198.837,negative
2.0651,281.852,negative
4.874,336.315,negative
3.425,343.441,negative
14.193,271.63,negative
2.609,226.427,negative
9.183,86.5034,negative
84.2043,133.622,negative
4.6472,131.492,negative
31.6513,224.942,negative
20.2125,209.434,negative
3.3443,193.561,negative
0.365,290.201,negative
0.4318,330.752,negative
41.3022,68.9062,negative
24.017,102.78,negative
0.561,153.433,negative
1.0842,283.097,negative
1.0007,144.444,negative
2.042,402.083,negative
3.1889,276.597,negative
1.615,174.064,negative
52.2402,98.7123,negative
31.7443,221.658,negative
85.4134,208.726,negative
12.306,192.904,negative
16.2492,197.929,negative
54.4208,207.886,negative
29.313,183.588,negative
1.776,239.027,negative
63.211,119.043,negative
10.894,233.995,negative
13.846,67.3315,negative
35.411,202.189,negative
2.523,221.733,negative
18.6383,203.803,negative
49.742,125.914,negative
8.09,284.793,negative
4.111,212.352,negative
40.244,91.5956,negative
7.486,158.459,negative
1.776,343.14,negative
29.33,166.491,negative
1.1388,158.909,negative
29.6802,239.229,negative
1.392,109.554,negative
8.675,71.4175,negative
38.542,125.95,negative
3.964,146.545,negative
66.889,47.6166,negative
4.248,270.309,negative
8.5588,169.087,negative
26.472,83.2653,negative
10.051,247.674,negative
3.2589,274.737,negative
10.0413,184.231,negative
9.2908,205.625,negative
4.985,261.14,negative
13.874,207.444,negative
41.2125,101.665,negative
0.1225,227.755,negative
7.8517,95.3424,negative
1.6793,292.55,negative
43.6107,102.899,negative
3.708,245.047,negative
3.7884,217.317,negative
24.043,141.249,negative
1.135,231.138,negative
28.062,128.425,negative
3.2728,258.102,negative
4.14,273.792,negative
63.709,118.949,negative
36.383,253.108,negative
2.1269,140.718,negative
0.108,306.566,negative
1.307,103.95,negative
12.9692,137.153,negative
1.1296,192.952,negative
1.8198,182.854,negative
5.8995,241.834,negative
2.7181,227.21,negative
5.4907,299.255,negative
1.011,147.215,negative
14.0504,162.21,negative
22.464,72.0906,negative
1.032,289.703,negative
1.1672,258.544,negative
38.8875,212.472,negative
1.1,252.567,negative
5.954,200.187,negative
0.0179,141.71,negative
82.2627,82.8534,negative
2.2905,355.411,negative
13.228,238.17,negative
67.892,75.2982,negative
4.42,182.13,negative
15.4535,222.331,negative
1.8043,144.022,negative
17.1321,55.6086,negative
3.678,185.554,negative
16.1722,107.044,negative
22.447,172.895,negative
2.8481,181.503,negative
8.8913,312.859,negative
3.306,198.391,negative
8.5516,197.132,negative
0.442,258.167,negative
2.5917,224.173,negative
6.252,386.71,negative
2.3458,127.406,negative
1.5938,199.1,negative
34.2142,145.562,negative
23.3325,56.8943,negative
2.7921,178.486,negative
26.38,152.15,negative
6.204,208.132,negative
62.0705,75.0165,negative
17.4184,162.012,negative
4.829,241.909,negative
73.6127,93.3388,negative
2.3258,54.3047,negative
1.87,60.7115,negative
15.4011,235.351,negative
21.638,213.759,negative
11.6197,111.53,negative
49.141,198.23,negative
8.7244,176.299,negative
33.5627,217.054,negative
2.119,218.877,negative
0.9568,227.367,negative
1.37,326.562,negative
2.245,250.332,negative
4.066,78.5126,negative
2.173,141.671,negative
16.697,168.026,negative
1.9002,151.064,negative
3.717,143.235,negative
25.9219,202.874,negative
12.137,76.1859,negative
10.039,86.1396,negative
13.689,266.501,negative
4.565,158.238,negative
20.212,220.354,negative
0.3439,308.041,negative
20.0897,249.817,negative
23.387,238.317,negative
14.171,187.752,negative
0.212,192.271,negative
13.961,186.873,negative
31.155,125.266,negative
25.7773,190.12,negative
0.101,328.728,negative
1.979,387.259,negative
9.01,105.221,negative
59.389,46.616,negative
6.005,239.805,negative
0.8542,257.921,negative
9.559,249.045,negative
5.161,192.368,negative
7.9881,148.295,negative
18.357,179.784,negative
43.25,258.764,negative
22.5005,136.458,negative
23.934,146.809,negative
14.77,83.2785,negative
3.1203,209.578,negative
0.851,261.951,negative
6.032,203.132,negative
10.581,248.011,negative
78.3243,176.401,negative
8.1035,168.729,negative
62.8383,240.301,negative
44.6217,86.7621,negative
25.831,187.835,negative
19.341,235.342,negative
1.5744,191.881,negative
12.7782,132.603,negative
7.8974,168.758,negative
7.6374,243.857,negative
3.5156,215.196,negative
1.0381,312.777,negative
40.3115,62.1829,negative
7.8862,127.078,negative
0.2168,94.6145,negative
2.9285,325.076,negative
5.136,209.087,negative
10.655,169.87,negative
3.5619,230.053,negative
7.8961,173.964,negative
8.17,274.605,negative
6.602,315.346,negative
0.0796,213.279,negative
9.216,78.1803,negative
25.048,200.666,negative
0.2299,167.953,negative
0.785,203.58,negative
63.944,56.519,negative
2.622,242.382,negative
16.484,168.557,negative
41.187,101.55,negative
5.1984,144.375,negative
10.7127,166.416,negative
8.48,188.576,negative
82.6681,200.751,negative
56.0713,165.408,negative
11.428,169.578,negative
7.6209,115.872,negative
3.3258,126.041,negative
0.187,291.357,negative
6.325,285.149,negative
33.2465,159.304,negative
10.7066,221.358,negative
60.835,70.4403,negative
3.858,221.099,negative
12.658,146.432,negative
2.499,266.968,negative
3.7388,88.9212,negative
1.4405,338.583,negative
27.7485,231.706,negative
4.735,245.76,negative
4.0989,187.607,negative
58.2737,241.68,negative
14.87,150.927,negative
6.582,150.3,negative
3.7694,206.494,negative
2.897,128.081,negative
14.363,317.96,negative
4.977,155.65,negative
4.428,77.8275,negative
79.886,87.5884,negative
23.745,206.749,negative
2.787,324.019,negative
76.9045,229.342,negative
82.4568,173.159,negative
0.143,179.927,negative
1.445,307.669,negative
52.0346,164.308,negative
6.439,285.794,negative
6.9956,196.39,negative
1.3991,204.833,negative
2.0243,145.642,negative
53.453,71.1621,negative
65.595,63.9031,negative
20.707,84.1078,negative
28.6827,186.946,negative
6.4023,242.552,negative
36.722,126.775,negative
3.3315,377.694,negative
59.3545,107.011,negative
29.908,114.702,negative
3.949,337.985,negative
2.3684,343.054,negative
1.863,257.483,negative
26.6657,203.478,negative
2.9174,286.231,negative
52.617,178.159,negative
5.332,167.012,negative
36.8443,156.357,negative
76.9494,226.745,negative
11.746,194.679,negative
4.708,238.974,negative
0.5379,145.576,negative
5.0099,237.107,negative
8.2645,232.581,negative
3.601,198.601,negative
2.144,256.348,negative
82.0949,181.402,negative
69.237,64.2395,negative
8.474,221.527,negative
4.1242,219.472,negative
20.19,159.054,negative
5.316,146.025,negative
3.387,234.542,negative
78.917,194.846,negative
4.6452,124.398,negative
2.8858,401.134,negative
3.755,202.696,negative
0.6112,243.698,negative
45.6085,72.9584,negative
30.202,59.0132,negative
4.692,214.956,negative
1.4659,318.44,negative
34.7693,204.293,negative
75.607,224.73,negative
3.221,299.15,negative
11.9354,131.532,negative
2.84,268.613,negative
14.834,186.723,negative
2.8918,279.524,negative
35.3889,112.815,negative
14.878,311.774,negative
10.0863,267.44,negative
41.804,203.445,negative
16.7712,190.609,negative
0.2111,294.287,negative
8.0894,142.784,negative
81.2444,126.504,negative
52.1482,152.064,negative
2.873,251.558,negative
3.312,272.982,negative
2.7439,249.207,negative
8.644,224.345,negative
76.5709,200.411,negative
44.2068,158.972,negative
17.205,112.518,negative
0.2621,206.521,negative
2.714,297.168,negative
1.0945,297.823,negative
9.2085,244.753,negative
71.8226,200.418,negative
10.124,192.834,negative
7.882,126.857,negative
4.9423,184.25,negative
7.7249,250.769,negative
1.061,250.673,negative
4.1346,201.944,negative
86.7275,111.528,negative
1.692,256.2,negative
35.5834,160.796,negative
