At9,Class
53.537,negative
21.9158,negative
34.3207,negative
17.612,negative
18.4615,negative
11.288,negative
7.085,negative
10.575,negative
70.5228,negative
8.044,negative
49.586,negative
7.779,negative
3.3863,negative
5.1993,negative
17.622,negative
42.6363,negative
25.5291,negative
3.8455,negative
8.38,negative
28.175,negative
2.739,negative
25.9867,negative
15.396,negative
1.0959,negative
9.6089,negative
62.848,negative
39.7307,negative
88.4244,negative
22.2594,negative
3.013,negative
5.892,negative
48.202,negative
1.8848,negative
18.785,negative
9.808,negative
2.801,negative
42.881,negative
0.279,negative
36.5127,negative
8.841,negative
9.4092,negative
1.0618,negative
0.1577,negative
21.846,negative
30.757,negative
4.218,negative
26.6013,negative
9.695,negative
4.472,negative
3.1134,negative
7.815,negative
9.9628,negative
8.5367,negative
30.1986,negative
6.2087,negative
73.5609,negative
53.211,negative
14.1441,negative
56.213,negative
65.3027,negative
2.001,negative
22.18,negative
0.867,negative
8.3369,negative
22.696,negative
5.1219,negative
1.489,negative
85.4811,negative
14.579,negative
69.3668,negative
14.118,negative
1.5522,negative
17.1998,negative
14.9667,negative
9.928,negative
22.93,negative
21.887,negative
17.658,negative
39.9411,negative
3.0427,negative
6.6237,negative
9.1974,negative
1.832,negative
3.465,negative
9.041,negative
60.7186,negative
2.5713,negative
30.368,negative
0.663,negative
15.92,negative
22.393,negative
10.9472,negative
0.8541,negative
5.054,negative
17.919,negative
3.343,negative
2.371,negative
8.1657,negative
16.005,negative
61.5734,negative
67.912,negative
7.07,negative
6.052,negative
8.387,negative
22.0916,negative
15.162,negative
84.3099,negative
1.068,negative
26.5822,negative
0.5731,negative
1.827,negative
47.0022,negative
4.774,negative
10.7248,negative
2.441,negative
2.6774,negative
0.298,negative
26.9788,negative
0.4443,negative
4.0749,negative
30.3436,negative
25.6299,negative
4.87,negative
0.512,negative
31.3229,negative
0.261,negative
0.864,negative
3.2129,negative
30.2038,negative
14.1288,negative
6.035,negative
5.6286,negative
71.972,negative
22.1785,negative
20.071,negative
0.2798,negative
13.3833,negative
2.389,negative
54.9356,negative
18.0418,negative
83.0585,negative
29.924,negative
31.0982,negative
2.947,negative
13.9,negative
3.198,negative
19.5239,negative
22.871,negative
0.706,negative
10.6699,negative
8.4526,negative
5.919,negative
17.4835,negative
2.9782,negative
6.155,negative
3.7748,negative
7.135,negative
8.72,negative
5.928,negative
31.293,negative
4.018,negative
2.07,negative
1.592,negative
10.395,negative
2.141,negative
23.469,negative
6.826,negative
40.5639,negative
4.434,negative
15.901,negative
2.5603,negative
21.0697,negative
1.8306,negative
35.4214,negative
1.8161,negative
0.265,negative
0.195,negative
2.67,negative
3.118,negative
0.623,negative
4.0468,negative
3.533,negative
21.2603,negative
0.013,negative
28.063,negative
22.252,negative
7.7247,negative
5.489,negative
1.49,negative
3.965,negative
9.906,negative
4.988,negative
2.315,negative
5.167,negative
42.8808,negative
68.7907,negative
9.802,negative
8.014,negative
1.985,negative
5.9938,negative
33.6328,negative
8.0679,negative
5.7551,negative
37.029,negative
7.0737,negative
34.2341,negative
11.5163,negative
3.2782,negative
10.9562,negative
55.6702,negative
12.204,negative
9.4937,negative
1.126,negative
69.608,negative
5.498,negative
0.137,negative
8.031,negative
9.08,negative
18.6016,negative
3.363,negative
20.435,negative
3.181,negative
29.159,negative
89.2364,negative
21.252,negative
82.015,negative
1.869,negative
3.125,negative
37.1524,negative
23.1046,negative
57.5441,negative
61.3805,negative
1.511,negative
1.509,negative
8.6201,negative
6.4229,negative
15.643,negative
6.3642,negative
4.015,negative
8.732,negative
13.3338,negative
79.73,negative
6.6889,negative
89.1761,negative
6.3588,negative
22.8837,negative
47.8428,negative
82.0874,negative
15.8005,negative
24.564,negative
4.646,negative
4.69,negative
10.9993,negative
3.414,negative
3.628,negative
10.2651,negative
3.0331,negative
21.6348,negative
4.738,negative
83.0753,negative
33.5722,negative
1.5254,negative
4.009,negative
37.783,negative
88.0136,negative
3e-04,negative
21.5391,negative
10.832,negative
54.1575,negative
13.873,negative
35.5329,negative
7.944,negative
11.958,negative
13.294,negative
58.404,negative
20.868,negative
4.4256,negative
26.726,negative
17.1657,negative
63.571,negative
2.875,negative
87.6204,negative
0.595,negative
1.8232,negative
15.4093,negative
61.5717,negative
13.5504,negative
3.304,negative
12.5519,negative
28.4635,negative
4.6516,negative
23.9828,negative
1.759,negative
18.184,negative
7.064,negative
8.016,negative
69.6147,negative
34.761,negative
22.993,negative
18.4147,negative
23.5652,negative
16.4238,negative
18.353,negative
34.266,negative
6.1974,negative
7.035,negative
1.811,negative
17.7197,negative
1.3133,negative
5.4315,negative
9.4633,negative
56.0863,negative
51.835,negative
17.0993,negative
5.1947,negative
65.0592,negative
24.418,negative
4.0081,negative
30.756,negative
4.947,negative
83.6327,negative
5.881,negative
26.7566,negative
0.5765,negative
8.302,negative
9.7876,negative
11.16,negative
25.6036,negative
25.6257,negative
51.3098,negative
6.7811,negative
12.911,negative
6.819,negative
3.098,negative
3.329,negative
1.7082,negative
23.2507,negative
2.0276,negative
13.719,negative
8.8011,negative
0.922,negative
2.4615,negative
3.6339,negative
25.809,negative
19.486,negative
34.8091,negative
2.0243,negative
1.018,negative
14.572,negative
18.5575,negative
2.359,negative
3.096,negative
4.419,negative
4.554,negative
10.1725,negative
6.6811,negative
26.4593,negative
3.389,negative
2.872,negative
58.1218,negative
53.2731,negative
33.419,negative
40.227,negative
5.3027,negative
4.526,negative
52.56,negative
31.7295,negative
88.8729,negative
3.1904,negative
3.9958,negative
5.3365,negative
70.3187,negative
23.553,negative
25.087,negative
7.007,negative
13.5342,negative
50.4126,negative
11.808,negative
1.8933,negative
5.781,negative
2.125,negative
15.31,negative
0.134,negative
6.648,negative
1.517,negative
13.666,negative
6.624,negative
0.279,negative
11.13,negative
11.15,negative
1.94,negative
9.903,negative
9.432,negative
87.1172,negative
44.14,negative
84.6855,negative
48.6035,negative
65.896,negative
0.5792,negative
10.224,negative
13.323,negative
15.1204,negative
12.992,negative
9.109,negative
6.6856,negative
27.9829,negative
6.5706,negative
7.959,negative
1.3581,negative
1.977,negative
4.09,negative
28.526,negative
11.3396,negative
7.6036,negative
2.4183,negative
34.123,negative
2.5168,negative
2.2,negative
19.335,negative
47.5368,negative
0.9932,negative
10.09,negative
15.6309,negative
1.656,negative
4.9347,negative
8.3285,negative
14.44,negative
20.449,negative
61.157,negative
17.4336,negative
17.3756,negative
88.9011,negative
26.52,negative
5.1038,negative
60.622,negative
8.622,negative
49.217,negative
20.232,negative
46.5742,negative
6.6543,negative
6.216,negative
8.6023,negative
26.4744,negative
2.935,negative
1.149,negative
25.282,negative
44.0604,negative
29.5538,negative
5.9251,negative
3.9201,negative
9.3234,negative
10.576,negative
16.706,negative
0.9529,negative
10.6605,negative
8.621,negative
43.535,negative
5.8814,negative
10.828,negative
74.9943,negative
3.625,negative
30.572,negative
52.227,negative
9.469,negative
86.3608,negative
29.865,negative
1.703,negative
16.728,negative
1.987,negative
0.4686,negative
15.298,negative
10.083,negative
0.366,negative
1.156,negative
19.332,negative
50.474,negative
5.6594,negative
14.885,negative
43.542,negative
19.254,negative
47.56,negative
36.6265,negative
2.206,negative
32.744,negative
12.6698,negative
0.6057,negative
52.4475,negative
18.0251,negative
88.1478,negative
14.054,negative
5.975,negative
15.156,negative
21.2221,negative
0.6251,negative
72.8171,negative
63.886,negative
4.9959,negative
43.833,negative
7.9241,negative
54.347,negative
1.137,negative
1.701,negative
40.8521,negative
0.091,negative
0.921,negative
2.777,negative
37.9,negative
82.9909,negative
6.81,negative
1.875,negative
52.255,negative
62.166,negative
4.6235,negative
1.8497,negative
2.826,negative
1.935,negative
40.5939,negative
3.908,negative
46.586,negative
7.2427,negative
5.4268,negative
2.411,negative
4.6349,negative
63.754,negative
6.0049,negative
14.3451,negative
51.624,negative
16.04,negative
68.163,negative
48.122,negative
1.778,negative
20.363,negative
14.386,negative
0.212,negative
1.0712,negative
42.879,negative
4.604,negative
2.5841,negative
3.551,negative
0.6397,negative
4.053,negative
3.8676,negative
0.2426,negative
5.8992,negative
1.878,negative
60.962,negative
4.772,negative
9.8964,negative
2.281,negative
20.22,negative
8.1635,negative
5.638,negative
15.9915,negative
11.282,negative
5.49,negative
13.2881,negative
11.0731,negative
4.2585,negative
0.7264,negative
14.836,negative
0.6666,negative
3.823,negative
13.197,negative
41.7053,negative
13.294,negative
5.816,negative
11.9368,negative
11.6029,negative
60.197,negative
3.034,negative
45.306,negative
2.6332,negative
17.608,negative
13.241,negative
18.547,negative
11.5931,negative
43.687,negative
12.362,negative
3.921,negative
39.403,negative
11.7646,negative
8.1347,negative
37.228,negative
15.7881,negative
6.171,negative
14.006,negative
0.3521,negative
2.334,negative
15.4657,negative
42.452,negative
9.19,negative
2.435,negative
59.013,negative
4.443,negative
34.6018,negative
2.7956,negative
10.612,negative
9.433,negative
1.394,negative
6.6105,negative
2.82,negative
32.4415,negative
0.1197,negative
3.9724,negative
22.1398,negative
57.86,negative
3.4462,negative
38.5808,negative
87.3123,negative
13.8747,negative
0.6385,negative
13.3891,negative
3.2408,negative
18.8702,negative
5.487,negative
15.814,negative
9.0921,negative
3.947,negative
55.85,negative
1.0352,negative
9.418,negative
3.9102,negative
16.4371,negative
6.0583,negative
0.8763,negative
4.995,negative
18.6144,negative
1.078,negative
35.1373,negative
0.077,negative
2.1198,negative
2.0651,negative
4.874,negative
3.425,negative
14.193,negative
2.609,negative
9.183,negative
84.2043,negative
4.6472,negative
31.6513,negative
20.2125,negative
3.3443,negative
0.365,negative
0.4318,negative
41.3022,negative
24.017,negative
0.561,negative
1.0842,negative
1.0007,negative
2.042,negative
3.1889,negative
1.615,negative
52.2402,negative
31.7443,negative
85.4134,negative
12.306,negative
16.2492,negative
54.4208,negative
29.313,negative
1.776,negative
63.211,negative
10.894,negative
13.846,negative
35.411,negative
2.523,negative
18.6383,negative
49.742,negative
8.09,negative
4.111,negative
40.244,negative
7.486,negative
1.776,negative
29.33,negative
1.1388,negative
29.6802,negative
1.392,negative
8.675,negative
38.542,negative
3.964,negative
66.889,negative
4.248,negative
8.5588,negative
26.472,negative
10.051,negative
3.2589,negative
10.0413,negative
9.2908,negative
4.985,negative
13.874,negative
41.2125,negative
0.1225,negative
7.8517,negative
1.6793,negative
43.6107,negative
3.708,negative
3.7884,negative
24.043,negative
1.135,negative
28.062,negative
3.2728,negative
4.14,negative
63.709,negative
36.383,negative
2.1269,negative
0.108,negative
1.307,negative
12.9692,negative
1.1296,negative
1.8198,negative
5.8995,negative
2.7181,negative
5.4907,negative
1.011,negative
14.0504,negative
22.464,negative
1.032,negative
1.1672,negative
38.8875,negative
1.1,negative
5.954,negative
0.0179,negative
82.2627,negative
2.2905,negative
13.228,negative
67.892,negative
4.42,negative
15.4535,negative
1.8043,negative
17.1321,negative
3.678,negative
16.1722,negative
22.447,negative
2.8481,negative
8.8913,negative
3.306,negative
8.5516,negative
0.442,negative
2.5917,negative
6.252,negative
2.3458,negative
1.5938,negative
34.2142,negative
23.3325,negative
2.7921,negative
26.38,negative
6.204,negative
62.0705,negative
17.4184,negative
4.829,negative
73.6127,negative
2.3258,negative
1.87,negative
15.4011,negative
21.638,negative
11.6197,negative
49.141,negative
8.7244,negative
33.5627,negative
2.119,negative
0.9568,negative
1.37,negative
2.245,negative
4.066,negative
2.173,negative
16.697,negative
1.9002,negative
3.717,negative
25.9219,negative
12.137,negative
10.039,negative
13.689,negative
4.565,negative
20.212,negative
0.3439,negative
20.0897,negative
23.387,negative
14.171,negative
0.212,negative
13.961,negative
31.155,negative
25.7773,negative
0.101,negative
1.979,negative
9.01,negative
59.389,negative
6.005,negative
0.8542,negative
9.559,negative
5.161,negative
7.9881,negative
18.357,negative
43.25,negative
22.5005,negative
23.934,negative
14.77,negative
3.1203,negative
0.851,negative
6.032,negative
10.581,negative
78.3243,negative
8.1035,negative
62.8383,negative
44.6217,negative
25.831,negative
19.341,negative
1.5744,negative
12.7782,negative
7.8974,negative
7.6374,negative
3.5156,negative
1.0381,negative
40.3115,negative
7.8862,negative
0.2168,negative
2.9285,negative
5.136,negative
10.655,negative
3.5619,negative
7.8961,negative
8.17,negative
6.602,negative
0.0796,negative
9.216,negative
25.048,negative
0.2299,negative
0.785,negative
63.944,negative
2.622,negative
16.484,negative
41.187,negative
5.1984,negative
10.7127,negative
8.48,negative
82.6681,negative
56.0713,negative
11.428,negative
7.6209,negative
3.3258,negative
0.187,negative
6.325,negative
33.2465,negative
10.7066,negative
60.835,negative
3.858,negative
12.658,negative
2.499,negative
3.7388,negative
1.4405,negative
27.7485,negative
4.735,negative
4.0989,negative
58.2737,negative
14.87,negative
6.582,negative
3.7694,negative
2.897,negative
14.363,negative
4.977,negative
4.428,negative
79.886,negative
23.745,negative
2.787,negative
76.9045,negative
82.4568,negative
0.143,negative
1.445,negative
52.0346,negative
6.439,negative
6.9956,negative
1.3991,negative
2.0243,negative
53.453,negative
65.595,negative
20.707,negative
28.6827,negative
6.4023,negative
36.722,negative
3.3315,negative
59.3545,negative
29.908,negative
3.949,negative
2.3684,negative
1.863,negative
26.6657,negative
2.9174,negative
52.617,negative
5.332,negative
36.8443,negative
76.9494,negative
11.746,negative
4.708,negative
0.5379,negative
5.0099,negative
8.2645,negative
3.601,negative
2.144,negative
82.0949,negative
69.237,negative
8.474,negative
4.1242,negative
20.19,negative
5.316,negative
3.387,negative
78.917,negative
4.6452,negative
2.8858,negative
3.755,negative
0.6112,negative
45.6085,negative
30.202,negative
4.692,negative
1.4659,negative
34.7693,negative
75.607,negative
3.221,negative
11.9354,negative
2.84,negative
14.834,negative
2.8918,negative
35.3889,negative
14.878,negative
10.0863,negative
41.804,negative
16.7712,negative
0.2111,negative
8.0894,negative
81.2444,negative
52.1482,negative
2.873,negative
3.312,negative
2.7439,negative
8.644,negative
76.5709,negative
44.2068,negative
17.205,negative
0.2621,negative
2.714,negative
1.0945,negative
9.2085,negative
71.8226,negative
10.124,negative
7.882,negative
4.9423,negative
7.7249,negative
1.061,negative
4.1346,negative
86.7275,negative
1.692,negative
35.5834,negative
0.071,negative
4.058,negative
0.8205,negative
21.457,negative
12.8303,negative
2.923,negative
68.4457,negative
26.5117,negative
51.2589,negative
78.069,negative
26.1127,negative
4.109,negative
10.505,negative
4.282,negative
2.707,negative
25.877,negative
25.071,negative
3.097,negative
4.9278,negative
12.8885,negative
6.297,negative
5.783,negative
50.0471,negative
15.001,negative
27.3684,negative
14.3006,negative
7.463,negative
14.777,negative
21.475,negative
10.0186,negative
62.09,negative
65.7296,negative
10.455,negative
0.345,negative
5.3995,negative
44.0092,negative
1.585,negative
1.252,negative
44.1008,negative
6.7587,negative
7.035,negative
7.006,negative
77.453,negative
53.563,negative
1.683,negative
2.0198,negative
5.544,negative
14.4173,negative
40.1653,negative
31.0635,negative
0.5263,negative
44.8022,negative
34.9402,negative
22.5804,negative
2.98,negative
1.0197,negative
70.059,negative
18.463,negative
20.949,negative
4.916,negative
3.903,negative
0.9654,negative
1.466,negative
3.18,negative
11.507,negative
1.746,negative
63.5812,negative
69.7,negative
66.1973,negative
7.443,negative
10.7736,negative
1.3628,negative
0.091,negative
60.468,negative
31.443,negative
5.4377,negative
3.585,negative
37.113,negative
4.7161,negative
2.693,negative
1.0728,negative
2.315,negative
13.838,negative
18.1669,negative
1.0447,negative
18.039,negative
5.0598,negative
28.75,negative
30.3721,negative
11.9305,negative
17.229,negative
12.255,negative
2.952,negative
15.8331,negative
13.6657,negative
10.463,negative
10.3828,negative
86.6051,negative
4.945,negative
9.6233,negative
82.0634,negative
15.822,negative
14.407,negative
5.964,negative
23.142,negative
2.6617,negative
2.366,negative
10.1005,negative
6.271,negative
7.586,negative
4.3698,negative
1.088,negative
0.72,negative
23.553,negative
2.405,negative
4.35,negative
26.823,negative
12.863,negative
5.462,negative
3.2945,negative
14.263,negative
74.7121,negative
0.2731,negative
10.1763,negative
11.12,negative
9.1044,negative
16.288,negative
15.8654,negative
35.9838,negative
8.8123,negative
39.0678,negative
3.82,negative
32.725,negative
3.3923,negative
40.0613,negative
7.0357,negative
11.529,negative
6.433,negative
4.8437,negative
7.1654,negative
3.203,negative
5.684,negative
3.893,negative
7.308,negative
13.767,negative
70.5589,negative
67.7536,negative
15.9742,negative
68.654,negative
2.29,negative
2.228,negative
13.191,negative
24.9633,negative
28.6994,negative
27.399,negative
83.93,negative
1.299,negative
5.2854,negative
12.2449,negative
21.5727,negative
5.932,negative
29.987,negative
20.47,negative
77.2884,negative
2.219,negative
4.0389,negative
2.916,negative
71.878,negative
7.9894,negative
9.3943,negative
10.312,negative
5.753,negative
1.296,negative
6.745,negative
10.816,negative
6.9898,negative
11.6635,negative
17.3452,negative
8.163,negative
1.464,negative
50.757,negative
59.954,negative
15.2,negative
0.279,negative
8.35,negative
7.459,negative
0.255,negative
2.038,negative
4.3928,negative
41.5118,negative
7.673,negative
1.81,negative
1.3098,negative
70.176,negative
54.584,negative
1.8065,negative
2.833,negative
8.288,negative
2.449,negative
18.9207,negative
12.615,negative
5.5798,negative
6.797,negative
6.944,negative
84.9057,negative
7.3446,negative
13.7648,negative
7.226,negative
2.9039,negative
15.8142,negative
69.35,negative
10.652,negative
17.9289,negative
10.377,negative
4.929,negative
1.7962,negative
23.326,negative
11.218,negative
5.397,negative
9.1317,negative
0.7623,negative
20.124,negative
10.692,negative
15.277,negative
8.953,negative
35.9796,negative
19.309,negative
0.4823,negative
16.068,negative
25.219,negative
19.5113,negative
39.8,negative
27.4221,negative
5.0165,negative
14.854,negative
26.2377,negative
5.035,negative
9.825,negative
47.1919,negative
22.289,negative
13.127,negative
1.9837,negative
1.7099,negative
26.545,negative
2.376,negative
0.9738,negative
6.526,negative
0.572,negative
4.2924,negative
2.9702,negative
37.679,negative
10.1375,negative
0.12,negative
25.2015,negative
5.528,negative
4.087,negative
57.769,negative
21.8653,negative
39.691,negative
79.154,negative
43.7141,negative
14.1753,negative
24.56,negative
4.3666,negative
4.684,negative
45.626,negative
9.092,negative
10.0478,negative
14.518,negative
16.093,negative
8.8499,negative
18.596,negative
2.882,negative
19.0052,negative
46.7657,negative
16.1076,negative
18.286,negative
22.925,negative
40.871,negative
45.296,negative
8.3521,negative
1.7181,negative
23.4938,negative
84.3683,negative
13.462,negative
5.117,negative
5.9657,negative
12.148,negative
43.7446,negative
11.049,negative
3.2454,negative
0.0974,negative
0.009,negative
46.4008,negative
49.037,negative
10.355,negative
15.7477,negative
38.681,negative
0.5862,negative
4.126,negative
0.5989,negative
2.507,negative
5.222,negative
9.132,negative
57.761,negative
0.936,negative
4.5394,negative
27.7967,negative
7.192,negative
2.797,negative
0.8311,negative
43.8353,negative
1.291,negative
20.19,negative
1.5331,negative
4.9577,negative
9.6757,negative
60.676,negative
36.1992,negative
16.085,negative
4.9361,negative
4.1593,negative
4.8845,negative
38.4018,negative
9.6532,negative
15.6268,negative
3.422,negative
71.07,negative
16.6113,negative
5.5364,negative
56.2369,negative
47.735,negative
35.37,negative
13.5997,negative
10.9363,negative
7.9368,negative
4.178,negative
51.288,negative
2.2482,negative
0.609,negative
16.309,negative
13.932,negative
74.511,negative
21.984,negative
47.3012,negative
14.111,negative
71.8363,negative
1.9921,negative
1.046,negative
40.463,negative
17.512,negative
13.7302,negative
15.4989,negative
32.222,negative
50.598,negative
2.217,negative
4.131,negative
34.3027,negative
26.8446,negative
7.2636,negative
12.974,negative
10.7186,negative
36.335,negative
80.5502,negative
15.261,negative
2.5856,negative
82.6073,negative
43.513,negative
1.8365,negative
13.072,negative
27.85,negative
0.4067,negative
15.733,negative
3.9884,negative
6.283,negative
65.2633,negative
57.2856,negative
26.9369,negative
46.111,negative
21.322,negative
90,negative
0.189,negative
10.908,negative
1.363,negative
15.562,negative
44.1499,negative
5.4415,negative
38.543,negative
10.11,negative
2.3475,negative
0.343,negative
4.18,negative
40.003,negative
8.1796,negative
1.1917,negative
5.079,negative
5.4106,negative
4.4742,negative
18.1523,negative
27.7838,negative
70.33,negative
1.893,negative
63.4889,negative
11.295,negative
5.4811,negative
84.0046,negative
24.878,negative
61.346,negative
9.77,negative
3.751,negative
5.313,negative
8.021,negative
20.1518,negative
6.165,negative
49.1001,negative
3.3884,negative
24.538,negative
36.155,negative
33.4257,negative
33.349,negative
2.788,negative
9.8286,negative
41.9239,negative
7.0879,negative
10.7703,negative
5.559,negative
5.343,negative
18.134,negative
16.3555,negative
12.095,negative
4.5252,negative
9.7647,negative
2.9606,negative
1.799,negative
89.6161,negative
7.3869,negative
1.696,negative
7.675,negative
2.228,negative
37.6063,negative
21.5562,negative
5.473,negative
13.672,negative
16.9799,negative
18.917,negative
4.202,negative
1.741,negative
26.9279,negative
2.043,negative
31.0926,negative
5.2528,negative
11.5618,negative
47.2691,negative
44.928,negative
0.0951,negative
1.821,negative
21.7911,negative
0.167,negative
9.034,negative
61.033,negative
19.312,negative
7.9729,negative
2.099,negative
4.524,negative
4.0619,negative
19.817,negative
16.2545,negative
5.772,negative
30.7437,negative
0.618,negative
1.2989,negative
32.5129,negative
18.256,negative
5.7732,negative
50.575,negative
0.7557,negative
49.2708,negative
23.9858,negative
71.524,negative
45.055,negative
36.245,negative
21.3396,negative
71.3503,negative
69.045,negative
8.446,negative
8.062,negative
19.937,negative
5.895,negative
14.3675,negative
9.4205,negative
41.8543,negative
3.412,negative
7.096,negative
0.1363,negative
41.8876,negative
2.746,negative
1.893,negative
5.35,negative
11.3196,negative
2.0789,negative
21.3825,negative
69.1441,negative
3.5809,negative
68.354,negative
48.027,negative
49.667,negative
2.676,negative
21.1032,negative
76.05,negative
2.275,negative
73.7502,negative
6.8267,negative
6.325,negative
21.435,negative
4.654,negative
5.7653,negative
8.447,negative
18.5166,negative
18.056,negative
4.7954,negative
17.5637,negative
18.3581,negative
2.794,negative
49.711,negative
1.2118,negative
0.372,negative
23.2244,negative
13.576,negative
72.9346,negative
4.893,negative
6.2672,negative
2.6,negative
4.551,negative
27.2776,negative
2.617,negative
28.4117,negative
24.289,negative
2.198,negative
53.624,negative
0.558,negative
21.905,negative
59.3964,negative
6.81,negative
9.826,negative
3.511,negative
7.944,negative
0.2386,negative
3.321,negative
8.161,negative
4.507,negative
3.97,negative
1.804,negative
30.6078,negative
89.502,negative
2.8691,negative
3.1113,negative
2.148,negative
18.907,negative
7.3793,negative
19.803,negative
10.4186,negative
5.2825,negative
1.477,negative
2.13,negative
11.7131,negative
7.063,negative
10.239,negative
18.6002,negative
19.1473,negative
3.873,negative
9.7698,negative
13.062,negative
5.3656,negative
16.239,negative
76.0065,negative
15.6436,negative
2.3854,negative
7.626,negative
12.3675,negative
1.324,negative
7.512,negative
22.934,negative
6.9809,negative
5.2329,negative
9.7797,negative
43.273,negative
4.158,negative
42.6194,negative
61.5575,negative
7.103,negative
1.0165,negative
0.346,negative
22.7149,negative
5.212,negative
9.508,negative
26.3583,negative
26.997,negative
16.7782,negative
41.337,negative
41.3992,negative
0.9082,negative
71.498,negative
18.651,negative
2.414,negative
26.0548,negative
18.7607,negative
3.5195,negative
12.502,negative
0.431,negative
16.007,negative
48.9647,negative
52.817,negative
7.1928,negative
0.306,negative
0.601,negative
63.084,negative
6.115,negative
3.0299,negative
17.2382,negative
6.56,negative
6.7698,negative
20.762,negative
2.9018,negative
4.1261,negative
4.141,negative
2.447,negative
31.39,negative
0.699,negative
50.047,negative
0.459,negative
1.0087,negative
70.1989,negative
1.3506,negative
14.987,negative
5.346,negative
1.971,negative
10.662,negative
88.2424,negative
2.5919,negative
4.629,negative
50.3182,negative
5.2474,negative
19.3086,negative
30.0704,negative
2.6813,negative
16.7287,negative
7.271,negative
3.97,negative
4.7763,negative
8.3229,negative
6.181,negative
4.9759,negative
1.0147,negative
3.3555,negative
22.365,negative
30.914,negative
4.7427,negative
0.3141,negative
1.981,negative
0.6273,negative
57.7866,negative
31,negative
6.932,negative
9.5667,negative
7.167,negative
80.8951,negative
8.9491,negative
13.794,negative
0.646,negative
67.167,negative
82.4198,negative
2.5785,negative
19.6425,negative
5.8519,negative
9.9173,negative
21.922,negative
37.548,negative
74.477,negative
2.7224,negative
28.138,negative
18.5411,negative
85.6648,negative
31.234,negative
17.161,negative
0.555,negative
31.796,negative
57.837,negative
75.848,negative
17.237,negative
17.772,negative
6.295,negative
5.7941,negative
25.9201,negative
63.1428,negative
21.319,negative
85.8903,negative
19.8866,negative
40.7067,negative
8.2259,negative
42.79,negative
0.013,negative
16.103,negative
4.7419,negative
20.487,negative
6.1268,negative
3.57,negative
16.3257,negative
17.201,negative
0.704,negative
0.2316,negative
12.8676,negative
84.1374,negative
70.514,negative
13.2336,negative
16.23,negative
18.3397,negative
14.577,negative
4.39,negative
11.2213,negative
20.613,negative
23.6586,negative
7.206,negative
1.437,negative
3.608,negative
21.4367,negative
53.2181,negative
29.556,negative
0.139,negative
1.277,negative
16.472,negative
70.269,negative
42.592,negative
1.9807,negative
3.808,negative
8.688,negative
31.6781,negative
4.6873,negative
16.6298,negative
23.0778,negative
2.0648,negative
12.7025,negative
5.028,negative
3.88,negative
0.938,negative
20.2025,negative
82.9943,negative
1.4627,negative
0.573,negative
51.1727,negative
1.388,negative
24.9908,negative
49.544,negative
1.578,negative
9.691,negative
1.932,negative
6.8181,negative
0.022,negative
1.7301,negative
37.2878,negative
17.638,negative
20.8434,negative
9.0379,negative
26.4601,negative
53.28,negative
5.0087,negative
2.653,negative
4.2808,negative
32.861,negative
9.1325,negative
11.3007,negative
2.857,negative
41.9953,negative
40.6189,negative
1.781,negative
3.667,negative
57.4463,negative
2.6075,negative
6.723,negative
5.8754,negative
0.25,negative
20.9266,negative
36.394,negative
4.2029,negative
8.469,negative
5.629,negative
53.8203,negative
7.6187,negative
3.306,negative
21.6547,negative
31.933,negative
7.6842,negative
3.144,negative
7.9233,negative
11.997,negative
0.42,negative
3.3709,negative
15.7121,negative
5.0804,negative
28.3104,negative
11.385,negative
0.596,negative
22.14,negative
9.6722,negative
4.2283,negative
16.2144,negative
6.9052,negative
18.0086,negative
8.866,negative
15.024,negative
0.5748,negative
0.7571,negative
64.14,negative
0.7814,negative
5.069,negative
29.426,negative
4.4916,negative
14.4105,negative
15.401,negative
0.7187,negative
2.7843,negative
8.8233,negative
26.798,negative
32.1731,negative
1.051,negative
52.38,negative
2.1539,negative
24.821,negative
6.3019,negative
41.2033,negative
35.283,negative
28.5503,negative
3.0206,negative
53.008,negative
2.1063,negative
24.8636,negative
0.794,negative
2.0933,negative
25.4671,negative
82.5069,negative
14.32,negative
16.342,negative
3.5737,negative
45.8891,negative
66.855,negative
61.282,negative
9.802,negative
11.0676,negative
17.3342,negative
1.397,negative
1.7267,negative
2.158,negative
60.775,negative
3.4898,negative
0.1159,negative
7.387,negative
4.74,negative
32.021,negative
4.209,negative
2.2764,negative
2.929,negative
27.644,negative
29.3898,negative
1.048,negative
9.0974,negative
24.6194,negative
8.648,negative
5.359,negative
2.6246,negative
43.6236,negative
6.0005,negative
19.571,negative
63.492,negative
4.5866,negative
10.829,negative
3.1288,negative
3.972,negative
0.131,negative
0.8302,negative
37.841,negative
42.731,negative
3.1102,negative
7.9479,negative
12.9151,negative
5.904,negative
11.804,negative
4.5201,negative
3.415,negative
0.132,negative
4.1493,negative
8.19,negative
1.2204,negative
0.922,negative
4.18,negative
6.6566,negative
2.5729,negative
2.9274,negative
12.603,negative
9.116,negative
17.3988,negative
11.9522,negative
0.6288,negative
17.3124,negative
5.6489,negative
22.961,negative
32.467,negative
1.3818,negative
1.965,negative
25.8637,negative
26.0319,negative
2.3986,negative
11.4188,negative
32.0528,negative
13.325,negative
14.852,negative
17.282,negative
23.2283,negative
16.0801,negative
4.0232,negative
9.2693,negative
0.208,negative
41.1555,negative
89.6589,negative
52.269,negative
81.4656,negative
34.4932,negative
