At3,At8,At9,At10,Class
3.4351,-30.1418,57.981,144.261,negative
2.3201,-3.7707,63.8003,117.127,negative
3.207,21.2982,3.4938,274.627,negative
2.776,13.208,39.1194,216.39,negative
2.8537,9.5305,5.733,166.524,negative
2.2317,-10.88,72.4972,202.044,negative
2.935,-13.9686,0.8358,333.468,negative
2.3838,6.4597,31.192,233.835,negative
2.7088,-3.7454,2.087,178.577,negative
2.081,8.1383,42.4922,176.011,negative
2.5883,-11.0593,10.503,160.204,negative
3.0011,-16.6352,15.4842,200.751,negative
3.5804,26.397,0.3452,266.336,negative
3.684,-6.7255,0.8433,252.295,negative
2.8126,-13.4996,1.325,219.449,negative
2.2041,4.3266,26.6697,205.578,negative
2.7324,12.6533,11.3638,127.633,negative
2.5085,-4.5494,18.453,297.048,negative
2.7222,11.8772,85.3816,27.794,negative
2.8954,-21.7643,2.915,262.948,negative
2.8199,14.2279,11.7065,203.392,negative
3.0199,11.9324,21.1203,175.379,negative
2.8856,-11.3777,0.804,333.774,negative
2.8031,-8.2579,1.824,276.127,negative
2.1414,15.9529,63.095,229.66,negative
2.2148,11.05,16.843,113.019,negative
2.7063,-11.2957,9.088,175.637,negative
2.3107,-11.5187,78.5401,198.152,negative
2.4836,-7.8156,30.6401,229.404,negative
3.5707,12.4215,2.459,278.635,negative
2.6871,-11.5156,6.2738,199.007,negative
2.8309,-12.5733,2.2065,154.529,negative
2.8414,-14.9995,2.9067,230.049,negative
2.3054,4.2866,29.8227,127.261,negative
2.7892,14.5485,7.963,245.074,negative
2.4807,-16.6635,71.3012,173.751,negative
2.0986,5.8153,22.516,109.609,negative
2.0846,5.3539,32.807,188.437,negative
2.9643,-12.7683,15.7293,220.279,negative
2.8689,15.4142,34.7446,53.8351,negative
3.0925,-13.3249,5.4962,126.578,negative
3.458,-11.0481,7.3272,178.689,negative
3.431,21.7443,1.763,211.57,negative
2.5746,8.8366,2.0775,184.231,negative
2.415,12.3829,13.717,171.925,negative
2.6821,5.4786,5.433,225.412,negative
3.6228,28.6939,1.8578,342.374,negative
2.3936,9.7901,25.011,109.179,negative
2.3454,-8.7237,42.229,183.577,negative
2.3598,-9.904,35.7407,75.258,negative
2.8904,10.3571,1.26,191.442,negative
2.5658,-8.1037,21.0507,128.44,negative
2.7675,7.6922,45.4214,108.654,negative
3.3528,-7.2386,3.613,236.169,negative
2.9668,-15.4309,6.436,292.449,negative
2.6289,-13.527,28.429,128.77,negative
2.5211,11.8778,9.6728,109.778,negative
2.2648,-11.0193,21.9555,184.648,negative
2.6314,15.5394,50.306,66.8509,negative
2.0065,5.997,12.8604,212.873,negative
2.3404,5.9016,49.587,84.983,negative
2.7645,-5.893,12.463,182.065,negative
2.5403,17.9769,3.4312,328.92,negative
3.5179,-19.7032,4.5762,255.281,negative
2.8929,8.857,65.2841,207.078,negative
3.9381,13.9793,4.909,347.456,negative
3.5169,-18.0978,8.6194,279.48,negative
2.3847,-7.4292,57.946,189.524,negative
2.4191,5.1507,23.341,115.735,negative
3.2015,-16.6834,1.1676,332.74,negative
2.5465,6.9836,21.5382,346.315,negative
2.3802,-4.6247,20.3047,236.293,negative
3.4784,22.6277,2.9595,347.263,negative
2.8254,-13.2494,25.428,56.8985,negative
2.1644,10.3193,6.09,124.185,negative
3.587,14.8207,0.485,278.331,negative
2.2923,5.1509,1.618,155.279,negative
2.6707,7.1168,10.738,201.391,negative
2.5982,-14.5132,0.6684,180.018,negative
3.4246,-13.3325,0.6445,290.046,negative
2.9122,-5.8937,11.9465,144.661,negative
2.3711,6.9966,6.0144,181.782,negative
2.6258,-15.5285,33.07,93.1878,negative
2.2601,4.461,43.0228,174.456,negative
2.7892,4.0029,0.256,182.875,negative
3.0461,-11.8213,2.635,89.7379,negative
3.3754,37.2558,3.586,294.102,negative
2.5422,-10.4299,6.432,108.469,negative
2.3118,-8.6477,40.554,165.96,negative
2.6537,-4.434,25.8715,121.957,negative
2.5465,12.8638,0.9038,137.219,negative
3.1941,15.6598,8.7773,299.725,negative
3.7829,-19.15,2.0661,320.998,negative
2.5735,10.9097,6.7,158.33,negative
2.5211,-3.8781,13.611,138.208,negative
2.2878,10.6124,21.755,100.137,negative
2.5769,-12.9493,65.634,186.795,negative
4.0803,10.3555,2.2634,272.689,negative
2.4116,-11.2826,30.336,174.644,negative
3.125,-17.1458,3.821,330.608,negative
3.0149,13.7839,0.8548,241.859,negative
2.8701,-20.0791,14.3121,212.227,negative
3.6438,20.7878,4.149,371.266,negative
3.3398,-37.2816,17.081,230.109,negative
3.1874,19.2461,1.121,346.192,negative
2.8624,-13.8023,9.745,308.461,negative
2.3962,4.3104,10.2591,179.981,negative
3.3005,-10.0874,0.154,181.784,negative
3.0938,-7.3426,10.208,226.462,negative
2.485,12.934,0.9739,183.961,negative
2.2636,6.1052,0.9086,128.168,negative
2.7597,-12.9965,4.4378,203.666,negative
3.9373,-35.1614,8.5405,384.652,negative
3.4124,-15.2925,5.0824,196.675,negative
2.3655,11.4075,83.9952,110.701,negative
2.2601,-6.4586,76.9508,186.649,negative
2.4306,-15.255,1.8311,169.956,negative
3.2515,-14.2245,0.123,216.447,negative
2.4713,-3.6845,61.1859,49.7767,negative
2.5988,4.8227,50.74,169.054,negative
2.3086,9.092,0.427,255.986,negative
2.3375,-8.3424,2.8134,172.702,negative
2.6618,-4.6784,41.374,186.403,negative
3.3645,-9.6461,0.723,246.422,negative
2.3294,4.5702,26.8895,108.967,negative
4.014,20.7354,0.637,284.779,negative
2.4526,11.2515,31.6991,123.588,negative
2.6335,15.7938,31.7237,203.782,negative
2.6875,16.6892,8.265,120.801,negative
3.063,-12.2948,4.457,305.847,negative
2.6498,-9.403,8.869,148.422,negative
2.5231,12.1884,3.008,120.348,negative
2.5746,9.0872,2.6055,237.414,negative
3.5138,-22.1274,1.492,323.498,negative
2.3909,-4.5442,33.861,278.076,negative
2.4108,11.7023,40.1475,155.501,negative
2.8531,8.7697,11.0651,138.074,negative
3.1106,20.7493,15.4057,267.898,negative
3.5818,-9.2823,0.715,291.42,negative
2.3664,5.8939,13.935,169.1,negative
3.2418,12.6873,4.374,318.614,negative
2.2317,11.5613,75.493,219.705,negative
2.1446,15.935,47.963,155.2,negative
3.7505,16.5118,3.1425,273.557,negative
2.2148,3.6126,37.7654,157.234,negative
3.218,-19.8294,0.3953,341.265,negative
3.4956,-11.0689,3.491,179.773,negative
2.7878,14.8289,6.9787,171.216,negative
2.7903,-9.2102,8.3289,133.084,negative
2.3936,-13.0813,6.442,206.396,negative
2.5403,1.7171,30.222,51.245,negative
2.1538,-12.2084,35.988,224.75,negative
2.5871,-10.4089,34.1301,105.962,negative
2.7388,-13.0956,8.9995,243.389,negative
3.2379,3.7512,17.919,186.207,negative
3.0504,15.3115,3.501,240.879,negative
2.8879,-11.7523,34.3844,133.006,negative
3.1329,22.8879,6.9048,333.84,negative
3.0648,11.8975,18.2893,200.365,negative
2.5112,-9.2091,9.814,186.491,negative
3.5335,23.8947,2.3568,294.526,negative
3.814,-3.7727,2.6602,204.091,negative
2.5459,9.7382,1.544,177.328,negative
2.2577,-3.5878,18.4433,155.723,negative
2.472,-8.7277,27.079,168.203,negative
3.0191,-12.3321,5.6618,218.038,negative
2.5347,-7.0664,3.244,169.007,negative
3.0676,-10.0602,0.7239,208.016,negative
2.4969,4.2964,69.6348,166.487,negative
3.6921,-15.2767,0.5894,353.536,negative
3.1074,-7.5797,20.0384,138.504,negative
3.524,-14.7445,1.027,294.903,negative
2.9266,11.5135,10.691,163.356,negative
2.3683,12.1372,58.601,68.4377,negative
3.0726,-14.3897,3.3991,171.933,negative
2.3502,7.3949,17.991,200.925,negative
3.3532,-11.5304,0.4375,238.657,negative
3.0941,-13.9454,51.2616,63.3376,negative
2.5758,7.3126,12.2953,186.828,negative
4.3829,33.7977,1.285,283.482,negative
3.5026,-19.18,2.7337,198.74,negative
2.6785,-5.9134,9.736,191.158,negative
2.8558,10.3803,1.5789,249.462,negative
2.2945,-5.0976,16.4346,204.995,negative
2.3139,9.2239,3.957,130.76,negative
2.5011,-8.3462,6.0614,232.282,negative
4.2314,38.3377,2.468,179.606,negative
2.2856,6.4171,26.26,139.873,negative
3.0835,-22.8509,42.931,88.1528,negative
2.3784,10.7206,1.0356,257.999,negative
2.4735,10.6587,40.1965,162.899,negative
2.9809,-6.1966,6.444,166.948,negative
2.0774,6.2317,2.867,130.872,negative
2.2516,-8.6619,6.8576,187.296,negative
4.1715,-9.3835,1.575,195.618,negative
3.5952,-10.8179,4.536,295.34,negative
2.6977,-5.1369,21.324,165.344,negative
4.0958,7.3144,1.034,289.969,negative
2.5993,9.464,1.8603,135.964,negative
2.635,9.3858,11.961,267.398,negative
2.8963,-16.6095,5.11,226.026,negative
2.8976,-12.6392,1.364,224.009,negative
3.6949,12.2357,11.533,168.144,negative
2.1492,-3.9283,18.121,191.133,negative
2.3962,8.0283,13.93,148.368,negative
3.0588,-2.8652,4.0395,170.935,negative
2.3512,7.0774,17.1957,128.887,negative
3.0821,6.0816,2.281,173.32,negative
2.2082,10.368,26.736,156.728,negative
2.6474,10.1319,9.8067,257.909,negative
2.8594,-5.9511,7.2421,149.983,negative
3.023,-12.2926,3.3422,257.236,negative
2.9363,-8.2441,4.761,145.23,negative
2.5575,11.324,7.4566,258.343,negative
2.3598,4.592,34.9176,129.056,negative
3.953,-12.2016,4.4435,231.159,negative
2.7247,-10.2673,4.4,219.894,negative
2.6222,-12.2418,19.4837,189.459,negative
3.0717,12.5124,3.0778,261.88,negative
2.8817,-19.2424,7.0274,287.767,negative
3.0265,-4.4445,1.732,216.981,negative
2.0846,8.6597,17.9481,245.788,negative
2.0846,9.8938,27.3,173.909,negative
2.7612,-12.1486,16.3,229.688,negative
3.1471,-16.3256,0.963,254.913,negative
2.2911,-3.2842,16.162,110.983,negative
2.5422,13.4662,8.5734,287.103,negative
2.995,-4.8865,0.9353,212,negative
2.7372,7.0464,0.881,208.271,negative
2.5688,4.6568,5.84,200.88,negative
2.1917,6.2189,45.607,171.952,negative
2.8567,11.8995,45.8112,52.2355,negative
3.8393,6.0683,3.379,137.65,negative
2.5198,9.5446,10.524,152.165,negative
2.4893,-9.8044,15.563,150.815,negative
2.6464,8.1634,0.792,189.108,negative
2.6289,-15.2572,18.142,177.249,negative
2.5809,14.5302,39.2377,119.5,negative
3.04,-15.9609,1.747,265.065,negative
2.7493,-8.0813,16.421,139.156,negative
2.2253,-4.4413,88.7458,194.393,negative
4.4133,-21.9716,1.744,253.064,negative
3.5511,-11.3846,3.195,258.603,negative
3.0722,-13.5705,2.3981,191.056,negative
3.2584,-23.9054,2.052,355.997,negative
2.2648,-11.0279,12.2095,133.171,negative
2.4683,-2.824,19.5224,275.259,negative
2.2055,-9.4712,84.1434,180.097,negative
2.2967,-6.7274,0.4907,165.928,negative
2.3096,-6.4443,50.24,121.811,negative
2.1021,-0.5371,58.644,70.2597,negative
3.0358,9.9647,14.2272,133.001,negative
2.734,-10.8092,67.8084,77.2901,negative
3.1455,20.8252,1.7762,152.068,negative
2.3627,6.8806,15.015,217.309,negative
2.3883,11.7476,39.924,108.674,negative
3.5043,11.5892,2.603,290.651,negative
2.8893,-17.1513,11.4565,158.769,negative
2.5809,7.3546,53.537,42.7011,negative
2.0512,-6.4264,21.9158,142.448,negative
2.9167,-16.75,34.3207,55.4034,negative
2.2636,-15.5547,17.612,123.647,negative
2.9307,15.975,18.4615,133.387,negative
2.7731,-4.3761,11.288,254.812,negative
2.8739,12.9338,7.085,196.631,negative
2.7152,-11.3429,10.575,105.577,negative
2.2504,11.2619,70.5228,166.625,negative
2.3997,1.4623,8.044,108.082,negative
2.9012,18.3961,49.586,100.433,negative
2.8951,-13.2277,7.779,266.698,negative
2.4125,8.8375,3.3863,165.547,negative
3.5912,12.6339,5.1993,358.999,negative
3.2499,14.8855,17.622,189.833,negative
2.0774,-10.9874,42.6363,183.213,negative
2.4793,-9.8303,25.5291,166.146,negative
2.5982,8.1991,3.8455,82.6159,negative
2.301,5.237,8.38,103.125,negative
2.2889,5.8346,28.175,92.1703,negative
3.2872,20.6711,2.739,122.014,negative
2.6642,12.2202,25.9867,248.118,negative
2.7657,-20.7026,15.396,132.548,negative
3.1057,-14.6201,1.0959,314.057,negative
2.4125,-11.5926,9.6089,256.911,negative
2.5045,-14.2348,62.848,224.101,negative
2.224,5.5866,39.7307,133.979,negative
2.679,13.8402,88.4244,214.766,negative
2.7003,9.9599,22.2594,166.723,negative
2.5664,7.6147,3.013,198.518,negative
2.971,10.7116,5.892,238.332,negative
2.4843,11.3589,48.202,223.787,negative
4.2583,-21.7709,1.8848,315.894,negative
2.574,13.403,18.785,122.48,negative
2.905,11.4487,9.808,168.391,negative
3.0598,12.7693,2.801,249.162,negative
2.3664,-7.1514,42.881,126.574,negative
3.7084,-19.7587,0.279,320.435,negative
2.1959,1.2828,36.5127,274.118,negative
2.8241,10.438,8.841,202.51,negative
2.8488,-26.193,9.4092,316.038,negative
3.0504,-21.4948,1.0618,346.224,negative
3.2714,11.9171,0.1577,230.589,negative
2.6959,-18.1551,21.846,140.705,negative
2.5366,9.3084,30.757,157.636,negative
2.7084,13.5239,4.218,214.564,negative
2.7218,6.3765,26.6013,197.445,negative
2.6937,1.4586,9.695,158.918,negative
3.307,7.5609,4.472,299.979,negative
3.0781,-7.8437,3.1134,229.38,negative
2.4385,10.9886,7.815,107.398,negative
3.2665,-17.1503,9.9628,114.099,negative
2.8672,10.6959,8.5367,234.42,negative
2.7839,-16.43,30.1986,277.589,negative
2.708,-11.9515,6.2087,167.626,negative
2.2122,2.4775,73.5609,93.9419,negative
2.2742,-5.2263,53.211,188.178,negative
2.6101,-4.6694,14.1441,109.703,negative
2.2718,-17.508,56.213,210.071,negative
2.3674,6.6396,65.3027,148.866,negative
3.3055,25.6188,2.001,407.345,negative
2.8382,-11.6485,22.18,147.028,negative
3.227,-17.5309,0.867,352.189,negative
3.1268,-21.4036,8.3369,370.066,negative
2.8639,5.1029,22.696,124.747,negative
3.8374,-8.275,5.1219,272.336,negative
3.3143,-18.1849,1.489,221.341,negative
2.4023,-7.7855,85.4811,156.457,negative
2.7889,9.032,14.579,266.739,negative
2.7037,7.2629,69.3668,49.7173,negative
3.266,-24.4942,14.118,148.595,negative
4.1444,30.5439,1.5522,275.117,negative
2.3222,5.0984,17.1998,137.824,negative
2.4793,9.0867,14.9667,115.333,negative
2.29,-5.4287,9.928,213.261,negative
2.472,7.9524,22.93,306.145,negative
2.8052,-12.1053,21.887,233.149,negative
2.6513,-10.5685,17.658,254.888,negative
2.5711,-15.8723,39.9411,145.202,negative
3.2685,-12.0407,3.0427,86.714,negative
2.7931,-8.6108,6.6237,151.793,negative
3.1818,-14.1027,9.1974,179.243,negative
2.9501,-24.5737,1.832,335.901,negative
2.5472,-12.4067,3.465,218.68,negative
3.2118,13.4333,9.041,303.467,negative
3.104,13.0646,60.7186,103.947,negative
2.9162,7.3994,2.5713,260.66,negative
2.2541,9.6623,30.368,98.0832,negative
2.2253,-7.0042,0.663,179.457,negative
2.2188,-1e-04,15.92,189.441,negative
2.4601,-9.4322,22.393,160.798,negative
2.3222,6.5899,10.9472,165.183,negative
3.5471,-8.9958,0.8541,186.119,negative
3.2477,18.2649,5.054,237.938,negative
2.7063,11.2756,17.919,73.7366,negative
3.8758,-10.3074,3.343,275.422,negative
2.7631,22.8024,2.371,313.163,negative
2.5478,-10.4144,8.1657,232.97,negative
2.2201,-11.5252,16.005,158.279,negative
2.0737,-6.2006,61.5734,171.131,negative
2.3324,-8.0088,67.912,170.446,negative
3.5103,26.9459,7.07,307.477,negative
2.3674,10.26,6.052,65.0976,negative
2.6091,-10.1423,8.387,204.249,negative
2.8686,-8.7974,22.0916,117.341,negative
2.6981,7.1291,15.162,224.241,negative
2.1538,7.9256,84.3099,46.2508,negative
2.4108,-6.489,1.068,197.412,negative
2.5514,-4.5724,26.5822,110.607,negative
3.4943,16.6877,0.5731,327.217,negative
3.675,-12.5419,1.827,356.012,negative
2.5472,7.9166,47.0022,141.085,negative
2.8222,-25.3874,4.774,118.829,negative
3.1558,-6.1415,10.7248,160.741,negative
3.0953,-21.0815,2.441,309.491,negative
3.2353,15.3525,2.6774,251.824,negative
2.993,17.2595,0.298,301.215,negative
2.7767,-16.1042,26.9788,73.3844,negative
2.9956,10.8598,0.4443,251.504,negative
3.6848,-25.4877,4.0749,353.088,negative
2.666,13.5131,30.3436,233.553,negative
2.4191,5.4841,25.6299,176.581,negative
3.3979,-19.1961,4.87,239.382,negative
3.3701,-24.5546,0.512,237.326,negative
2.1775,-7.5805,31.3229,101.243,negative
3.1816,10.5501,0.261,337.155,negative
3.0654,26.9906,0.864,240.629,negative
2.8463,13.4662,3.2129,277.148,negative
2.6566,-12.012,30.2038,65.2698,negative
3.1541,19.9498,14.1288,166.088,negative
2.4433,-4.4317,6.035,131.668,negative
2.437,-7.2923,5.6286,177.415,negative
2.3945,-9.791,71.972,126.831,negative
2.6196,-16.2498,22.1785,146.668,negative
2.6269,3.1357,20.071,175.236,negative
2.6566,8.8632,0.2798,214.921,negative
2.5729,-12.9891,13.3833,178.295,negative
3.882,-24.2606,2.389,296.51,negative
2.667,-11.5359,54.9356,226.905,negative
2.7493,6.6856,18.0418,208.224,negative
2.2529,-4.6812,83.0585,212.21,negative
2.356,14.6214,29.924,217.15,negative
2.1319,-11.3938,31.0982,173.797,negative
2.6439,14.479,2.947,164.785,negative
2.4289,-3.913,13.9,194.491,negative
2.3865,-2.5372,3.198,154.088,negative
2.785,-20.6507,19.5239,238.8,negative
2.8119,-17.1316,22.871,78.6451,negative
2.8915,-7.145,0.706,192.935,negative
2.3493,-9.3565,10.6699,203.473,negative
3.9385,-11.6505,8.4526,193.317,negative
3.3859,7.7734,5.919,178.526,negative
2.2355,-4.4105,17.4835,50.4178,negative
3.479,10.4792,2.9782,156.744,negative
2.7063,7.7642,6.155,292.278,negative
2.6853,-7.45,3.7748,267.892,negative
2.8319,-17.1367,7.135,316.098,negative
2.4893,-19.0553,8.72,168.322,negative
2.9857,25.9286,5.928,203.755,negative
2.3811,9.8753,31.293,232.073,negative
3.4442,-13.9368,4.018,273.158,negative
3.4921,11.0542,2.07,267.468,negative
3.6576,-20.2988,1.592,270.04,negative
4.2024,-20.1983,10.395,123.429,negative
2.5085,11.5818,2.141,159.168,negative
2.1599,5.1684,23.469,141.557,negative
2.642,4.8864,6.826,164.776,negative
2.5527,8.9741,40.5639,163.722,negative
3.1564,28.4568,4.434,229.766,negative
2.5658,9.2972,15.901,140.021,negative
2.7067,6.225,2.5603,79.814,negative
2.248,-2.5632,21.0697,83.9883,negative
3.3029,-22.3833,1.8306,174.465,negative
2.2967,-10.6336,35.4214,209.834,negative
3.5588,19.6337,1.8161,381.406,negative
2.4472,3.6668,0.265,188.701,negative
2.8672,-12.65,0.195,255.726,negative
3.1926,-7.9707,2.67,242.054,negative
3.2049,-9.6839,3.118,215.35,negative
2.1569,-4.7307,0.623,203.47,negative
2.889,8.4655,4.0468,242.131,negative
2.4616,-6.2549,3.533,204.527,negative
2.7427,-12.3202,21.2603,176.81,negative
3.2084,-10.1011,0.013,251.793,negative
2.3664,8.2184,28.063,85.428,negative
2.4886,9.5953,22.252,155.019,negative
2.9852,-6.7083,7.7247,215.397,negative
2.9727,-9.3542,5.489,250.274,negative
3.3623,-11.3623,1.49,279.982,negative
2.7152,9.0698,3.965,179.872,negative
2.1319,5.4349,9.906,104.317,negative
2.9135,-11.3654,4.988,174.959,negative
2.6537,12.1403,2.315,143.054,negative
3.2831,-20.028,5.167,220.111,negative
2.6294,14.7566,42.8808,24.3978,negative
2.1508,-3.89,68.7907,196.725,negative
2.7864,-8.8839,9.802,166.839,negative
2.2672,3.1696,8.014,105.672,negative
3.3903,-18.1874,1.985,369.023,negative
2.9219,-14.9539,5.9938,187.459,negative
2.8768,16.2923,33.6328,192.522,negative
3.1841,-14.2574,8.0679,197.279,negative
2.8762,28.6181,5.7551,323.932,negative
2.3608,10.193,37.029,58.3083,negative
2.8633,-3.6591,7.0737,134.997,negative
3.095,5.7485,34.2341,100.225,negative
2.4976,-4.6094,11.5163,136.27,negative
2.4472,-1.9341,3.2782,170.519,negative
3.4164,12.7832,10.9562,293.82,negative
2.9747,5.3849,55.6702,96.2122,negative
2.637,16.1668,12.204,171.827,negative
2.9375,12.0203,9.4937,265.398,negative
2.5949,9.6868,1.126,179.082,negative
2.2304,-9.9597,69.608,152.882,negative
2.5478,-9.5641,5.498,148.639,negative
3.1875,-22.2008,0.137,256.507,negative
3.0978,-12.4085,8.031,218.971,negative
2.4735,-6.7342,9.08,159.84,negative
2.7853,9.0569,18.6016,130.985,negative
3.2649,-12.1938,3.363,214.055,negative
2.6042,-15.3669,20.435,204.868,negative
3.9532,-26.0969,3.181,351.977,negative
2.1599,11.904,29.159,119.778,negative
2.4771,-6.8304,89.2364,103.368,negative
2.6053,10.9938,21.252,207.42,negative
2.2148,-4.8227,82.015,180.983,negative
2.7931,-15.0238,1.869,259.995,negative
2.4955,7.6083,3.125,223.73,negative
2.2672,-4.243,37.1524,223.553,negative
2.8627,-14.611,23.1046,93.6596,negative
2.4409,-13.349,57.5441,57.8058,negative
2.2799,-6.5901,61.3805,161.368,negative
2.9398,17.2228,1.511,243.302,negative
2.3918,-8.387,1.509,160.522,negative
2.541,-13.9538,8.6201,186.874,negative
2.5711,14.9267,6.4229,216.198,negative
2.3865,-13.3956,15.643,223.215,negative
2.608,9.8847,6.3642,174.436,negative
3.4905,17.9704,4.015,248.433,negative
3.5661,14.7352,8.732,200.659,negative
2.3847,8.4745,13.3338,105.453,negative
2.3483,-9.3433,79.73,47.1448,negative
3.0856,-5.9997,6.6889,205.566,negative
2.5527,-3.7082,89.1761,159.873,negative
2.4224,4.059,6.3588,182.577,negative
2.4533,5.6696,22.8837,211.975,negative
2.5888,6.2124,47.8428,190.255,negative
2.618,-9.7021,82.0874,59.8683,negative
2.1833,-11.3506,15.8005,197.546,negative
2.3395,4.0528,24.564,150.202,negative
2.3086,-13.0228,4.646,225.773,negative
4.354,24.7516,4.69,198.887,negative
2.3493,7.5599,10.9993,217.508,negative
3.1892,13.1595,3.414,254.867,negative
2.5276,14.7861,3.628,176.888,negative
2.9044,19.1915,10.2651,103.148,negative
2.4749,-10.2218,3.0331,163.523,negative
2.2956,11.4334,21.6348,193.384,negative
2.3334,-6.8932,4.738,95.0864,negative
2.4158,-7.9454,83.0753,196.808,negative
2.1189,-10.6661,33.5722,97.4161,negative
3.8046,26.3949,1.5254,372.68,negative
2.9079,-9.1705,4.009,173.179,negative
2.1089,5.24,37.783,98.7046,negative
2.7296,9.2501,88.0136,100.509,negative
2.2776,1e-04,3e-04,180.475,negative
2.5321,-11.4235,21.5391,195.027,negative
2.637,-14.9168,10.832,172.685,negative
2.6449,17.7324,54.1575,99.7971,negative
2.4669,-6.3431,13.873,209.99,negative
2.6021,-10.4905,35.5329,132.382,negative
2.8092,-7.2435,7.944,133.989,negative
2.7563,-5.1209,11.958,137.527,negative
2.6385,8.9815,13.294,97.0932,negative
2.3766,7.7391,58.404,141.675,negative
2.4771,-6.4661,20.868,182.71,negative
3.3252,16.286,4.4256,254.857,negative
2.238,5.0761,26.726,204.339,negative
2.1508,-11.5275,17.1657,62.8003,negative
3.3266,-5.0648,63.571,37.5995,negative
3.3356,-20.0705,2.875,280.825,negative
2.317,-6.9264,87.6204,165.452,negative
3.3097,-0.9053,0.595,198.018,negative
2.5676,3.7803,1.8232,150.058,negative
3.4104,-9.7931,15.4093,194.721,negative
2.6493,7.2132,61.5717,64.656,negative
2.4091,8.8247,13.5504,215.374,negative
3.1164,-8.0378,3.304,274.093,negative
2.4616,-6.6962,12.5519,105.811,negative
2.2041,-2.4604,28.4635,142.266,negative
2.9954,-20.2793,4.6516,260.637,negative
2.2279,9.2378,23.9828,186.74,negative
2.6123,-7.7712,1.759,278.108,negative
2.5838,9.0111,18.184,223.637,negative
2.8929,-8.8634,7.064,163.084,negative
2.9219,-11.1739,8.016,181.981,negative
2.3901,9.5231,69.6147,81.3067,negative
2.3222,-4.5847,34.761,155.316,negative
2.4031,13.0288,22.993,130.942,negative
2.2577,-1.8505,18.4147,176.274,negative
2.7559,-13.8051,23.5652,128.645,negative
3.0844,15.176,16.4238,115.602,negative
2.6488,-13.0954,18.353,145.793,negative
2.3107,2.1827,34.266,138.37,negative
3.3344,14.4867,6.1974,217.096,negative
2.1287,-4.9894,7.035,203.421,negative
3.2383,24.4705,1.811,293.732,negative
2.5179,11.7883,17.7197,105.322,negative
2.4314,11.8405,1.3133,167.008,negative
2.6998,14.0697,5.4315,77.4132,negative
2.9566,-17.6132,9.4633,198.192,negative
2.3909,13.6387,56.0863,113.442,negative
2.9238,8.8385,51.835,213.01,negative
2.4362,-10.0533,17.0993,179.353,negative
3.1438,17.7694,5.1947,290.16,negative
2.1446,11.6225,65.0592,106.706,negative
2.2613,4.1927,24.418,161.857,negative
3.1418,-18.6192,4.0081,177.11,negative
2.4698,-6.443,30.756,160.806,negative
2.9795,21.2734,4.947,215.372,negative
2.1818,-5.8067,83.6327,179.854,negative
2.5977,7.9345,5.881,244.399,negative
2.4533,6.1636,26.7566,82.6036,negative
2.9859,10.1916,0.5765,185.911,negative
3.4718,-23.4115,8.302,174.658,negative
2.1351,-5.737,9.7876,208.598,negative
3.2654,16.2235,11.16,212.377,negative
2.6444,10.2312,25.6036,90.9492,negative
2.2541,0,25.6257,180.219,negative
2.1917,1e-04,51.3098,166.428,negative
3.4894,4.6755,6.7811,239.04,negative
2.8315,-17.6264,12.911,284.652,negative
2.871,21.4274,6.819,261.692,negative
2.4354,-7.1364,3.098,129.205,negative
3.324,-26.6217,3.329,369.024,negative
2.4771,-11.6143,1.7082,171.385,negative
2.7063,10.5996,23.2507,159.405,negative
3.3062,-12.2361,2.0276,311.614,negative
2.6726,15.3115,13.719,33.6122,negative
3.3553,15.2438,8.8011,186.415,negative
3.03,15.9248,0.922,219.444,negative
2.8701,14.8817,2.4615,298.611,negative
3.2951,-10.8575,3.6339,342.658,negative
2.2565,8.9238,25.809,225.322,negative
2.2625,6.3857,19.486,176.498,negative
2.0473,-6.4242,34.8091,190.088,negative
2.632,2.0393,2.0243,257.121,negative
3.2655,-17.4857,1.018,311.694,negative
2.8543,-12.3739,14.572,135.435,negative
2.6243,13.3237,18.5575,180.752,negative
3.3557,-8.7296,2.359,226.338,negative
3.5856,17.2813,3.096,278.096,negative
2.8636,-3.4861,4.419,192.589,negative
3.2302,-10.5944,4.554,153.086,negative
2.6186,5.4552,10.1725,80.3929,negative
2.9452,-4.9897,6.6811,172.458,negative
2.2253,-5.1884,26.4593,175.861,negative
2.6522,-6.2308,3.389,149.867,negative
2.837,-14.7347,2.872,154.04,negative
2.6503,-13.7989,58.1218,151.521,negative
2.8085,-11.5563,53.2731,162.932,negative
2.2601,17.5195,33.419,241.255,negative
2.2492,11.4641,40.227,199.406,negative
3.0348,12.3187,5.3027,207.401,negative
3.4311,17.7267,4.526,264.023,negative
2.4378,4.8201,52.56,171.206,negative
2.3464,-12.0873,31.7295,79.8351,negative
2.1414,6.2445,88.8729,169.85,negative
3.2825,14.2882,3.1904,220.116,negative
2.5557,-11.402,3.9958,164.793,negative
2.5441,-8.1366,5.3365,147.446,negative
2.1156,-11.1593,70.3187,189.839,negative
2.4878,-5.7387,23.553,171.686,negative
2.3997,8.9478,25.087,170.002,negative
2.4241,5.3209,7.007,93.3981,negative
2.7828,11.0567,13.5342,72.0504,negative
2.4141,5.8304,50.4126,200.284,negative
2.7742,-3.0812,11.808,185.876,negative
3.3921,4.8632,1.8933,335.552,negative
2.6488,13.1671,5.781,303.718,negative
2.6866,-3.5504,2.125,180.787,negative
