Day_Mins,Day_Charge,Eve_Mins,Eve_Charge,Intl_Mins,Intl_Charge,CustServ_Calls,Class
142.3,24.19,306.3,26.04,9.9,2.67,1,negative
346.8,58.96,249.5,21.21,13.3,3.59,1,positive
113.9,19.36,145.3,12.35,11.8,3.19,1,negative
267.9,45.54,263.3,22.38,8.3,2.24,1,positive
171.4,29.14,115.2,9.79,17,4.59,3,negative
275.4,46.82,187.5,15.94,13.6,3.67,1,negative
197.2,33.52,249.9,21.24,3.9,1.05,0,negative
192.6,32.74,135.2,11.49,7.9,2.13,2,negative
91.7,15.59,150.6,12.8,7.7,2.08,1,negative
126.3,21.47,141.6,12.04,9.6,2.59,0,negative
251.5,42.76,234.1,19.9,10.4,2.81,3,negative
190.6,32.4,152.3,12.95,7.5,2.03,1,negative
116.1,19.74,201.8,17.15,11.6,3.13,0,negative
217.3,36.94,216.1,18.37,11.3,3.05,2,negative
179.4,30.5,232.5,19.76,14.7,3.97,0,negative
207.7,35.31,164.8,14.01,7.9,2.13,0,negative
277.3,47.14,228.4,19.41,12.8,3.46,2,positive
125.3,21.3,167.6,14.25,8.4,2.27,1,negative
138.1,23.48,167.3,14.22,6.8,1.84,2,negative
169.3,28.78,225.9,19.2,8.2,2.21,0,negative
201.3,34.22,143.8,12.22,12.3,3.32,1,negative
216.7,36.84,116.5,9.9,9.8,2.65,2,negative
190.4,32.37,317.5,26.99,8.3,2.24,2,negative
143.3,24.36,195.5,16.62,6,1.62,1,negative
97.4,16.56,203.6,17.31,11.4,3.08,2,negative
181.4,30.84,167.7,14.25,11.3,3.05,3,negative
246.4,41.89,256.2,21.78,3.8,1.03,0,negative
143.4,24.38,289.4,24.6,9.7,2.62,2,negative
104.9,17.83,198.5,16.87,8,2.16,2,negative
156.2,26.55,193,16.41,13.1,3.54,1,negative
114.8,19.52,81.9,6.96,12,3.24,0,negative
232.5,39.53,205.5,17.47,11.9,3.21,0,negative
143.6,24.41,152.4,12.95,8.6,2.32,1,negative
176.7,30.04,244.1,20.75,9.1,2.46,2,negative
263.4,44.78,230.3,19.58,11.4,3.08,1,positive
146.4,24.89,148.5,12.62,11.3,3.05,1,negative
145,24.65,194.5,16.53,14.2,3.83,2,negative
167.8,28.53,167.7,14.25,8.4,2.27,1,negative
166.9,28.37,154.9,13.17,7.2,1.94,0,negative
142.5,24.23,195.7,16.63,7.8,2.11,2,negative
133,22.61,262.8,22.34,11.2,3.02,1,negative
252.9,42.99,284.3,24.17,12.3,3.32,1,negative
95,16.15,291.2,24.75,10,2.7,2,negative
194.2,33.01,249.4,21.2,12.9,3.48,1,positive
222.8,37.88,215.9,18.35,0,0,1,negative
201.8,34.31,231.5,19.68,16.5,4.46,0,negative
216,36.72,232.3,19.75,9.3,2.51,2,positive
146.3,24.87,171.8,14.6,5.3,1.43,1,negative
234.8,39.92,140.9,11.98,9.5,2.57,1,negative
198.6,33.76,213.9,18.18,10.6,2.86,2,negative
94.4,16.05,215.1,18.28,13.1,3.54,2,negative
190.4,32.37,215.6,18.33,10,2.7,2,negative
142.6,24.24,208.2,17.7,12,3.24,3,negative
134.2,22.81,165,14.03,10.7,2.89,0,negative
111.9,19.02,114,9.69,14.1,3.81,5,positive
122.8,20.88,211.3,17.96,10.7,2.89,2,negative
189.3,32.18,220.9,18.78,9.2,2.48,4,negative
240.4,40.87,201.8,17.15,16.1,4.35,0,negative
93.5,15.9,183.4,15.59,9.9,2.67,0,negative
158.6,26.96,211.2,17.95,10.2,2.75,3,negative
243.2,41.34,147,12.5,7.2,1.94,4,negative
176.4,29.99,158.8,13.5,9.3,2.51,4,negative
220.9,37.55,242.2,20.59,6.4,1.73,0,negative
144.4,24.55,266.5,22.65,7.1,1.92,0,negative
212.3,36.09,228.4,19.41,7.7,2.08,0,negative
147,24.99,165.7,14.08,8.4,2.27,1,negative
96.2,16.35,178.9,15.21,12.9,3.48,2,negative
263.4,44.78,179.1,15.22,10.3,2.78,0,negative
12.5,2.13,256.6,21.81,7.7,2.08,1,negative
162.3,27.59,192.4,16.35,10.1,2.73,2,negative
183.6,31.21,58.6,4.98,8.7,2.35,1,negative
178.1,30.28,146.5,12.45,8.5,2.3,1,negative
201.4,34.24,97.6,8.3,7,1.89,0,negative
123,20.91,133.9,11.38,13.3,3.59,1,negative
208,35.36,198.9,16.91,8.6,2.32,0,negative
239.2,40.66,188.5,16.02,8.8,2.38,1,negative
193,32.81,89.8,7.63,15.3,4.13,1,negative
174.5,29.67,245.6,20.88,10.3,2.78,1,negative
116.7,19.84,145.9,12.4,9.9,2.67,1,negative
93.8,15.95,150,12.75,10.7,2.89,1,negative
154.1,26.2,118.7,10.09,12.9,3.48,2,negative
239.5,40.72,203.8,17.32,9.9,2.67,0,negative
216,36.72,224.1,19.05,11.8,3.19,0,negative
187.4,31.86,177.8,15.11,12.2,3.29,1,negative
167.4,28.46,233.2,19.82,10.3,2.78,0,negative
160.4,27.27,218.1,18.54,12.5,3.38,1,negative
143.2,24.34,209.1,17.77,11.9,3.21,1,negative
205.3,34.9,240.5,20.44,5,1.35,1,negative
219.1,37.25,151.5,12.88,14.3,3.86,1,negative
143.2,24.34,169.8,14.43,7.6,2.05,1,negative
232.8,39.58,175.2,14.89,12.5,3.38,2,negative
162,27.54,247.5,21.04,8.9,2.4,0,negative
25.9,4.4,206.5,17.55,6.5,1.76,1,negative
154.2,26.21,112.3,9.55,15.4,4.16,4,positive
322.3,54.79,222,18.87,6.7,1.81,0,positive
209.9,35.68,221.3,18.81,8.2,2.21,1,negative
191.5,32.56,175.2,14.89,0,0,0,negative
291.1,49.49,226.7,19.27,7.5,2.03,1,negative
215.6,36.65,216.2,18.38,11.8,3.19,3,negative
208.8,35.5,213.7,18.16,12.4,3.35,3,negative
255.9,43.5,204.1,17.35,12.3,3.32,3,negative
252.7,42.96,221.1,18.79,12.4,3.35,2,negative
132.1,22.46,247.5,21.04,6.9,1.86,3,negative
217,36.89,207,17.6,8.2,2.21,1,negative
101.9,17.32,223.1,18.96,12.9,3.48,0,negative
211.5,35.96,184.6,15.69,13.3,3.59,2,negative
153.4,26.08,198.5,16.87,10.4,2.81,0,negative
166.3,28.27,239.3,20.34,10,2.7,2,negative
185.2,31.48,170.4,14.48,9.5,2.57,1,negative
104.6,17.78,149.5,12.71,6.5,1.76,2,negative
245.2,41.68,159,13.52,7.2,1.94,0,negative
274.4,46.65,198.6,16.88,6,1.62,1,negative
98.4,16.73,249.6,21.22,14.2,3.83,1,negative
279.9,47.58,223.1,18.96,13,3.51,1,negative
187.2,31.82,195.6,16.63,5.1,1.38,1,negative
276.2,46.95,165.8,14.09,2.2,0.59,3,negative
200.4,34.07,272.8,23.19,8.3,2.24,1,negative
162.3,27.59,244,20.74,9.1,2.46,2,negative
176.9,30.07,102.8,8.74,10.5,2.84,4,positive
165.5,28.14,205.5,17.47,12.2,3.29,0,negative
217.8,37.03,189.7,16.12,10.4,2.81,4,negative
201.4,34.24,246.5,20.95,12.9,3.48,2,positive
190.5,32.39,179.6,15.27,10.1,2.73,3,negative
179.9,30.58,189.2,16.08,12.8,3.46,3,negative
235.9,40.1,80.6,6.85,5.8,1.57,3,negative
140.4,23.87,187.1,15.9,7.9,2.13,0,negative
144.6,24.58,258.8,22,7.4,2,2,negative
189,32.13,118.5,10.07,17.1,4.62,0,negative
101,17.17,155.6,13.23,13.3,3.59,0,negative
206.3,35.07,292.8,24.89,10.6,2.86,1,negative
165.1,28.07,267,22.7,10.9,2.94,1,negative
165,28.05,202.6,17.22,12.5,3.38,1,positive
155.9,26.5,256.1,21.77,11.7,3.16,3,negative
199.2,33.86,214.7,18.25,11.8,3.19,1,negative
155.3,26.4,188.2,16,12.3,3.32,3,negative
208.3,35.41,236.7,20.12,11.3,3.05,3,negative
157.1,26.71,162.6,13.82,12.1,3.27,1,negative
154.4,26.25,168.3,14.31,11.7,3.16,5,positive
189.1,32.15,246.1,20.92,10.4,2.81,1,positive
131.5,22.36,230.2,19.57,10,2.7,2,negative
166.4,28.29,243.2,20.67,9.9,2.67,1,negative
142.3,24.19,122.8,10.44,12.8,3.46,2,negative
87.7,14.91,223,18.96,7.3,1.97,2,negative
184.1,31.3,194.5,16.53,16.9,4.56,0,negative
174.5,29.67,224.2,19.06,12.3,3.32,2,negative
103.3,17.56,138.5,11.77,9,2.43,2,negative
35.1,5.97,180.8,15.37,12.7,3.43,1,negative
246.6,41.92,141.4,12.02,13,3.51,1,negative
78.5,13.35,210.5,17.89,11.8,3.19,1,negative
148.1,25.18,164.9,14.02,12.3,3.32,5,positive
206.2,35.05,256.4,21.79,9,2.43,1,negative
251.6,42.77,197.6,16.8,12.2,3.29,2,negative
270.3,45.95,215.2,18.29,14.4,3.89,1,positive
156.6,26.62,224.2,19.06,11.3,3.05,1,negative
139.4,23.7,223.7,19.01,13.6,3.67,1,negative
220.2,37.43,188.4,16.01,11.7,3.16,2,negative
214.1,36.4,169.2,14.38,10.1,2.73,1,negative
196,33.32,213.4,18.14,7.9,2.13,1,negative
106.4,18.09,240.1,20.41,5.3,1.43,6,positive
179.4,30.5,275.4,23.41,10,2.7,0,negative
216.7,36.84,144.3,12.27,10.8,2.92,2,negative
177.3,30.14,152.8,12.99,5.1,1.38,0,negative
151.6,25.77,219.4,18.65,4,1.08,1,negative
262.2,44.57,165.2,14.04,10.6,2.86,0,negative
173.6,29.51,91.7,7.79,9.7,2.62,3,negative
106.6,18.12,147.4,12.53,9.6,2.59,2,negative
193.3,32.86,128.3,10.91,11.6,3.13,5,positive
217.2,36.92,138.7,11.79,11.3,3.05,0,negative
209.5,35.62,172.8,14.69,8.8,2.38,1,negative
95.4,16.22,207.2,17.61,5.6,1.51,1,negative
214.6,36.48,205.2,17.44,8.1,2.19,1,negative
131.6,22.37,211.3,17.96,11.1,3,4,positive
168.4,28.63,217.1,18.45,11.8,3.19,1,negative
146.4,24.89,176.6,15.01,7.8,2.11,1,negative
183,31.11,206.7,17.57,11.1,3,1,negative
103.3,17.56,245.9,20.9,6.4,1.73,0,negative
112.2,19.07,154.8,13.16,10.6,2.86,0,negative
170.7,29.02,179.1,15.22,8.2,2.21,3,negative
172.5,29.33,142.6,12.12,10.9,2.94,0,negative
194.3,33.03,243.2,20.67,7.1,1.92,1,negative
187.8,31.93,129.8,11.03,12,3.24,2,negative
307.1,52.21,289.4,24.6,8,2.16,0,negative
118.2,20.09,167.2,14.21,12.2,3.29,3,negative
154,26.18,205.9,17.5,12.9,3.48,1,negative
155.5,26.44,213.4,18.14,7.6,2.05,1,negative
125.6,21.35,213,18.11,5.4,1.46,1,negative
199.3,33.88,224.2,19.06,15.2,4.1,0,negative
157.9,26.84,180.8,15.37,12.8,3.46,1,negative
203.4,34.58,167.7,14.25,9.2,2.48,2,negative
222.2,37.77,218.5,18.57,10.9,2.94,1,negative
92.8,15.78,271.2,23.05,5.8,1.57,1,negative
216.8,36.86,102.2,8.69,8.6,2.32,0,negative
193.2,32.84,194.4,16.52,9.7,2.62,4,negative
113.2,19.24,189.3,16.09,14.1,3.81,3,negative
166.2,28.25,238.8,20.3,11.2,3.02,3,negative
262.2,44.57,157,13.35,7.3,1.97,1,negative
207.8,35.33,195.7,16.63,13.1,3.54,0,negative
245.4,41.72,148.2,12.6,7.5,2.03,1,negative
287.1,48.81,178.4,15.16,14.4,3.89,3,positive
192.3,32.69,165.3,14.05,9,2.43,2,negative
194.2,33.01,242.1,20.58,9.7,2.62,2,negative
211,35.87,217,18.45,9.8,2.65,3,negative
141.9,24.12,228.9,19.46,8.7,2.35,0,negative
220.5,37.49,239.5,20.36,5.9,1.59,2,negative
157.4,26.76,145,12.33,9.3,2.51,1,negative
143.5,24.4,223.5,19,11.2,3.02,0,negative
156,26.52,56,4.76,8.9,2.4,0,negative
160.1,27.22,208.4,17.71,9.2,2.48,2,negative
235.1,39.97,251.8,21.4,7.2,1.94,4,positive
160,27.2,209.5,17.81,8.7,2.35,5,positive
188.4,32.03,165.9,14.1,13.2,3.56,1,negative
194.8,33.12,235.3,20,11,2.97,1,negative
247.8,42.13,130,11.05,6.9,1.86,1,negative
221.2,37.6,213.6,18.16,11.9,3.21,4,negative
118.5,20.15,213.9,18.18,13.4,3.62,2,negative
231.8,39.41,232.9,19.8,7.6,2.05,1,negative
215.9,36.7,257.9,21.92,11.6,3.13,1,negative
217.1,36.91,220.8,18.77,8,2.16,2,negative
83.5,14.2,221.1,18.79,12.6,3.4,0,negative
183.3,31.16,205.1,17.43,5.1,1.38,1,negative
236.8,40.26,265.3,22.55,9.5,2.57,1,positive
193.8,32.95,195.3,16.6,8.5,2.3,1,negative
134,22.78,206,17.51,9.7,2.62,0,negative
176.6,30.02,172.7,14.68,11.3,3.05,2,negative
191.4,32.54,205.4,17.46,10.2,2.75,3,negative
174.8,29.72,219.6,18.67,12.8,3.46,0,negative
275.2,46.78,180.2,15.32,7.9,2.13,1,negative
174,29.58,241.1,20.49,7.9,2.13,1,negative
165,28.05,249.7,21.22,12.6,3.4,1,negative
228.7,38.88,168.7,14.34,11.8,3.19,1,negative
107.9,18.34,235.8,20.04,9.5,2.57,2,negative
221.3,37.62,157.8,13.41,11.3,3.05,1,negative
141.1,23.99,211.4,17.97,5.9,1.59,3,negative
166.4,28.29,238.3,20.26,10.7,2.89,4,negative
249.6,42.43,227.2,19.31,7.6,2.05,3,negative
178.6,30.36,213.1,18.11,10.9,2.94,1,negative
139,23.63,224.9,19.12,15.7,4.24,2,negative
134.3,22.83,202.3,17.2,12.6,3.4,2,negative
215.9,36.7,240.1,20.41,4.9,1.32,3,negative
181.6,30.87,213.2,18.12,11.4,3.08,1,negative
178.4,30.33,168.3,14.31,9.3,2.51,1,negative
106.4,18.09,140.2,11.92,11.4,3.08,1,negative
170.7,29.02,240.2,20.42,11.4,3.08,2,negative
184.5,31.37,183.2,15.57,12.3,3.32,0,negative
161.2,27.4,204.2,17.36,8.9,2.4,1,negative
84.9,14.43,257.5,21.89,7.5,2.03,2,negative
217.9,37.04,230.1,19.56,10.6,2.86,1,negative
270.9,46.05,226.2,19.23,8.8,2.38,0,positive
243,41.31,183.9,15.63,15.3,4.13,0,positive
128.2,21.79,48.1,4.09,8.9,2.4,0,negative
126.3,21.47,168.8,14.35,9.8,2.65,2,negative
178.7,30.38,215.7,18.33,10.6,2.86,4,negative
159,27.03,255.1,21.68,10.1,2.73,0,negative
150.9,25.65,161.8,13.75,11.7,3.16,3,negative
219.9,37.38,208.5,17.72,8.1,2.19,3,negative
168,28.56,192.4,16.35,10.1,2.73,2,negative
162.1,27.56,171.8,14.6,9.6,2.59,4,positive
198.8,33.8,195.5,16.62,16.5,4.46,5,negative
256.8,43.66,230.1,19.56,9.1,2.46,3,negative
182.8,31.08,212.7,18.08,11,2.97,1,negative
196.8,33.46,254.2,21.61,7.7,2.08,1,negative
140.1,23.82,231.4,19.67,11.2,3.02,2,negative
194.3,33.03,189.9,16.14,9,2.43,5,negative
117.6,19.99,214,18.19,8.8,2.38,1,negative
193.7,32.93,186.6,15.86,11.6,3.13,0,negative
243.1,41.33,231.4,19.67,7.8,2.11,2,negative
145.4,24.72,129.3,10.99,5.2,1.4,1,negative
169.1,28.75,169.9,14.44,9.9,2.67,3,negative
229.3,38.98,184.5,15.68,8.8,2.38,2,negative
197.2,33.52,211.7,17.99,8.3,2.24,4,negative
186.4,31.69,201,17.09,11.1,3,2,positive
76.1,12.94,290.3,24.68,10.8,2.92,0,negative
162.8,27.68,185,15.73,6,1.62,2,negative
182.3,30.99,199.2,16.93,18,4.86,1,negative
194.4,33.05,247.8,21.06,11.2,3.02,2,negative
189.3,32.18,118.6,10.08,12.5,3.38,2,negative
160.1,27.22,168.7,14.34,9.5,2.57,3,negative
145,24.65,240.7,20.46,7.1,1.92,3,negative
220.7,37.52,119.3,10.14,11.5,3.11,4,negative
224.7,38.2,134.5,11.43,7.5,2.03,1,positive
147,24.99,162.3,13.8,10.5,2.84,1,negative
260.8,44.34,213.4,18.14,10.1,2.73,1,negative
155.4,26.42,164.1,13.95,9,2.43,0,negative
166.2,28.25,255.3,21.7,5.4,1.46,1,negative
211.8,36.01,260.5,22.14,10.8,2.92,0,negative
130.5,22.19,208.4,17.71,11,2.97,4,positive
162.7,27.66,292,24.82,8.7,2.35,0,negative
237.1,40.31,264.2,22.46,7.9,2.13,1,negative
166.2,28.25,217.6,18.5,13.2,3.56,4,negative
121.7,20.69,125.8,10.69,8.3,2.24,6,positive
176.4,29.99,201,17.09,11.2,3.02,0,negative
67.4,11.46,244,20.74,11.4,3.08,2,negative
229.7,39.05,336,28.56,9.6,2.59,1,positive
176,29.92,277.9,23.62,14.7,3.97,1,negative
247.7,42.11,269.5,22.91,9.6,2.59,0,positive
115.4,19.62,262.6,22.32,13.1,3.54,2,negative
112.2,19.07,209.6,17.82,13.9,3.75,0,positive
162.6,27.64,154,13.09,11.5,3.11,0,negative
229.4,39,214.1,18.2,10.4,2.81,4,negative
139.6,23.73,124.2,10.56,15,4.05,2,negative
263.8,44.85,251.3,21.36,8.4,2.27,5,positive
217.5,36.98,233.7,19.86,9,2.43,4,negative
114.3,19.43,199.8,16.98,7.5,2.03,1,negative
196.3,33.37,136.8,11.63,7.7,2.08,2,negative
253.2,43.04,188,15.98,4.4,1.19,1,negative
98,16.66,240.7,20.46,10.5,2.84,0,negative
249.4,42.4,211.5,17.98,9.1,2.46,0,negative
129.6,22.03,233,19.81,14.5,3.92,1,negative
221.3,37.62,267.6,22.75,9.3,2.51,0,negative
220.7,37.52,177.8,15.11,12.4,3.35,1,negative
87.6,14.89,262,22.27,9.2,2.48,1,negative
203.6,34.61,161.7,13.74,8.4,2.27,0,negative
213.6,36.31,234.9,19.97,8.8,2.38,2,negative
181.6,30.87,220.7,18.76,12.9,3.48,2,negative
215.4,36.62,328.7,27.94,7.8,2.11,1,negative
266.3,45.27,207.8,17.66,14,3.78,2,positive
199.2,33.86,175.1,14.88,10.2,2.75,3,negative
115,19.55,137.8,11.71,7.3,1.97,3,negative
270.5,45.99,230,19.55,9.6,2.59,1,positive
222.2,37.77,153.1,13.01,12.9,3.48,1,negative
61.9,10.52,262.6,22.32,8.8,2.38,3,negative
141.1,23.99,249.1,21.17,10.8,2.92,2,negative
189.2,32.16,184.4,15.67,10.6,2.86,3,positive
196,33.32,186,15.81,9.8,2.65,3,negative
171.6,29.17,205,17.43,13.8,3.73,0,negative
174,29.58,161.3,13.71,11.4,3.08,2,negative
78.6,13.36,187.3,15.92,7.4,2,1,positive
200.9,34.15,164.3,13.97,8.9,2.4,1,negative
141.3,24.02,253.6,21.56,6.4,1.73,1,negative
235.8,40.09,176,14.96,7.3,1.97,2,negative
185.1,31.47,165.1,14.03,6.3,1.7,3,negative
254.3,43.23,78.9,6.71,11.8,3.19,2,negative
183,31.11,214.8,18.26,8.7,2.35,2,negative
163.5,27.8,274.8,23.36,7.5,2.03,2,negative
207.9,35.34,210.5,17.89,7.7,2.08,2,negative
248.6,42.26,174.9,14.87,6.1,1.65,3,negative
185.4,31.52,197.6,16.8,14.5,3.92,2,negative
197.8,33.63,221,18.79,8.9,2.4,1,negative
132.1,22.46,138.9,11.81,9.1,2.46,2,positive
197.1,33.51,227.8,19.36,9.3,2.51,0,negative
154.6,26.28,184.2,15.66,12.6,3.4,2,negative
153.1,26.03,185.9,15.8,10,2.7,6,positive
211.2,35.9,231.1,19.64,6.3,1.7,2,negative
96.8,16.46,142.6,12.12,10.9,2.94,2,positive
172,29.24,276.4,23.49,10.1,2.73,1,negative
141.1,23.99,147.2,12.51,8,2.16,2,negative
151.1,25.69,244.7,20.8,13.8,3.73,2,negative
209.6,35.63,228.8,19.45,7.6,2.05,3,negative
247,41.99,125.6,10.68,10.5,2.84,3,negative
221.4,37.64,165.8,14.09,10.8,2.92,1,negative
321.3,54.62,167.9,14.27,8,2.16,1,positive
243.7,41.43,60,5.1,11.3,3.05,0,negative
251.5,42.76,214.2,18.21,11.1,3,3,negative
236.9,40.27,157.6,13.4,7.3,1.97,0,positive
159.7,27.15,216.7,18.42,9.3,2.51,2,negative
148.2,25.19,220.4,18.73,9.2,2.48,4,positive
150.9,25.65,268.6,22.83,14.7,3.97,1,negative
210.5,35.79,250.5,21.29,11.5,3.11,1,negative
170.9,29.05,201.4,17.12,4.1,1.11,2,negative
254.7,43.3,90.2,7.67,10.6,2.86,0,negative
284.4,48.35,157,13.35,8.4,2.27,0,positive
0,0,159.6,13.57,6.8,1.84,4,positive
133.7,22.73,187.8,15.96,10.7,2.89,1,positive
224.9,38.23,191.9,16.31,10.3,2.78,0,negative
151.8,25.81,209.9,17.84,11.9,3.21,1,negative
141.4,24.04,163,13.86,5.6,1.51,2,negative
285.7,48.57,230.9,19.63,14.8,4,0,positive
58.4,9.93,262.2,22.29,11.9,3.21,1,negative
90.4,15.37,201.3,17.11,13.1,3.54,0,negative
114.4,19.45,216.6,18.41,11,2.97,0,negative
147.7,25.11,222.7,18.93,12.8,3.46,2,negative
302.7,51.46,240.5,20.44,13.6,3.67,3,negative
136.1,23.14,204.2,17.36,11.3,3.05,1,negative
169.7,28.85,165.9,14.1,12.8,3.46,3,negative
227.2,38.62,194.4,16.52,14.9,4.02,0,negative
217.8,37.03,220.6,18.75,10.3,2.78,1,positive
124.2,21.11,123.9,10.53,13.1,3.54,2,negative
206.2,35.05,232.4,19.75,13.6,3.67,1,negative
132.9,22.59,67,5.7,9.9,2.67,3,negative
104.9,17.83,237.6,20.2,7.7,2.08,3,negative
245,41.65,250.7,21.31,13.7,3.7,1,positive
184.5,31.37,224,19.04,11.6,3.13,1,negative
89.5,15.22,179.3,15.24,12.3,3.32,3,negative
235.6,40.05,194.8,16.56,8.6,2.32,1,negative
186,31.62,262.3,22.3,11.5,3.11,4,negative
223.9,38.06,155.7,13.23,7.3,1.97,1,negative
179.5,30.52,162.3,13.8,6.6,1.78,1,negative
169.4,28.8,253.5,21.55,8.9,2.4,1,negative
118.1,20.08,144.3,12.27,8.2,2.21,1,negative
112,19.04,193.7,16.46,4.1,1.11,4,positive
168.4,28.63,225.9,19.2,8.5,2.3,0,negative
214.3,36.43,188.2,16,11.3,3.05,0,negative
245.7,41.77,241.9,20.56,4.2,1.13,4,positive
156.6,26.62,71,6.04,13.4,3.62,1,negative
142.8,24.28,272.3,23.15,8.9,2.4,1,negative
202.4,34.41,230.7,19.61,10.2,2.75,3,negative
116.8,19.86,123.1,10.46,12,3.24,1,negative
155.7,26.47,260.3,22.13,11,2.97,1,negative
236.1,40.14,289.2,24.58,9.1,2.46,2,negative
138.1,23.48,260.1,22.11,8.2,2.21,2,negative
51.9,8.82,162,13.77,10.1,2.73,3,negative
81.3,13.82,220.6,18.75,8.9,2.4,0,negative
171.5,29.16,153.1,13.01,7.1,1.92,0,negative
126,21.42,144.3,12.27,7.6,2.05,1,negative
197.2,33.52,156,13.26,9.9,2.67,4,negative
194.1,33,227.2,19.31,15.3,4.13,1,negative
115.7,19.67,127.8,10.86,9.3,2.51,1,negative
157.2,26.72,196.3,16.69,8.4,2.27,3,negative
269.7,45.85,207.6,17.65,4.5,1.22,3,positive
246.4,41.89,228.1,19.39,9.1,2.46,0,negative
227.4,38.66,268.5,22.82,13,3.51,1,negative
189.8,32.27,115.5,9.82,12.2,3.29,0,negative
188.9,32.11,160.9,13.68,11.5,3.11,4,negative
0,0,192.1,16.33,7.2,1.94,1,negative
110.5,18.79,227.8,19.36,11,2.97,1,negative
167.6,28.49,219.2,18.63,11.7,3.16,4,negative
132,22.44,197.5,16.79,0,0,3,negative
167.8,28.53,247.9,21.07,11.9,3.21,0,negative
213.4,36.28,204.7,17.4,5.7,1.54,1,negative
175.4,29.82,98.3,8.36,10.6,2.86,0,negative
82.6,14.04,224.4,19.07,9.5,2.57,3,negative
143.2,24.34,88.1,7.49,8.8,2.38,4,positive
125.5,21.34,269.8,22.93,8.9,2.4,1,negative
82.3,13.99,256.1,21.77,11.8,3.19,6,positive
165.6,28.15,195.9,16.65,11.8,3.19,1,negative
183.1,31.13,232.6,19.77,8.4,2.27,0,negative
162.1,27.56,212.1,18.03,12.2,3.29,1,negative
166.6,28.32,192.4,16.35,7.7,2.08,1,negative
135.9,23.1,233.2,19.82,9.4,2.54,1,negative
165.7,28.17,215.6,18.33,9.8,2.65,0,negative
176.1,29.94,174.9,14.87,9.7,2.62,1,negative
142.3,24.19,204.5,17.38,9.1,2.46,0,negative
177.6,30.19,296.8,25.23,7.6,2.05,3,negative
83.2,14.14,190.6,16.2,10.7,2.89,1,negative
235,39.95,183.3,15.58,5.7,1.54,2,negative
105.7,17.97,141.8,12.05,6.6,1.78,2,negative
149.4,25.4,171.9,14.61,17.9,4.83,3,positive
264.7,45,216.5,18.4,10.4,2.81,0,negative
160.3,27.25,221.5,18.83,5.6,1.51,1,negative
95.9,16.3,159.5,13.56,10.4,2.81,1,negative
140.7,23.92,195.2,16.59,11.7,3.16,0,negative
119.7,20.35,231.8,19.7,4.6,1.24,2,negative
99.9,16.98,263.5,22.4,9.8,2.65,2,negative
250.9,42.65,171.4,14.57,9.6,2.59,2,negative
200.6,34.1,289.5,24.61,11.2,3.02,2,negative
209.8,35.67,196.6,16.71,7,1.89,1,negative
198,33.66,273.7,23.26,7.6,2.05,1,negative
239.8,40.77,128.9,10.96,11.3,3.05,1,negative
164.5,27.97,147.9,12.57,11.2,3.02,0,negative
220.9,37.55,192.2,16.34,12.2,3.29,1,negative
112.8,19.18,243.9,20.73,13.2,3.56,2,negative
112.6,19.14,261.7,22.24,11.1,3,0,positive
226.4,38.49,234.7,19.95,10.8,2.92,1,negative
244.9,41.63,219.6,18.67,9.7,2.62,4,negative
203.2,34.54,235.8,20.04,15.1,4.08,2,negative
136.7,23.24,243.1,20.66,8.6,2.32,0,negative
152.6,25.94,208.9,17.76,5,1.35,1,negative
274.9,46.73,186.6,15.86,8.8,2.38,1,negative
195.7,33.27,209.1,17.77,8.3,2.24,1,positive
204.3,34.73,188.8,16.05,9.2,2.48,1,negative
222.3,37.79,146.2,12.43,8.9,2.4,3,negative
222.5,37.83,171.5,14.58,9.7,2.62,1,negative
128.8,21.9,157.3,13.37,10.3,2.78,2,negative
174.3,29.63,171.3,14.56,8.3,2.24,0,negative
242.5,41.23,162.3,13.8,7.8,2.11,4,negative
221.6,37.67,285.2,24.24,12.7,3.43,4,negative
114.3,19.43,221.1,18.79,10.9,2.94,0,negative
219.7,37.35,186.8,15.88,9.5,2.57,2,negative
144.9,24.63,151.3,12.86,12.3,3.32,2,negative
236.5,40.21,117,9.95,8.1,2.19,2,negative
174,29.58,209.4,17.8,14.1,3.81,2,positive
109.5,18.62,332.1,28.23,6.6,1.78,1,negative
81.6,13.87,235.6,20.03,9.9,2.67,1,negative
133.4,22.68,121,10.29,5.9,1.59,1,negative
137.1,23.31,209.8,17.83,8.6,2.32,1,negative
197,33.49,190.4,16.18,16.1,4.35,0,negative
198.1,33.68,156.7,13.32,9.3,2.51,3,negative
39.5,6.72,264.3,22.47,10,2.7,0,negative
199.5,33.92,207.5,17.64,8.1,2.19,2,negative
156.8,26.66,215.8,18.34,7.6,2.05,1,negative
183.4,31.18,237.6,20.2,9,2.43,3,negative
132.4,22.51,121.6,10.34,8.6,2.32,1,negative
63.2,10.74,220.2,18.72,5.1,1.38,0,negative
181.1,30.79,215.9,18.35,16.9,4.56,0,positive
117.5,19.98,206.8,17.58,4.2,1.13,3,negative
218.7,37.18,163.4,13.89,15,4.05,0,negative
207.3,35.24,137.3,11.67,5.9,1.59,1,negative
150.6,25.6,301.5,25.63,8.1,2.19,0,negative
273.3,46.46,263.6,22.41,12,3.24,1,positive
266.1,45.24,182,15.47,10.3,2.78,1,negative
112.8,19.18,156.7,13.32,16.3,4.4,0,negative
104.7,17.8,82.2,6.99,15.8,4.27,3,negative
