Day_Mins,Day_Charge,Intl_Charge,CustServ_Calls,Class
193.1,32.83,2.75,0,negative
171.7,29.19,2.11,1,negative
198.5,33.75,2.19,1,negative
121.7,20.69,3.43,1,negative
130.2,22.13,3.78,2,negative
203.4,34.58,3.7,2,negative
174.7,29.7,2.84,5,negative
241,40.97,2.67,1,positive
141.7,24.09,2.75,0,negative
134.8,22.92,2.08,2,negative
163.1,27.73,2.43,1,negative
145.5,24.74,2.4,1,negative
329.8,56.07,2.86,0,positive
194.5,33.07,3.43,2,negative
131.9,22.42,1.92,1,negative
150,25.5,2.3,1,negative
196.6,33.42,3.48,2,negative
99.7,16.95,3.81,2,negative
143.6,24.41,2.92,3,negative
231.9,39.42,3.32,2,negative
37.8,6.43,3.83,3,negative
72.8,12.38,2.84,3,negative
94.8,16.12,3.08,1,negative
221.8,37.71,3.35,1,negative
269,45.73,1.97,2,positive
268.3,45.61,1.7,1,positive
198.7,33.78,3.38,1,negative
115.5,19.64,3.11,7,positive
202.1,34.36,3.59,2,negative
215.6,36.65,3.35,1,negative
169.9,28.88,3.11,1,negative
201.7,34.29,1.62,0,negative
221.1,37.59,2.27,4,negative
218.7,37.18,2.54,2,negative
293.7,49.93,2.97,2,positive
120.3,20.45,2.08,4,positive
175.8,29.89,3,2,negative
278.5,47.35,3.13,1,positive
236.3,40.17,1.94,3,negative
273.8,46.55,3.16,1,negative
131.1,22.29,1.51,5,positive
167.4,28.46,3.02,4,negative
197.7,33.61,2.84,3,negative
169.5,28.82,2.43,2,negative
225.2,38.28,3.16,0,negative
174.5,29.67,2.78,4,negative
129.7,22.05,2.03,5,positive
200,34,3.08,3,negative
95.9,16.3,3.59,0,negative
152.8,25.98,2.46,1,negative
129.9,22.08,3.86,1,negative
268.4,45.63,2.62,2,positive
188.5,32.05,4.1,2,negative
170.6,29,1.65,1,negative
191.4,32.54,2.21,1,negative
75.3,12.8,3.32,1,negative
149.8,25.47,2.94,2,negative
115.9,19.7,1.92,1,negative
128.8,21.9,3.81,2,negative
131.7,22.39,2.97,1,negative
101.4,17.24,3.29,1,negative
149,25.33,2.57,4,negative
96.8,16.46,3.62,2,negative
107.5,18.28,3.4,2,negative
232.8,39.58,3.48,0,positive
121.1,20.59,2.24,3,negative
124.3,21.13,0.95,0,negative
157.7,26.81,3.73,1,negative
124.3,21.13,4,0,negative
286.4,48.69,1.86,1,positive
141.7,24.09,2.38,0,negative
173,29.41,1.3,0,negative
268.7,45.68,1.57,2,positive
218.5,37.15,2.54,0,negative
255.3,43.4,1,3,negative
41.9,7.12,3.08,1,negative
260.8,44.34,1.57,1,negative
239.4,40.7,2.08,0,negative
226.7,38.54,2.75,0,negative
179.3,30.48,3.65,1,positive
158,26.86,2.7,1,negative
175.7,29.87,3.81,1,negative
157.4,26.76,2.38,3,negative
113.1,19.23,1.86,1,positive
182.7,31.06,2.38,1,negative
161.3,27.42,3.81,0,positive
142.5,24.23,2.03,2,negative
190.5,32.39,2.62,2,positive
159.3,27.08,3.21,1,negative
153.8,26.15,2.48,1,negative
180.7,30.72,3.24,2,negative
202.7,34.46,3.27,0,negative
190.8,32.44,2.4,0,negative
205.1,34.87,2.48,2,negative
235.6,40.05,2.08,1,negative
189.3,32.18,2,0,negative
166.9,28.37,3.11,1,negative
245.2,41.68,2.03,0,positive
132.6,22.54,3.43,4,positive
182.3,30.99,3.13,2,negative
192.3,32.69,2.84,2,negative
122,20.74,2.92,2,positive
193,32.81,2.59,2,negative
158.6,26.96,2.46,0,negative
91.5,15.56,3.43,2,negative
153.6,26.11,3.38,1,negative
221.6,37.67,3.11,1,negative
244.7,41.6,1.78,1,negative
239.8,40.77,2.57,0,negative
172.4,29.31,2.97,0,negative
242.5,41.23,2.7,3,positive
117.6,19.99,3.05,2,negative
174.5,29.67,3.05,1,negative
157.3,26.74,3.24,1,negative
192,32.64,4.08,1,negative
218.2,37.09,2.16,1,negative
144.6,24.58,2.94,1,negative
153.6,26.11,3.81,0,positive
135.8,23.09,2.13,2,negative
160.7,27.32,2.21,0,negative
202.5,34.43,2.11,1,negative
152.2,25.87,3.32,1,negative
227.4,38.66,1.27,0,negative
191.6,32.57,2.48,2,negative
138.9,23.61,2.92,1,negative
127,21.59,1.65,0,negative
168.6,28.66,1.97,1,negative
286.6,48.72,3.11,1,positive
164.6,27.98,4.1,1,negative
144,24.48,3.51,1,negative
141.6,24.07,2.75,0,negative
204.3,34.73,3.24,1,negative
163.2,27.74,1.67,1,negative
225,38.25,2.89,0,negative
176.1,29.94,2.3,2,negative
254.2,43.21,3.73,5,negative
174.9,29.73,2.3,1,negative
187.3,31.84,2.59,0,positive
211.8,36.01,2.89,3,negative
241.9,41.12,3.16,0,negative
196.1,33.34,3.48,3,negative
231.3,39.32,3.35,3,negative
161.6,27.47,3.73,1,negative
194,32.98,3.21,0,negative
109.7,18.65,4.16,3,negative
277,47.09,2.24,1,negative
192.1,32.66,1.65,0,negative
198.4,33.73,3.54,0,negative
209.2,35.56,2.57,0,negative
184.8,31.42,4.97,2,negative
167.8,28.53,1.97,2,negative
139.2,23.66,3.19,3,negative
221.3,37.62,1.19,0,negative
121.6,20.67,2.4,1,negative
270.4,45.97,4.16,1,negative
139.6,23.73,2.38,2,negative
253,43.01,3.19,2,negative
183.9,31.26,4.05,1,negative
203.3,34.56,2.11,3,negative
200.6,34.1,2.08,3,negative
167.6,28.49,3.62,2,negative
156.5,26.61,2.67,2,negative
215.1,36.57,2.86,1,negative
301.7,51.29,2.84,1,negative
152.3,25.89,3.05,7,negative
195.4,33.22,4.08,1,negative
208.7,35.48,2.16,2,negative
190.1,32.32,3.83,0,negative
185.4,31.52,2.16,4,negative
183.2,31.14,2.62,0,negative
54.2,9.21,2.32,1,positive
208,35.36,2.19,1,negative
230.3,39.15,3.56,1,negative
240.8,40.94,1.92,2,negative
195.7,33.27,1.43,2,negative
276.1,46.94,2.4,0,positive
166.1,28.24,4.37,2,negative
135.9,23.1,3.11,4,positive
189.1,32.15,3.75,2,positive
177.9,30.24,3.11,1,negative
143.9,24.46,3.38,2,negative
148.2,25.19,2.32,2,negative
287.1,48.81,3.75,2,positive
179.7,30.55,2.51,1,positive
165.8,28.19,2.94,5,positive
144.1,24.5,3.92,1,negative
172.5,29.33,1.59,0,negative
199.8,33.97,1.49,1,negative
109.1,18.55,2.94,2,negative
171.8,29.21,2.62,1,negative
222.3,37.79,3.27,1,positive
245.8,41.79,3.02,0,negative
164.6,27.98,2.16,0,negative
211.7,35.99,2,0,negative
147.2,25.02,2.08,0,positive
254.7,43.3,2.16,0,positive
170.1,28.92,2.35,1,negative
195.1,33.17,3.08,0,negative
149.3,25.38,2.13,7,positive
81.9,13.92,2.4,2,positive
191.1,32.49,2.65,0,negative
206.9,35.17,2.24,3,negative
239,40.63,3.65,1,positive
179.3,30.48,2.16,0,negative
185.3,31.5,1.49,0,negative
141.4,24.04,2.19,2,negative
248.6,42.26,3.24,1,negative
152.5,25.93,1.32,2,negative
145.6,24.75,3.08,1,negative
164.2,27.91,2.19,1,negative
221,37.57,2.62,1,negative
295.4,50.22,3.11,1,positive
139.8,23.77,2.54,2,negative
162.3,27.59,4,4,positive
272.7,46.36,2.08,0,positive
200.3,34.05,3.48,2,negative
157.1,26.71,3,1,negative
135.8,23.09,3.32,2,negative
236.7,40.24,3.43,1,negative
111.4,18.94,1.49,3,negative
156.1,26.54,3.97,0,positive
191.1,32.49,3.24,2,negative
153,26.01,2.78,1,positive
218.8,37.2,2.78,4,negative
205.4,34.92,2.78,3,negative
225.2,38.28,2.67,0,positive
249.9,42.48,2.4,2,positive
131.6,22.37,2.75,3,negative
197.9,33.64,2.73,0,negative
166.5,28.31,2.67,1,negative
225.4,38.32,3.48,1,negative
275.8,46.89,2,2,positive
142.9,24.29,2.92,1,negative
207.2,35.22,2.67,1,negative
206.2,35.05,2.75,1,negative
210.3,35.75,3.02,1,negative
225.7,38.37,3.78,1,positive
167.8,28.53,3.92,4,positive
197.7,33.61,1.89,2,negative
169.8,28.87,2.94,1,negative
190.6,32.4,2.65,2,negative
80.3,13.65,3.46,2,negative
231.7,39.39,3.27,0,negative
69.1,11.75,1.76,0,negative
188.8,32.1,2.21,4,negative
150.6,25.6,2.81,8,positive
192,32.64,1.49,2,negative
163.7,27.83,2.67,3,negative
211.7,35.99,1.76,1,negative
175.5,29.84,3.19,1,negative
150.1,25.52,2.97,2,negative
189.5,32.22,3.83,1,negative
70.8,12.04,2.57,6,positive
215.5,36.64,2.32,1,negative
101.7,17.29,2.54,3,negative
258.4,43.93,2.62,4,negative
242.4,41.21,3.19,1,negative
131.8,22.41,3.05,1,negative
190.2,32.33,2.65,2,negative
154.1,26.2,2.65,2,negative
188,31.96,4.13,3,negative
103.1,17.53,3.02,1,negative
175.4,29.82,3.13,0,negative
145.4,24.72,2.94,1,negative
250.6,42.6,2.11,1,negative
161.5,27.46,2.32,1,negative
260.1,44.22,2.7,1,positive
281.3,47.82,2.35,0,positive
130.1,22.12,3.67,3,positive
102,17.34,3.08,2,negative
218.7,37.18,3.27,1,negative
128.5,21.85,1.84,1,negative
128.7,21.88,2.48,2,positive
172.2,29.27,2.35,1,negative
199.2,33.86,2.05,1,negative
184.5,31.37,2.38,2,negative
168.6,28.66,2.94,0,negative
174,29.58,1.81,1,negative
230.4,39.17,2.3,1,negative
198.2,33.69,1.38,1,negative
186.1,31.64,2.16,0,negative
148.5,25.25,1.84,1,negative
157.1,26.71,2.7,0,negative
155,26.35,1.89,4,positive
129.3,21.98,2.59,1,negative
188.5,32.05,1.65,1,negative
208.8,35.5,3,0,negative
238,40.46,3.19,0,positive
211.1,35.89,1.51,0,negative
198.9,33.81,3.4,3,negative
212.8,36.18,2.75,1,negative
137.4,23.36,3.35,3,negative
191.8,32.61,3.46,2,negative
149,25.33,3.75,0,negative
117.1,19.91,3,3,negative
108,18.36,2.81,3,negative
112.8,19.18,2.73,0,negative
175.9,29.9,2.97,1,negative
236.6,40.22,3,1,positive
169.4,28.8,0.54,1,negative
129.6,22.03,2.54,3,negative
177.1,30.11,2.16,1,negative
133.3,22.66,3.65,1,negative
167.8,28.53,3.51,5,negative
174.6,29.68,2.43,1,negative
150.3,25.55,3.38,2,negative
283.2,48.14,1.7,5,negative
157.8,26.83,2.35,5,positive
141.2,24,1.89,2,negative
230.2,39.13,2.81,1,negative
237.8,40.43,4.21,2,positive
204,34.68,3.59,3,positive
221.1,37.59,2,1,negative
177.2,30.12,3.43,4,negative
118,20.06,1.43,1,negative
163.8,27.85,4.24,0,negative
141.3,24.02,2.54,3,negative
272.5,46.33,4.43,3,positive
118.9,20.21,2.21,2,negative
7.9,1.34,3.27,0,negative
159.5,27.12,2.75,0,negative
150.2,25.53,3.27,1,negative
144.5,24.57,3.24,2,negative
140.7,23.92,3.35,2,negative
169.2,28.76,3.4,1,negative
220.8,37.54,2.05,2,negative
216.3,36.77,1.22,0,negative
169.5,28.82,2.86,0,negative
256.3,43.57,3.16,1,negative
179.7,30.55,2.05,1,negative
266,45.22,3.54,3,negative
96.7,16.44,2.62,2,negative
82.7,14.06,2.94,0,negative
168.2,28.59,2.73,3,negative
286.4,48.69,2.89,1,positive
174.3,29.63,3.48,3,negative
190.6,32.4,3.51,1,negative
175.5,29.84,4.81,4,negative
133.4,22.68,3,1,negative
204.6,34.78,1.78,3,negative
242.2,41.17,1.67,3,negative
253.1,43.03,3.21,3,negative
130,22.1,2.24,0,negative
105.9,18,3.43,0,negative
194.2,33.01,2.51,3,negative
183.8,31.25,1.65,1,negative
196.5,33.41,2.92,2,negative
184.5,31.37,3.7,3,negative
261.9,44.52,3.73,0,negative
202.4,34.41,2.48,3,negative
167.4,28.46,2.57,3,negative
167.7,28.51,2.03,1,negative
191.7,32.59,3,1,negative
240.2,40.83,1.4,2,negative
189.1,32.15,3,1,negative
127.7,21.71,2.86,1,negative
205.2,34.88,3.62,1,negative
153.6,26.11,3.4,2,negative
154.5,26.27,3.62,2,negative
153.7,26.13,3.81,1,negative
171.2,29.1,2.92,1,negative
328.1,55.78,2.35,1,positive
145.9,24.8,3.89,0,positive
201.2,34.2,3.19,1,negative
139.1,23.65,3.08,5,negative
118.9,20.21,3.56,2,negative
217.6,36.99,2.81,2,positive
145,24.65,3.94,1,negative
203.5,34.6,2.35,3,negative
240.1,40.82,2.16,3,negative
83.8,14.25,1.81,1,negative
269.8,45.87,2.73,1,positive
126.3,21.47,2.86,1,negative
88.1,14.98,2.62,2,negative
218.5,37.15,2.67,2,negative
236.8,40.26,3.02,1,negative
124.1,21.1,1.73,3,negative
184.2,31.31,2.7,0,negative
222.7,37.86,3.67,4,negative
149.2,25.36,3,1,negative
206.5,35.11,3.29,3,negative
159.7,27.15,2.59,3,negative
204.7,34.8,1.89,2,negative
213.2,36.24,2.03,1,negative
269.6,45.83,2.21,1,negative
116.7,19.84,2.62,2,negative
263.4,44.78,3.51,0,negative
140.2,23.83,1.92,1,negative
197.7,33.61,3.65,1,negative
136.2,23.15,3.59,3,negative
88.5,15.05,3.11,2,negative
215.3,36.6,3.27,0,negative
269.2,45.76,2.4,3,positive
203.8,34.65,1.97,0,negative
268.4,45.63,2.78,0,negative
159.1,27.05,2.78,1,negative
114.4,19.45,2.73,2,negative
138.9,23.61,2.48,2,negative
186,31.62,3.29,1,negative
170.4,28.97,4.08,0,negative
164.5,27.97,2.67,4,negative
168.6,28.66,3.32,1,negative
261.2,44.4,2.65,0,positive
190.5,32.39,3.54,1,negative
181.1,30.79,1.13,2,negative
177.1,30.11,1.76,3,negative
160.5,27.29,3.05,1,negative
134.7,22.9,1.78,2,negative
198.2,33.69,2.38,2,negative
228.9,38.91,2.73,4,positive
241.7,41.09,3.54,0,negative
131.1,22.29,1.16,1,negative
234.1,39.8,3.54,2,negative
200.1,34.02,3.21,0,negative
154,26.18,2.73,1,negative
224.2,38.11,2.65,0,negative
148.3,25.21,2.24,3,negative
174.6,29.68,2.38,2,negative
138.5,23.55,3,1,negative
109,18.53,3.4,1,negative
162.3,27.59,3,4,negative
210.8,35.84,4.43,2,negative
142.4,24.21,3,1,negative
223.5,38,2.86,2,negative
182.5,31.03,2.03,2,negative
219.6,37.33,2.92,2,negative
193.6,32.91,3.48,0,negative
192.4,32.71,2.97,0,negative
236.2,40.15,3.59,0,negative
233.2,39.64,4.35,0,negative
158.8,27,2.65,2,negative
126.1,21.44,2.65,1,negative
290.4,49.37,2.73,3,positive
60.6,10.3,3.59,0,negative
148.4,25.23,1.86,0,negative
246.5,41.91,3.43,2,negative
298.1,50.68,2.62,2,positive
119.3,20.28,2.94,2,negative
242.5,41.23,2.59,0,negative
222.1,37.76,3.67,0,positive
236.2,40.15,2.73,2,positive
144.2,24.51,2.57,0,negative
154.6,26.28,3.4,3,negative
137.4,23.36,2.75,2,negative
103.7,17.63,3.89,0,negative
136.6,23.22,3.29,4,positive
289.8,49.27,3.16,2,positive
260.9,44.35,3.59,3,negative
196.2,33.35,4.1,0,positive
195.6,33.25,3.83,1,negative
222.2,37.77,3.21,4,negative
172.9,29.39,2.65,0,positive
249.8,42.47,3.13,0,positive
154.5,26.27,3.7,1,negative
90.4,15.37,3.43,1,negative
268.8,45.7,4.43,0,negative
106.1,18.04,2.19,1,negative
27,4.59,2.89,3,negative
140.1,23.82,1.03,1,negative
245,41.65,2.62,1,negative
196.7,33.44,3.02,3,negative
131.2,22.3,2.75,2,negative
149.6,25.43,2,2,negative
239.8,40.77,2.94,1,negative
142.1,24.16,2.97,1,negative
115.4,19.62,1.62,3,negative
193,32.81,2.78,2,negative
206.1,35.04,3.51,1,negative
160.3,27.25,3.02,0,negative
199.9,33.98,3.05,1,negative
213.1,36.23,2.4,0,negative
178.3,30.31,2.94,3,negative
252.3,42.89,3.24,3,positive
197.7,33.61,3.56,4,negative
111.1,18.89,1.78,2,negative
96.5,16.41,3.38,1,positive
156.9,26.67,3.05,3,negative
123.3,20.96,3.43,1,negative
193.7,32.93,2.92,1,negative
206.9,35.17,2.94,0,negative
249.8,42.47,3.43,3,positive
144,24.48,2.7,1,negative
299.5,50.92,3.13,0,negative
226,38.42,3.4,2,positive
137.6,23.39,2.59,2,negative
211.7,35.99,3,1,negative
89.7,15.25,2.57,2,negative
197.6,33.59,3.38,2,negative
270,45.9,3.24,2,positive
224.7,38.2,3.05,3,negative
194.3,33.03,2.75,2,negative
47.7,8.11,3.56,0,positive
190.1,32.32,3.51,1,negative
89.5,15.22,2.13,1,positive
182.6,31.04,3.27,0,negative
205.5,34.94,1.86,1,negative
231.5,39.36,2,1,negative
251.3,42.72,2.67,3,positive
171.2,29.1,3.51,2,negative
197.9,33.64,3.02,2,negative
134.8,22.92,1.81,1,negative
191.4,32.54,2.78,1,negative
174.5,29.67,2.86,0,negative
177.4,30.16,2.94,0,negative
182.1,30.96,1.84,1,negative
222.4,37.81,3.02,0,negative
47.8,8.13,3.59,0,positive
121.8,20.71,2.78,1,negative
143.5,24.4,2.38,3,negative
164.9,28.03,2.11,2,negative
193.6,32.91,3.54,2,negative
101.1,17.19,1.97,0,negative
92.3,15.69,3.13,2,negative
168.9,28.71,0.78,2,negative
219.2,37.26,4.05,1,negative
178.1,30.28,3.51,0,negative
146.5,24.91,3.78,3,negative
172.3,29.29,3.19,1,negative
190.9,32.45,3.51,1,negative
232.1,39.46,2.94,3,positive
169.2,28.76,3.35,4,positive
123.8,21.05,1.97,2,negative
96,16.32,2.62,3,negative
93.4,15.88,2.94,1,negative
90.6,15.4,1.46,1,negative
152.9,25.99,1.43,2,negative
257.9,43.84,2.54,2,negative
85.2,14.48,2.43,2,negative
160,27.2,1.65,1,negative
182.9,31.09,3.11,0,negative
216.2,36.75,0.84,2,negative
261.7,44.49,0.89,0,negative
241.2,41,2.3,2,negative
177.2,30.12,2.27,1,negative
89.5,15.22,3.78,2,negative
200.3,34.05,2.81,1,negative
145,24.65,2.97,4,positive
159.5,27.12,1.84,2,negative
151.8,25.81,3.02,3,negative
176.2,29.95,2.86,1,negative
152.1,25.86,2.65,0,negative
161.3,27.42,2.59,1,negative
171.7,29.19,1.84,3,negative
278.9,47.41,3.16,0,positive
213,36.21,3,4,negative
242.9,41.29,1.3,1,negative
217.2,36.92,3.35,0,positive
175.9,29.9,3.51,1,negative
303.2,51.54,3.11,0,positive
238.9,40.61,3.19,2,negative
189.6,32.23,3.08,2,negative
133.3,22.66,3.05,5,positive
92.7,15.76,2.67,3,negative
177.2,30.12,2.32,3,negative
184.5,31.37,2.75,2,negative
176.1,29.94,3.27,0,negative
204.7,34.8,2.97,6,negative
143.6,24.41,4.19,2,negative
179.3,30.48,3.27,1,negative
137.3,23.34,2.84,1,negative
237.8,40.43,2.75,2,negative
203.7,34.63,2.05,2,negative
191.3,32.52,4.75,2,negative
209.1,35.55,2.11,2,negative
88.8,15.1,1.92,3,negative
97.2,16.52,3.35,0,negative
137.9,23.44,2.97,1,negative
224.3,38.13,2.7,2,negative
207.6,35.29,2.62,1,negative
268.1,45.58,3.89,2,negative
166.7,28.34,1.84,4,positive
267.1,45.41,4.67,1,positive
181.8,30.91,2.51,2,negative
147.1,25.01,3.7,0,negative
37.7,6.41,1.32,1,negative
185,31.45,3.08,2,negative
156.4,26.59,2.32,2,negative
239.3,40.68,2.94,1,negative
215.5,36.64,2.38,2,negative
134.9,22.93,3.05,1,negative
194.8,33.12,3.46,0,negative
239.1,40.65,3.59,5,negative
92.6,15.74,3.89,3,negative
209.4,35.6,1.94,1,negative
197.6,33.59,1.73,1,negative
17.6,2.99,2.86,1,negative
62.9,10.69,2.4,1,negative
202.3,34.39,1.81,1,negative
136.1,23.14,3.05,0,negative
207,35.19,0.7,1,negative
207.9,35.34,3.65,1,negative
276.5,47.01,1.94,1,positive
313.8,53.35,2.73,3,negative
288.5,49.05,3.51,1,negative
210.9,35.85,2.54,4,negative
64.9,11.03,3.94,1,negative
243.5,41.4,2.43,1,negative
197,33.49,2.35,3,negative
278,47.26,2.35,0,negative
219.9,37.38,2.7,1,negative
313.2,53.24,3.46,2,positive
145.7,24.77,3.05,0,negative
75.8,12.89,2.21,0,negative
195.9,33.3,3.29,3,negative
132,22.44,2.35,1,negative
124,21.08,3.16,2,negative
171.9,29.22,2.05,2,negative
249.4,42.4,2.67,4,negative
228.4,38.83,2.08,0,negative
168.6,28.66,1.59,3,negative
123.7,21.03,3.59,0,negative
178.7,30.38,2.27,1,negative
113.2,19.24,2.57,1,negative
142.4,24.21,3.62,2,negative
204.2,34.71,2.24,0,negative
149.7,25.45,3.4,3,negative
227.1,38.61,1.27,5,positive
155.3,26.4,3.4,2,negative
156.4,26.59,3.19,1,negative
148.7,25.28,2.81,0,negative
271.7,46.19,1.78,3,negative
193.7,32.93,2.38,0,negative
245.5,41.74,2.92,1,negative
245.3,41.7,2.89,3,positive
196.1,33.34,3.21,0,negative
134.1,22.8,2.84,2,negative
225,38.25,2.46,1,negative
189.7,32.25,2,0,negative
142.9,24.29,1.78,0,negative
175.6,29.85,2.75,1,negative
92.4,15.71,3.48,2,negative
92.8,15.78,2.38,1,negative
221.7,37.69,2.16,0,negative
159.6,27.13,2.38,0,negative
144.5,24.57,4.59,2,negative
159.1,27.05,3.11,2,negative
49.9,8.48,2.73,2,negative
116.9,19.87,2.97,0,negative
150,25.5,3,3,negative
254.4,43.25,1.62,1,negative
270.7,46.02,2.94,3,negative
207,35.19,3.27,1,negative
145.3,24.7,2.4,0,negative
230.7,39.22,3.65,3,negative
151.5,25.76,2.92,1,negative
146.1,24.84,2.48,0,negative
256,43.52,3.11,3,negative
200.2,34.03,3.13,3,negative
150.7,25.62,1.89,2,negative
186,31.62,3.48,1,negative
212.9,36.19,1.7,3,negative
194.8,33.12,3.11,0,negative
272.5,46.33,2.35,3,negative
135.1,22.97,3.16,1,negative
154.6,26.28,4.19,1,negative
230.5,39.19,2.86,5,negative
165.4,28.12,2.21,1,negative
143.3,24.36,2.11,4,positive
271.1,46.09,2.65,2,positive
253.5,43.1,3.78,0,negative
167.1,28.41,2.54,6,positive
168.3,28.61,2.27,1,negative
104.7,17.8,2.4,1,negative
135.4,23.02,2.86,1,negative
191.4,32.54,1.94,1,negative
158.7,26.98,2.84,1,negative
144.8,24.62,2.21,2,negative
98.8,16.8,2.7,3,negative
157.8,26.83,2.7,3,positive
163,27.71,3.13,1,negative
181.6,30.87,2.24,4,negative
129,21.93,3.02,2,negative
86,14.62,2.4,1,negative
193.9,32.96,3.4,0,negative
109.4,18.6,1.92,0,negative
188.9,32.11,2.75,2,negative
179.9,30.58,3.73,1,positive
183.4,31.18,2.21,1,negative
288.1,48.98,0,0,negative
169.2,28.76,1.24,2,negative
195.5,33.24,3.65,1,positive
264.4,44.95,3.05,2,negative
207.7,35.31,2.59,0,negative
169.5,28.82,2.35,0,negative
141.5,24.06,0.92,2,negative
154.8,26.32,3.46,0,negative
133.5,22.7,3.16,1,negative
273.2,46.44,3.54,2,positive
224.6,38.18,3.38,2,negative
273.8,46.55,1.57,2,positive
159.5,27.12,2.73,1,positive
104,17.68,3.94,0,negative
115.4,19.62,3.54,1,negative
222.1,37.76,2.54,2,negative
116.4,19.79,2.84,3,negative
217.7,37.01,0,3,negative
129.4,22,3.59,0,negative
161.8,27.51,3.7,0,negative
198.8,33.8,3.11,1,negative
147.8,25.13,3.78,1,negative
262.3,44.59,1.78,3,negative
246.4,41.89,2.05,1,negative
174.3,29.63,2.43,4,positive
183.4,31.18,2.67,4,negative
191.9,32.62,4.91,1,negative
187.8,31.93,2.73,2,negative
259.7,44.15,2.75,0,negative
180.4,30.67,2.27,0,negative
51.8,8.81,2.81,2,negative
303.9,51.66,1.57,1,positive
123.7,21.03,2.38,1,positive
206.2,35.05,3.4,3,negative
164.3,27.93,3.19,2,negative
228.6,38.86,2.73,9,positive
200.4,34.07,2.05,1,negative
154.3,26.23,2.94,0,negative
122.9,20.89,2.59,2,negative
220.8,37.54,1.73,0,negative
214.6,36.48,3.75,0,negative
202,34.34,2,2,positive
209.5,35.62,2.46,6,positive
297.9,50.64,2.4,1,positive
212.8,36.18,2.86,0,positive
145.6,24.75,3.29,0,negative
152.9,25.99,2.92,2,negative
125.4,21.32,2.97,1,negative
138.3,23.51,2.24,0,negative
189.3,32.18,3.02,3,negative
199.3,33.88,3.86,4,negative
247.5,42.08,2.86,2,negative
294.9,50.13,3.56,1,positive
175.4,29.82,3.11,1,negative
179.4,30.5,3.02,1,negative
126.8,21.56,2.27,0,negative
239.7,40.75,3.08,1,positive
143,24.31,4.13,5,positive
91.9,15.62,3.51,2,negative
210.4,35.77,4.19,1,negative
201.3,34.22,1.73,1,positive
145.6,24.75,2.48,2,negative
203.5,34.6,3.62,1,positive
232.4,39.51,2.84,1,negative
86.5,14.71,2.35,2,negative
109.9,18.68,2.94,0,negative
156,26.52,2.51,1,negative
326.3,55.47,2.03,1,positive
195,33.15,4,0,negative
110,18.7,1.73,0,negative
147.1,25.01,2.43,5,positive
156,26.52,3.21,2,negative
98.2,16.69,2.51,2,negative
210.6,35.8,2.97,0,negative
239.9,40.78,2.4,2,positive
159.9,27.18,3.13,2,positive
197.8,33.63,2.94,4,positive
115.4,19.62,4.1,2,negative
123.8,21.05,1,0,negative
117.6,19.99,1.73,1,negative
105.3,17.9,2.32,2,negative
111.7,18.99,3.54,1,negative
159.3,27.08,2.57,2,negative
81.7,13.89,3.05,6,positive
238,40.46,2.7,2,negative
128.1,21.78,4.21,0,negative
171.2,29.1,2.75,1,negative
109,18.53,3.59,4,positive
220,37.4,3.27,2,negative
55.6,9.45,3.05,0,negative
286.6,48.72,2.78,1,negative
207.6,35.29,3.59,1,negative
109.6,18.63,2.24,4,positive
197.2,33.52,2.97,2,negative
175.7,29.87,3.94,1,negative
205.2,34.88,1.89,0,negative
193.1,32.83,3.27,1,negative
232.6,39.54,1.27,3,negative
102.7,17.46,2.97,0,negative
263.1,44.73,2.62,5,negative
197,33.49,3.13,1,negative
169.3,28.78,3.13,2,negative
201.5,34.26,3.48,1,negative
251,42.67,3.73,3,negative
230.4,39.17,2.05,3,negative
109.8,18.67,3.21,1,negative
279.5,47.52,2.89,2,positive
173.4,29.48,3.7,1,negative
214.4,36.45,2.7,1,negative
96.1,16.34,2.62,1,negative
101.4,17.24,1.92,1,negative
232.5,39.53,2.81,4,negative
174.5,29.67,3.29,1,negative
224,38.08,2.38,1,negative
211.1,35.89,3.97,4,negative
109.2,18.56,2.65,2,negative
220,37.4,3.11,0,negative
181.4,30.84,2.94,2,negative
180.7,30.72,2.73,2,negative
96.5,16.41,2.54,1,negative
183.5,31.2,2.24,3,negative
107.9,18.34,2.84,0,negative
161,27.37,2.08,1,negative
146.8,24.96,1.16,1,positive
149.2,25.36,2.24,3,negative
227.8,38.73,1.51,3,negative
160.3,27.25,2,0,negative
137.8,23.43,2.75,1,positive
141.7,24.09,2.3,0,negative
196.4,33.39,2.51,0,negative
175.2,29.78,1.43,1,negative
146.8,24.96,2.67,1,negative
173.9,29.56,2.46,1,negative
305.2,51.88,3.56,1,negative
162.3,27.59,3.16,3,positive
150,25.5,2.78,3,negative
197.5,33.58,3.05,1,negative
240.2,40.83,2.75,2,negative
186.2,31.65,3.48,2,negative
116.9,19.87,3.32,0,negative
236.7,40.24,3.24,1,negative
173.2,29.44,1.46,0,negative
152.2,25.87,2.65,0,negative
181.3,30.82,1.81,0,negative
167.8,28.53,2.84,4,positive
175.4,29.82,2.65,1,negative
87.6,14.89,2.65,2,negative
203.3,34.56,2.3,0,negative
92.6,15.74,3.05,5,positive
262.9,44.69,2.19,1,negative
160.8,27.34,2.3,1,negative
141.8,24.11,2.11,1,negative
50.6,8.6,1.13,2,negative
134.9,22.93,2.75,1,negative
252.1,42.86,3.73,1,negative
215.5,36.64,2.59,1,negative
124.8,21.22,3.62,0,negative
