Day_Mins,Day_Charge,Eve_Mins,Eve_Charge,Night_Calls,Intl_Mins,Intl_Charge,CustServ_Calls,Class
215.9,36.7,217,18.45,130,5.2,1.4,1,negative
203.4,34.58,128.7,10.94,113,11,2.97,1,negative
110.1,18.72,169,14.37,94,9.2,2.48,1,negative
111,18.87,219.8,18.68,89,4.4,1.19,1,negative
239.9,40.78,142.3,12.1,106,9.3,2.51,1,negative
144.8,24.62,112.5,9.56,79,13.8,3.73,1,negative
135.4,23.02,205.9,17.5,103,7.9,2.13,1,negative
84.2,14.31,80.8,6.87,79,10.8,2.92,1,negative
209.1,35.55,106.1,9.02,90,14,3.78,0,negative
130.1,22.12,196,16.66,123,11.4,3.08,0,negative
175.8,29.89,155,13.18,64,7.8,2.11,2,negative
241.9,41.12,145.2,12.34,105,6.6,1.78,1,negative
136.7,23.24,228.6,19.43,114,9.8,2.65,0,negative
67.7,11.51,195.7,16.63,137,12,3.24,1,negative
200.4,34.07,309.2,26.28,118,10,2.7,1,negative
125.8,21.39,207.7,17.65,143,14.1,3.81,1,positive
128.2,21.79,133.2,11.32,123,11.2,3.02,1,negative
226.3,38.47,223,18.96,92,13,3.51,4,negative
162.3,27.59,233.9,19.88,94,9.2,2.48,0,negative
224.4,38.15,147.9,12.57,74,6.7,1.81,2,negative
120.5,20.49,189.7,16.12,107,14.3,3.86,1,negative
91.1,15.49,179.3,15.24,89,11.9,3.21,2,negative
168.8,28.7,241.4,20.52,106,15.5,4.19,0,negative
153.5,26.1,287.3,24.42,85,6.5,1.76,2,negative
226.2,38.45,140.3,11.93,110,6.4,1.73,0,negative
191.9,32.62,206.9,17.59,88,12.6,3.4,1,negative
167.9,28.54,190.7,16.21,103,9.2,2.48,4,positive
180,30.6,145,12.33,120,11.5,3.11,2,negative
257.4,43.76,261.1,22.19,107,13.4,3.62,2,positive
174.4,29.65,169.9,14.44,130,11,2.97,1,negative
159.7,27.15,155.4,13.21,114,8.4,2.27,1,negative
237.2,40.32,222.6,18.92,81,11,2.97,1,negative
103,17.51,242.3,20.6,89,7.9,2.13,1,negative
153.8,26.15,234,19.89,77,11.6,3.13,4,negative
205.1,34.87,160.5,13.64,142,10.7,2.89,3,negative
175.7,29.87,187.2,15.91,118,8.6,2.32,2,negative
155.9,26.5,224.2,19.06,116,8.6,2.32,2,negative
154.4,26.25,221.4,18.82,103,10.3,2.78,0,negative
209.7,35.65,183.6,15.61,111,7.1,1.92,2,negative
150,25.5,285.9,24.3,121,9.4,2.54,0,negative
232.4,39.51,186,15.81,128,12.3,3.32,3,negative
165.4,28.12,115.7,9.83,118,12.8,3.46,2,negative
199.2,33.86,187.3,15.92,85,13.3,3.59,3,negative
217.6,36.99,320.5,27.24,110,4.2,1.13,0,negative
212.1,36.06,150.1,12.76,111,7.7,2.08,3,negative
154,26.18,165.8,14.09,83,10.8,2.92,1,negative
193.8,32.95,202.6,17.22,102,13.3,3.59,1,negative
175.4,29.82,248.1,21.09,85,12.2,3.29,0,negative
152,25.84,258.8,22,109,15.7,4.24,2,positive
230.2,39.13,186.7,15.87,100,9.2,2.48,0,negative
174.9,29.73,248.2,21.1,116,13.5,3.65,1,positive
190.2,32.33,262.2,22.29,92,8.8,2.38,0,negative
176.4,29.99,224.9,19.12,50,11.5,3.11,1,negative
160.9,27.35,251.2,21.35,97,5,1.35,3,negative
228.7,38.88,163,13.86,90,11.8,3.19,1,negative
144,24.48,181.6,15.44,93,12.3,3.32,0,negative
135.9,23.1,271,23.04,89,9.5,2.57,6,negative
334.3,56.83,192.1,16.33,83,10.4,2.81,0,positive
130.5,22.19,131.2,11.15,63,13,3.51,0,negative
134.2,22.81,162.5,13.81,90,11.8,3.19,4,positive
278,47.26,266.4,22.64,118,13.1,3.54,4,positive
105.4,17.92,214.8,18.26,126,7.8,2.11,0,negative
188.9,32.11,203.9,17.33,124,11.6,3.13,3,negative
111.8,19.01,239.6,20.37,81,6.9,1.86,1,negative
159.1,27.05,149.8,12.73,108,13,3.51,1,negative
212.4,36.11,224.6,19.09,105,9,2.43,1,negative
142.3,24.19,306.3,26.04,82,9.9,2.67,1,negative
346.8,58.96,249.5,21.21,102,13.3,3.59,1,positive
113.9,19.36,145.3,12.35,137,11.8,3.19,1,negative
267.9,45.54,263.3,22.38,106,8.3,2.24,1,positive
171.4,29.14,115.2,9.79,115,17,4.59,3,negative
275.4,46.82,187.5,15.94,126,13.6,3.67,1,negative
197.2,33.52,249.9,21.24,104,3.9,1.05,0,negative
192.6,32.74,135.2,11.49,101,7.9,2.13,2,negative
91.7,15.59,150.6,12.8,103,7.7,2.08,1,negative
126.3,21.47,141.6,12.04,96,9.6,2.59,0,negative
251.5,42.76,234.1,19.9,87,10.4,2.81,3,negative
190.6,32.4,152.3,12.95,97,7.5,2.03,1,negative
116.1,19.74,201.8,17.15,103,11.6,3.13,0,negative
217.3,36.94,216.1,18.37,76,11.3,3.05,2,negative
179.4,30.5,232.5,19.76,105,14.7,3.97,0,negative
207.7,35.31,164.8,14.01,91,7.9,2.13,0,negative
277.3,47.14,228.4,19.41,103,12.8,3.46,2,positive
125.3,21.3,167.6,14.25,94,8.4,2.27,1,negative
138.1,23.48,167.3,14.22,115,6.8,1.84,2,negative
169.3,28.78,225.9,19.2,86,8.2,2.21,0,negative
201.3,34.22,143.8,12.22,127,12.3,3.32,1,negative
216.7,36.84,116.5,9.9,110,9.8,2.65,2,negative
190.4,32.37,317.5,26.99,113,8.3,2.24,2,negative
143.3,24.36,195.5,16.62,95,6,1.62,1,negative
97.4,16.56,203.6,17.31,124,11.4,3.08,2,negative
181.4,30.84,167.7,14.25,122,11.3,3.05,3,negative
246.4,41.89,256.2,21.78,151,3.8,1.03,0,negative
143.4,24.38,289.4,24.6,100,9.7,2.62,2,negative
104.9,17.83,198.5,16.87,91,8,2.16,2,negative
156.2,26.55,193,16.41,94,13.1,3.54,1,negative
114.8,19.52,81.9,6.96,101,12,3.24,0,negative
232.5,39.53,205.5,17.47,91,11.9,3.21,0,negative
143.6,24.41,152.4,12.95,110,8.6,2.32,1,negative
176.7,30.04,244.1,20.75,120,9.1,2.46,2,negative
263.4,44.78,230.3,19.58,101,11.4,3.08,1,positive
146.4,24.89,148.5,12.62,96,11.3,3.05,1,negative
145,24.65,194.5,16.53,138,14.2,3.83,2,negative
167.8,28.53,167.7,14.25,71,8.4,2.27,1,negative
166.9,28.37,154.9,13.17,89,7.2,1.94,0,negative
142.5,24.23,195.7,16.63,117,7.8,2.11,2,negative
133,22.61,262.8,22.34,128,11.2,3.02,1,negative
252.9,42.99,284.3,24.17,99,12.3,3.32,1,negative
95,16.15,291.2,24.75,114,10,2.7,2,negative
194.2,33.01,249.4,21.2,129,12.9,3.48,1,positive
222.8,37.88,215.9,18.35,122,0,0,1,negative
201.8,34.31,231.5,19.68,130,16.5,4.46,0,negative
216,36.72,232.3,19.75,100,9.3,2.51,2,positive
146.3,24.87,171.8,14.6,66,5.3,1.43,1,negative
234.8,39.92,140.9,11.98,93,9.5,2.57,1,negative
198.6,33.76,213.9,18.18,105,10.6,2.86,2,negative
94.4,16.05,215.1,18.28,108,13.1,3.54,2,negative
190.4,32.37,215.6,18.33,111,10,2.7,2,negative
142.6,24.24,208.2,17.7,102,12,3.24,3,negative
134.2,22.81,165,14.03,102,10.7,2.89,0,negative
111.9,19.02,114,9.69,79,14.1,3.81,5,positive
122.8,20.88,211.3,17.96,91,10.7,2.89,2,negative
189.3,32.18,220.9,18.78,117,9.2,2.48,4,negative
240.4,40.87,201.8,17.15,112,16.1,4.35,0,negative
93.5,15.9,183.4,15.59,133,9.9,2.67,0,negative
158.6,26.96,211.2,17.95,104,10.2,2.75,3,negative
243.2,41.34,147,12.5,99,7.2,1.94,4,negative
176.4,29.99,158.8,13.5,107,9.3,2.51,4,negative
220.9,37.55,242.2,20.59,75,6.4,1.73,0,negative
144.4,24.55,266.5,22.65,59,7.1,1.92,0,negative
212.3,36.09,228.4,19.41,116,7.7,2.08,0,negative
147,24.99,165.7,14.08,107,8.4,2.27,1,negative
96.2,16.35,178.9,15.21,84,12.9,3.48,2,negative
263.4,44.78,179.1,15.22,112,10.3,2.78,0,negative
12.5,2.13,256.6,21.81,88,7.7,2.08,1,negative
162.3,27.59,192.4,16.35,100,10.1,2.73,2,negative
183.6,31.21,58.6,4.98,99,8.7,2.35,1,negative
178.1,30.28,146.5,12.45,78,8.5,2.3,1,negative
201.4,34.24,97.6,8.3,119,7,1.89,0,negative
123,20.91,133.9,11.38,103,13.3,3.59,1,negative
208,35.36,198.9,16.91,97,8.6,2.32,0,negative
239.2,40.66,188.5,16.02,116,8.8,2.38,1,negative
193,32.81,89.8,7.63,104,15.3,4.13,1,negative
174.5,29.67,245.6,20.88,76,10.3,2.78,1,negative
116.7,19.84,145.9,12.4,103,9.9,2.67,1,negative
93.8,15.95,150,12.75,116,10.7,2.89,1,negative
154.1,26.2,118.7,10.09,105,12.9,3.48,2,negative
239.5,40.72,203.8,17.32,70,9.9,2.67,0,negative
216,36.72,224.1,19.05,112,11.8,3.19,0,negative
187.4,31.86,177.8,15.11,97,12.2,3.29,1,negative
167.4,28.46,233.2,19.82,115,10.3,2.78,0,negative
160.4,27.27,218.1,18.54,115,12.5,3.38,1,negative
143.2,24.34,209.1,17.77,96,11.9,3.21,1,negative
205.3,34.9,240.5,20.44,107,5,1.35,1,negative
219.1,37.25,151.5,12.88,60,14.3,3.86,1,negative
143.2,24.34,169.8,14.43,77,7.6,2.05,1,negative
232.8,39.58,175.2,14.89,77,12.5,3.38,2,negative
162,27.54,247.5,21.04,99,8.9,2.4,0,negative
25.9,4.4,206.5,17.55,64,6.5,1.76,1,negative
154.2,26.21,112.3,9.55,75,15.4,4.16,4,positive
322.3,54.79,222,18.87,123,6.7,1.81,0,positive
209.9,35.68,221.3,18.81,93,8.2,2.21,1,negative
191.5,32.56,175.2,14.89,118,0,0,0,negative
291.1,49.49,226.7,19.27,67,7.5,2.03,1,negative
215.6,36.65,216.2,18.38,65,11.8,3.19,3,negative
208.8,35.5,213.7,18.16,86,12.4,3.35,3,negative
255.9,43.5,204.1,17.35,84,12.3,3.32,3,negative
252.7,42.96,221.1,18.79,100,12.4,3.35,2,negative
132.1,22.46,247.5,21.04,123,6.9,1.86,3,negative
217,36.89,207,17.6,106,8.2,2.21,1,negative
101.9,17.32,223.1,18.96,77,12.9,3.48,0,negative
211.5,35.96,184.6,15.69,131,13.3,3.59,2,negative
153.4,26.08,198.5,16.87,83,10.4,2.81,0,negative
166.3,28.27,239.3,20.34,108,10,2.7,2,negative
185.2,31.48,170.4,14.48,104,9.5,2.57,1,negative
104.6,17.78,149.5,12.71,67,6.5,1.76,2,negative
245.2,41.68,159,13.52,74,7.2,1.94,0,negative
274.4,46.65,198.6,16.88,62,6,1.62,1,negative
98.4,16.73,249.6,21.22,114,14.2,3.83,1,negative
279.9,47.58,223.1,18.96,94,13,3.51,1,negative
187.2,31.82,195.6,16.63,129,5.1,1.38,1,negative
276.2,46.95,165.8,14.09,79,2.2,0.59,3,negative
200.4,34.07,272.8,23.19,100,8.3,2.24,1,negative
162.3,27.59,244,20.74,89,9.1,2.46,2,negative
176.9,30.07,102.8,8.74,84,10.5,2.84,4,positive
165.5,28.14,205.5,17.47,124,12.2,3.29,0,negative
217.8,37.03,189.7,16.12,91,10.4,2.81,4,negative
201.4,34.24,246.5,20.95,131,12.9,3.48,2,positive
190.5,32.39,179.6,15.27,89,10.1,2.73,3,negative
179.9,30.58,189.2,16.08,76,12.8,3.46,3,negative
235.9,40.1,80.6,6.85,116,5.8,1.57,3,negative
140.4,23.87,187.1,15.9,155,7.9,2.13,0,negative
144.6,24.58,258.8,22,113,7.4,2,2,negative
189,32.13,118.5,10.07,87,17.1,4.62,0,negative
101,17.17,155.6,13.23,93,13.3,3.59,0,negative
206.3,35.07,292.8,24.89,121,10.6,2.86,1,negative
165.1,28.07,267,22.7,114,10.9,2.94,1,negative
165,28.05,202.6,17.22,94,12.5,3.38,1,positive
155.9,26.5,256.1,21.77,103,11.7,3.16,3,negative
199.2,33.86,214.7,18.25,105,11.8,3.19,1,negative
155.3,26.4,188.2,16,73,12.3,3.32,3,negative
208.3,35.41,236.7,20.12,120,11.3,3.05,3,negative
157.1,26.71,162.6,13.82,138,12.1,3.27,1,negative
154.4,26.25,168.3,14.31,81,11.7,3.16,5,positive
189.1,32.15,246.1,20.92,106,10.4,2.81,1,positive
131.5,22.36,230.2,19.57,87,10,2.7,2,negative
166.4,28.29,243.2,20.67,95,9.9,2.67,1,negative
142.3,24.19,122.8,10.44,94,12.8,3.46,2,negative
87.7,14.91,223,18.96,112,7.3,1.97,2,negative
184.1,31.3,194.5,16.53,101,16.9,4.56,0,negative
174.5,29.67,224.2,19.06,91,12.3,3.32,2,negative
103.3,17.56,138.5,11.77,98,9,2.43,2,negative
35.1,5.97,180.8,15.37,58,12.7,3.43,1,negative
246.6,41.92,141.4,12.02,109,13,3.51,1,negative
78.5,13.35,210.5,17.89,102,11.8,3.19,1,negative
148.1,25.18,164.9,14.02,125,12.3,3.32,5,positive
206.2,35.05,256.4,21.79,91,9,2.43,1,negative
251.6,42.77,197.6,16.8,97,12.2,3.29,2,negative
270.3,45.95,215.2,18.29,133,14.4,3.89,1,positive
156.6,26.62,224.2,19.06,135,11.3,3.05,1,negative
139.4,23.7,223.7,19.01,77,13.6,3.67,1,negative
220.2,37.43,188.4,16.01,113,11.7,3.16,2,negative
214.1,36.4,169.2,14.38,117,10.1,2.73,1,negative
196,33.32,213.4,18.14,81,7.9,2.13,1,negative
106.4,18.09,240.1,20.41,114,5.3,1.43,6,positive
179.4,30.5,275.4,23.41,105,10,2.7,0,negative
216.7,36.84,144.3,12.27,106,10.8,2.92,2,negative
177.3,30.14,152.8,12.99,92,5.1,1.38,0,negative
151.6,25.77,219.4,18.65,68,4,1.08,1,negative
262.2,44.57,165.2,14.04,57,10.6,2.86,0,negative
173.6,29.51,91.7,7.79,103,9.7,2.62,3,negative
106.6,18.12,147.4,12.53,113,9.6,2.59,2,negative
193.3,32.86,128.3,10.91,119,11.6,3.13,5,positive
217.2,36.92,138.7,11.79,85,11.3,3.05,0,negative
209.5,35.62,172.8,14.69,102,8.8,2.38,1,negative
95.4,16.22,207.2,17.61,117,5.6,1.51,1,negative
214.6,36.48,205.2,17.44,140,8.1,2.19,1,negative
131.6,22.37,211.3,17.96,97,11.1,3,4,positive
168.4,28.63,217.1,18.45,100,11.8,3.19,1,negative
146.4,24.89,176.6,15.01,102,7.8,2.11,1,negative
183,31.11,206.7,17.57,119,11.1,3,1,negative
103.3,17.56,245.9,20.9,95,6.4,1.73,0,negative
112.2,19.07,154.8,13.16,105,10.6,2.86,0,negative
170.7,29.02,179.1,15.22,89,8.2,2.21,3,negative
172.5,29.33,142.6,12.12,63,10.9,2.94,0,negative
194.3,33.03,243.2,20.67,114,7.1,1.92,1,negative
187.8,31.93,129.8,11.03,113,12,3.24,2,negative
307.1,52.21,289.4,24.6,109,8,2.16,0,negative
118.2,20.09,167.2,14.21,106,12.2,3.29,3,negative
154,26.18,205.9,17.5,75,12.9,3.48,1,negative
155.5,26.44,213.4,18.14,61,7.6,2.05,1,negative
125.6,21.35,213,18.11,108,5.4,1.46,1,negative
199.3,33.88,224.2,19.06,57,15.2,4.1,0,negative
157.9,26.84,180.8,15.37,102,12.8,3.46,1,negative
203.4,34.58,167.7,14.25,124,9.2,2.48,2,negative
222.2,37.77,218.5,18.57,88,10.9,2.94,1,negative
92.8,15.78,271.2,23.05,83,5.8,1.57,1,negative
216.8,36.86,102.2,8.69,83,8.6,2.32,0,negative
193.2,32.84,194.4,16.52,104,9.7,2.62,4,negative
113.2,19.24,189.3,16.09,124,14.1,3.81,3,negative
166.2,28.25,238.8,20.3,92,11.2,3.02,3,negative
262.2,44.57,157,13.35,100,7.3,1.97,1,negative
207.8,35.33,195.7,16.63,124,13.1,3.54,0,negative
245.4,41.72,148.2,12.6,136,7.5,2.03,1,negative
287.1,48.81,178.4,15.16,98,14.4,3.89,3,positive
192.3,32.69,165.3,14.05,74,9,2.43,2,negative
194.2,33.01,242.1,20.58,80,9.7,2.62,2,negative
211,35.87,217,18.45,104,9.8,2.65,3,negative
141.9,24.12,228.9,19.46,101,8.7,2.35,0,negative
220.5,37.49,239.5,20.36,109,5.9,1.59,2,negative
157.4,26.76,145,12.33,92,9.3,2.51,1,negative
143.5,24.4,223.5,19,69,11.2,3.02,0,negative
156,26.52,56,4.76,104,8.9,2.4,0,negative
160.1,27.22,208.4,17.71,98,9.2,2.48,2,negative
235.1,39.97,251.8,21.4,76,7.2,1.94,4,positive
160,27.2,209.5,17.81,107,8.7,2.35,5,positive
188.4,32.03,165.9,14.1,71,13.2,3.56,1,negative
194.8,33.12,235.3,20,126,11,2.97,1,negative
247.8,42.13,130,11.05,125,6.9,1.86,1,negative
221.2,37.6,213.6,18.16,89,11.9,3.21,4,negative
118.5,20.15,213.9,18.18,99,13.4,3.62,2,negative
231.8,39.41,232.9,19.8,121,7.6,2.05,1,negative
215.9,36.7,257.9,21.92,157,11.6,3.13,1,negative
217.1,36.91,220.8,18.77,93,8,2.16,2,negative
83.5,14.2,221.1,18.79,75,12.6,3.4,0,negative
183.3,31.16,205.1,17.43,90,5.1,1.38,1,negative
236.8,40.26,265.3,22.55,77,9.5,2.57,1,positive
193.8,32.95,195.3,16.6,108,8.5,2.3,1,negative
134,22.78,206,17.51,118,9.7,2.62,0,negative
176.6,30.02,172.7,14.68,128,11.3,3.05,2,negative
191.4,32.54,205.4,17.46,121,10.2,2.75,3,negative
174.8,29.72,219.6,18.67,90,12.8,3.46,0,negative
275.2,46.78,180.2,15.32,110,7.9,2.13,1,negative
174,29.58,241.1,20.49,94,7.9,2.13,1,negative
165,28.05,249.7,21.22,128,12.6,3.4,1,negative
228.7,38.88,168.7,14.34,100,11.8,3.19,1,negative
107.9,18.34,235.8,20.04,119,9.5,2.57,2,negative
221.3,37.62,157.8,13.41,89,11.3,3.05,1,negative
141.1,23.99,211.4,17.97,127,5.9,1.59,3,negative
166.4,28.29,238.3,20.26,84,10.7,2.89,4,negative
249.6,42.43,227.2,19.31,92,7.6,2.05,3,negative
178.6,30.36,213.1,18.11,119,10.9,2.94,1,negative
139,23.63,224.9,19.12,118,15.7,4.24,2,negative
134.3,22.83,202.3,17.2,100,12.6,3.4,2,negative
215.9,36.7,240.1,20.41,123,4.9,1.32,3,negative
181.6,30.87,213.2,18.12,104,11.4,3.08,1,negative
178.4,30.33,168.3,14.31,93,9.3,2.51,1,negative
106.4,18.09,140.2,11.92,81,11.4,3.08,1,negative
170.7,29.02,240.2,20.42,112,11.4,3.08,2,negative
184.5,31.37,183.2,15.57,106,12.3,3.32,0,negative
161.2,27.4,204.2,17.36,87,8.9,2.4,1,negative
84.9,14.43,257.5,21.89,66,7.5,2.03,2,negative
217.9,37.04,230.1,19.56,110,10.6,2.86,1,negative
270.9,46.05,226.2,19.23,60,8.8,2.38,0,positive
243,41.31,183.9,15.63,109,15.3,4.13,0,positive
128.2,21.79,48.1,4.09,80,8.9,2.4,0,negative
126.3,21.47,168.8,14.35,95,9.8,2.65,2,negative
178.7,30.38,215.7,18.33,84,10.6,2.86,4,negative
159,27.03,255.1,21.68,73,10.1,2.73,0,negative
150.9,25.65,161.8,13.75,115,11.7,3.16,3,negative
219.9,37.38,208.5,17.72,111,8.1,2.19,3,negative
168,28.56,192.4,16.35,98,10.1,2.73,2,negative
162.1,27.56,171.8,14.6,76,9.6,2.59,4,positive
198.8,33.8,195.5,16.62,120,16.5,4.46,5,negative
256.8,43.66,230.1,19.56,82,9.1,2.46,3,negative
182.8,31.08,212.7,18.08,103,11,2.97,1,negative
196.8,33.46,254.2,21.61,85,7.7,2.08,1,negative
140.1,23.82,231.4,19.67,127,11.2,3.02,2,negative
194.3,33.03,189.9,16.14,102,9,2.43,5,negative
117.6,19.99,214,18.19,94,8.8,2.38,1,negative
193.7,32.93,186.6,15.86,100,11.6,3.13,0,negative
243.1,41.33,231.4,19.67,120,7.8,2.11,2,negative
145.4,24.72,129.3,10.99,109,5.2,1.4,1,negative
169.1,28.75,169.9,14.44,106,9.9,2.67,3,negative
229.3,38.98,184.5,15.68,91,8.8,2.38,2,negative
197.2,33.52,211.7,17.99,133,8.3,2.24,4,negative
186.4,31.69,201,17.09,103,11.1,3,2,positive
76.1,12.94,290.3,24.68,89,10.8,2.92,0,negative
162.8,27.68,185,15.73,104,6,1.62,2,negative
182.3,30.99,199.2,16.93,113,18,4.86,1,negative
194.4,33.05,247.8,21.06,93,11.2,3.02,2,negative
189.3,32.18,118.6,10.08,102,12.5,3.38,2,negative
160.1,27.22,168.7,14.34,102,9.5,2.57,3,negative
145,24.65,240.7,20.46,134,7.1,1.92,3,negative
220.7,37.52,119.3,10.14,113,11.5,3.11,4,negative
224.7,38.2,134.5,11.43,104,7.5,2.03,1,positive
147,24.99,162.3,13.8,80,10.5,2.84,1,negative
260.8,44.34,213.4,18.14,97,10.1,2.73,1,negative
155.4,26.42,164.1,13.95,128,9,2.43,0,negative
166.2,28.25,255.3,21.7,97,5.4,1.46,1,negative
211.8,36.01,260.5,22.14,96,10.8,2.92,0,negative
130.5,22.19,208.4,17.71,114,11,2.97,4,positive
162.7,27.66,292,24.82,80,8.7,2.35,0,negative
237.1,40.31,264.2,22.46,120,7.9,2.13,1,negative
166.2,28.25,217.6,18.5,68,13.2,3.56,4,negative
121.7,20.69,125.8,10.69,122,8.3,2.24,6,positive
176.4,29.99,201,17.09,138,11.2,3.02,0,negative
67.4,11.46,244,20.74,93,11.4,3.08,2,negative
229.7,39.05,336,28.56,128,9.6,2.59,1,positive
176,29.92,277.9,23.62,71,14.7,3.97,1,negative
247.7,42.11,269.5,22.91,82,9.6,2.59,0,positive
115.4,19.62,262.6,22.32,69,13.1,3.54,2,negative
112.2,19.07,209.6,17.82,78,13.9,3.75,0,positive
162.6,27.64,154,13.09,118,11.5,3.11,0,negative
229.4,39,214.1,18.2,95,10.4,2.81,4,negative
139.6,23.73,124.2,10.56,75,15,4.05,2,negative
263.8,44.85,251.3,21.36,112,8.4,2.27,5,positive
217.5,36.98,233.7,19.86,99,9,2.43,4,negative
114.3,19.43,199.8,16.98,74,7.5,2.03,1,negative
196.3,33.37,136.8,11.63,87,7.7,2.08,2,negative
253.2,43.04,188,15.98,133,4.4,1.19,1,negative
98,16.66,240.7,20.46,123,10.5,2.84,0,negative
249.4,42.4,211.5,17.98,116,9.1,2.46,0,negative
129.6,22.03,233,19.81,93,14.5,3.92,1,negative
221.3,37.62,267.6,22.75,80,9.3,2.51,0,negative
220.7,37.52,177.8,15.11,102,12.4,3.35,1,negative
87.6,14.89,262,22.27,125,9.2,2.48,1,negative
203.6,34.61,161.7,13.74,97,8.4,2.27,0,negative
213.6,36.31,234.9,19.97,157,8.8,2.38,2,negative
181.6,30.87,220.7,18.76,121,12.9,3.48,2,negative
215.4,36.62,328.7,27.94,89,7.8,2.11,1,negative
266.3,45.27,207.8,17.66,98,14,3.78,2,positive
199.2,33.86,175.1,14.88,84,10.2,2.75,3,negative
115,19.55,137.8,11.71,61,7.3,1.97,3,negative
270.5,45.99,230,19.55,111,9.6,2.59,1,positive
222.2,37.77,153.1,13.01,80,12.9,3.48,1,negative
61.9,10.52,262.6,22.32,110,8.8,2.38,3,negative
141.1,23.99,249.1,21.17,73,10.8,2.92,2,negative
189.2,32.16,184.4,15.67,83,10.6,2.86,3,positive
196,33.32,186,15.81,92,9.8,2.65,3,negative
171.6,29.17,205,17.43,114,13.8,3.73,0,negative
174,29.58,161.3,13.71,98,11.4,3.08,2,negative
78.6,13.36,187.3,15.92,111,7.4,2,1,positive
200.9,34.15,164.3,13.97,98,8.9,2.4,1,negative
141.3,24.02,253.6,21.56,96,6.4,1.73,1,negative
235.8,40.09,176,14.96,122,7.3,1.97,2,negative
185.1,31.47,165.1,14.03,104,6.3,1.7,3,negative
254.3,43.23,78.9,6.71,69,11.8,3.19,2,negative
183,31.11,214.8,18.26,73,8.7,2.35,2,negative
163.5,27.8,274.8,23.36,147,7.5,2.03,2,negative
207.9,35.34,210.5,17.89,114,7.7,2.08,2,negative
248.6,42.26,174.9,14.87,86,6.1,1.65,3,negative
185.4,31.52,197.6,16.8,110,14.5,3.92,2,negative
197.8,33.63,221,18.79,134,8.9,2.4,1,negative
132.1,22.46,138.9,11.81,119,9.1,2.46,2,positive
197.1,33.51,227.8,19.36,101,9.3,2.51,0,negative
154.6,26.28,184.2,15.66,102,12.6,3.4,2,negative
153.1,26.03,185.9,15.8,102,10,2.7,6,positive
211.2,35.9,231.1,19.64,80,6.3,1.7,2,negative
96.8,16.46,142.6,12.12,115,10.9,2.94,2,positive
172,29.24,276.4,23.49,100,10.1,2.73,1,negative
141.1,23.99,147.2,12.51,75,8,2.16,2,negative
151.1,25.69,244.7,20.8,91,13.8,3.73,2,negative
209.6,35.63,228.8,19.45,85,7.6,2.05,3,negative
247,41.99,125.6,10.68,90,10.5,2.84,3,negative
221.4,37.64,165.8,14.09,105,10.8,2.92,1,negative
321.3,54.62,167.9,14.27,106,8,2.16,1,positive
243.7,41.43,60,5.1,129,11.3,3.05,0,negative
251.5,42.76,214.2,18.21,71,11.1,3,3,negative
236.9,40.27,157.6,13.4,120,7.3,1.97,0,positive
159.7,27.15,216.7,18.42,116,9.3,2.51,2,negative
148.2,25.19,220.4,18.73,97,9.2,2.48,4,positive
150.9,25.65,268.6,22.83,73,14.7,3.97,1,negative
210.5,35.79,250.5,21.29,125,11.5,3.11,1,negative
170.9,29.05,201.4,17.12,124,4.1,1.11,2,negative
254.7,43.3,90.2,7.67,60,10.6,2.86,0,negative
284.4,48.35,157,13.35,91,8.4,2.27,0,positive
0,0,159.6,13.57,88,6.8,1.84,4,positive
133.7,22.73,187.8,15.96,89,10.7,2.89,1,positive
224.9,38.23,191.9,16.31,97,10.3,2.78,0,negative
151.8,25.81,209.9,17.84,86,11.9,3.21,1,negative
141.4,24.04,163,13.86,99,5.6,1.51,2,negative
285.7,48.57,230.9,19.63,140,14.8,4,0,positive
58.4,9.93,262.2,22.29,115,11.9,3.21,1,negative
90.4,15.37,201.3,17.11,115,13.1,3.54,0,negative
114.4,19.45,216.6,18.41,102,11,2.97,0,negative
147.7,25.11,222.7,18.93,102,12.8,3.46,2,negative
302.7,51.46,240.5,20.44,103,13.6,3.67,3,negative
136.1,23.14,204.2,17.36,90,11.3,3.05,1,negative
169.7,28.85,165.9,14.1,83,12.8,3.46,3,negative
227.2,38.62,194.4,16.52,126,14.9,4.02,0,negative
217.8,37.03,220.6,18.75,89,10.3,2.78,1,positive
124.2,21.11,123.9,10.53,100,13.1,3.54,2,negative
206.2,35.05,232.4,19.75,96,13.6,3.67,1,negative
132.9,22.59,67,5.7,121,9.9,2.67,3,negative
104.9,17.83,237.6,20.2,104,7.7,2.08,3,negative
245,41.65,250.7,21.31,124,13.7,3.7,1,positive
184.5,31.37,224,19.04,82,11.6,3.13,1,negative
89.5,15.22,179.3,15.24,116,12.3,3.32,3,negative
235.6,40.05,194.8,16.56,93,8.6,2.32,1,negative
186,31.62,262.3,22.3,63,11.5,3.11,4,negative
223.9,38.06,155.7,13.23,143,7.3,1.97,1,negative
179.5,30.52,162.3,13.8,133,6.6,1.78,1,negative
169.4,28.8,253.5,21.55,93,8.9,2.4,1,negative
118.1,20.08,144.3,12.27,86,8.2,2.21,1,negative
112,19.04,193.7,16.46,93,4.1,1.11,4,positive
168.4,28.63,225.9,19.2,95,8.5,2.3,0,negative
214.3,36.43,188.2,16,117,11.3,3.05,0,negative
245.7,41.77,241.9,20.56,117,4.2,1.13,4,positive
156.6,26.62,71,6.04,120,13.4,3.62,1,negative
