Day_Mins,Day_Charge,Class
154.4,26.25,negative
177.3,30.14,negative
231.2,39.3,positive
202.9,34.49,negative
149.6,25.43,negative
345.3,58.7,positive
264.9,45.03,positive
122,20.74,negative
177.2,30.12,negative
133.1,22.63,negative
225.1,38.27,positive
208.4,35.43,negative
173.1,29.43,negative
162.4,27.61,positive
281.2,47.8,negative
208.3,35.41,negative
243.4,41.38,negative
224.2,38.11,positive
189.3,32.18,negative
168.3,28.61,negative
232.9,39.59,negative
155,26.35,negative
154.4,26.25,negative
234.7,39.9,negative
240,40.8,negative
298.4,50.73,positive
166,28.22,negative
111.6,18.97,negative
174.5,29.67,negative
175.5,29.84,negative
157.5,26.78,positive
206.2,35.05,negative
207.5,35.28,negative
144.8,24.62,negative
258.8,44,negative
226.9,38.57,positive
152.9,25.99,negative
156.7,26.64,negative
150.8,25.64,negative
221,37.57,negative
322.4,54.81,positive
153.6,26.11,negative
215.1,36.57,negative
174.4,29.65,negative
180.5,30.69,negative
123.1,20.93,negative
165.7,28.17,negative
200.2,34.03,negative
154.8,26.32,negative
125.4,21.32,negative
184.2,31.31,negative
274.7,46.7,negative
142,24.14,negative
151.5,25.76,negative
124.8,21.22,negative
179.2,30.46,negative
246.4,41.89,positive
232.7,39.56,negative
288,48.96,positive
170.8,29.04,negative
216.1,36.74,negative
138.7,23.58,negative
210.7,35.82,negative
181.8,30.91,negative
61.6,10.47,negative
207.7,35.31,negative
219.2,37.26,negative
227,38.59,negative
245.9,41.8,negative
257.3,43.74,negative
121.1,20.59,negative
301.5,51.26,positive
233.9,39.76,negative
99.6,16.93,positive
169.8,28.87,negative
198.8,33.8,positive
116.2,19.75,negative
255.9,43.5,positive
187.7,31.91,negative
195.9,33.3,negative
129.4,22,negative
221,37.57,negative
140.5,23.89,negative
277.9,47.24,positive
224.9,38.23,positive
109.1,18.55,negative
207.8,35.33,negative
205.9,35,negative
308.6,52.46,positive
242.6,41.24,negative
229.6,39.03,negative
166,28.22,negative
144.8,24.62,positive
106.1,18.04,negative
221.8,37.71,negative
204.6,34.78,negative
213.5,36.3,negative
152,25.84,negative
260.8,44.34,positive
166.4,28.29,negative
177.9,30.24,negative
235.1,39.97,negative
186.8,31.76,negative
268.4,45.63,negative
192.1,32.66,negative
240.7,40.92,positive
179.9,30.58,negative
314.1,53.4,positive
162,27.54,negative
175.8,29.89,negative
109.4,18.6,negative
255.1,43.37,positive
208.7,35.48,negative
214.6,36.48,negative
49.2,8.36,negative
141.3,24.02,negative
253.2,43.04,negative
206,35.02,negative
40.4,6.87,negative
291.2,49.5,positive
71.2,12.1,negative
261.8,44.51,positive
191.3,32.52,negative
133.3,22.66,negative
183.6,31.21,negative
155.2,26.38,negative
283.1,48.13,negative
186.5,31.71,negative
163.3,27.76,negative
203.4,34.58,negative
178.1,30.28,negative
195.9,33.3,negative
295.3,50.2,negative
136.1,23.14,negative
114.1,19.4,negative
279.1,47.45,positive
169.3,28.78,negative
214.4,36.45,negative
255.8,43.49,negative
148.2,25.19,negative
119.3,20.28,negative
192.3,32.69,negative
245.2,41.68,positive
216.2,36.75,positive
172.4,29.31,negative
175.3,29.8,negative
169,28.73,positive
2.6,0.44,negative
184.1,31.3,negative
181.9,30.92,negative
160.1,27.22,negative
189.8,32.27,negative
223.2,37.94,negative
216,36.72,negative
198.5,33.75,negative
159.5,27.12,negative
105,17.85,positive
204.5,34.77,negative
274,46.58,positive
158.7,26.98,negative
229.9,39.08,negative
137.8,23.43,negative
179.4,30.5,negative
139.3,23.68,negative
7.8,1.33,negative
183.1,31.13,negative
206.9,35.17,negative
140,23.8,negative
179.2,30.46,negative
177.4,30.16,negative
115.6,19.65,negative
237.3,40.34,positive
181.5,30.86,negative
51.5,8.76,negative
155.7,26.47,negative
245,41.65,negative
131.7,22.39,negative
111.1,18.89,negative
88.5,15.05,negative
116,19.72,negative
155.5,26.44,negative
106.5,18.11,negative
175.2,29.78,negative
154.7,26.3,positive
247.2,42.02,positive
218.4,37.13,positive
227.5,38.68,negative
185,31.45,negative
186.8,31.76,negative
158.8,27,negative
208.7,35.48,negative
185.9,31.6,negative
222.5,37.83,negative
201.1,34.19,negative
167.9,28.54,negative
239.1,40.65,positive
175.7,29.87,positive
111.2,18.9,positive
87.7,14.91,negative
244.1,41.5,negative
165,28.05,negative
127.4,21.66,negative
194.8,33.12,negative
54.7,9.3,negative
283.4,48.18,negative
258,43.86,positive
90.5,15.39,negative
235.6,40.05,negative
142.5,24.23,negative
54,9.18,negative
214.8,36.52,negative
251.4,42.74,positive
139,23.63,negative
117.3,19.94,negative
264,44.88,negative
82.6,14.04,negative
175.8,29.89,negative
220.4,37.47,negative
217,36.89,negative
129,21.93,negative
150.5,25.59,negative
193.3,32.86,negative
189.5,32.22,negative
137.8,23.43,negative
129.3,21.98,negative
115.6,19.65,negative
221.9,37.72,negative
263.7,44.83,positive
61.3,10.42,negative
183.8,31.25,negative
167.4,28.46,positive
154.1,26.2,negative
252,42.84,negative
163.1,27.73,negative
198.3,33.71,negative
324.7,55.2,positive
128.3,21.81,negative
187.9,31.94,negative
129.2,21.96,positive
125.5,21.34,positive
257.2,43.72,negative
124.6,21.18,negative
175.1,29.77,negative
124.3,21.13,negative
271.6,46.17,negative
219.9,37.38,negative
183.3,31.16,negative
101.1,17.19,negative
203.3,34.56,negative
175.4,29.82,negative
266,45.22,positive
171.6,29.17,negative
78.7,13.38,negative
211.9,36.02,negative
63.7,10.83,negative
173.4,29.48,negative
237.7,40.41,negative
225.9,38.4,negative
173,29.41,negative
224.9,38.23,negative
237.7,40.41,negative
137,23.29,negative
142.5,24.23,negative
142.4,24.21,negative
147,24.99,negative
220.3,37.45,negative
149.2,25.36,negative
204.4,34.75,negative
216.8,36.86,negative
308,52.36,negative
58,9.86,negative
173.2,29.44,negative
210.3,35.75,negative
58.9,10.01,negative
236.8,40.26,negative
228.9,38.91,negative
90,15.3,positive
146.7,24.94,negative
237.3,40.34,negative
162.8,27.68,positive
186.9,31.77,negative
86.1,14.64,negative
212.3,36.09,negative
151,25.67,negative
158.6,26.96,negative
296,50.32,positive
212.3,36.09,negative
234.4,39.85,negative
176.8,30.06,negative
157.3,26.74,negative
146.6,24.92,negative
260.5,44.29,negative
146.1,24.84,negative
124.5,21.17,positive
209.4,35.6,negative
285.7,48.57,positive
190.9,32.45,negative
144.4,24.55,negative
208.8,35.5,negative
77.6,13.19,negative
271.1,46.09,positive
240.8,40.94,negative
114.8,19.52,negative
138.8,23.6,negative
209.8,35.67,negative
134.9,22.93,negative
164,27.88,negative
245.5,41.74,negative
80.3,13.65,negative
90.7,15.42,negative
190.3,32.35,negative
108.6,18.46,positive
89.8,15.27,positive
252.4,42.91,negative
183.4,31.18,negative
183.4,31.18,negative
155.2,26.38,negative
165.8,28.19,negative
209.4,35.6,negative
279.3,47.48,positive
174.1,29.6,negative
175.7,29.87,negative
256.5,43.61,negative
170.2,28.93,negative
139.6,23.73,negative
208.8,35.5,negative
210.1,35.72,negative
113.6,19.31,negative
202.6,34.44,negative
174.4,29.65,negative
210.6,35.8,negative
121.5,20.66,negative
127.8,21.73,negative
135.2,22.98,negative
99.4,16.9,negative
276.9,47.07,positive
163.4,27.78,positive
287.4,48.86,positive
120.5,20.49,negative
184.1,31.3,negative
185,31.45,negative
160.9,27.35,negative
207.6,35.29,negative
209.2,35.56,negative
158.4,26.93,negative
149,25.33,positive
204.5,34.77,negative
288.8,49.1,positive
108.6,18.46,negative
97.5,16.58,negative
166.5,28.31,negative
156.2,26.55,negative
225.2,38.28,negative
287.4,48.86,positive
175.3,29.8,negative
102.1,17.36,negative
157.9,26.84,negative
146.5,24.91,negative
245.8,41.79,positive
177.7,30.21,negative
250.8,42.64,negative
117.8,20.03,positive
119.7,20.35,negative
242.2,41.17,positive
163.4,27.78,negative
161,27.37,negative
128.7,21.88,negative
81.6,13.87,negative
207.7,35.31,negative
128.6,21.86,positive
233.3,39.66,negative
182.1,30.96,positive
168,28.56,positive
251.6,42.77,negative
183.8,31.25,negative
256.4,43.59,positive
180.2,30.63,negative
227.8,38.73,negative
147.8,25.13,negative
234.9,39.93,positive
110.9,18.85,negative
124.5,21.17,negative
233.5,39.7,positive
197.3,33.54,positive
58.2,9.89,negative
212.7,36.16,negative
151.5,25.76,negative
146.3,24.87,negative
195.1,33.17,negative
208.9,35.51,negative
135.7,23.07,positive
225.9,38.4,positive
122.2,20.77,negative
153.3,26.06,negative
214,36.38,negative
194.8,33.12,negative
206.7,35.14,negative
188,31.96,negative
122.3,20.79,positive
259.3,44.08,negative
115.1,19.57,positive
172.9,29.39,negative
156.4,26.59,negative
128.1,21.78,negative
196.6,33.42,negative
227.9,38.74,positive
194.9,33.13,negative
44.9,7.63,negative
262.8,44.68,negative
211.2,35.9,negative
204,34.68,negative
223.2,37.94,negative
119,20.23,negative
266.1,45.24,positive
134.4,22.85,negative
171.1,29.09,negative
170.5,28.99,negative
178.5,30.35,negative
205.2,34.88,negative
232.8,39.58,negative
239.9,40.78,negative
55.6,9.45,negative
153.5,26.1,negative
109.8,18.67,negative
196.1,33.34,negative
166.8,28.36,negative
113.2,19.24,negative
203,34.51,negative
242.8,41.28,negative
156.5,26.61,negative
266.7,45.34,positive
182,30.94,negative
85.9,14.6,negative
146.6,24.92,negative
110.5,18.79,positive
118.6,20.16,negative
197.6,33.59,negative
210.3,35.75,negative
220.3,37.45,negative
150,25.5,negative
161.7,27.49,negative
191.4,32.54,negative
146.7,24.94,negative
109.4,18.6,negative
144.1,24.5,negative
248.9,42.31,negative
85.7,14.57,positive
214.8,36.52,negative
158.9,27.01,negative
110,18.7,negative
152.8,25.98,negative
145.6,24.75,negative
93.3,15.86,negative
216.8,36.86,negative
201.9,34.32,negative
146.4,24.89,negative
272.7,46.36,positive
18.9,3.21,negative
172.8,29.38,negative
190.2,32.33,negative
130.6,22.2,negative
158.4,26.93,positive
166.5,28.31,negative
129.3,21.98,negative
199.3,33.88,negative
185.1,31.47,negative
175.4,29.82,negative
263.4,44.78,negative
94.2,16.01,negative
189.4,32.2,negative
118,20.06,negative
212.1,36.06,negative
222,37.74,negative
222.8,37.88,negative
190,32.3,negative
271.8,46.21,positive
195.4,33.22,negative
199.6,33.93,negative
100,17,negative
160.6,27.3,negative
158.7,26.98,negative
154.5,26.27,positive
192.3,32.69,negative
305.1,51.87,positive
193,32.81,negative
72.5,12.33,negative
105.2,17.88,negative
180.5,30.69,negative
214.7,36.5,negative
86.8,14.76,negative
131.5,22.36,positive
135.4,23.02,negative
174.3,29.63,negative
203.9,34.66,negative
235.5,40.04,negative
157,26.69,negative
111.9,19.02,negative
236.3,40.17,negative
163.6,27.81,negative
213.6,36.31,negative
143.4,24.38,negative
78.3,13.31,negative
97.1,16.51,negative
94.1,16,negative
226.3,38.47,positive
133.8,22.75,negative
190.3,32.35,negative
294.9,50.13,negative
185.4,31.52,negative
179.5,30.52,negative
158,26.86,negative
173,29.41,negative
134.2,22.81,negative
125.2,21.28,negative
195.9,33.3,negative
214.2,36.41,negative
221.1,37.59,negative
132,22.44,negative
157.6,26.79,negative
110.3,18.75,negative
161.5,27.46,negative
171.8,29.21,negative
211,35.87,negative
139.3,23.68,positive
291.6,49.57,positive
139,23.63,negative
234.8,39.92,negative
187.6,31.89,negative
159.8,27.17,negative
177.1,30.11,negative
117.9,20.04,negative
247.6,42.09,negative
169.9,28.88,negative
185,31.45,negative
204.9,34.83,negative
225.5,38.34,negative
169.7,28.85,positive
239.3,40.68,negative
113.3,19.26,positive
161.9,27.52,negative
133.3,22.66,negative
170.7,29.02,negative
189.7,32.25,negative
322.3,54.79,positive
124.4,21.15,negative
146.9,24.97,negative
192.6,32.74,negative
96.3,16.37,negative
131.9,22.42,negative
147.2,25.02,negative
143.1,24.33,negative
280.4,47.67,negative
237.2,40.32,negative
184.2,31.31,negative
109.1,18.55,negative
138.1,23.48,positive
186.8,31.76,negative
155.4,26.42,negative
245.3,41.7,negative
205.9,35,positive
207.2,35.22,negative
151.5,25.76,negative
221.9,37.72,positive
190,32.3,negative
220.8,37.54,negative
173.7,29.53,negative
114.8,19.52,negative
113.8,19.35,negative
143.2,24.34,positive
184.4,31.35,negative
227.4,38.66,negative
224,38.08,negative
216.2,36.75,negative
129.9,22.08,negative
230.1,39.12,negative
204.4,34.75,negative
216.6,36.82,negative
247.5,42.08,positive
228.1,38.78,negative
225.9,38.4,positive
103.5,17.6,positive
115.5,19.64,negative
218.8,37.2,negative
223.8,38.05,negative
143.8,24.45,negative
29.9,5.08,negative
276.7,47.04,negative
141.4,24.04,negative
153.9,26.16,negative
190.5,32.39,negative
192.6,32.74,negative
151.8,25.81,negative
215.6,36.65,negative
180,30.6,negative
157.3,26.74,negative
196.5,33.41,negative
240.3,40.85,negative
193.3,32.86,negative
211.9,36.02,negative
218.7,37.18,negative
246.8,41.96,positive
174.7,29.7,positive
240,40.8,positive
181.2,30.8,negative
113.7,19.33,negative
174.7,29.7,negative
211.1,35.89,negative
169.3,28.78,negative
247.4,42.06,negative
131.2,22.3,negative
161.4,27.44,negative
107.2,18.22,negative
211.9,36.02,negative
160.4,27.27,negative
230.7,39.22,negative
232.6,39.54,negative
294.7,50.1,positive
133.4,22.68,negative
306.2,52.05,negative
236.8,40.26,negative
125.7,21.37,positive
168.4,28.63,negative
70.9,12.05,negative
105,17.85,negative
152.1,25.86,negative
180.9,30.75,negative
156.6,26.62,negative
180.5,30.69,negative
238.8,40.6,negative
182.1,30.96,negative
139.6,23.73,negative
200.3,34.05,negative
153.5,26.1,negative
128.2,21.79,negative
159.5,27.12,negative
226.4,38.49,positive
251.9,42.82,negative
264.5,44.97,positive
153.7,26.13,negative
232.1,39.46,negative
201.9,34.32,negative
186.9,31.77,negative
196.6,33.42,negative
232.1,39.46,negative
166,28.22,negative
200.6,34.1,negative
141,23.97,negative
245,41.65,negative
140.8,23.94,negative
255.1,43.37,positive
125,21.25,negative
180.6,30.7,negative
248.7,42.28,positive
178.1,30.28,negative
122.2,20.77,positive
231.3,39.32,negative
111.2,18.9,negative
103.2,17.54,positive
138.4,23.53,positive
146.3,24.87,negative
206.3,35.07,negative
132,22.44,negative
274.6,46.68,negative
185.3,31.5,negative
154.8,26.32,negative
179.2,30.46,negative
286.2,48.65,positive
268,45.56,negative
137.5,23.38,negative
243,41.31,negative
134.9,22.93,negative
234.2,39.81,negative
175.1,29.77,negative
142.2,24.17,negative
132.4,22.51,negative
97.8,16.63,negative
266.9,45.37,positive
155.2,26.38,negative
200.2,34.03,negative
289.1,49.15,positive
198.4,33.73,negative
180.3,30.65,negative
86.3,14.67,negative
295,50.15,positive
240.9,40.95,negative
207.7,35.31,negative
128.5,21.85,negative
224.4,38.15,negative
164.9,28.03,negative
238,40.46,negative
231,39.27,negative
107.3,18.24,positive
185,31.45,negative
244.1,41.5,negative
238.4,40.53,negative
141.1,23.99,negative
158.1,26.88,negative
220.1,37.42,negative
199.5,33.92,positive
109.5,18.62,negative
187.2,31.82,negative
107.9,18.34,negative
172.1,29.26,positive
203.8,34.65,negative
160,27.2,negative
51.1,8.69,negative
227.7,38.71,negative
203.8,34.65,negative
241.7,41.09,negative
78.1,13.28,negative
187.8,31.93,negative
127.1,21.61,negative
280,47.6,positive
153.2,26.04,negative
137.1,23.31,negative
186.1,31.64,positive
224.1,38.1,negative
83.6,14.21,negative
203.9,34.66,negative
211.3,35.92,negative
219.4,37.3,negative
190.4,32.37,negative
147.7,25.11,negative
229.9,39.08,negative
102.8,17.48,negative
178.7,30.38,negative
148.5,25.25,negative
164.1,27.9,negative
197.2,33.52,negative
124.9,21.23,negative
115.4,19.62,negative
140,23.8,positive
193.9,32.96,negative
321.1,54.59,positive
118.4,20.13,positive
169.8,28.87,negative
193.4,32.88,negative
106.6,18.12,negative
134.7,22.9,negative
156.2,26.55,negative
231.1,39.29,negative
180.8,30.74,negative
213.8,36.35,negative
234.4,39.85,negative
